smiles,n_success_mut,n_failures_mut,rediscovery_C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C,total,obj_computation_time,history_data
C#CCC(C=CC=C)=CC=CC=CC=CC=CC=CC=CC=CC=C,0,0,0.632183908045977,0.632183908045977,0.00041222572326660156,C
C=CC=CC=CC(C)=CC=CC=CC=CC=CC=CC=CC=CC,0,0,0.6162790697674418,0.6162790697674418,0.0003879070281982422,
C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC(C)(C)CC,15,24,0.7294117647058823,0.7294117647058823,0.0004649162292480469,
C=CC=CC=CC=CC=CC=CC=CC=CC=C(C=CC=C)CC,0,0,0.6547619047619048,0.6547619047619048,0.00039386749267578125,
C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC1CC1,24,31,0.7654320987654321,0.7654320987654321,0.0004448890686035156,
C=CC=CC=CC=CC=CC=CC=CC=CC(C)CCC=CC=CC=C,0,0,0.6666666666666666,0.6666666666666666,0.0004336833953857422,
C=CC=CC=CC=CC=CC=CCC=CC=CC=CC=CC=CCCCC,0,0,0.6021505376344086,0.6021505376344086,0.0004680156707763672,
C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC(CC)C(C)C,0,0,0.6363636363636364,0.6363636363636364,0.00043582916259765625,
C=C(C)C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC1CC1,0,0,0.6111111111111112,0.6111111111111112,0.000453948974609375,
C=CC=CC(C)(C)C=CC=CC=CC=CC=CC=CC=CC=CC=CC,0,0,0.6363636363636364,0.6363636363636364,0.00044417381286621094,
C=CC=CC=CC=CC=CC=CC=CC=CC=CC(C)CCC=C,0,0,0.6162790697674418,0.6162790697674418,0.0003962516784667969,
C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC(C)=CCC(C)C,0,0,0.6333333333333333,0.6333333333333333,0.000457763671875,
C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CCCC1C#C1,0,0,0.6436781609195402,0.6436781609195402,0.00043702125549316406,
C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC(CC)C(=C)C,0,0,0.7241379310344828,0.7241379310344828,0.0004973411560058594,
C#CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C,19,55,0.717948717948718,0.717948717948718,0.00035691261291503906,
C=CCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C=CC,0,0,0.625,0.625,0.0004127025604248047,
C#CCCCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C,0,0,0.7126436781609196,0.7126436781609196,0.00046133995056152344,
C=CC=CC=CC=CC=CCC=CC=CC=CC=CC=CC=C=CC,0,0,0.6067415730337079,0.6067415730337079,0.00040984153747558594,
C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC(C=C)CCCC,0,0,0.7303370786516854,0.7303370786516854,0.0005056858062744141,
C=CC=CC=CC=CC=CCC(C)C=CC=CC=CC=CC=C,0,0,0.6190476190476191,0.6190476190476191,0.0003669261932373047,
C=CC=CC=CC=CC=CC=CC=CCCC=CC=CC=CC=CC,0,0,0.6436781609195402,0.6436781609195402,0.0004062652587890625,
C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CCCC(C)(C)CC,0,0,0.6153846153846154,0.6153846153846154,0.0004608631134033203,
C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C(C)C(C)(C)CC,0,0,0.6555555555555556,0.6555555555555556,0.00047779083251953125,
C=CC=CC=CC=CC=CC=CC=CC=CC=C(C=CC=C)C1CC1(C)C,0,0,0.6043956043956044,0.6043956043956044,0.0004830360412597656,
C=CC=CC=CC=CC=CC=CC=CC=CC=CC,66,203,0.6666666666666666,0.6666666666666666,0.0002987384796142578,
C#CCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CCC,0,0,0.6067415730337079,0.6067415730337079,0.00041794776916503906,
C=CC=CC=CC=CC=CC=CC(C=CC=CC=CC=C)C(C)C,0,0,0.6046511627906976,0.6046511627906976,0.00040411949157714844,
CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CCCCC,0,0,0.6067415730337079,0.6067415730337079,0.0004181861877441406,
CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC(C)=CCC,0,0,0.6111111111111112,0.6111111111111112,0.00043487548828125,
C=CC=CC=CC=CC=CC=CC1CC1(C)C=CC=CC=CC=CC=C,0,0,0.6666666666666666,0.6666666666666666,0.0004646778106689453,
C#CCC(C=CC=CC=C)=CC=CC=CC=CC=CC=CC=CC=C,0,0,0.632183908045977,0.632183908045977,0.0004076957702636719,
C=CC=CC=CC=CC=CC=CC=CC=CC=CC=C(C)C=C=CCC,0,0,0.6111111111111112,0.6111111111111112,0.0004284381866455078,
C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CCC(=C)C,1,1,0.6951219512195121,0.6951219512195121,0.0003914833068847656,
