smiles,n_success_mut,n_failures_mut,rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,total,obj_computation_time,history_data
C=c1c2cccc3c4c(=C)c2cccc4cccc2cccc1c23,0,284,0.7333333333333333,0.7333333333333333,0.0006291866302490234,C
c1cc2cccc3c4cccc5c(c1)c1cccc2c4c1c53,0,22,0.726027397260274,0.726027397260274,0.0006091594696044922,
C=Cc1c(CC)c2cccc3c4cccc(cccc5cccc4c52)c13,2,212,0.7215189873417721,0.7215189873417721,0.0006783008575439453,
Cc1cccc2c3c4ccccc5cccc3c(ccc4)c1c52,1,54,0.7297297297297297,0.7297297297297297,0.0006310939788818359,
c1ccc2c3cccc4c5ccc6c2c(c1)cccc3c6c45,0,434,0.726027397260274,0.726027397260274,0.0006780624389648438,
CC#CC=c1c2cccc3cccc4c5cccc(c(ccc2)c34)c15,3,98,0.7631578947368421,0.7631578947368421,0.0007138252258300781,
CC=c1c2cccc3cccc4cccc5c(cccc3c15)c42,1,174,0.7777777777777778,0.7777777777777778,0.0006012916564941406,
C=CCc1c(C)c2cccc3c4cccc(cccc5cccc4c52)c13,5,192,0.7215189873417721,0.7215189873417721,0.0007278919219970703,
c1cccc2c(cc1)c1c3ccccc4cccc1c(ccc3)c42,3,13,0.7837837837837838,0.7837837837837838,0.0006039142608642578,
C=C=CCC=c1c2cccc3cccc4c5cccc(c(ccc2)c34)c15,4,61,0.7341772151898734,0.7341772151898734,0.0006978511810302734,
C=c1c2cccc3cccc4cccc5c6cccc2c1c4c6c35,0,614,0.7702702702702703,0.7702702702702703,0.000659942626953125,
c1ccc2c3c(c1)cccc1c4ccc5c(cccc43)c5c12,1,276,0.726027397260274,0.726027397260274,0.0006773471832275391,
C=c1c(=C=CC)c2cccc3c4cccc(cccc5cccc4c52)c13,2,156,0.7215189873417721,0.7215189873417721,0.0007154941558837891,
C=C=Cc1c(C)c2cccc3c4cccc(cccc5cccc4c52)c13,1,186,0.7215189873417721,0.7215189873417721,0.0007467269897460938,
C1#CC2C(=c3c4cccc5cccc6c7cccc(c(ccc4)c56)c37)C12,0,29,0.7341772151898734,0.7341772151898734,0.0007700920104980469,
C=CC=C=c1c2cccc3cccc1c1cccc4c(ccc2)c3c14,6,412,0.717948717948718,0.717948717948718,0.0007135868072509766,
CC=CC(C)=c1c2cccc3cccc4c5cccc(c(ccc2)c34)c15,5,96,0.7435897435897436,0.7435897435897436,0.0007202625274658203,
c1cc2c3ccc4cccc5c6cccc2c5c(c3)c(c1)c46,0,23,0.726027397260274,0.726027397260274,0.0005977153778076172,
