rediscovery_C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C_mean,rediscovery_C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C_med,rediscovery_C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C_min,rediscovery_C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C_max,rediscovery_C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.000263214111328125,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0008878707885742188,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.002699136734008789,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.005190610885620117,0,0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0.00798797607421875,0,0,2,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0.012315511703491211,0,0,17,0,0,0,0,0
0.004024144869215292,0.0,0.0,0.028169014084507043,0.009857101580616411,0.004024144869215292,0.0,0.0,0.028169014084507043,0.009857101580616411,6,2,0.017736196517944336,0,0,15,0,0,0,0,0
0.006296809499587813,0.0,0.0,0.0410958904109589,0.013638907096136962,0.006296809499587813,0.0,0.0,0.0410958904109589,0.013638907096136962,10,4,0.025027036666870117,0,0,19,0,0,0,0,0
0.006802780747820851,0.0,0.0,0.0410958904109589,0.013387430207424233,0.006802780747820851,0.0,0.0,0.0410958904109589,0.013387430207424233,13,3,0.033598899841308594,0,0,18,0,0,0,0,0
0.007090137614737801,0.0,0.0,0.0410958904109589,0.01406761184440485,0.007090137614737801,0.0,0.0,0.0410958904109589,0.01406761184440485,18,5,0.050679922103881836,0,0,62,0,0,0,0,0
0.0071462146448564605,0.0,0.0,0.0410958904109589,0.013268229682790662,0.0071462146448564605,0.0,0.0,0.0410958904109589,0.013268229682790662,23,5,0.06250977516174316,0,0,29,0,0,0,0,0
0.00577968092578103,0.0,0.0,0.0410958904109589,0.011666295179660653,0.00577968092578103,0.0,0.0,0.0410958904109589,0.011666295179660653,33,10,0.07966971397399902,0,0,25,0,0,0,0,0
0.004750207988103523,0.0,0.0,0.0410958904109589,0.010581562355691326,0.004750207988103523,0.0,0.0,0.0410958904109589,0.010581562355691326,43,10,0.09997224807739258,0,0,38,0,0,0,0,0
0.004978209649015225,0.0,0.0,0.0410958904109589,0.010165569657317207,0.004978209649015225,0.0,0.0,0.0410958904109589,0.010165569657317207,53,10,0.13089632987976074,0,0,76,0,0,0,0,0
0.00743813208955026,0.0,0.0,0.0410958904109589,0.011878419829937252,0.00743813208955026,0.0,0.0,0.0410958904109589,0.011878419829937252,63,10,0.14731502532958984,0,0,12,0,0,0,0,0
0.008108666972024232,0.0,0.0,0.0410958904109589,0.012260368702266832,0.008108666972024232,0.0,0.0,0.0410958904109589,0.012260368702266832,73,10,0.16515374183654785,0,0,18,0,0,0,0,0
0.010356068257894261,0.0,0.0,0.11267605633802817,0.01677295169128363,0.010356068257894261,0.0,0.0,0.11267605633802817,0.01677295169128363,83,10,0.188950777053833,0,0,35,0,0,0,0,0
