rediscovery_c1ccc2ccccc2c1_mean,rediscovery_c1ccc2ccccc2c1_med,rediscovery_c1ccc2ccccc2c1_min,rediscovery_c1ccc2ccccc2c1_max,rediscovery_c1ccc2ccccc2c1_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.000308990478515625,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0008175373077392578,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0026912689208984375,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.004851341247558594,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0.009719133377075195,0,0,35,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0.014100790023803711,0,0,15,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,0.020914554595947266,0,0,12,0,0,0,0,0
0.011593669488406332,0.0,0.0,0.10526315789473684,0.02961168801694616,0.011593669488406332,0.0,0.0,0.10526315789473684,0.02961168801694616,12,4,0.029346942901611328,0,0,16,0,0,0,0,0
0.018401348230787856,0.0,0.0,0.10526315789473684,0.02865832275947846,0.018401348230787856,0.0,0.0,0.10526315789473684,0.02865832275947846,20,8,0.040549278259277344,0,0,12,0,0,0,0,0
0.020236202649976845,0.0,0.0,0.10526315789473684,0.029338741438085337,0.020236202649976845,0.0,0.0,0.10526315789473684,0.029338741438085337,29,9,0.05756950378417969,0,0,44,0,0,0,0,0
0.022933583613455436,0.0,0.0,0.10526315789473684,0.027825116068043006,0.022933583613455436,0.0,0.0,0.10526315789473684,0.027825116068043006,39,10,0.07354259490966797,0,0,24,0,0,0,0,0
