rediscovery_c1ccc(-c2ccccc2)cc1_mean,rediscovery_c1ccc(-c2ccccc2)cc1_med,rediscovery_c1ccc(-c2ccccc2)cc1_min,rediscovery_c1ccc(-c2ccccc2)cc1_max,rediscovery_c1ccc(-c2ccccc2)cc1_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0002276897430419922,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0004994869232177734,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0027360916137695312,0,0,5,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.005047321319580078,0,0,6,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.007005929946899414,0,0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.00986337661743164,0,0,9,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.012287139892578125,0,0,4,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.014485359191894531,0,0,2,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.01690530776977539,0,0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.01947641372680664,0,0,3,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0.02463078498840332,0,0,12,0,0,0,0,0
0.005420054200542005,0.0,0.0,0.04878048780487805,0.015330228318407534,0.005420054200542005,0.0,0.0,0.04878048780487805,0.015330228318407534,8,2,0.03323054313659668,0,0,29,0,0,0,0,0
0.0040650406504065045,0.0,0.0,0.04878048780487805,0.013482214594940652,0.0040650406504065045,0.0,0.0,0.04878048780487805,0.013482214594940652,11,3,0.04157257080078125,0,0,26,0,0,0,0,0
0.003048780487804878,0.0,0.0,0.04878048780487805,0.011807876055510418,0.003048780487804878,0.0,0.0,0.04878048780487805,0.011807876055510418,15,4,0.04941678047180176,0,0,17,0,0,0,0,0
0.00939432809740774,0.0,0.0,0.04878048780487805,0.018372642857781545,0.00939432809740774,0.0,0.0,0.04878048780487805,0.018372642857781545,23,8,0.0635826587677002,0,0,29,0,0,0,0,0
0.01374468933375645,0.0,0.0,0.0975609756097561,0.024537302274654945,0.01374468933375645,0.0,0.0,0.0975609756097561,0.024537302274654945,33,10,0.08174252510070801,0,0,26,0,0,0,0,0
0.014571795902097388,0.0,0.0,0.0975609756097561,0.025880105400196352,0.014571795902097388,0.0,0.0,0.0975609756097561,0.025880105400196352,43,10,0.09820842742919922,0,0,26,0,0,0,0,0
0.020668784305522128,0.0,0.0,0.0975609756097561,0.028641056049997456,0.020668784305522128,0.0,0.0,0.0975609756097561,0.028641056049997456,53,10,0.11594080924987793,0,0,23,0,0,0,0,0
0.025602158175548416,0.0,0.0,0.0975609756097561,0.029480565212318528,0.025602158175548416,0.0,0.0,0.0975609756097561,0.029480565212318528,63,10,0.13303756713867188,0,0,20,0,0,0,0,0
0.029356554546569904,0.0392156862745098,0.0,0.0975609756097561,0.02949399692254694,0.029356554546569904,0.0392156862745098,0.0,0.0975609756097561,0.02949399692254694,73,10,0.15420937538146973,0,0,37,0,0,0,0,0
0.0312562653922473,0.04,0.0,0.0975609756097561,0.029572410249538737,0.0312562653922473,0.04,0.0,0.0975609756097561,0.029572410249538737,83,10,0.16803264617919922,0,0,10,0,0,0,0,0
0.03290809773817837,0.04,0.0,0.0975609756097561,0.029291354848991077,0.03290809773817837,0.04,0.0,0.0975609756097561,0.029291354848991077,93,10,0.18204140663146973,0,0,9,0,0,0,0,0
0.03305128777303803,0.04,0.0,0.0975609756097561,0.029036625383626617,0.03305128777303803,0.04,0.0,0.0975609756097561,0.029036625383626617,103,10,0.20185613632202148,0,0,20,0,0,0,0,0
0.033962279938577276,0.04,0.0,0.0975609756097561,0.028079464753817077,0.033962279938577276,0.04,0.0,0.0975609756097561,0.028079464753817077,113,10,0.22838878631591797,0,0,38,0,0,0,0,0
0.03522837693085964,0.04,0.0,0.0975609756097561,0.028495240372250416,0.03522837693085964,0.04,0.0,0.0975609756097561,0.028495240372250416,123,10,0.2539067268371582,0,0,39,0,0,0,0,0
0.03619760343273451,0.04040816326530612,0.0,0.0975609756097561,0.028407087677364707,0.03619760343273451,0.04040816326530612,0.0,0.0975609756097561,0.028407087677364707,133,10,0.26883363723754883,0,0,8,0,0,0,0,0
0.03806487168171392,0.04081632653061224,0.0,0.0975609756097561,0.028854713734897012,0.03806487168171392,0.04081632653061224,0.0,0.0975609756097561,0.028854713734897012,143,10,0.28981661796569824,0,0,22,0,0,0,0,0
0.0396391827723947,0.04081632653061224,0.0,0.0975609756097561,0.029303329259972494,0.0396391827723947,0.04081632653061224,0.0,0.0975609756097561,0.029303329259972494,153,10,0.30943894386291504,0,0,19,0,0,0,0,0
0.0401321124232367,0.04081632653061224,0.0,0.0975609756097561,0.029057866612288832,0.0401321124232367,0.04081632653061224,0.0,0.0975609756097561,0.029057866612288832,163,10,0.33429813385009766,0,0,27,0,0,0,0,0
0.04096874133883317,0.04081632653061224,0.0,0.0975609756097561,0.028888648414237543,0.04096874133883317,0.04081632653061224,0.0,0.0975609756097561,0.028888648414237543,173,10,0.3531839847564697,0,0,17,0,0,0,0,0
