step,error
0,C (Mutation error)
0,No more individual to be mutated
0,No replacement occured
1,No more individual to be mutated
2,No more individual to be mutated
3, (Mutation error)
3,CC (Mutation error)
3,No more individual to be mutated
4,CCC (Mutation error)
4, (Mutation error)
4,CCCC (Mutation error)
4,CC (Mutation error)
4,C (Mutation error)
4,No more individual to be mutated
5,CCC (Mutation error)
5,CCCCC (Mutation error)
5, (Mutation error)
5,CCCC (Mutation error)
5,C (Mutation error)
5,No more individual to be mutated
6,C=CC (Mutation error)
6,CCC (Mutation error)
6, (Mutation error)
6,CCCC (Mutation error)
6,C (Mutation error)
6,No more individual to be mutated
7,C=CC (Mutation error)
7,CCC (Mutation error)
7, (Mutation error)
7,CC (Mutation error)
7,C (Mutation error)
7,No more individual to be mutated
8,CC1C=CC1 (Mutation error)
8,CCC1C=C1 (Mutation error)
8,CCC1C=CC1 (Mutation error)
8,CC (Mutation error)
8,CCCC (Mutation error)
8, (Mutation error)
8,CC1CC1 (Mutation error)
10,CC1=CC=C1C (Mutation error)
10,CCC1=CC=C1C (Mutation error)
10,CC=CC (Mutation error)
10,CC1=C=CC1 (Mutation error)
10,CCC1C=C1 (Mutation error)
11,CC1C2=C1C=C2 (Mutation error)
11,CC1=CCC1 (Mutation error)
11,CC1C=CC1 (Mutation error)
11,CC1=CCC1C (Mutation error)
11,CC=CC(C)C (Mutation error)
11,CCC1=C(C)C1 (Mutation error)
12,C1=CC1 (Mutation error)
12,CC=CC (Mutation error)
12,CC1=CCC1 (Mutation error)
12,CC1=C=CC1 (Mutation error)
12,CC=C=CC (Mutation error)
12,CCC1C=C1 (Mutation error)
12,CC=CC(C)C (Mutation error)
13,CC1=CC=C1C (Mutation error)
13,C1#CC=C1 (Mutation error)
13,C1=CCC1 (Mutation error)
13,CC=CC (Mutation error)
13,CC1=C=CC1 (Mutation error)
13,CC1=CCC1 (Mutation error)
13,CC1=CC1(C)C (Mutation error)
13,CCC1C=C1 (Mutation error)
13,C1=CCCC1 (Mutation error)
13,CC1=CCC1C (Mutation error)
13,CCC1=C(C)C1 (Mutation error)
13,CCC1C=C1C (Mutation error)
13,CC=CC(C)C (Mutation error)
14,CC1=CC=C1 (Mutation error)
14,CC1C2=C1C=C2 (Mutation error)
14,C1=C2C=C1CC2 (Mutation error)
14,CC1=CC1 (Mutation error)
14,CC1=C=C1 (Mutation error)
15,CCC1=CC=C1C (Mutation error)
15,CCCC1=CC(C)=C1C (Mutation error)
15,C1=CC=1 (Mutation error)
15,C1=CC1 (Mutation error)
16,C1=CC=C1 (Mutation error)
16,CC1=CC=C1C (Mutation error)
16,CC1=CCC=C1C (Mutation error)
16,CC1=CC2=C1CC2 (Mutation error)
17,CC1=CCC=C1C (Mutation error)
18,CC1C2=C1C=C2 (Mutation error)
18,CC1=CCC=C1 (Mutation error)
18,C1=C2C=C1CC2 (Mutation error)
18,CCC1=CC=C(C)C1 (Mutation error)
19,C1=CC=C1 (Mutation error)
19,C1=C2C=C1C2 (Mutation error)
19,CC1C2=C1C=C2 (Mutation error)
19,CCC1=CC=C1 (Mutation error)
19,CC1=CCC=C1 (Mutation error)
19,CCC1=CC(C)=C1 (Mutation error)
19,CCC(C)C1=CC=C1 (Mutation error)
20,C1=CC=C1 (Mutation error)
20,CC1=CC=C1 (Mutation error)
20,C1=CC2=C1C2 (Mutation error)
20,CC1C2=C1C=C2 (Mutation error)
21,CC1=CC=C1 (Mutation error)
21,C1=CC2=C1C2 (Mutation error)
21,CC1=CC=C1C (Mutation error)
21,C1=CCC=C1 (Mutation error)
22,C=CC1=CC=C1 (Mutation error)
22,Cc1cc2cc-2c1 (Mutation error)
22,C1=CC=C1 (Mutation error)
22,CC1=CC=C1 (Mutation error)
22,C1=CC2=C1C2 (Mutation error)
22,CC1=CC=C1C (Mutation error)
22,CCC1=CC=C1 (Mutation error)
22,CC1C2=C1C=C2 (Mutation error)
22,CC1=CC=CC1 (Mutation error)
22,CCC1=CC(C)=C1 (Mutation error)
22,CC(C)C1=CC=C1 (Mutation error)
22,CCC1=CC=C1C (Mutation error)
23,C1=CC=C1 (Mutation error)
23,C1=C2C=C1C2 (Mutation error)
23,C1=CC2C=C12 (Mutation error)
23,C1=CC2=C1C2 (Mutation error)
23,CC1=CC=C1C (Mutation error)
23,C1=CCC=C1 (Mutation error)
23,CC1C2=C1C=C2 (Mutation error)
