rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_mean,rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_med,rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_min,rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_max,rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.000335693359375,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0008881092071533203,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0027866363525390625,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.0049746036529541016,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0.018359661102294922,0,0,35,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0.02276158332824707,0,0,15,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,0.02960491180419922,0,0,12,0,0,0,0,0
0.007975895072669267,0.0,0.0,0.07142857142857142,0.020221142427439432,0.007975895072669267,0.0,0.0,0.07142857142857142,0.020221142427439432,12,4,0.03812527656555176,0,0,16,0,0,0,0,0
0.012803473641807542,0.0,0.0,0.07142857142857142,0.01973793367481754,0.012803473641807542,0.0,0.0,0.07142857142857142,0.01973793367481754,20,8,0.049410343170166016,0,0,12,0,0,0,0,0
0.014220083553543972,0.0,0.0,0.07142857142857142,0.02046517277144014,0.014220083553543972,0.0,0.0,0.07142857142857142,0.02046517277144014,29,9,0.06606245040893555,0,0,44,0,0,0,0,0
0.01619788906708447,0.0,0.0,0.07142857142857142,0.019474202035491658,0.01619788906708447,0.0,0.0,0.07142857142857142,0.019474202035491658,39,10,0.0818018913269043,0,0,24,0,0,0,0,0
0.01934719383250074,0.028985507246376812,0.0,0.07142857142857142,0.020687760996293707,0.01934719383250074,0.028985507246376812,0.0,0.07142857142857142,0.020687760996293707,49,10,0.09580183029174805,0,0,7,0,0,0,0,0
0.0223279174158263,0.03007688828584351,0.0,0.08196721311475409,0.02175128894598334,0.0223279174158263,0.03007688828584351,0.0,0.08196721311475409,0.02175128894598334,59,10,0.10922074317932129,0,0,7,0,0,0,0,0
0.023995457675661556,0.03007688828584351,0.0,0.1,0.02373458516185107,0.023995457675661556,0.03007688828584351,0.0,0.1,0.02373458516185107,69,10,0.12290620803833008,0,0,7,0,0,0,0,0
0.02662894363940106,0.03076923076923077,0.0,0.1,0.024422015809853787,0.02662894363940106,0.03076923076923077,0.0,0.1,0.024422015809853787,79,10,0.1345815658569336,0,0,10,0,0,0,0,0
0.029017956270236133,0.031009615384615385,0.0,0.1,0.0252295787467564,0.029017956270236133,0.031009615384615385,0.0,0.1,0.0252295787467564,89,10,0.14545702934265137,0,0,3,0,0,0,0,0
0.031251695400492094,0.03125,0.0,0.1,0.02645630957237785,0.031251695400492094,0.03125,0.0,0.1,0.02645630957237785,99,10,0.15959954261779785,0,0,4,0,0,0,0,0
0.0341374600503382,0.031746031746031744,0.0,0.19298245614035087,0.030452133730955552,0.0341374600503382,0.031746031746031744,0.0,0.19298245614035087,0.030452133730955552,109,10,0.17213034629821777,0,0,4,0,0,0,0,0
0.03639391383287511,0.03225806451612903,0.0,0.19298245614035087,0.03176168846752596,0.03639391383287511,0.03225806451612903,0.0,0.19298245614035087,0.03176168846752596,119,10,0.1817309856414795,0,0,2,0,0,0,0,0
0.03765980750704313,0.03252247488101534,0.0,0.19298245614035087,0.03380433666765691,0.03765980750704313,0.03252247488101534,0.0,0.19298245614035087,0.03380433666765691,129,10,0.1975080966949463,0,0,9,0,0,0,0,0
0.03977449886979059,0.03278688524590164,0.0,0.19298245614035087,0.03452711977512672,0.03977449886979059,0.03278688524590164,0.0,0.19298245614035087,0.03452711977512672,139,10,0.2150416374206543,0,0,12,0,0,0,0,0
0.04227019858286455,0.03389830508474576,0.0,0.19298245614035087,0.03559172298152974,0.04227019858286455,0.03389830508474576,0.0,0.19298245614035087,0.03559172298152974,149,10,0.23029065132141113,0,0,6,0,0,0,0,0
0.04350937519598565,0.03419053185271771,0.0,0.19298245614035087,0.03600950995859549,0.04350937519598565,0.03419053185271771,0.0,0.19298245614035087,0.03600950995859549,159,10,0.24712586402893066,0,0,13,0,0,0,0,0
0.04704747198579511,0.03508771929824561,0.0,0.19298245614035087,0.03831234896586682,0.04704747198579511,0.03508771929824561,0.0,0.19298245614035087,0.03831234896586682,169,10,0.2637326717376709,0,0,6,0,0,0,0,0
0.048507074457747164,0.03636363636363636,0.0,0.19298245614035087,0.03876170153287679,0.048507074457747164,0.03636363636363636,0.0,0.19298245614035087,0.03876170153287679,179,10,0.28067851066589355,0,0,11,0,0,0,0,0
0.050998111520989764,0.03636363636363636,0.0,0.19298245614035087,0.03995497022165432,0.050998111520989764,0.03636363636363636,0.0,0.19298245614035087,0.03995497022165432,189,10,0.29538679122924805,0,0,2,0,0,0,0,0
0.05137110382011618,0.04306147291539866,0.0,0.19298245614035087,0.0398573507749542,0.05137110382011618,0.04306147291539866,0.0,0.19298245614035087,0.0398573507749542,199,10,0.3124234676361084,0,0,5,0,0,0,0,0
0.052120622278388665,0.048783712321523,0.0,0.19298245614035087,0.03985686911571573,0.052120622278388665,0.048783712321523,0.0,0.19298245614035087,0.03985686911571573,209,10,0.3305079936981201,0,0,9,0,0,0,0,0
0.05382182498499675,0.05172413793103448,0.0,0.19298245614035087,0.040338017425419224,0.05382182498499675,0.05172413793103448,0.0,0.19298245614035087,0.040338017425419224,219,10,0.34812021255493164,0,0,8,0,0,0,0,0
0.0560333024554392,0.05674044265593561,0.0,0.19298245614035087,0.041008834026327344,0.0560333024554392,0.05674044265593561,0.0,0.19298245614035087,0.041008834026327344,229,10,0.36302685737609863,0,0,3,0,0,0,0,0
