rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_mean,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_med,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_min,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_max,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0002655982971191406,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0008311271667480469,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0029969215393066406,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.005374908447265625,0,0,4,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0.008694648742675781,0,0,5,0,0,0,0,0
0.004098360655737705,0.0,0.0,0.03278688524590164,0.010843243078133568,0.004098360655737705,0.0,0.0,0.03278688524590164,0.010843243078133568,7,3,0.014662981033325195,0,0,18,0,0,0,0,0
0.0029806259314456036,0.0,0.0,0.03278688524590164,0.009425566796328999,0.0029806259314456036,0.0,0.0,0.03278688524590164,0.009425566796328999,10,3,0.020275115966796875,0,0,17,0,0,0,0,0
0.0046024371000263,0.0,0.0,0.045454545454545456,0.012790148514044584,0.0046024371000263,0.0,0.0,0.045454545454545456,0.012790148514044584,16,6,0.03165698051452637,0,0,28,0,0,0,0,0
0.003009285796171042,0.0,0.0,0.045454545454545456,0.010571450523658786,0.003009285796171042,0.0,0.0,0.045454545454545456,0.010571450523658786,25,9,0.043581247329711914,0,0,16,0,0,0,0,0
0.003596013666271277,0.0,0.0,0.047619047619047616,0.01189966775367164,0.003596013666271277,0.0,0.0,0.047619047619047616,0.01189966775367164,34,9,0.06366491317749023,0,0,32,0,0,0,0,0
0.004443724915036391,0.0,0.0,0.047619047619047616,0.012765722624980063,0.004443724915036391,0.0,0.0,0.047619047619047616,0.012765722624980063,44,10,0.082763671875,0,0,35,0,0,0,0,0
0.004980654809165778,0.0,0.0,0.047619047619047616,0.013276787360166303,0.004980654809165778,0.0,0.0,0.047619047619047616,0.013276787360166303,54,10,0.11068439483642578,0,0,52,0,0,0,0,0
0.00596187768024248,0.0,0.0,0.047619047619047616,0.013574696397179084,0.00596187768024248,0.0,0.0,0.047619047619047616,0.013574696397179084,64,10,0.1253824234008789,0,0,22,0,0,0,0,0
0.008408941179491264,0.0,0.0,0.047619047619047616,0.015412380875764606,0.008408941179491264,0.0,0.0,0.047619047619047616,0.015412380875764606,74,10,0.14369535446166992,0,0,27,0,0,0,0,0
0.012596093011193505,0.0,0.0,0.109375,0.02278084430893044,0.012596093011193505,0.0,0.0,0.109375,0.02278084430893044,84,10,0.162703275680542,0,0,37,0,0,0,0,0
0.015542243171966863,0.0,0.0,0.109375,0.024820423620925146,0.015542243171966863,0.0,0.0,0.109375,0.024820423620925146,94,10,0.17981648445129395,0,0,28,0,0,0,0,0
0.017391643728354948,0.0,0.0,0.109375,0.025311879016510733,0.017391643728354948,0.0,0.0,0.109375,0.025311879016510733,104,10,0.19813036918640137,0,0,30,0,0,0,0,0
0.019603400461209883,0.0,0.0,0.109375,0.0263462547271922,0.019603400461209883,0.0,0.0,0.109375,0.0263462547271922,114,10,0.21843552589416504,0,0,33,0,0,0,0,0
0.022272411918687063,0.0,0.0,0.171875,0.03033113244580552,0.022272411918687063,0.0,0.0,0.171875,0.03033113244580552,124,10,0.2359180450439453,0,0,20,0,0,0,0,0
0.0237095047878398,0.012345679012345678,0.0,0.171875,0.03049871575005639,0.0237095047878398,0.012345679012345678,0.0,0.171875,0.03049871575005639,134,10,0.2599186897277832,0,0,38,0,0,0,0,0
0.026376227847964364,0.014705882352941176,0.0,0.171875,0.03159309671539034,0.026376227847964364,0.014705882352941176,0.0,0.171875,0.03159309671539034,144,10,0.2769041061401367,0,0,14,0,0,0,0,0
0.026733983174528523,0.014705882352941176,0.0,0.171875,0.03167455551836291,0.026733983174528523,0.014705882352941176,0.0,0.171875,0.03167455551836291,154,10,0.2949059009552002,0,0,22,0,0,0,0,0
0.027855783316992414,0.02631578947368421,0.0,0.171875,0.03169657005859944,0.027855783316992414,0.02631578947368421,0.0,0.171875,0.03169657005859944,164,10,0.3133821487426758,0,0,12,0,0,0,0,0
0.02905857706485993,0.02666666666666667,0.0,0.171875,0.032093027984611174,0.02905857706485993,0.02666666666666667,0.0,0.171875,0.032093027984611174,174,10,0.332578182220459,0,0,14,0,0,0,0,0
0.03089591276939625,0.0273972602739726,0.0,0.171875,0.03321994109448983,0.03089591276939625,0.0273972602739726,0.0,0.171875,0.03321994109448983,184,10,0.4023733139038086,0,0,27,0,0,0,0,0
0.031183791495278657,0.0273972602739726,0.0,0.171875,0.03336337649723217,0.031183791495278657,0.0273972602739726,0.0,0.171875,0.03336337649723217,194,10,0.42305707931518555,0,0,16,0,0,0,0,0
0.03269636301036367,0.028985507246376812,0.0,0.171875,0.034008490332698205,0.03269636301036367,0.028985507246376812,0.0,0.171875,0.034008490332698205,204,10,0.44001269340515137,0,0,15,0,0,0,0,0
0.033730452454255475,0.029850746268656716,0.0,0.171875,0.034331174972389,0.033730452454255475,0.029850746268656716,0.0,0.171875,0.034331174972389,214,10,0.46911191940307617,0,0,16,0,0,0,0,0
0.03491297098506647,0.029850746268656716,0.0,0.171875,0.035416826735866096,0.03491297098506647,0.029850746268656716,0.0,0.171875,0.035416826735866096,224,10,0.4945027828216553,0,0,40,0,0,0,0,0
0.036136571655110146,0.03278688524590164,0.0,0.171875,0.03585768696381981,0.036136571655110146,0.03278688524590164,0.0,0.171875,0.03585768696381981,234,10,0.522305965423584,0,0,37,0,0,0,0,0
0.03798951962786606,0.0375,0.0,0.171875,0.036767482532819196,0.03798951962786606,0.0375,0.0,0.171875,0.036767482532819196,244,10,0.536524772644043,0,0,6,0,0,0,0,0
0.04016142716721071,0.0379746835443038,0.0,0.171875,0.038130964407437136,0.04016142716721071,0.0379746835443038,0.0,0.171875,0.038130964407437136,254,10,0.5510742664337158,0,0,5,0,0,0,0,0
0.041551226190314566,0.038461538461538464,0.0,0.171875,0.038462242480643664,0.041551226190314566,0.038461538461538464,0.0,0.171875,0.038462242480643664,264,10,0.5634856224060059,0,0,0,0,0,0,0,0
0.04308800254721774,0.039473684210526314,0.0,0.171875,0.039377238503565365,0.04308800254721774,0.039473684210526314,0.0,0.171875,0.039377238503565365,274,10,0.5808455944061279,0,0,9,0,0,0,0,0
0.044658550332430505,0.04,0.0,0.18461538461538463,0.04046071582650376,0.044658550332430505,0.04,0.0,0.18461538461538463,0.04046071582650376,284,10,0.5999996662139893,0,0,14,0,0,0,0,0
0.045614015517805306,0.04,0.0,0.18461538461538463,0.0403955248120622,0.045614015517805306,0.04,0.0,0.18461538461538463,0.0403955248120622,294,10,0.617617130279541,0,0,6,0,0,0,0,0
0.04661053367340673,0.04054054054054054,0.0,0.18461538461538463,0.04073082380476067,0.04661053367340673,0.04054054054054054,0.0,0.18461538461538463,0.04073082380476067,304,10,0.6367170810699463,0,0,8,0,0,0,0,0
0.04820680506615769,0.0410958904109589,0.0,0.18461538461538463,0.04146240006460938,0.04820680506615769,0.0410958904109589,0.0,0.18461538461538463,0.04146240006460938,314,10,0.6548922061920166,0,0,7,0,0,0,0,0
0.048562416379739154,0.0410958904109589,0.0,0.18461538461538463,0.04140879710935903,0.048562416379739154,0.0410958904109589,0.0,0.18461538461538463,0.04140879710935903,324,10,0.6722331047058105,0,0,3,0,0,0,0,0
0.04919503258694943,0.041666666666666664,0.0,0.18461538461538463,0.04155434645270244,0.04919503258694943,0.041666666666666664,0.0,0.18461538461538463,0.04155434645270244,334,10,0.6900591850280762,0,0,7,0,0,0,0,0
0.05014607528744814,0.041666666666666664,0.0,0.18461538461538463,0.041985937767070484,0.05014607528744814,0.041666666666666664,0.0,0.18461538461538463,0.041985937767070484,344,10,0.7054851055145264,0,0,6,0,0,0,0,0
0.051082189182709035,0.04285714285714286,0.0,0.18461538461538463,0.04215188292534107,0.051082189182709035,0.04285714285714286,0.0,0.18461538461538463,0.04215188292534107,354,10,0.7279455661773682,0,0,19,0,0,0,0,0
0.05185377257810576,0.04285714285714286,0.0,0.18461538461538463,0.042278845001621074,0.05185377257810576,0.04285714285714286,0.0,0.18461538461538463,0.042278845001621074,364,10,0.7447936534881592,0,0,7,0,0,0,0,0
0.052710560291603516,0.04285714285714286,0.0,0.18461538461538463,0.04266549419540905,0.052710560291603516,0.04285714285714286,0.0,0.18461538461538463,0.04266549419540905,374,10,0.7640974521636963,0,0,11,0,0,0,0,0
0.053809370074134256,0.045454545454545456,0.0,0.18461538461538463,0.04302074902930938,0.053809370074134256,0.045454545454545456,0.0,0.18461538461538463,0.04302074902930938,384,10,0.7898170948028564,0,0,13,0,0,0,0,0
0.05402969811738972,0.045454545454545456,0.0,0.18461538461538463,0.043421922863417915,0.05402969811738972,0.045454545454545456,0.0,0.18461538461538463,0.043421922863417915,394,10,0.807511568069458,0,0,5,0,0,0,0,0
0.0552048291295285,0.04938271604938271,0.0,0.18461538461538463,0.04376831328959596,0.0552048291295285,0.04938271604938271,0.0,0.18461538461538463,0.04376831328959596,404,10,0.8241949081420898,0,0,6,0,0,0,0,0
0.05577936726832481,0.05128205128205128,0.0,0.18461538461538463,0.04371476042962551,0.05577936726832481,0.05128205128205128,0.0,0.18461538461538463,0.04371476042962551,414,10,0.849146842956543,0,0,28,0,0,0,0,0
0.055933863048301224,0.05128205128205128,0.0,0.18461538461538463,0.04352508294644553,0.055933863048301224,0.05128205128205128,0.0,0.18461538461538463,0.04352508294644553,424,10,0.8694443702697754,0,0,7,0,0,0,0,0
0.056502488282933784,0.05194805194805195,0.0,0.18461538461538463,0.04337121273936721,0.056502488282933784,0.05194805194805195,0.0,0.18461538461538463,0.04337121273936721,434,10,0.8897881507873535,0,0,9,0,0,0,0,0
0.056906335052372685,0.05263157894736842,0.0,0.18461538461538463,0.043308121297106664,0.056906335052372685,0.05263157894736842,0.0,0.18461538461538463,0.043308121297106664,444,10,0.9080185890197754,0,0,7,0,0,0,0,0
0.057478120643230914,0.05333333333333334,0.0,0.18461538461538463,0.04346160456472359,0.057478120643230914,0.05333333333333334,0.0,0.18461538461538463,0.04346160456472359,454,10,0.9259717464447021,0,0,3,0,0,0,0,0
0.05798682355269653,0.05333333333333334,0.0,0.18461538461538463,0.043625821035726126,0.05798682355269653,0.05333333333333334,0.0,0.18461538461538463,0.043625821035726126,464,10,0.9495620727539062,0,0,12,0,0,0,0,0
0.05856068842762791,0.05405405405405406,0.0,0.18461538461538463,0.04368327451222163,0.05856068842762791,0.05405405405405406,0.0,0.18461538461538463,0.04368327451222163,474,10,0.9681665897369385,0,0,4,0,0,0,0,0
0.05857236939518749,0.05333333333333334,0.0,0.18461538461538463,0.04345093363111983,0.05857236939518749,0.05333333333333334,0.0,0.18461538461538463,0.04345093363111983,484,10,0.9915051460266113,0,0,11,0,0,0,0,0
0.0590377866919169,0.05555555555555555,0.0,0.18461538461538463,0.04366141374093209,0.0590377866919169,0.05555555555555555,0.0,0.18461538461538463,0.04366141374093209,494,10,1.020813226699829,0,0,24,0,0,0,0,0
0.059354756579254556,0.05555555555555555,0.0,0.18461538461538463,0.04389214052899938,0.059354756579254556,0.05555555555555555,0.0,0.18461538461538463,0.04389214052899938,504,10,1.0419890880584717,0,0,8,0,0,0,0,0
0.05950580302915865,0.056338028169014086,0.0,0.18461538461538463,0.044038046034722195,0.05950580302915865,0.056338028169014086,0.0,0.18461538461538463,0.044038046034722195,514,10,1.0623764991760254,0,0,5,0,0,0,0,0
0.0594228780956099,0.05555555555555555,0.0,0.18461538461538463,0.04399728703138046,0.0594228780956099,0.05555555555555555,0.0,0.18461538461538463,0.04399728703138046,524,10,1.0859224796295166,0,0,9,0,0,0,0,0
0.06008795328045591,0.06172839506172839,0.0,0.18461538461538463,0.044120761977094476,0.06008795328045591,0.06172839506172839,0.0,0.18461538461538463,0.044120761977094476,534,10,1.1056606769561768,0,0,2,0,0,0,0,0
0.06074955806033358,0.06329113924050633,0.0,0.18461538461538463,0.0441453175192236,0.06074955806033358,0.06329113924050633,0.0,0.18461538461538463,0.0441453175192236,544,10,1.130882978439331,0,0,14,0,0,0,0,0
0.06132801754492366,0.06329113924050633,0.0,0.18461538461538463,0.04444339635338137,0.06132801754492366,0.06329113924050633,0.0,0.18461538461538463,0.04444339635338137,554,10,1.157494068145752,0,0,19,0,0,0,0,0
0.0613525436110223,0.06329113924050633,0.0,0.18461538461538463,0.04418189464181745,0.0613525436110223,0.06329113924050633,0.0,0.18461538461538463,0.04418189464181745,564,10,1.179894208908081,0,0,12,0,0,0,0,0
0.061984668808329535,0.0641025641025641,0.0,0.2903225806451613,0.045200174672396905,0.061984668808329535,0.0641025641025641,0.0,0.2903225806451613,0.045200174672396905,574,10,1.2057251930236816,0,0,14,0,0,0,0,0
0.062396497332276216,0.0641025641025641,0.0,0.2903225806451613,0.04527815243448093,0.062396497332276216,0.0641025641025641,0.0,0.2903225806451613,0.04527815243448093,584,10,1.2245728969573975,0,0,7,0,0,0,0,0
0.06328033086895789,0.06493506493506493,0.0,0.2903225806451613,0.04580217319644736,0.06328033086895789,0.06493506493506493,0.0,0.2903225806451613,0.04580217319644736,594,10,1.2459368705749512,0,0,12,0,0,0,0,0
0.06396648616707372,0.06578947368421052,0.0,0.2903225806451613,0.04613462131062929,0.06396648616707372,0.06578947368421052,0.0,0.2903225806451613,0.04613462131062929,604,10,1.2656402587890625,0,0,7,0,0,0,0,0
0.06408733884008526,0.06578947368421052,0.0,0.2903225806451613,0.04612728928673794,0.06408733884008526,0.06578947368421052,0.0,0.2903225806451613,0.04612728928673794,614,10,1.2951939105987549,0,0,14,0,0,0,0,0
0.06456095238669102,0.06578947368421052,0.0,0.2903225806451613,0.046605917506073506,0.06456095238669102,0.06578947368421052,0.0,0.2903225806451613,0.046605917506073506,624,10,1.3275229930877686,0,0,31,0,0,0,0,0
0.06522186053268413,0.06578947368421052,0.0,0.2903225806451613,0.04689806108148613,0.06522186053268413,0.06578947368421052,0.0,0.2903225806451613,0.04689806108148613,634,10,1.355954885482788,0,0,17,0,0,0,0,0
