rediscovery_C(=Cc1ccccc1)c1ccccc1_mean,rediscovery_C(=Cc1ccccc1)c1ccccc1_med,rediscovery_C(=Cc1ccccc1)c1ccccc1_min,rediscovery_C(=Cc1ccccc1)c1ccccc1_max,rediscovery_C(=Cc1ccccc1)c1ccccc1_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00028514862060546875,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0008018016815185547,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.003593921661376953,0,0,5,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.005950450897216797,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.010176658630371094,0,0,16,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.013413190841674805,0,0,6,0,0,0,0,0
0.0070921985815602835,0.0,0.0,0.0425531914893617,0.01585863813829638,0.0070921985815602835,0.0,0.0,0.0425531914893617,0.01585863813829638,5,1,0.01739645004272461,0,0,7,0,0,0,0,0
0.005319148936170213,0.0,0.0,0.0425531914893617,0.014073145271620163,0.005319148936170213,0.0,0.0,0.0425531914893617,0.014073145271620163,7,2,0.022971153259277344,0,0,13,0,0,0,0,0
0.0035460992907801418,0.0,0.0,0.0425531914893617,0.01176108081686312,0.0035460992907801418,0.0,0.0,0.0425531914893617,0.01176108081686312,11,4,0.028346538543701172,0,0,7,0,0,0,0,0
0.0050062578222778474,0.0,0.0,0.0425531914893617,0.013710201689741328,0.0050062578222778474,0.0,0.0,0.0425531914893617,0.013710201689741328,16,5,0.04040789604187012,0,0,34,0,0,0,0,0
0.009707967303884032,0.0,0.0,0.0425531914893617,0.016786116537606886,0.009707967303884032,0.0,0.0,0.0425531914893617,0.016786116537606886,26,10,0.054876089096069336,0,0,19,0,0,0,0,0
0.015100398882073061,0.0,0.0,0.0851063829787234,0.021256226627858643,0.015100398882073061,0.0,0.0,0.0851063829787234,0.021256226627858643,36,10,0.07065296173095703,0,0,33,0,0,0,0,0
0.017065946211621885,0.0,0.0,0.0851063829787234,0.0221092770631524,0.017065946211621885,0.0,0.0,0.0851063829787234,0.0221092770631524,46,10,0.09856081008911133,0,0,55,0,0,0,0,0
0.01928681306965332,0.0,0.0,0.0851063829787234,0.022832299646100226,0.01928681306965332,0.0,0.0,0.0851063829787234,0.022832299646100226,56,10,0.11491990089416504,0,0,19,0,0,0,0,0
0.022136236261226624,0.019230769230769232,0.0,0.0851063829787234,0.024221710693248247,0.022136236261226624,0.019230769230769232,0.0,0.0851063829787234,0.024221710693248247,66,10,0.13596463203430176,0,0,27,0,0,0,0,0
0.02445689308200634,0.02127659574468085,0.0,0.0851063829787234,0.023975728325423825,0.02445689308200634,0.02127659574468085,0.0,0.0851063829787234,0.023975728325423825,76,10,0.15529823303222656,0,0,23,0,0,0,0,0
0.027025675278643607,0.034482758620689655,0.0,0.0851063829787234,0.024221708832155128,0.027025675278643607,0.034482758620689655,0.0,0.0851063829787234,0.024221708832155128,86,10,0.1692824363708496,0,0,10,0,0,0,0,0
0.028114504013621817,0.03508771929824561,0.0,0.0851063829787234,0.024002071192646635,0.028114504013621817,0.03508771929824561,0.0,0.0851063829787234,0.024002071192646635,96,10,0.18561935424804688,0,0,14,0,0,0,0,0
0.030467971155740105,0.03571428571428571,0.0,0.0851063829787234,0.024376345702074226,0.030467971155740105,0.03571428571428571,0.0,0.0851063829787234,0.024376345702074226,106,10,0.2023487091064453,0,0,4,0,0,0,0,0
0.03287811331451072,0.03636363636363636,0.0,0.0851063829787234,0.02488516300108189,0.03287811331451072,0.03636363636363636,0.0,0.0851063829787234,0.02488516300108189,116,10,0.21746301651000977,0,0,8,0,0,0,0,0
0.03457322816111318,0.037037037037037035,0.0,0.0851063829787234,0.024906037372547398,0.03457322816111318,0.037037037037037035,0.0,0.0851063829787234,0.024906037372547398,126,10,0.23505544662475586,0,0,9,0,0,0,0,0
0.035926113546380464,0.03773584905660377,0.0,0.0851063829787234,0.024849097022095656,0.035926113546380464,0.03773584905660377,0.0,0.0851063829787234,0.024849097022095656,136,10,0.2502100467681885,0,0,4,0,0,0,0,0
0.0363677169588168,0.03773584905660377,0.0,0.0851063829787234,0.02501232081405685,0.0363677169588168,0.03773584905660377,0.0,0.0851063829787234,0.02501232081405685,146,10,0.267963171005249,0,0,9,0,0,0,0,0
0.03745570179747048,0.03773584905660377,0.0,0.0851063829787234,0.024886320541915277,0.03745570179747048,0.03773584905660377,0.0,0.0851063829787234,0.024886320541915277,156,10,0.2866649627685547,0,0,13,0,0,0,0,0
0.03775208649865054,0.03773584905660377,0.0,0.0851063829787234,0.02444560708462233,0.03775208649865054,0.03773584905660377,0.0,0.0851063829787234,0.02444560708462233,166,10,0.3113083839416504,0,0,25,0,0,0,0,0
0.038639297294160616,0.03773584905660377,0.0,0.0851063829787234,0.024306908118237564,0.038639297294160616,0.03773584905660377,0.0,0.0851063829787234,0.024306908118237564,176,10,0.33184218406677246,0,0,17,0,0,0,0,0
0.03864845390212177,0.03773584905660377,0.0,0.0851063829787234,0.024552528789531843,0.03864845390212177,0.03773584905660377,0.0,0.0851063829787234,0.024552528789531843,186,10,0.3494985103607178,0,0,15,0,0,0,0,0
0.039608247465988705,0.038461538461538464,0.0,0.0851063829787234,0.024477733276014248,0.039608247465988705,0.038461538461538464,0.0,0.0851063829787234,0.024477733276014248,196,10,0.3724520206451416,0,0,24,0,0,0,0,0
0.04044026083838214,0.0392156862745098,0.0,0.0851063829787234,0.02452499167667725,0.04044026083838214,0.0392156862745098,0.0,0.0851063829787234,0.02452499167667725,206,10,0.39740991592407227,0,0,30,0,0,0,0,0
0.04103124526532036,0.0392156862745098,0.0,0.0851063829787234,0.024327081364808163,0.04103124526532036,0.0392156862745098,0.0,0.0851063829787234,0.024327081364808163,216,10,0.42751359939575195,0,0,44,0,0,0,0,0
0.04203823847269148,0.0392156862745098,0.0,0.20408163265306123,0.026544592820684852,0.04203823847269148,0.0392156862745098,0.0,0.20408163265306123,0.026544592820684852,226,10,0.44802260398864746,0,0,13,0,0,0,0,0
