step,error
0,No more individual to be mutated
1,CC (Mutation error)
1,C (Mutation error)
1,No more individual to be mutated
1,No replacement occured
2,CC (Mutation error)
2,No more individual to be mutated
3, (Mutation error)
3,C (Mutation error)
3,No more individual to be mutated
4, (Mutation error)
4,CC (Mutation error)
4,C (Mutation error)
4,No more individual to be mutated
5,CCCC (Mutation error)
5, (Mutation error)
5,CC (Mutation error)
5,C (Mutation error)
5,No more individual to be mutated
6,CCC (Mutation error)
6, (Mutation error)
6,CC (Mutation error)
6,C (Mutation error)
6,No more individual to be mutated
7,CCCCCC (Mutation error)
7,CCCC (Mutation error)
7, (Mutation error)
7,C (Mutation error)
7,No more individual to be mutated
8,C#C (Mutation error)
8,C=C (Mutation error)
8,CCCCCC (Mutation error)
8,C1CCC1 (Mutation error)
8, (Mutation error)
8,CC (Mutation error)
8,C (Mutation error)
8,No more individual to be mutated
9,CC (Mutation error)
9, (Mutation error)
9,CCCC (Mutation error)
9,CCC (Mutation error)
9,C=C (Mutation error)
10,C1CC1 (Mutation error)
10,CC (Mutation error)
10, (Mutation error)
10,CCCC (Mutation error)
10,CCC (Mutation error)
10,C1CCC1 (Mutation error)
10,CCCCCC (Mutation error)
10,C=C (Mutation error)
10,C#C (Mutation error)
11,C1=C2C=C12 (Mutation error)
11,C1=CC1 (Mutation error)
11,C1=CC=1 (Mutation error)
11,CC1=CC1 (Mutation error)
11,CC1C=C1 (Mutation error)
11,C1=CCC=1 (Mutation error)
11,C1=C2CC12 (Mutation error)
11,C1=C2CCC12 (Mutation error)
11,C1CC1 (Mutation error)
11,C1CCCC1 (Mutation error)
11,C=C (Mutation error)
11,CCC (Mutation error)
11,C1CCC1 (Mutation error)
11,CC (Mutation error)
11,CCCC (Mutation error)
11, (Mutation error)
11,C#C (Mutation error)
11,C#CCC (Mutation error)
11,CC1CC1 (Mutation error)
12,C1=CC1 (Mutation error)
12,C1=CC=1 (Mutation error)
12,C1=C2CC12 (Mutation error)
12,C1=CCC=1 (Mutation error)
13,C1=CC=1 (Mutation error)
13,C1=CCC1 (Mutation error)
13,CC1=CC1 (Mutation error)
14,CC1(C)C2=C1CC=C2 (Mutation error)
14,C1=CC1 (Mutation error)
14,C1=CCC1 (Mutation error)
14,C1=CCC=1 (Mutation error)
14,C1=C2CC12 (Mutation error)
14,CC1=CC1 (Mutation error)
15,C1=C2C=C12 (Mutation error)
15,C=C1C=C1 (Mutation error)
15,C1=CC1 (Mutation error)
15,C1=CC=1 (Mutation error)
16,C1=C2C=C12 (Mutation error)
16,C1=CC2=C1CC2 (Mutation error)
16,C=C1C=C1 (Mutation error)
16,CC1=C2C=C12 (Mutation error)
16,CC1=C2C=C1C2 (Mutation error)
16,C1=CC=1 (Mutation error)
16,C1=CC1 (Mutation error)
17,C1=C2C=C2C1 (Mutation error)
17,CC1C2=C1C=C2 (Mutation error)
17,CC1C2=C1CC=C2 (Mutation error)
17,C=C1C=C1 (Mutation error)
17,C=C1C=C1C (Mutation error)
17,C=CC1=CC1 (Mutation error)
17,CC1=CC2=C1C2 (Mutation error)
17,C=CCC1=CC1(C)C (Mutation error)
19,C1=C2C=C12 (Mutation error)
19,C1=C2C=C2C1 (Mutation error)
19,CCC=C1C=C1 (Mutation error)
19,CC=C1C=CC1 (Mutation error)
19,C1=CC2=C1CC2 (Mutation error)
19,C1=CC2=C1C1CC21 (Mutation error)
20,C1=C2C=C2C1 (Mutation error)
20,CC1C2=C1C=C2 (Mutation error)
20,CCC=C1C=C1 (Mutation error)
20,C1=C2CC=C2C1 (Mutation error)
20,C1=C2C=C2CC1 (Mutation error)
21,CC=C1C=C1 (Mutation error)
21,CC=C1C=C1C (Mutation error)
21,CC1C2=C1C=C2 (Mutation error)
21,C1=C2C=C2CC1 (Mutation error)
21,CCC1=C(C)C=C1 (Mutation error)
22,C1=C2C=C12 (Mutation error)
22,CC=C1C=C1 (Mutation error)
22,C1=C2C=C2C1 (Mutation error)
22,CC1C2=C1C=C2 (Mutation error)
22,CCC1=CC=C1 (Mutation error)
23,CC=C1C=C1 (Mutation error)
23,CC=C1C=C1C (Mutation error)
23,C1=CC2=CCC=12 (Mutation error)
24,C1=C2C=C12 (Mutation error)
24,CC1=CC=C1 (Mutation error)
24,CC=C1C=C1 (Mutation error)
24,C1=C2C=C2C1 (Mutation error)
24,CC1=C(C)C=C1 (Mutation error)
24,CC=C1C=C1C (Mutation error)
24,CCC=C1C=C1 (Mutation error)
24,C1=C2CC=C2C1 (Mutation error)
25,CC=C1C=C1 (Mutation error)
25,C1=C2C=C2C1 (Mutation error)
25,CCC1=CC=C1 (Mutation error)
25,CC=C1C=CC1 (Mutation error)
25,C1=C2CC=C2C1 (Mutation error)
26,C1=C2C=C12 (Mutation error)
26,C1=C2C=C2C1 (Mutation error)
26,C1=CCC=C1 (Mutation error)
26,CC1C2=C1C=C2 (Mutation error)
27,CC1=CC=C1 (Mutation error)
27,CC=C1C=C1 (Mutation error)
27,CC=C1C=C1C (Mutation error)
27,CC=C1C=CC1 (Mutation error)
27,CC1C2=C1C=C2 (Mutation error)
27,CC1=CC=CC1 (Mutation error)
28,C1=CC=C1 (Mutation error)
28,C1=C2C=C1C2 (Mutation error)
28,CC1=CC=C1 (Mutation error)
28,CC=C1C=C1 (Mutation error)
28,C1=C2C=C2C1 (Mutation error)
28,CC=C1C=C1C (Mutation error)
28,CCC=C1C=C1 (Mutation error)
28,CCC1=CC=C1 (Mutation error)
28,CC1=CC=CC1 (Mutation error)
28,C1=CC2=CCC=12 (Mutation error)
28,C1=C2CC=C2C1 (Mutation error)
29,C1=C2C=C12 (Mutation error)
29,C1=C2C=C1C2 (Mutation error)
29,CC1=CC=C1 (Mutation error)
29,CC=C1C=C1 (Mutation error)
29,C1=C2C=C2C1 (Mutation error)
29,C1=CCC=C1 (Mutation error)
29,CC1=C(C)C=C1 (Mutation error)
29,CCC1=CC=C1 (Mutation error)
29,CCC=C1C=C1 (Mutation error)
29,C1=CC2=CCC=12 (Mutation error)
30,c1cc2ccc1=2 (Mutation error)
30,C1=C2C=C12 (Mutation error)
30,CC1=CC=C1 (Mutation error)
30,C1=C2CC2=C1 (Mutation error)
30,CC1=C(C)C=C1 (Mutation error)
30,CCC1=CC=C1 (Mutation error)
30,CCC=C1C=C1 (Mutation error)
30,C1=CC2=C1CC2 (Mutation error)
31,C1=C2C=C12 (Mutation error)
31,C1=CC=C1 (Mutation error)
31,CC=C1C=C1 (Mutation error)
31,C1=C2C=C2C1 (Mutation error)
31,C1=C2CC2=C1 (Mutation error)
31,C1=CCC=C1 (Mutation error)
31,CC=C1C=CC1 (Mutation error)
31,CCC=C1C=C1 (Mutation error)
32,C1=C2C=C12 (Mutation error)
32,C1=CC=C1 (Mutation error)
32,C1=C2C=C1C2 (Mutation error)
32,CC=C1C=C1 (Mutation error)
32,C1=C2C=C2C1 (Mutation error)
32,C1=CCC=C1 (Mutation error)
32,CC1=C(C)C=C1 (Mutation error)
32,CC1=CC=C1C (Mutation error)
33,C=CC1=CC=C1 (Mutation error)
33,C1=C2C=C12 (Mutation error)
33,C1=CC=C1 (Mutation error)
33,C1=C2C=C1C2 (Mutation error)
33,CC1=CC=C1 (Mutation error)
33,CC=C1C=C1 (Mutation error)
33,C1=C2C=C2C1 (Mutation error)
33,CC1C2=CC1=C2 (Mutation error)
33,CC1=CC(C)=C1 (Mutation error)
33,CC=C1C=C1C (Mutation error)
33,C1=CCC=C1 (Mutation error)
33,c1c2c3cc2c13 (Mutation error)
33,CCC1=CC=C1 (Mutation error)
33,CCC=C1C=C1 (Mutation error)
33,CC=C1C=CC1 (Mutation error)
33,CC1C2=C1C=C2 (Mutation error)
33,C1=C2CC=C2C1 (Mutation error)
33,C1=C2C=C(C1)C2 (Mutation error)
33,C1=CC2=CCC=12 (Mutation error)
34,C1=C2C=C12 (Mutation error)
34,C1=CC=C1 (Mutation error)
34,C1=C2C=C1C2 (Mutation error)
34,CC=C1C=C1 (Mutation error)
34,C1=CC2=C1C2 (Mutation error)
34,CC1C2=CC1=C2 (Mutation error)
34,C1=C2C=C2C1 (Mutation error)
34,C1=CCC=C1 (Mutation error)
34,CC=C1C=C1C (Mutation error)
35,c1cc2ccc1=2 (Mutation error)
35,C1=CC2=C(C=C2)CC1 (Mutation error)
35,C=CC1=CC=C1 (Mutation error)
35,C1=C2C=C12 (Mutation error)
35,C1=CC=C1 (Mutation error)
35,C1=C2C=C1C2 (Mutation error)
35,CC1=CC=C1 (Mutation error)
35,CC=C1C=C1 (Mutation error)
35,CC1C2=CC1=C2 (Mutation error)
35,C1=C2CC2=C1 (Mutation error)
35,C1=C2C=C2C1 (Mutation error)
35,CC1=CC(C)=C1 (Mutation error)
35,CC1=CC=C1C (Mutation error)
35,CC=C1C=CC1 (Mutation error)
35,CCC1=CC=C1 (Mutation error)
36,c1cc2ccc1=2 (Mutation error)
36,Cc1cc2ccc1=2 (Mutation error)
36,C=CC1=CC=C1 (Mutation error)
36,C1=C2C=C12 (Mutation error)
36,C1=CC=C1 (Mutation error)
36,CC1=CC=C1 (Mutation error)
36,CC=C1C=C1 (Mutation error)
37,c1cc2ccc1=2 (Mutation error)
37,Cc1cc2ccc1=2 (Mutation error)
37,C=CC1=CC=C1 (Mutation error)
37,C1=CC=C1 (Mutation error)
37,C1=C2C=C12 (Mutation error)
37,C1=C2C=C1C2 (Mutation error)
37,CC1=CC=C1 (Mutation error)
37,C1=C2C=C2C1 (Mutation error)
37,C1=CC2=C1C2 (Mutation error)
37,C1=C2CC2=C1 (Mutation error)
38,CC1C=CC2=C1C=C2 (Mutation error)
38,C1=CCC2=C(C=C2)C1 (Mutation error)
39,c1cc2ccc1=2 (Mutation error)
39,C1=CC2=C(C=C2)C1 (Mutation error)
39,CC1C=CC2=C1C=C2 (Mutation error)
39,C1=CC2=C(C=C2)CC1 (Mutation error)
39,CC1C=CC2=C1C=CC2 (Mutation error)
39,CC1C=CC2=C1CC=C2 (Mutation error)
40,c1cc2ccc1=2 (Mutation error)
40,C1=CC2=C(C=C2)C1 (Mutation error)
40,CC1C=CC2=C1CC=C2 (Mutation error)
40,C1=CCC2=C(C=CC2)C1 (Mutation error)
40,C1=CC2=C(C=C2)CCC1 (Mutation error)
40,C=CC1=CC=C1 (Mutation error)
41,c1cc2ccc1=2 (Mutation error)
41,Cc1cc2ccc1=2 (Mutation error)
41,CC=CC1=CC=CC1 (Mutation error)
41,CC1C=C2C=CC=C21 (Mutation error)
41,C1=CC2=C(C=CC2)C1 (Mutation error)
42,c1cc2c3c(c1=2)C3 (Mutation error)
42,CC1C=C2C=CC=C21 (Mutation error)
42,CC1C=CC2=C1C=C2 (Mutation error)
42,C1=CCC2=C(C=C2)C1 (Mutation error)
43,Cc1cc2ccc1=2 (Mutation error)
43,CC=CC1=CC=CC1 (Mutation error)
43,C1=CC2=C(C=C2)C1 (Mutation error)
43,C1=CCC2=C(C=C2)C1 (Mutation error)
43,CC1C=CCC2=C1C=C2 (Mutation error)
43,CC1C=CC2=C1C=CC2 (Mutation error)
43,CC1C=CC2=C1CC=C2 (Mutation error)
44,C1=Cc2ccccc2C1 (Mutation error)
44,c1cc2ccc1=2 (Mutation error)
44,Cc1cc2ccc1=2 (Mutation error)
44,c1cc2c3c(c1=2)C3 (Mutation error)
44,C1=CCC2=C(C=C2)C1 (Mutation error)
44,C1=CC2=C(C=C2)CC1 (Mutation error)
44,CC1C=CC2=C1C=CC2 (Mutation error)
44,CC1C=CC2=C1CC=C2 (Mutation error)
45,C1=Cc2ccccc2C1 (Mutation error)
45,c1cc2ccc1=2 (Mutation error)
45,CC=CC1=CC=CC1 (Mutation error)
45,C1=CC2=C(C=C2)C1 (Mutation error)
45,C1=CC2=C(C=CC2)C1 (Mutation error)
45,c1cc2c3c(c1=2)CC3 (Mutation error)
46,c1cc2ccc1=2 (Mutation error)
46,CC1=CCc2cccc(C)c21 (Mutation error)
46,C1=CC(C2=CC2)=C1 (Mutation error)
46,C1=CC2=C(C=C2)C1 (Mutation error)
47,C1=Cc2ccccc2C1 (Mutation error)
47,c1cc2ccc1=2 (Mutation error)
47,Cc1cccc2c1CC=C2 (Mutation error)
47,Cc1cc2ccc1=2 (Mutation error)
47,CC=CC1=CC=CC1 (Mutation error)
47,c1cc2c3c(c1=2)C3 (Mutation error)
49,Cc1ccc2c(c1)C=CC2C (Mutation error)
50,CC1=CCc2ccccc21 (Mutation error)
50,c1cc2ccc1=2 (Mutation error)
50,Cc1ccc2c(c1)CC=C2 (Mutation error)
51,c1cc2ccc1=2 (Mutation error)
51,CCC1c2ccccc2C1C (Mutation error)
53,C1=Cc2ccccc2C1 (Mutation error)
53,c1ccc2c(c1)CC2 (Mutation error)
53,CCC1=CC(C)c2ccccc21 (Mutation error)
53,c1cc2ccc1=2 (Mutation error)
54,C1=Cc2ccccc2C1 (Mutation error)
54,C1=Cc2ccccc2CC1 (Mutation error)
54,c1cc2ccc1=2 (Mutation error)
54,Cc1cccc2c1C=CC2 (Mutation error)
54,CC12C=Cc3cccc1c32 (Mutation error)
54,Cc1cccc2c1CC=C2 (Mutation error)
54,Cc1ccc2c(c1)CC=C2 (Mutation error)
55,c1ccc2c(c1)CC2 (Mutation error)
55,CC1Cc2ccccc21 (Mutation error)
55,CCC1=CC(C)c2ccccc21 (Mutation error)
55,c1cc2ccc1=2 (Mutation error)
55,CCC1c2ccccc2C1C (Mutation error)
56,CC(C)C(C)c1ccccc1 (Mutation error)
56,c1ccc2c(c1)CC2 (Mutation error)
56,CC1c2ccccc2C1C (Mutation error)
56,c1cc2ccc1=2 (Mutation error)
57,c1ccc2c(c1)CC2 (Mutation error)
57,CC1Cc2ccccc21 (Mutation error)
57,CC1=Cc2ccccc2CC1 (Mutation error)
58,C1=Cc2ccccc2C1 (Mutation error)
59,C=CCCC(C)c1ccccc1 (Mutation error)
60,CCC=CC(C)c1ccccc1 (Mutation error)
60,CC=C(C)C(C)c1ccccc1 (Mutation error)
61,C1=Cc2ccccc2C1 (Mutation error)
62,C1=Cc2ccccc2C1 (Mutation error)
62,CC=C(C)C(C)c1ccccc1 (Mutation error)
62,C1=Cc2ccccc2CC1 (Mutation error)
62,C=Cc1ccccc1C (Mutation error)
63,CC=Cc1ccccc1 (Mutation error)
63,C1=Cc2ccccc2C1 (Mutation error)
63,CC=CC(C)(CCC)c1ccccc1 (Mutation error)
64,CC1=CC(c2ccccc2)C(C)=C1 (Mutation error)
64,CC=CCCC(C)c1ccccc1 (Mutation error)
64,CC=CC(C)(CCC)c1ccccc1 (Mutation error)
64,CC1C=Cc2ccccc21 (Mutation error)
65,CC1=CC(C)C1c1ccccc1 (Mutation error)
65,CC=C(C)C(C)c1ccccc1 (Mutation error)
66,CCCc1ccccc1 (Mutation error)
68,C1=Cc2ccccc21 (Mutation error)
68,CC1=CC(C)C1c1ccccc1 (Mutation error)
69,CC1=CC(c2ccccc2)C(C)=C1 (Mutation error)
69,CC=CCC(C)c1ccccc1 (Mutation error)
70,CC=Cc1ccccc1 (Mutation error)
70,CCc1ccccc1 (Mutation error)
70,CC=CC(C)(C)c1ccccc1 (Mutation error)
70,CCC=CC(C)c1ccccc1 (Mutation error)
70,C1=Cc2ccccc2C1 (Mutation error)
71,CC=Cc1ccccc1 (Mutation error)
71,CC1=CC(c2ccccc2)C(C)=C1 (Mutation error)
71,C1=Cc2ccccc21 (Mutation error)
71,CC1=CC(C)C1c1ccccc1 (Mutation error)
71,CCC=CC(C)c1ccccc1 (Mutation error)
71,CCC=CC(C)(C)c1ccccc1 (Mutation error)
72,CC1=CC(c2ccccc2)C(C)=C1 (Mutation error)
72,C1=Cc2ccccc21 (Mutation error)
72,C=CC(C)(C)c1ccccc1 (Mutation error)
72,CCCc1ccccc1 (Mutation error)
73,CC=Cc1ccccc1 (Mutation error)
73,CCC=CC(C)c1ccccc1 (Mutation error)
74,CC=Cc1ccccc1 (Mutation error)
74,CCC=Cc1ccccc1 (Mutation error)
75,CC(C1=CC1)c1ccccc1 (Mutation error)
75,CC1C=CC1c1ccccc1 (Mutation error)
75,CCc1ccccc1 (Mutation error)
75,CC=CC(C)(C)c1ccccc1 (Mutation error)
75,CC1=CC(C)C1c1ccccc1 (Mutation error)
76,CC=Cc1ccccc1 (Mutation error)
77,CC1=CC(c2ccccc2)C(C)=C1 (Mutation error)
78,CC1=CC(c2ccccc2)C(C)=C1 (Mutation error)
78,C=CC(C)c1ccccc1 (Mutation error)
79,CC=CC(C)c1ccccc1 (Mutation error)
80,CC=CC(C)c1ccccc1 (Mutation error)
80,CC1C=CC1c1ccccc1 (Mutation error)
80,CC1=CC(c2ccccc2)C(C)=C1 (Mutation error)
80,C=CC(C)c1ccccc1 (Mutation error)
80,CC=CC(C)(C)c1ccccc1 (Mutation error)
80,CC1(C)C=CC1c1ccccc1 (Mutation error)
80,CC=CCC(C)c1ccccc1 (Mutation error)
81,CC=Cc1ccccc1 (Mutation error)
81,CCC=Cc1ccccc1 (Mutation error)
82,CC1C=CC1c1ccccc1 (Mutation error)
83,CCC=Cc1ccccc1 (Mutation error)
83,CC=CC(C)c1ccccc1 (Mutation error)
83,C=CC(C)c1ccccc1 (Mutation error)
83,C1=Cc2ccccc21 (Mutation error)
85,CCc1ccccc1 (Mutation error)
85,C=CC(C)c1ccccc1 (Mutation error)
85,CC1=C(c2ccccc2)C1 (Mutation error)
85,C1=Cc2ccccc21 (Mutation error)
86,Cc1ccccc1 (Mutation error)
86,CC(C1=CC1)c1ccccc1 (Mutation error)
86,C=C(C=CC)c1ccccc1 (Mutation error)
86,C1=CC(Cc2ccccc2)C1 (Mutation error)
86,CC1=CC(c2ccccc2)C(C)=C1 (Mutation error)
87,Cc1ccccc1 (Mutation error)
88,CCCC=Cc1ccccc1 (Mutation error)
88,CC(C1=CC1)c1ccccc1 (Mutation error)
88,C1=CC(Cc2ccccc2)C1 (Mutation error)
88,CCc1ccccc1 (Mutation error)
89,CC1=CC(C)(c2ccccc2)C=C1 (Mutation error)
89,C=C(C=CC)c1ccccc1 (Mutation error)
89,C1=CC(Cc2ccccc2)C1 (Mutation error)
89,CC1C=CC1c1ccccc1 (Mutation error)
90,CCC=Cc1ccccc1 (Mutation error)
91,CC=Cc1ccccc1 (Mutation error)
91,c1ccccc1 (Mutation error)
91,CC1=CC(C)(c2ccccc2)C=C1 (Mutation error)
92,c1ccccc1 (Mutation error)
92,C=C(C=CC)c1ccccc1 (Mutation error)
92,C=Cc1cccc(C=CC)c1 (Mutation error)
93,CC=Cc1ccccc1 (Mutation error)
93,CCC=Cc1ccccc1 (Mutation error)
93,CCCC=Cc1ccccc1 (Mutation error)
93,CC(C)=Cc1ccccc1 (Mutation error)
93,CCC(C)=Cc1ccccc1 (Mutation error)
93,c1ccccc1 (Mutation error)
93,CC1=CC(C)(c2ccccc2)C=C1 (Mutation error)
93,Cc1ccccc1 (Mutation error)
93,C1=CC(Cc2ccccc2)C1 (Mutation error)
94,CCC=Cc1ccccc1 (Mutation error)
94,CCCCCC=Cc1ccccc1 (Mutation error)
94,CC(C)=Cc1ccccc1 (Mutation error)
94,c1ccccc1 (Mutation error)
94,C=CCc1ccccc1 (Mutation error)
94,C=C(C=CC)c1ccccc1 (Mutation error)
94,CC=CC(C)c1ccccc1 (Mutation error)
95,CCC(C)=Cc1ccccc1 (Mutation error)
96,CC(C)C=Cc1ccccc1 (Mutation error)
96,CCCC=Cc1ccccc1 (Mutation error)
96,CC(C)=Cc1ccccc1 (Mutation error)
96,c1ccccc1 (Mutation error)
96,CC=CCc1ccccc1 (Mutation error)
97,CCCCC=Cc1ccccc1 (Mutation error)
97,c1ccccc1 (Mutation error)
97,CC1=CC(C)(c2ccccc2)C=C1 (Mutation error)
97,Cc1ccccc1 (Mutation error)
97,CC=CCc1ccccc1 (Mutation error)
98,CC=Cc1ccccc1 (Mutation error)
98,CCC=Cc1ccccc1 (Mutation error)
98,CC(C)=Cc1ccccc1 (Mutation error)
98,CC1=CC(C)(c2ccccc2)C=C1 (Mutation error)
99,CCC=Cc1ccccc1 (Mutation error)
99,CC(C)=Cc1ccccc1 (Mutation error)
99,C1=CC2C=C1C=C2c1ccccc1 (Mutation error)
100,CC=Cc1ccccc1 (Mutation error)
100,CCC=Cc1ccccc1 (Mutation error)
100,CCCCCC=Cc1ccccc1 (Mutation error)
100,c1ccccc1 (Mutation error)
100,Cc1ccccc1 (Mutation error)
101,CC=Cc1ccccc1 (Mutation error)
101,CCCC=Cc1ccccc1 (Mutation error)
101,C1=CC2C=C1C=C2c1ccccc1 (Mutation error)
101,c1ccccc1 (Mutation error)
101,CC1=CC=CC1(C)c1ccccc1 (Mutation error)
101,Cc1ccccc1 (Mutation error)
101,C1=C(Cc2ccccc2)C1 (Mutation error)
102,CC=Cc1ccccc1 (Mutation error)
102,C(=CC1CC1)c1ccccc1 (Mutation error)
102,c1ccccc1 (Mutation error)
103,CC=Cc1ccccc1 (Mutation error)
103,CC(C)C=Cc1ccccc1 (Mutation error)
103,c1ccccc1 (Mutation error)
104,CC=Cc1ccccc1 (Mutation error)
104,C(=CC1CC1)c1ccccc1 (Mutation error)
104,CCC(C)C=Cc1ccccc1 (Mutation error)
104,CCCC(C)=Cc1ccccc1 (Mutation error)
105,CCCC=Cc1ccccc1 (Mutation error)
105,C(=CC1CC1)c1ccccc1 (Mutation error)
105,CC(C)=Cc1ccccc1 (Mutation error)
105,c1ccccc1 (Mutation error)
106,CC=Cc1ccccc1 (Mutation error)
106,CCCC=Cc1ccccc1 (Mutation error)
106,C=Cc1ccccc1 (Mutation error)
106,CCC(C)CC=Cc1ccccc1 (Mutation error)
106,CCCC(C)=Cc1ccccc1 (Mutation error)
106,c1ccccc1 (Mutation error)
107,CC=Cc1ccccc1 (Mutation error)
107,C=Cc1ccccc1 (Mutation error)
107,CCCCCC=Cc1ccccc1 (Mutation error)
107,CC(C)=Cc1ccccc1 (Mutation error)
108,CC=Cc1ccccc1 (Mutation error)
108,CCCC=Cc1ccccc1 (Mutation error)
108,CCC(C)CC=Cc1ccccc1 (Mutation error)
108,CCC(C)=Cc1ccccc1 (Mutation error)
108,CCCC(C)=Cc1ccccc1 (Mutation error)
109,CCCC=Cc1ccccc1 (Mutation error)
109,C(=CC1CC1)c1ccccc1 (Mutation error)
109,CCC(C)CC=Cc1ccccc1 (Mutation error)
110,CC=Cc1ccccc1 (Mutation error)
