rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54_mean,rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54_med,rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54_min,rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54_max,rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00025177001953125,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0005354881286621094,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.002813577651977539,0,0,5,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.005086183547973633,0,0,6,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.006997346878051758,0,0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.009775400161743164,0,0,9,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.012127399444580078,0,0,4,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.014281511306762695,0,0,2,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.01666879653930664,0,0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.019202470779418945,0,0,3,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0.024250030517578125,0,0,12,0,0,0,0,0
0.003418803418803419,0.0,0.0,0.03076923076923077,0.0096698363239186,0.003418803418803419,0.0,0.0,0.03076923076923077,0.0096698363239186,8,2,0.03282284736633301,0,0,29,0,0,0,0,0
0.002564102564102564,0.0,0.0,0.03076923076923077,0.00850416612911641,0.002564102564102564,0.0,0.0,0.03076923076923077,0.00850416612911641,11,3,0.04116964340209961,0,0,26,0,0,0,0,0
0.0019230769230769232,0.0,0.0,0.03076923076923077,0.007448044896552725,0.0019230769230769232,0.0,0.0,0.03076923076923077,0.007448044896552725,15,4,0.04895806312561035,0,0,17,0,0,0,0,0
0.0060884540508161535,0.0,0.0,0.03076923076923077,0.011885719484022459,0.0060884540508161535,0.0,0.0,0.03076923076923077,0.011885719484022459,23,8,0.0630960464477539,0,0,29,0,0,0,0,0
0.009365428475041048,0.0,0.0,0.06153846153846154,0.016850838714661958,0.009365428475041048,0.0,0.0,0.06153846153846154,0.016850838714661958,33,10,0.08095645904541016,0,0,26,0,0,0,0,0
0.009830689727038834,0.0,0.0,0.06153846153846154,0.01747048065511135,0.009830689727038834,0.0,0.0,0.06153846153846154,0.01747048065511135,43,10,0.09715700149536133,0,0,26,0,0,0,0,0
0.014301939278619764,0.0,0.0,0.06153846153846154,0.019751469769128942,0.014301939278619764,0.0,0.0,0.06153846153846154,0.019751469769128942,53,10,0.1146547794342041,0,0,23,0,0,0,0,0
0.01693180921630945,0.0,0.0,0.06153846153846154,0.021266572444034047,0.01693180921630945,0.0,0.0,0.06153846153846154,0.021266572444034047,63,10,0.12851452827453613,0,0,13,0,0,0,0,0
0.020047170174827548,0.012658227848101266,0.0,0.06153846153846154,0.022296024094209946,0.020047170174827548,0.012658227848101266,0.0,0.06153846153846154,0.022296024094209946,73,10,0.14383935928344727,0,0,23,0,0,0,0,0
0.020755026819005176,0.025478740668614087,0.0,0.06153846153846154,0.02209175541859352,0.020755026819005176,0.025478740668614087,0.0,0.06153846153846154,0.02209175541859352,83,10,0.16517043113708496,0,0,31,0,0,0,0,0
0.022571925130978047,0.026144907723855092,0.0,0.06153846153846154,0.022394579737541588,0.022571925130978047,0.026144907723855092,0.0,0.06153846153846154,0.022394579737541588,93,10,0.18074750900268555,0,0,15,0,0,0,0,0
0.024285904396197103,0.02666666666666667,0.0,0.06153846153846154,0.022396481466528298,0.024285904396197103,0.02666666666666667,0.0,0.06153846153846154,0.022396481466528298,103,10,0.19524741172790527,0,0,8,0,0,0,0,0
0.025536454515768345,0.02684684684684685,0.0,0.06153846153846154,0.022420091377858338,0.025536454515768345,0.02684684684684685,0.0,0.06153846153846154,0.022420091377858338,113,10,0.2170543670654297,0,0,29,0,0,0,0,0
0.026395107672354597,0.02702702702702703,0.0,0.06153846153846154,0.022488934112601527,0.026395107672354597,0.02702702702702703,0.0,0.06153846153846154,0.022488934112601527,123,10,0.23848247528076172,0,0,19,0,0,0,0,0
0.027065896672538,0.02702702702702703,0.0,0.06153846153846154,0.022550044135124334,0.027065896672538,0.02702702702702703,0.0,0.06153846153846154,0.022550044135124334,133,10,0.258526086807251,0,0,20,0,0,0,0,0
0.028708984325628684,0.0273972602739726,0.0,0.18461538461538463,0.0256478264064535,0.028708984325628684,0.0273972602739726,0.0,0.18461538461538463,0.0256478264064535,143,10,0.2779533863067627,0,0,18,0,0,0,0,0
0.030419919381699658,0.027777777777777776,0.0,0.18461538461538463,0.025662015858823085,0.030419919381699658,0.027777777777777776,0.0,0.18461538461538463,0.025662015858823085,153,10,0.3033120632171631,0,0,33,0,0,0,0,0
0.031164621684233933,0.02797339593114241,0.0,0.18461538461538463,0.02540253560530122,0.031164621684233933,0.02797339593114241,0.0,0.18461538461538463,0.02540253560530122,163,10,0.34682250022888184,0,0,75,0,0,0,0,0
0.03190228630980208,0.028370221327967807,0.0,0.18461538461538463,0.025952718083790124,0.03190228630980208,0.028370221327967807,0.0,0.18461538461538463,0.025952718083790124,173,10,0.3768899440765381,0,0,37,0,0,0,0,0
0.032594326121874025,0.02857142857142857,0.0,0.18461538461538463,0.026459998370682553,0.032594326121874025,0.02857142857142857,0.0,0.18461538461538463,0.026459998370682553,183,10,0.4051055908203125,0,0,43,0,0,0,0,0
0.03423085024853556,0.028985507246376812,0.0,0.18461538461538463,0.02753482160414658,0.03423085024853556,0.028985507246376812,0.0,0.18461538461538463,0.02753482160414658,193,10,0.4224851131439209,0,0,7,0,0,0,0,0
0.03560388525079493,0.028985507246376812,0.0,0.18461538461538463,0.02891056463223184,0.03560388525079493,0.028985507246376812,0.0,0.18461538461538463,0.02891056463223184,203,10,0.4411048889160156,0,0,10,0,0,0,0,0
0.0368313494197324,0.029850746268656716,0.0,0.18461538461538463,0.030014321163577017,0.0368313494197324,0.029850746268656716,0.0,0.18461538461538463,0.030014321163577017,213,10,0.4679877758026123,0,0,29,0,0,0,0,0
0.0384181031770356,0.029850746268656716,0.0,0.18461538461538463,0.030803657159854492,0.0384181031770356,0.029850746268656716,0.0,0.18461538461538463,0.030803657159854492,223,10,0.4902992248535156,0,0,3,0,0,0,0,0
0.03962936456998262,0.03896761133603239,0.0,0.18461538461538463,0.031194776206447863,0.03962936456998262,0.03896761133603239,0.0,0.18461538461538463,0.031194776206447863,233,10,0.5108368396759033,0,0,2,0,0,0,0,0
0.040791521839373034,0.041666666666666664,0.0,0.18461538461538463,0.03164805926094333,0.040791521839373034,0.041666666666666664,0.0,0.18461538461538463,0.03164805926094333,243,10,0.5346577167510986,0,0,6,0,0,0,0,0
0.041929706374157515,0.044036845507433746,0.0,0.18461538461538463,0.03198325539945499,0.041929706374157515,0.044036845507433746,0.0,0.18461538461538463,0.03198325539945499,253,10,0.5581464767456055,0,0,4,0,0,0,0,0
0.04294207576033833,0.04521072796934866,0.0,0.18461538461538463,0.03258046553773515,0.04294207576033833,0.04521072796934866,0.0,0.18461538461538463,0.03258046553773515,263,10,0.5799877643585205,0,0,6,0,0,0,0,0
0.04390029620169755,0.047619047619047616,0.0,0.18461538461538463,0.03327643278170747,0.04390029620169755,0.047619047619047616,0.0,0.18461538461538463,0.03327643278170747,273,10,0.6047804355621338,0,0,13,0,0,0,0,0
0.04489269434622124,0.047619047619047616,0.0,0.18461538461538463,0.033681947422156674,0.04489269434622124,0.047619047619047616,0.0,0.18461538461538463,0.033681947422156674,283,10,0.6342597007751465,0,0,9,0,0,0,0,0
0.04571484832488216,0.0484866294446077,0.0,0.18461538461538463,0.0337290865980808,0.04571484832488216,0.0484866294446077,0.0,0.18461538461538463,0.0337290865980808,293,10,0.6622664928436279,0,0,15,0,0,0,0,0
