smiles,n_success_mut,n_failures_mut,rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,total,obj_computation_time,history_data
c1cccc2cccc3c4cccc(c5cccc(ccc1)c54)c23,10,306,0.8082191780821918,0.8082191780821918,0.0006611347198486328,C
Cc1cccc2c3cccc(cccc4c5ccc(cc1)c45)c23,5,445,0.7534246575342466,0.7534246575342466,0.0006151199340820312,
CC1c2c3cccc3cccc3c4cccc(cccc5c1c25)c34,6,716,0.7466666666666667,0.7466666666666667,0.0006396770477294922,
CCC=c1cccc2cccc3c4cccc(c5cccc(cc1)c54)c23,3,86,0.7564102564102564,0.7564102564102564,0.0007679462432861328,
Cc1cc2cccc3c4cccc5c6cccc(cccc1c2c34)c65,2,365,0.7402597402597403,0.7402597402597403,0.0006198883056640625,
CC1=C=C1c1cccc2cccc3c(cccc4c5cccc(c1)c54)c23,1,239,0.7435897435897436,0.7435897435897436,0.0007011890411376953,
CC=c1c2cccc3cccc4cccc5c(cccc6c2c6c13)c45,3,409,0.7402597402597403,0.7402597402597403,0.0006437301635742188,
c1cc2cccc3c4cccc(c2cc2c5ccc(c1)c52)c34,0,654,0.75,0.75,0.0005865097045898438,
C=C=Cc1c2ccccc3c(cccc4cccc5c(ccc2)c45)c13,2,370,0.7402597402597403,0.7402597402597403,0.0006012916564941406,
Cc1cc2c3cccc(cccc4c5c6c(c15)=CC=CC4=CC=C6)c3-2,8,835,0.7402597402597403,0.7402597402597403,0.000652313232421875,
c1cc2c3cccc4c5cccc(cccc6c(c1)c6c3C2)c45,3,472,0.7432432432432432,0.7432432432432432,0.0006253719329833984,
Cc1c2c3ccccc2c2cccc4cccc4cccc3c12,4,1015,0.7534246575342466,0.7534246575342466,0.0005776882171630859,
c1cc2cccc3c4c(cccc5c(c1)c25)cccc1c4c2c3c12,4,290,0.76,0.76,0.0007166862487792969,
Cc1ccc2cccc3c4cccc(c5ccccc(c1)c54)c23,3,605,0.7534246575342466,0.7534246575342466,0.0006873607635498047,
c1cc2c3cccc4cccc2c(c2cccc5c(c1)c52)c43,1,241,0.75,0.75,0.0006415843963623047,
Cc1cccc2c3cccc(cccc4cccc2c43)c1C,1,376,0.7464788732394366,0.7464788732394366,0.0005123615264892578,
c1cc2cccc2c2c(cccc3c4cccc(c1)c43)c1ccc12,1,99,0.7837837837837838,0.7837837837837838,0.0006496906280517578,
Cc1cc2cccc3c4cccc(cccc5ccc6c(cccc12)c56)c34,6,500,0.75,0.75,0.0006949901580810547,
Cc1c2cccc3cccc4c5cccc(c6cccc1c(c2)c65)c34,1,504,0.7402597402597403,0.7402597402597403,0.0008058547973632812,
C=c1c2cccc3ccc4c(ccccc5cccc2c15)c34,3,766,0.7605633802816901,0.7605633802816901,0.0005869865417480469,
CC=C=c1c2cccc3c4cccc(cccc5cccc5c13)c24,5,540,0.7466666666666667,0.7466666666666667,0.0006687641143798828,
Cc1cccc2c3ccc(cccc4cccc5c(cc1)c45)c23,4,622,0.7534246575342466,0.7534246575342466,0.0005941390991210938,
Cc1cc2c3cccc4cccc5c6cccc(c1c6c2ccc3)c45,3,427,0.7402597402597403,0.7402597402597403,0.000804901123046875,
c1cc2cc3cccc4c5cccc6c(cccc(c1)c45)c2c6c3,1,383,0.76,0.76,0.0007426738739013672,
Cc1ccc2c3cccc(ccccc4c5cccc(c1)c45)c32,4,432,0.7534246575342466,0.7534246575342466,0.0006098747253417969,
Cc1c2cccc3cccc4cccc5c6cccc(c(cc32)c16)c45,4,663,0.7402597402597403,0.7402597402597403,0.0007236003875732422,
CC=c1c2cccc3c4cccccc(cccc5cccc2c15)c43,0,206,0.7402597402597403,0.7402597402597403,0.0006885528564453125,
c1ccc2ccc3c(ccccc4cccc5c(cc1)c45)c23,28,1000,0.7746478873239436,0.7746478873239436,0.0005595684051513672,
CC1=C=C1c1cccc2cccc3c4cccc(c5cccc(c1)c54)c23,0,59,0.7435897435897436,0.7435897435897436,0.0007281303405761719,
c1cc2ccc3c4cc(c4cccc4c5cccc(c1)c54)c23,0,138,0.7746478873239436,0.7746478873239436,0.0005965232849121094,
c1cc2cccc3c4cccc5c6c4c(cccc(c1)c1c5c16)c23,1,168,0.76,0.76,0.0007216930389404297,
C=c1c2cccc3cccc4c(cccc5c(=C)c15)c(ccc2)c34,2,473,0.7567567567567568,0.7567567567567568,0.0006403923034667969,
c1cc2cccc2c2c3c4cccc(c5c(c1)cccc45)c23,7,875,0.8,0.8,0.0006594657897949219,
C1=C(c2c3ccccc4c5cccc(cccc6c(ccc3)c26)c45)C1,1,327,0.7402597402597403,0.7402597402597403,0.0006647109985351562,
CC1(C)c2c1c1c3cccc4cccc5c(cccc21)c(ccc3)c45,1,120,0.75,0.75,0.0006899833679199219,
Cc1c2cccc3c1cccc1cc1cccc1cccc2c13,2,722,0.7534246575342466,0.7534246575342466,0.0006580352783203125,
Cc1c2cc3cccc4c(cccc5c6cccc(cccc32)c65)c14,0,326,0.7402597402597403,0.7402597402597403,0.0007834434509277344,
C#CC(C)=c1c2cccc3c4cccc(cccc5cccc3c54)c12,5,434,0.75,0.75,0.0006520748138427734,
c1ccc2c(c1)cc1cccc3c4cccc(cccc12)c34,9,668,0.75,0.75,0.0005521774291992188,
c1cc2c3cc4cccc5c6cccc(ccc2c4c3c1)c56,0,274,0.7746478873239436,0.7746478873239436,0.0006389617919921875,
CC#Cc1c2ccccc3c4cccc(cccc5c(ccc2)c15)c34,0,333,0.7402597402597403,0.7402597402597403,0.0006651878356933594,
c1cc2cccc3c4cccc(c5cc6ccc(c1)c6c45)c23,0,94,0.75,0.75,0.0007131099700927734,
