smiles,n_success_mut,n_failures_mut,rediscovery_c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51,total,obj_computation_time,history_data
c1cc2ccc3ccc4ccc(ccc1c1c5c(c21)CCC5)c1c4c2c3c12,3,221,0.6987951807228916,0.6987951807228916,0.0008504390716552734,C
C1=C2c3c(c4c5ccc(ccc6ccc7ccc(cc5)c5c7c7c6c57)c34)C12,0,165,0.6987951807228916,0.6987951807228916,0.0008733272552490234,
C1=C2C(=c3c4c5ccc(ccc6ccc7ccc(cc5)c5c7c7c6c57)c34)C12,7,201,0.7073170731707317,0.7073170731707317,0.0007283687591552734,
Cc1cc2c1c1c3c4ccc(ccc5ccc6ccc(cc4)c4c7c5c6c47)c3c21,0,165,0.6976744186046512,0.6976744186046512,0.0008144378662109375,
Cc1c(C2C=C2)c2c3ccc(ccc4ccc5ccc(cc3)c3c6c4c5c36)c12,4,183,0.6904761904761905,0.6904761904761905,0.0008745193481445312,
CC=c1c2c3ccc(ccc4ccc5ccc(cc3)c3c5c5c4c35)c12,2,298,0.7631578947368421,0.7631578947368421,0.0006778240203857422,
C=Cc1cc2c3c4ccc5ccc(ccc6ccc(cc4)c4c6c3c24)c2c1c52,1,54,0.7023809523809523,0.7023809523809523,0.0008459091186523438,
CC1(C)Cc2c1c1c3ccc(ccc4ccc5ccc(cc3)c3c6c4c5c36)c21,4,193,0.6904761904761905,0.6904761904761905,0.0008685588836669922,
c1cc2ccc3ccc4ccc5ccc(cc6c1cc6c23)c1c2c4c5c12,0,130,0.7037037037037037,0.7037037037037037,0.0008859634399414062,
CC1Cc2c1c1c3ccc(ccc4ccc5ccc(cc3)c3c5c5c4c35)c21,8,230,0.7073170731707317,0.7073170731707317,0.0008134841918945312,
C=C(C)C=c1c2c3ccc(ccc4ccc5ccc(cc3)c3c5c5c4c35)c12,2,244,0.7160493827160493,0.7160493827160493,0.0007023811340332031,
CC(C1=C=C1)=c1c2c3ccc(ccc4ccc5ccc(cc3)c3c5c5c4c35)c12,0,196,0.6904761904761905,0.6904761904761905,0.0007445812225341797,
C=c1c2c3ccc4ccc(ccc5ccc(cc3)c2c2c1c52)c1c4C1,0,218,0.6962025316455697,0.6962025316455697,0.0006325244903564453,
