smiles,n_success_mut,n_failures_mut,rediscovery_c1ccc2cccc-2cc1,total,obj_computation_time,history_data
CC(C)(C)c1cccc(-c2ccccc2)c1,44,1599,0.5957446808510638,0.5957446808510638,0.00028014183044433594,C
c1ccc(-c2cccc(C3C4=C3CC4)c2)cc1,0,266,0.5384615384615384,0.5384615384615384,0.00035858154296875,
C#CC1C=C1c1cccc(-c2ccccc2)c1,38,1284,0.5686274509803921,0.5686274509803921,0.00033164024353027344,
C#Cc1cc2cccc(-c3ccccc3)ccc1-2,10,964,0.5660377358490566,0.5660377358490566,0.00040030479431152344,
C=C(c1cccc(-c2ccccc2)c1)C1C#C1,14,541,0.5490196078431373,0.5490196078431373,0.00033354759216308594,
C=CC1C=C(c2cccc(-c3ccccc3)c2)C1,8,294,0.5471698113207547,0.5471698113207547,0.0003497600555419922,
C=C(C)c1c2cccc(-c3ccccc3)cccc1-2,2,118,0.5454545454545454,0.5454545454545454,0.00040650367736816406,
c1ccc(-c2cccc(C3CC3)c2)cc1,33,1589,0.6086956521739131,0.6086956521739131,0.0003044605255126953,
CC12C3C1C32c1cccc(-c2ccccc2)c1,30,921,0.56,0.56,0.0003421306610107422,
CC1=CC2=C=C(C2)c2cccccc1ccc2,1,201,0.5490196078431373,0.5490196078431373,0.0004048347473144531,
CC(C1=CC1)c1cccc(-c2ccccc2)c1,31,569,0.5490196078431373,0.5490196078431373,0.0003306865692138672,
CCc1ccc(-c2ccccc2)cccc2cc1-2,1,1009,0.5660377358490566,0.5660377358490566,0.0003769397735595703,
CC1CCC1c1cccc(-c2ccccc2)c1,1,262,0.5384615384615384,0.5384615384615384,0.0003247261047363281,
c1ccc(-c2cccc(C3=C4CC3C4)c2)cc1,33,1492,0.58,0.58,0.0003554821014404297,
CC=C1CC2=C=C2c2cccccc1ccc2,1,37,0.5384615384615384,0.5384615384615384,0.0003561973571777344,
C=C1C(C)=C=C1c1cccc(-c2ccccc2)c1,1,300,0.5471698113207547,0.5471698113207547,0.0003364086151123047,
C1=C(c2cccc(-c3ccccc3)c2)C2=CC12,21,740,0.5576923076923077,0.5576923076923077,0.00035834312438964844,
C1=C2CC=1c1cccccc(ccc1)C1=C2C1,0,37,0.5384615384615384,0.5384615384615384,0.0003974437713623047,
CC12CC1C2c1cccc(-c2ccccc2)c1,17,578,0.5490196078431373,0.5490196078431373,0.0003294944763183594,
C1#CC1C1=C(c2ccccc2)c2cccc1c2,1,260,0.5384615384615384,0.5384615384615384,0.00034737586975097656,
CC1=C2c3cccccc(ccc3)C3=C4C3C124,4,215,0.5490196078431373,0.5490196078431373,0.0003662109375,
C=C1c2cccccc(ccc2)C(=C)C12C=C2C,0,38,0.5384615384615384,0.5384615384615384,0.0003864765167236328,
c1c#cccc(-c2ccccc2)cccc#1,1,851,0.56,0.56,0.00032901763916015625,
C1=C2CC1C2c1cccc(-c2ccccc2)c1,13,579,0.5490196078431373,0.5490196078431373,0.0003647804260253906,
C1=CC2C1=C2c1cccc(-c2ccccc2)c1,23,1345,0.5686274509803921,0.5686274509803921,0.00036334991455078125,
C=C(C)c1c#ccccc(-c2ccccc2)ccc1,1,123,0.5454545454545454,0.5454545454545454,0.00037217140197753906,
C1#CC12C=C2c1cccc(-c2ccccc2)c1,21,1391,0.5686274509803921,0.5686274509803921,0.0003561973571777344,
C=C1C#CC1c1cccc(-c2ccccc2)c1,1,262,0.5384615384615384,0.5384615384615384,0.0003304481506347656,
CC1=C=C1c1cccc(-c2ccccc2)c1,29,1513,0.6170212765957447,0.6170212765957447,0.0003211498260498047,
Cc1cccc(-c2ccccc2)c1,40,1676,0.7,0.7,0.00024437904357910156,
C1=CCCC=1c1cccc(-c2ccccc2)c1,17,744,0.5576923076923077,0.5576923076923077,0.00033473968505859375,
C=C1c2cccccc(ccc2)C(=C)C1C(C)C,1,38,0.5384615384615384,0.5384615384615384,0.000377655029296875,
Cc1c2cccc(-c3ccccc3)cccc1C2C,0,124,0.5454545454545454,0.5454545454545454,0.0004279613494873047,
CC1(c2cccc(-c3ccccc3)c2)C2=C=C21,13,560,0.5490196078431373,0.5490196078431373,0.0003409385681152344,
CC=C1CC1c1cccc(-c2ccccc2)c1,1,260,0.5384615384615384,0.5384615384615384,0.00033092498779296875,
C=C1CC2=C(CC2)c2cccccc1ccc2,2,37,0.5384615384615384,0.5384615384615384,0.0003695487976074219,
Cc1cccccc(C2=CC2)ccc1,0,319,0.5555555555555556,0.5555555555555556,0.00027680397033691406,
CC1C2=CC13C=C3c1cccccc2ccc1,1,40,0.5384615384615384,0.5384615384615384,0.00038886070251464844,
C1#CC1c1cccc(-c2ccccc2)c1,23,1582,0.6086956521739131,0.6086956521739131,0.0002868175506591797,
C=C1CC(=C)c2cccccc1ccc2,0,1048,0.6222222222222222,0.6222222222222222,0.00031757354736328125,
C1=C(c2ccccc2)CC=1c1ccccc1,1,280,0.54,0.54,0.0003044605255126953,
C=C(C)C(C)(C)c1cccc(-c2ccccc2)c1,2,261,0.5384615384615384,0.5384615384615384,0.00031948089599609375,
CCc1c2cccc(-c3ccccc3)cccc1-2,6,1008,0.5660377358490566,0.5660377358490566,0.00037860870361328125,
C(#Cc1cccc(-c2ccccc2)c1)C1=CC1,1,267,0.5384615384615384,0.5384615384615384,0.00035381317138671875,
C1=C2C3C(c4cccc(-c5ccccc5)c4)C123,0,269,0.5384615384615384,0.5384615384615384,0.0003681182861328125,
C=C1CC2C(C)=C2c2cccccc1ccc2,14,242,0.5490196078431373,0.5490196078431373,0.0003535747528076172,
C1=C2C=C1C2c1cccc(-c2ccccc2)c1,17,579,0.5490196078431373,0.5490196078431373,0.0003693103790283203,
C=C1c2cccccc(ccc2)C2=C3CC132,78,908,0.5714285714285714,0.5714285714285714,0.0003561973571777344,
CC(C)C1=C(c2ccccc2)c2cccc1c2,15,587,0.5490196078431373,0.5490196078431373,0.0003371238708496094,
C=C1c2c3cccc(-c4ccccc4)cccc2C13,0,51,0.5454545454545454,0.5454545454545454,0.00045418739318847656,
CC1(c2cccc(-c3ccccc3)c2)CC1,19,1541,0.5833333333333334,0.5833333333333334,0.00030112266540527344,
C=C=CC(C)c1cccc(-c2ccccc2)c1,12,542,0.5490196078431373,0.5490196078431373,0.00030422210693359375,
C1#CC(c2cccc(-c3ccccc3)c2)=CC1,17,752,0.5576923076923077,0.5576923076923077,0.00033092498779296875,
C=CC=C=Cc1cccc(-c2ccccc2)c1,1,263,0.5384615384615384,0.5384615384615384,0.0003409385681152344,
C=C1c2cccccc(ccc2)C2=C3C1C23C,15,613,0.56,0.56,0.0003616809844970703,
C=CC=C(C)c1cccc(-c2ccccc2)c1,13,608,0.5490196078431373,0.5490196078431373,0.0003104209899902344,
C=C1c2cccccc(ccc2)C2=CC3=CC132,0,42,0.5384615384615384,0.5384615384615384,0.0004076957702636719,
C=CCC(C)c1cccc(-c2ccccc2)c1,21,588,0.5490196078431373,0.5490196078431373,0.00030159950256347656,
c1c2ccc(c#1)-c1cccccc-2ccc1,29,655,0.56,0.56,0.0003905296325683594,
C=CCC(=C)c1cccc(-c2ccccc2)c1,9,603,0.5490196078431373,0.5490196078431373,0.00031638145446777344,
CC1=C(c2cccc(-c3ccccc3)c2)C1,50,1588,0.6170212765957447,0.6170212765957447,0.0003066062927246094,
