smiles,n_success_mut,n_failures_mut,rediscovery_c1ccccc1,total,obj_computation_time,history_data
C,3,6,0.0,0.0,5.125999450683594e-05,C
CC,3,5,0.0,0.0,4.76837158203125e-05,
CCCC,3,4,0.0,0.0,6.699562072753906e-05,
,0,7,0.0,0.0,1.3589859008789062e-05,
CCCCC,4,2,0.0,0.0,8.130073547363281e-05,
CCC,0,6,0.0,0.0,5.054473876953125e-05,
CCC(C)CC,5,0,0.0,0.0,9.703636169433594e-05,
CCC(C)C,3,1,0.0,0.0,8.0108642578125e-05,
C=CC,1,3,0.0,0.0,5.555152893066406e-05,
CC(C)C,2,1,0.0,0.0,6.437301635742188e-05,
CCC1C=CC1,5,2,0.0625,0.0625,0.00010204315185546875,
CC1=CC=C1,16,17,0.1111111111111111,0.1111111111111111,9.441375732421875e-05,
C=C,1,2,0.0,0.0,4.315376281738281e-05,
CC1CC=CCC1,4,1,0.05555555555555555,0.05555555555555555,0.00011920928955078125,
CC1C=CC1,5,6,0.07142857142857142,0.07142857142857142,8.416175842285156e-05,
C1=CCC1,7,11,0.08,0.08,7.748603820800781e-05,
C=CCC,0,2,0.0,0.0,5.8650970458984375e-05,
CC(C)C(C)C,2,0,0.0,0.0,8.058547973632812e-05,
CCCC1C=C1C,1,2,0.02857142857142857,0.02857142857142857,0.00011014938354492188,
CCC1=C(C)C1,1,0,0.0,0.0,9.775161743164062e-05,
CC1CC1,1,0,0.0,0.0,7.343292236328125e-05,
CCC1=CC=C1C,4,0,0.05714285714285714,0.05714285714285714,0.00012183189392089844,
CC1=CCC1,3,0,0.034482758620689655,0.034482758620689655,8.20159912109375e-05,
CC1CC=CCCC1,1,3,0.05128205128205128,0.05128205128205128,0.0001220703125,
CCCC(C)C,0,0,0.0,0.0,8.463859558105469e-05,
CC=CC,0,0,0.0,0.0,6.389617919921875e-05,
CCCC(CC)CC,0,0,0.0,0.0,0.00011396408081054688,
C1CC1,0,0,0.0,0.0,6.151199340820312e-05,
CCCC1=C(C)C1,1,0,0.0,0.0,0.00011086463928222656,
CCC(C)C(C)C,0,1,0.0,0.0,9.655952453613281e-05,
CC1C2=CC21,2,0,0.034482758620689655,0.034482758620689655,9.799003601074219e-05,
CCC1CC=C1C,1,0,0.027777777777777776,0.027777777777777776,0.00010538101196289062,
CC1=CC=C1C,5,1,0.06451612903225806,0.06451612903225806,9.870529174804688e-05,
CC1=CC#C1,1,1,0.034482758620689655,0.034482758620689655,9.369850158691406e-05,
CCCCCC,0,0,0.0,0.0,8.678436279296875e-05,
CC1C(C)C1C,0,0,0.0,0.0,0.00010180473327636719,
C1#CCC1,0,0,0.0,0.0,7.724761962890625e-05,
C#C,0,0,0.0,0.0,4.220008850097656e-05,
CCCC1=C2CC12,0,0,0.0,0.0,0.00012612342834472656,
CCC(C)(C)C,0,0,0.0,0.0,8.535385131835938e-05,
