rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_mean,rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_med,rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_min,rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_max,rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0002448558807373047,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0008361339569091797,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0025196075439453125,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.004817962646484375,0,0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0.007415771484375,0,0,2,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0.011447429656982422,0,0,17,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0.016471147537231445,0,0,15,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4,0.023235797882080078,0,0,19,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2,0.031684160232543945,0,0,17,0,0,0,0,0
0.003832556910166187,0.0,0.0,0.03508771929824561,0.010841920362691625,0.003832556910166187,0.0,0.0,0.03508771929824561,0.010841920362691625,17,5,0.04762077331542969,0,0,75,0,0,0,0,0
0.005812864945229032,0.0,0.0,0.03773584905660377,0.013019651346468448,0.005812864945229032,0.0,0.0,0.03773584905660377,0.013019651346468448,23,6,0.0627434253692627,0,0,46,0,0,0,0,0
0.009250141101803137,0.0,0.0,0.03773584905660377,0.015455264005733084,0.009250141101803137,0.0,0.0,0.03773584905660377,0.015455264005733084,33,10,0.08154773712158203,0,0,31,0,0,0,0,0
0.010921472009529783,0.0,0.0,0.03773584905660377,0.016034412023783865,0.010921472009529783,0.0,0.0,0.03773584905660377,0.016034412023783865,43,10,0.1100163459777832,0,0,76,0,0,0,0,0
0.014347737880571414,0.0,0.0,0.14,0.02349731437724137,0.014347737880571414,0.0,0.0,0.14,0.02349731437724137,53,10,0.12624144554138184,0,0,20,0,0,0,0,0
0.01763316838138008,0.0,0.0,0.14,0.024351000848550117,0.01763316838138008,0.0,0.0,0.14,0.024351000848550117,63,10,0.1406562328338623,0,0,19,0,0,0,0,0
0.019296518049572775,0.029631255487269532,0.0,0.14,0.02333455869545208,0.019296518049572775,0.029631255487269532,0.0,0.14,0.02333455869545208,73,10,0.1542072296142578,0,0,13,0,0,0,0,0
0.0221224875114334,0.030303030303030304,0.0,0.14,0.025832168213320322,0.0221224875114334,0.030303030303030304,0.0,0.14,0.025832168213320322,83,10,0.17084217071533203,0,0,21,0,0,0,0,0
0.023141486819539932,0.031009615384615385,0.0,0.14,0.025516516040766515,0.023141486819539932,0.031009615384615385,0.0,0.14,0.025516516040766515,93,10,0.18878507614135742,0,0,20,0,0,0,0,0
0.024781870512757268,0.031746031746031744,0.0,0.14,0.02605454011086095,0.024781870512757268,0.031746031746031744,0.0,0.14,0.02605454011086095,103,10,0.20856046676635742,0,0,26,0,0,0,0,0
0.025942703570887758,0.031746031746031744,0.0,0.14,0.02662080619018776,0.025942703570887758,0.031746031746031744,0.0,0.14,0.02662080619018776,113,10,0.2335813045501709,0,0,41,0,0,0,0,0
0.027349571057190353,0.031746031746031744,0.0,0.14,0.027973803390966105,0.027349571057190353,0.031746031746031744,0.0,0.14,0.027973803390966105,123,10,0.26485776901245117,0,0,49,0,0,0,0,0
0.029062866030306264,0.03225806451612903,0.0,0.14,0.028535291395193604,0.029062866030306264,0.03225806451612903,0.0,0.14,0.028535291395193604,133,10,0.27706027030944824,0,0,3,0,0,0,0,0
0.031015656303396557,0.03225806451612903,0.0,0.14,0.028923222748480772,0.031015656303396557,0.03225806451612903,0.0,0.14,0.028923222748480772,143,10,0.2936558723449707,0,0,11,0,0,0,0,0
0.03318677839973978,0.03225806451612903,0.0,0.14,0.03029595464985807,0.03318677839973978,0.03225806451612903,0.0,0.14,0.03029595464985807,153,10,0.30990052223205566,0,0,10,0,0,0,0,0
0.034475582281595536,0.03252247488101534,0.0,0.14,0.030779446099277175,0.034475582281595536,0.03252247488101534,0.0,0.14,0.030779446099277175,163,10,0.46981167793273926,0,0,10,0,0,0,0,0
0.03642819061358188,0.03278688524590164,0.0,0.14,0.03119200710841387,0.03642819061358188,0.03278688524590164,0.0,0.14,0.03119200710841387,173,10,0.48635172843933105,0,0,10,0,0,0,0,0
0.03763947662324056,0.03278688524590164,0.0,0.14,0.031063637246538458,0.03763947662324056,0.03278688524590164,0.0,0.14,0.031063637246538458,183,10,0.5078294277191162,0,0,14,0,0,0,0,0
0.03927317056949996,0.03278688524590164,0.0,0.14,0.031540525401694754,0.03927317056949996,0.03278688524590164,0.0,0.14,0.031540525401694754,193,10,0.5270700454711914,0,0,13,0,0,0,0,0
0.040614405948620785,0.03333333333333333,0.0,0.14,0.03166216990089786,0.040614405948620785,0.03333333333333333,0.0,0.14,0.03166216990089786,203,10,0.5464060306549072,0,0,15,0,0,0,0,0
0.041474143543928234,0.03361581920903955,0.0,0.14,0.03223287600707099,0.041474143543928234,0.03361581920903955,0.0,0.14,0.03223287600707099,213,10,0.569988489151001,0,0,19,0,0,0,0,0
0.04293113789521724,0.03389830508474576,0.0,0.14,0.03269988469472298,0.04293113789521724,0.03389830508474576,0.0,0.14,0.03269988469472298,223,10,0.5871214866638184,0,0,11,0,0,0,0,0
0.044266897008857796,0.034482758620689655,0.0,0.14035087719298245,0.03372441615191132,0.044266897008857796,0.034482758620689655,0.0,0.14035087719298245,0.03372441615191132,233,10,0.6127045154571533,0,0,31,0,0,0,0,0
0.045604845109668446,0.034482758620689655,0.0,0.14035087719298245,0.03431040269890976,0.045604845109668446,0.034482758620689655,0.0,0.14035087719298245,0.03431040269890976,243,10,0.6292850971221924,0,0,12,0,0,0,0,0
0.04623729863837026,0.034482758620689655,0.0,0.14035087719298245,0.03445200560588723,0.04623729863837026,0.034482758620689655,0.0,0.14035087719298245,0.03445200560588723,253,10,0.6560077667236328,0,0,26,0,0,0,0,0
0.047406668199269295,0.03508771929824561,0.0,0.14035087719298245,0.034789220743696773,0.047406668199269295,0.03508771929824561,0.0,0.14035087719298245,0.034789220743696773,263,10,0.6807889938354492,0,0,21,0,0,0,0,0
0.048986156675982016,0.03572567783094099,0.0,0.15254237288135594,0.03603403390597827,0.048986156675982016,0.03572567783094099,0.0,0.15254237288135594,0.03603403390597827,273,10,0.6966397762298584,0,0,5,0,0,0,0,0
0.051309573478103596,0.03636363636363636,0.0,0.19298245614035087,0.0379405713224661,0.051309573478103596,0.03636363636363636,0.0,0.19298245614035087,0.0379405713224661,283,10,0.7165195941925049,0,0,8,0,0,0,0,0
0.05253727736225464,0.03773584905660377,0.0,0.19298245614035087,0.03813490855459952,0.05253727736225464,0.03773584905660377,0.0,0.19298245614035087,0.03813490855459952,293,10,0.735520601272583,0,0,6,0,0,0,0,0
0.0539212723996352,0.048783712321523,0.0,0.19298245614035087,0.03849011984973518,0.0539212723996352,0.048783712321523,0.0,0.19298245614035087,0.03849011984973518,303,10,0.7522637844085693,0,0,3,0,0,0,0,0
0.05519662840785869,0.05263157894736842,0.0,0.19298245614035087,0.03929827644989398,0.05519662840785869,0.05263157894736842,0.0,0.19298245614035087,0.03929827644989398,313,10,0.7735781669616699,0,0,9,0,0,0,0,0
0.055880656145592275,0.05555555555555555,0.0,0.19298245614035087,0.03915464935506016,0.055880656145592275,0.05555555555555555,0.0,0.19298245614035087,0.03915464935506016,323,10,0.7986001968383789,0,0,18,0,0,0,0,0
0.05669257169068162,0.05714285714285714,0.0,0.19298245614035087,0.03974001721483571,0.05669257169068162,0.05714285714285714,0.0,0.19298245614035087,0.03974001721483571,333,10,0.816176176071167,0,0,6,0,0,0,0,0
