rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_mean,rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_med,rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_min,rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_max,rediscovery_C1=C2C=c3ccccc3=C2c2ccccc21_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00025081634521484375,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0007212162017822266,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.003818511962890625,0,0,4,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.006036043167114258,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.008671998977661133,0,0,5,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0.011852741241455078,0,0,5,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,4,0.01602911949157715,0,0,4,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,6,0.023432016372680664,0,0,12,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,5,0.0351870059967041,0,0,47,0,0,0,0,0
0.004588358521067394,0.0,0.0,0.03773584905660377,0.01108752093672577,0.004588358521067394,0.0,0.0,0.03773584905660377,0.01108752093672577,30,10,0.05015230178833008,0,0,32,0,0,0,0,0
0.006794788309360552,0.0,0.0,0.05263157894736842,0.013895012136847783,0.006794788309360552,0.0,0.0,0.05263157894736842,0.013895012136847783,40,10,0.07108163833618164,0,0,39,0,0,0,0,0
0.006863037100242236,0.0,0.0,0.05555555555555555,0.014515082165833672,0.006863037100242236,0.0,0.0,0.05555555555555555,0.014515082165833672,50,10,0.09374332427978516,0,0,68,0,0,0,0,0
0.009284719813301083,0.0,0.0,0.07272727272727272,0.01692539586087518,0.009284719813301083,0.0,0.0,0.07272727272727272,0.01692539586087518,60,10,0.10717558860778809,0,0,17,0,0,0,0,0
0.011274326852253474,0.0,0.0,0.07272727272727272,0.018103875407614017,0.011274326852253474,0.0,0.0,0.07272727272727272,0.018103875407614017,70,10,0.12431478500366211,0,0,28,0,0,0,0,0
0.012498834820990396,0.0,0.0,0.07272727272727272,0.018022539822987065,0.012498834820990396,0.0,0.0,0.07272727272727272,0.018022539822987065,80,10,0.14451193809509277,0,0,28,0,0,0,0,0
