step,error
0,No more individual to be mutated
1,CC (Mutation error)
1,C (Mutation error)
1,No more individual to be mutated
1,No replacement occured
2,CC (Mutation error)
2,No more individual to be mutated
3, (Mutation error)
3,C (Mutation error)
3,No more individual to be mutated
4, (Mutation error)
4,CC (Mutation error)
4,C (Mutation error)
4,No more individual to be mutated
5,CCCC (Mutation error)
5, (Mutation error)
5,CC (Mutation error)
5,C (Mutation error)
5,No more individual to be mutated
6,CCC (Mutation error)
6, (Mutation error)
6,CC (Mutation error)
6,C (Mutation error)
6,No more individual to be mutated
7,CCCCCC (Mutation error)
7,CCCC (Mutation error)
7, (Mutation error)
7,C (Mutation error)
7,No more individual to be mutated
8,C#C (Mutation error)
8,C=C (Mutation error)
8,CCCCCC (Mutation error)
8,C1CCC1 (Mutation error)
8, (Mutation error)
8,CC (Mutation error)
8,C (Mutation error)
8,No more individual to be mutated
9,CC (Mutation error)
9, (Mutation error)
9,CCCC (Mutation error)
9,CCC (Mutation error)
9,C=C (Mutation error)
10,C1CC1 (Mutation error)
10,CC (Mutation error)
10, (Mutation error)
10,CCCC (Mutation error)
10,CCC (Mutation error)
10,CCCCCC (Mutation error)
10,C=C (Mutation error)
10,C1CCCC1 (Mutation error)
10,C#C (Mutation error)
10,CC1CCCC1 (Mutation error)
10,CC(C)C (Mutation error)
10,CCCCC (Mutation error)
11,C1=C2C=C12 (Mutation error)
11,C1=CC1 (Mutation error)
11,C1=C2CC12 (Mutation error)
11,C1=CCC=1 (Mutation error)
11,CC1=CC1 (Mutation error)
11,C1=CCCC1 (Mutation error)
11, (Mutation error)
11,CCC (Mutation error)
11,CC (Mutation error)
11,C1CCC1 (Mutation error)
11,C=C (Mutation error)
12,C1=C2C=C12 (Mutation error)
12,C1=CC1 (Mutation error)
12,CC1C=C1 (Mutation error)
12,C1=CCC=1 (Mutation error)
12,CC1C=CC1 (Mutation error)
12,CCC1=CC1 (Mutation error)
13,C1=CC1 (Mutation error)
13,C1=CCC=1 (Mutation error)
13,CC1=C=C1 (Mutation error)
13,CC1C=C1 (Mutation error)
13,CC1=CC1 (Mutation error)
13,C1=CCC1 (Mutation error)
13,C1=C2CC12 (Mutation error)
13,CC1=C2CC12 (Mutation error)
14,CC1=C2C=C12 (Mutation error)
14,C1=CC=1 (Mutation error)
14,C1=CC1 (Mutation error)
14,C1=C2CC12 (Mutation error)
14,CC12C=C1C2 (Mutation error)
14,CC1=CC1C (Mutation error)
14,CC1(C)C=C1 (Mutation error)
15,C1=CC1 (Mutation error)
15,C1=CC=1 (Mutation error)
15,CC1=CC1 (Mutation error)
15,C1=C2CC12 (Mutation error)
15,CC1C=C1 (Mutation error)
15,C1=CCC1 (Mutation error)
15,CC1(C)C=C1 (Mutation error)
15,C1=C2CC1C2 (Mutation error)
15,CC1=CCC1 (Mutation error)
16,C1=CC=1C1=CC1 (Mutation error)
16,CC1=C2C=C12 (Mutation error)
16,CC1=C2C=C1C2 (Mutation error)
16,CC1=C(C2=C=C2)C1 (Mutation error)
16,C1=CC=1 (Mutation error)
16,C1=CC1 (Mutation error)
16,C1=CCC1 (Mutation error)
16,CC1C=C1 (Mutation error)
16,CC1=CC1 (Mutation error)
16,C1=C2CC1C2 (Mutation error)
17,C1=C2C=C12 (Mutation error)
17,C1=CC=1C1=CC1 (Mutation error)
17,CCC1=C2C=C21 (Mutation error)
17,CC1=C(C2=C=C2)C1 (Mutation error)
17,C1=CC=1 (Mutation error)
17,C1=CC1 (Mutation error)
17,C1=CCC1 (Mutation error)
17,CC1C=C1 (Mutation error)
17,C1=C2CC12 (Mutation error)
17,CC1=CC1 (Mutation error)
17,CC1(C)C=C1 (Mutation error)
17,C1=C2CC1C2 (Mutation error)
18,C1=C2C=C12 (Mutation error)
18,C1=C2C=C1C2 (Mutation error)
18,C1=CC12C=C2 (Mutation error)
18,C1=CC=1C1=CC1 (Mutation error)
18,CC1=C2C=C12 (Mutation error)
18,CC1=C(C2=C=C2)C1 (Mutation error)
18,C1=CC1 (Mutation error)
18,C1=CC=1 (Mutation error)
18,C1=CCC1 (Mutation error)
18,CC1C=C1 (Mutation error)
18,CC1=C=C1 (Mutation error)
18,C1=CCC=1 (Mutation error)
18,C1=C2CC12 (Mutation error)
19,C1=CC12C=C2 (Mutation error)
19,C1=CC=1C1=CC1 (Mutation error)
20,C1=C2C=C1C2 (Mutation error)
20,C1=C2C=C2C1 (Mutation error)
20,C1=CC=1C1=CC1 (Mutation error)
20,CCC1=CC(C)=C1 (Mutation error)
20,CC12C3=CC1=C32 (Mutation error)
21,C1=C2C=C12 (Mutation error)
21,C1=C2C=C1C2 (Mutation error)
21,C1=CC12C=C2 (Mutation error)
21,C1=C2C=C2C1 (Mutation error)
21,CC1=CC(C)=C1 (Mutation error)
22,C1=C2C=C1C2 (Mutation error)
22,C1=C2C=C2C1 (Mutation error)
22,C1=C2CC13C=C23 (Mutation error)
23,C1=C2C=C12 (Mutation error)
23,C1=CC12C=C2 (Mutation error)
23,C1=CC2=CC=1C2 (Mutation error)
23,CC1=CC12C=C2C (Mutation error)
23,CC1C=C1C1=C=C1 (Mutation error)
24,C1=C2C=C12 (Mutation error)
24,C1=CC=C1 (Mutation error)
24,CC1=CC=C1 (Mutation error)
24,C1=CC12C=C2 (Mutation error)
24,C1=CC2=CC=12 (Mutation error)
24,CC1=CC12C=C2C (Mutation error)
24,CC1C=C1C1=C=C1 (Mutation error)
25,C1=C2C=C12 (Mutation error)
25,C1=CC=C1 (Mutation error)
25,CC1=CC=C1 (Mutation error)
25,C1=CC2=CC=12 (Mutation error)
25,C1=CC2(C=C2)C1 (Mutation error)
25,C1=C2C=C(C1)C2 (Mutation error)
25,CC1=CC12C=C2C (Mutation error)
25,C1=CC2=CC=1C2 (Mutation error)
26,C1=C2C=C1C2 (Mutation error)
26,C1=C2C=C2C1 (Mutation error)
26,CC1C2=CC1=C2 (Mutation error)
26,C1=C2CC13C=C23 (Mutation error)
26,C1=C2C=C(C1)C2 (Mutation error)
27,C1=C2C=C12 (Mutation error)
27,C1=CC=C1 (Mutation error)
27,C1=C2C=C1C2 (Mutation error)
27,C1=CC12C=C2 (Mutation error)
27,C1=C2C=C2C1 (Mutation error)
27,CC1=CC12C=C2 (Mutation error)
28,C1=CC=C1 (Mutation error)
28,C1=C2C=C12 (Mutation error)
28,C1=C2C=C1C2 (Mutation error)
28,C1=CC12C=C2 (Mutation error)
28,C1=CC2=CC=12 (Mutation error)
28,CC1=C(C)C=C1 (Mutation error)
28,C1=CCC=C1 (Mutation error)
28,CC1=CC12C=C2 (Mutation error)
29,C1=C2C=C12 (Mutation error)
29,C1=CC=C1 (Mutation error)
29,CC1=CC=C1 (Mutation error)
29,C1=CC12C=C2 (Mutation error)
29,C1=CC2=CC=12 (Mutation error)
29,C1=CCC=C1 (Mutation error)
30,C1=C2C=C12 (Mutation error)
30,C1=CC=C1 (Mutation error)
30,CC1=CC=C1 (Mutation error)
30,C1=C2C=C2C1 (Mutation error)
30,C1=CCC=C1 (Mutation error)
30,CC1=C(C)C=C1 (Mutation error)
30,CCC1=CC=C1 (Mutation error)
30,C1=CC2(C=C2)C1 (Mutation error)
31,C1=C2C=C12 (Mutation error)
31,C1=CC=C1 (Mutation error)
31,CC1=CC=C1 (Mutation error)
31,C1=CC12C=C2 (Mutation error)
31,C1=CC2=CC=12 (Mutation error)
31,CC1C2=CC1=C2 (Mutation error)
31,CC1=CC(C)=C1 (Mutation error)
31,C1=CCC=C1 (Mutation error)
31,C1=CC=1C1=CC1 (Mutation error)
31,CC1=CC12C=C2C (Mutation error)
32,C1=C2C=C12 (Mutation error)
32,C1=CC=C1 (Mutation error)
32,C1=C2C=C1C2 (Mutation error)
32,CC1=CC=C1 (Mutation error)
32,C1=CC12C=C2 (Mutation error)
32,C1=CC2=CC=12 (Mutation error)
32,C1=C2C=C2C1 (Mutation error)
32,C1=CCC=C1 (Mutation error)
32,CC1=C(C)C=C1 (Mutation error)
32,CC1=CC(C)=C1 (Mutation error)
32,CC1=CC=C1C (Mutation error)
32,CCC1=CC=C1 (Mutation error)
32,C1=C2CC13C=C23 (Mutation error)
32,CC1=CCC=C1 (Mutation error)
32,C1=C2C=C1CC2 (Mutation error)
32,CC1=CC=CC1 (Mutation error)
32,CC1=CC12C=C2C (Mutation error)
33,C1=C2C=C12 (Mutation error)
33,C1=CC=C1 (Mutation error)
33,C1=C2C=C1C2 (Mutation error)
33,C1=CC12C=C2 (Mutation error)
33,C1=C2C=C2C1 (Mutation error)
33,C1=CC2=CC=12 (Mutation error)
33,CC1=CC12C=C2 (Mutation error)
33,C1=CCC=C1 (Mutation error)
33,C1=C2CC13C=C23 (Mutation error)
34,C1=C2C=C12 (Mutation error)
34,C1=CC=C1 (Mutation error)
34,C1=C2C=C1C2 (Mutation error)
34,CC1=CC=C1 (Mutation error)
34,C1=CC12C=C2 (Mutation error)
34,C1=CC2=CC=12 (Mutation error)
34,C1=C2C=C2C1 (Mutation error)
34,CC1C2=CC1=C2 (Mutation error)
34,C1=C2CC13C=C23 (Mutation error)
34,CCC1=CC=C1 (Mutation error)
34,C1=CC2(C=C2)C1 (Mutation error)
34,C1=CC2(C=1)C=C2 (Mutation error)
34,C1=CC=1C1=CC1 (Mutation error)
34,C1=C2C=C1CC2 (Mutation error)
34,C1=C2C=C(C1)C2 (Mutation error)
34,CC1=CC=CC1 (Mutation error)
34,CC1=CCC=C1 (Mutation error)
35,C1=CC=C1 (Mutation error)
35,C1=C2C=C12 (Mutation error)
35,C1=CC12C=C2 (Mutation error)
35,C1=C2C=C2C1 (Mutation error)
35,C1=C2CC2=C1 (Mutation error)
35,C1=CC2=CC=12 (Mutation error)
35,CC1C2=CC1=C2 (Mutation error)
35,CC1=CC(C)=C1 (Mutation error)
35,C1=CCC=C1 (Mutation error)
36,c1c2ccc=2c#1 (Mutation error)
36,C1=C2C=C12 (Mutation error)
36,C1=CC=C1 (Mutation error)
36,CC1=CC=C1 (Mutation error)
36,C1=CC12C=C2 (Mutation error)
36,C1=CC2=CC=12 (Mutation error)
36,C1=C2C=C2C1 (Mutation error)
36,CC1=C(C)C=C1 (Mutation error)
36,CC1=CC(C)=C1 (Mutation error)
36,C1=CC=1C1=CC1 (Mutation error)
37,C1=C2C=C12 (Mutation error)
37,C1=CC=C1 (Mutation error)
37,C1=C2C=C1C2 (Mutation error)
37,CC1=CC=C1 (Mutation error)
37,C1=CC12C=C2 (Mutation error)
37,C1=C2C=C2C1 (Mutation error)
37,C1=CC2=CC=12 (Mutation error)
37,C1=C2CC2=C1 (Mutation error)
37,C1=CCC=C1 (Mutation error)
37,c1c2c3cc2c13 (Mutation error)
37,CC1=CC(C)=C1 (Mutation error)
37,CC1=C(C)C=C1 (Mutation error)
37,CC1=CC=C1C (Mutation error)
37,C1=CC2(C=1)C=C2 (Mutation error)
37,C1=CC2(C=C2)C1 (Mutation error)
37,C1=CC=1C1=CC1 (Mutation error)
37,C1=CC2=CC=1C2 (Mutation error)
37,CC1C=C2C=C21 (Mutation error)
37,C1=C2C=C1CC2 (Mutation error)
38,C1=C2C=C12 (Mutation error)
38,C1=CC=C1 (Mutation error)
38,C1=C2C=C1C2 (Mutation error)
38,CC1=CC=C1 (Mutation error)
38,C1=CC12C=C2 (Mutation error)
38,C1=C2C=C2C1 (Mutation error)
38,C1=CCC=C1 (Mutation error)
38,c1c2c3cc2c13 (Mutation error)
38,CC1=C(C)C=C1 (Mutation error)
38,CC1=CC12C=C2 (Mutation error)
38,CC1=CC(C)=C1 (Mutation error)
38,CC1=CC=C1C (Mutation error)
38,CCC1=CC=C1 (Mutation error)
38,CC1(C)C2=CC1=C2 (Mutation error)
38,C1=CC=1C1=CC1 (Mutation error)
39,C1=C2C=C12 (Mutation error)
39,C1=CC=C1 (Mutation error)
39,C1=C2C=C1C2 (Mutation error)
39,CC1=CC=C1 (Mutation error)
39,C1=CC2=CC=12 (Mutation error)
39,CC1C2=CC1=C2 (Mutation error)
39,c1c2c3cc2c13 (Mutation error)
39,C1=CCC=C1 (Mutation error)
39,CC1=C(C)C=C1 (Mutation error)
39,C1=CC2(C=C2)C1 (Mutation error)
39,C1=CC=1C1=CC1 (Mutation error)
39,CC1(C)C2=CC1=C2 (Mutation error)
39,C1=C2CC13C=C23 (Mutation error)
40,C1=C2C=C12 (Mutation error)
40,C1=CC=C1 (Mutation error)
40,C1=C2C=C1C2 (Mutation error)
40,CC1=CC=C1 (Mutation error)
41,c1cc2ccc1=2 (Mutation error)
41,C1=CC=C1 (Mutation error)
41,C1=C2C=C12 (Mutation error)
41,C1=C2C=C1C2 (Mutation error)
41,CC1=CC=C1 (Mutation error)
41,C1=C2C3=CC123 (Mutation error)
41,C1=CC12C=C2 (Mutation error)
41,C1=CC2=CC=12 (Mutation error)
41,CC1C2=CC1=C2 (Mutation error)
41,C1=C2CC2=C1 (Mutation error)
41,C1=CCC=C1 (Mutation error)
41,CC1=CC12C=C2 (Mutation error)
41,C1=CC2(C=C2)C1 (Mutation error)
41,CC1(C)C2=CC1=C2 (Mutation error)
41,C1=C2CC13C=C23 (Mutation error)
41,C1=CC2(C=1)C=C2 (Mutation error)
41,CCC1=CC=C1 (Mutation error)
41,C1=CC23C=C2C13 (Mutation error)
42,C1=C2C=C12 (Mutation error)
42,C1=CC=C1 (Mutation error)
42,C1=C2C=C1C2 (Mutation error)
42,CC1=CC=C1 (Mutation error)
42,C1=CC12C=C2 (Mutation error)
42,C1=C2C3=CC123 (Mutation error)
42,C1=C2CC2=C1 (Mutation error)
42,CC1C2=CC1=C2 (Mutation error)
42,C1=C2C=C2C1 (Mutation error)
42,C1=CC2=C1C2 (Mutation error)
42,CC1=CC(C)=C1 (Mutation error)
42,c1c2c3cc2c13 (Mutation error)
42,C1=CC=1C1=CC1 (Mutation error)
42,CCC1=CC=C1 (Mutation error)
43,C1=CC=C1 (Mutation error)
43,C1=C2C=C12 (Mutation error)
43,C1=C2C=C1C2 (Mutation error)
43,CC1=CC=C1 (Mutation error)
43,CC1C2=CC1=C2 (Mutation error)
43,C1=CC2=CC=12 (Mutation error)
43,C1=CC2=C1C2 (Mutation error)
43,c1c2c3cc2c13 (Mutation error)
43,C1=CCC=C1 (Mutation error)
43,CC1=CC=C1C (Mutation error)
43,CC1=CC(C)=C1 (Mutation error)
44,Cc1cc2ccc1=2 (Mutation error)
44,C1=CC12C1=CC2=C1 (Mutation error)
44,C1=C2C=C12 (Mutation error)
44,C1=CC=C1 (Mutation error)
44,CC1=CC=C1 (Mutation error)
44,C1=CC12C=C2 (Mutation error)
44,C1=C2CC2=C1 (Mutation error)
44,C1=CC2=C1C2 (Mutation error)
44,C1=C2C=C2C1 (Mutation error)
44,CC1C2=CC1=C2 (Mutation error)
44,C1=CC2=CC=12 (Mutation error)
44,C1=CCC=C1 (Mutation error)
44,CC1=C(C)C=C1 (Mutation error)
44,c1c2c3cc2c13 (Mutation error)
44,CC1=CC(C)=C1 (Mutation error)
45,c1c2ccc=2c#1 (Mutation error)
45,C1=CC12C1=CC2=C1 (Mutation error)
45,C1=C2C=C12 (Mutation error)
45,C1=CC=C1 (Mutation error)
45,C1=C2C=C1C2 (Mutation error)
45,CC1=CC=C1 (Mutation error)
45,C1=CC12C=C2 (Mutation error)
45,C1=C2C3=CC123 (Mutation error)
45,CC1C2=CC1=C2 (Mutation error)
45,C1=CC2=C1C2 (Mutation error)
45,CC1=CC=C1C (Mutation error)
45,c1c2c3cc2c13 (Mutation error)
45,CC1=CC12C=C2 (Mutation error)
45,CC1=C(C)C=C1 (Mutation error)
45,CC1C2=CC=C21 (Mutation error)
46,Cc1cc2ccc1=2 (Mutation error)
46,C1=CC12C1=CC2=C1 (Mutation error)
46,C1=C2C=C12 (Mutation error)
46,C1=CC=C1 (Mutation error)
46,C1=C2C=C1C2 (Mutation error)
46,CC1=CC=C1 (Mutation error)
46,C1=C2C3=CC123 (Mutation error)
46,C1=CC12C=C2 (Mutation error)
46,C1=C2C=C2C1 (Mutation error)
46,C1=C2CC2=C1 (Mutation error)
46,CC1C2=CC1=C2 (Mutation error)
46,C1=CC2C=C12 (Mutation error)
46,CC1=CC(C)=C1 (Mutation error)
46,CC1=C(C)C=C1 (Mutation error)
46,CC1=CC12C=C2 (Mutation error)
46,C1=CC=CC=1 (Mutation error)
46,CC1=CC=C1C (Mutation error)
46,CCC1=CC=C1 (Mutation error)
47,C1=C2C=C12 (Mutation error)
47,C1=CC=C1 (Mutation error)
47,C1=C2C=C1C2 (Mutation error)
47,CC1=CC=C1 (Mutation error)
47,C1=C2C3=CC123 (Mutation error)
47,C1=C2C=C2C1 (Mutation error)
48,c1cc2ccc1=2 (Mutation error)
48,Cc1cc2ccc1=2 (Mutation error)
48,C1=CC12C1=CC2=C1 (Mutation error)
48,C1=CC2=C(C=C2)C1 (Mutation error)
48,C1=C2C=C12 (Mutation error)
48,C1=CC=C1 (Mutation error)
48,C1=C2C=C1C2 (Mutation error)
48,CC1=CC2=C1CC=C2 (Mutation error)
48,CC1=CC=C1 (Mutation error)
48,C1=CC12C=C2 (Mutation error)
48,C1=C2CC2=C1 (Mutation error)
48,C1=CC2=CC=12 (Mutation error)
48,CC1C2=CC1=C2 (Mutation error)
48,CC1=CC=C1C (Mutation error)
48,c1c2c3cc2c13 (Mutation error)
48,CC1=C(C)C=C1 (Mutation error)
49,C1=CC2=C(C=C2)C1 (Mutation error)
49,C1=C2C=C12 (Mutation error)
49,C1=C2C=C1C2 (Mutation error)
49,CC1=CC=C1 (Mutation error)
49,C1=CC12C=C2 (Mutation error)
50,C1=CC=C1 (Mutation error)
50,C1=C2C=C12 (Mutation error)
50,C1=C2C=C1C2 (Mutation error)
50,CC1=CC2=C1C=CC2 (Mutation error)
50,CC1=CC=C1 (Mutation error)
50,C1=C2C3=CC123 (Mutation error)
50,C1=CC12C=C2 (Mutation error)
50,C1=CC2C=C12 (Mutation error)
50,C1=C2CC2=C1 (Mutation error)
50,C1=CC2=CC=12 (Mutation error)
51,c1cc2ccc1=2 (Mutation error)
51,c1c2ccc=2c#1 (Mutation error)
51,C1=CC=C1 (Mutation error)
51,C1=C2C=C12 (Mutation error)
51,C1=C2C=C1C2 (Mutation error)
51,CC1=CC2=C1CC=C2 (Mutation error)
51,CC1=CC2=C1C=CC2 (Mutation error)
51,CC1=CC=C1 (Mutation error)
52,Cc1c(C)c2ccc1=2 (Mutation error)
52,C1=CC12CC1=CC2=C1 (Mutation error)
52,CC1C=CC2=C1C=C2 (Mutation error)
52,C1=C2C=C12 (Mutation error)
52,C1=CC=C1 (Mutation error)
53,c1cc2ccc1=2 (Mutation error)
53,C1=CC12C1=CC2=C1 (Mutation error)
53,CC1=CC1C1=CC=C1 (Mutation error)
53,Cc1c(C)c2ccc1=2 (Mutation error)
54,c1cc2ccc1=2 (Mutation error)
54,Cc1c(C)c2ccc1=2 (Mutation error)
55,c1cc2ccc1=2 (Mutation error)
55,c1c2ccc=2c#1 (Mutation error)
55,C1=CC12C1=CC2=C1 (Mutation error)
55,CC1=CC(C2C=C2)=C1 (Mutation error)
55,C1=CC2=C(C=C2)C1 (Mutation error)
55,Cc1c(C)c2ccc1=2 (Mutation error)
55,C1=CC12CC1=CC2=C1 (Mutation error)
55,CC1=C(C2C=C2)C=C1 (Mutation error)
55,C1=CC2(C1)CC1=CC2=C1 (Mutation error)
56,c1cc2ccc1=2 (Mutation error)
56,c1c2ccc=2c#1 (Mutation error)
56,C1=CC12C1=CC2=C1 (Mutation error)
56,C1=CC2=C(C=C2)C1 (Mutation error)
56,CC1=CC(C2C=C2)=C1 (Mutation error)
56,Cc1c(C)c2ccc1=2 (Mutation error)
56,CC1C=CC12C1=CC2=C1 (Mutation error)
57,c1cc2ccc1=2 (Mutation error)
57,C1=CC12C1=CC2=C1 (Mutation error)
57,CC1=CC1C1=CC=C1 (Mutation error)
57,C1=CC2=C(C=C2)C1 (Mutation error)
58,C1=CC12C1=CC2=C1 (Mutation error)
58,CC1=CC(C2C=C2)=C1 (Mutation error)
58,C1=CC12CC1=CC2=C1 (Mutation error)
58,C1=CC12C1=CCC2=C1 (Mutation error)
58,CC1C=CC12C1=CC2=C1 (Mutation error)
59,c1cc2ccc1=2 (Mutation error)
59,Cc1cc2ccc1=2 (Mutation error)
59,c1c2ccc=2c#1 (Mutation error)
59,C1=CC2=C(C=C2)C1 (Mutation error)
59,Cc1c(C)c2ccc1=2 (Mutation error)
59,CC1C=CC2=C1C=C2 (Mutation error)
59,C1=CC12C1=CCC2=C1 (Mutation error)
59,CCC1=CC=C1C1C=C1 (Mutation error)
60,Cc1cc2ccc1=2 (Mutation error)
60,c1c2ccc=2c#1 (Mutation error)
60,C1=CC12C1=CC2=C1 (Mutation error)
60,CC1=C(C2C=C2)C=C1 (Mutation error)
60,C1=CC12CC1=CC2=C1 (Mutation error)
60,Cc1c(C)c2ccc1=2 (Mutation error)
61,c1cc2ccc1=2 (Mutation error)
61,CCc1cc2ccc1=2 (Mutation error)
61,c1c2ccc=2c#1 (Mutation error)
61,CC1=C(C2C=C2)C=C1 (Mutation error)
61,CC1=CC1(C)C1=CC=C1 (Mutation error)
62,c1cc2ccc1=2 (Mutation error)
62,Cc1cc2ccc1=2 (Mutation error)
62,c1c2ccc=2c#1 (Mutation error)
62,C1=CC12C1=CC2=C1 (Mutation error)
62,CC1=C(C2C=C2)C=C1 (Mutation error)
62,CC1C=CC2=C1C=C2 (Mutation error)
62,CC1=CC1(C)C1=CC=C1 (Mutation error)
63,c1cc2ccc1=2 (Mutation error)
63,Cc1cc2ccc1=2 (Mutation error)
63,C1=CC12C1=CC2=C1 (Mutation error)
63,CC1=CC1C1=CC=C1 (Mutation error)
64,c1cc2ccc1=2 (Mutation error)
64,c1c2ccc=2c#1 (Mutation error)
64,C1=CC12C1=CC2=C1 (Mutation error)
64,CC1=CC(C2C=C2)=C1 (Mutation error)
64,C1=CC2(C1)C1=CC2=C1 (Mutation error)
64,CC1=C(C2C=C2)C=C1 (Mutation error)
65,c1cc2ccc1=2 (Mutation error)
65,c1c2ccc=2c#1 (Mutation error)
65,C1=CC2=C(C=C2)C1 (Mutation error)
65,Cc1c(C)c2ccc1=2 (Mutation error)
66,c1cc2ccc1=2 (Mutation error)
66,CCc1cc2ccc1=2 (Mutation error)
66,CC(C)c1cc2ccc1=2 (Mutation error)
66,c1c2ccc=2c#1 (Mutation error)
