smiles,n_success_mut,n_failures_mut,rediscovery_c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51,total,obj_computation_time,history_data
CCC(CC)=c1c2c1c1c3ccc4ccc5ccc6ccc(cc3)c(c42)c6c51,3,195,0.7317073170731707,0.7317073170731707,0.0007116794586181641,C
C1=c2c(c3c2c2c4ccc5ccc6ccc7ccc(cc4)c(c53)c7c62)=CC1,2,102,0.7407407407407407,0.7407407407407407,0.0006668567657470703,
CC12CC1C2=c1c2c3ccc4ccc5ccc6ccc(cc3)c(c14)c6c52,1,113,0.7435897435897436,0.7435897435897436,0.0007627010345458984,
CC1(C)CC1=c1c2c3c4ccc5ccc6ccc7ccc(cc4)c(c1c53)c7c62,0,3,0.7407407407407407,0.7407407407407407,0.0006945133209228516,
C1#Cc2c3c(c2c2c4ccc5ccc6ccc7ccc(cc4)c(c53)c7c62)C1,1,40,0.7407407407407407,0.7407407407407407,0.0009732246398925781,
Cc1c2cc2c2c3ccc4ccc5ccc6ccc(cc3)c(c14)c6c52,5,146,0.7631578947368421,0.7631578947368421,0.0007996559143066406,
C=c1c(C)c2c(c1C)c1c3ccc4ccc5ccc6ccc(cc3)c(c42)c6c51,0,37,0.7407407407407407,0.7407407407407407,0.0006597042083740234,
C=c1c(=C2C#C2)c2c3ccc4ccc5ccc6ccc(cc3)c(c14)c6c52,0,43,0.7435897435897436,0.7435897435897436,0.0006132125854492188,
C1=C(C2c3c2c2c4ccc5ccc6ccc7ccc(cc4)c(c35)c7c62)C1,0,204,0.7341772151898734,0.7341772151898734,0.000652313232421875,
c1cc2ccc3ccc4ccc5ccc6c7ccc1c5c2c3c4c76,7,677,0.7837837837837838,0.7837837837837838,0.0007364749908447266,
C=c1ccc2ccc3ccc4ccc5ccc6c1c5c4c3c26,3,798,0.7605633802816901,0.7605633802816901,0.0005888938903808594,
Cc1c2cc2c2c1c1c3ccc4ccc5ccc6ccc(cc3)c(c42)c6c51,4,239,0.75,0.75,0.0006768703460693359,
c1cc2ccc3ccc4ccc5ccc1c1c(=C6C7C8C6C78)c2c5c4c31,0,45,0.7435897435897436,0.7435897435897436,0.0008246898651123047,
Cc1c2c(C)c3c4c5ccc6ccc7ccc(ccc(cc5)c24)c3c7c16,3,163,0.7662337662337663,0.7662337662337663,0.0008287429809570312,
