rediscovery_c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51_mean,rediscovery_c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51_med,rediscovery_c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51_min,rediscovery_c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51_max,rediscovery_c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00024318695068359375,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0007443428039550781,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.00278472900390625,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.005046367645263672,0,0,4,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0.008159875869750977,0,0,5,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,0.013826131820678711,0,0,18,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,0.019100189208984375,0,0,17,0,0,0,0,0
0.0018099547511312218,0.0,0.0,0.03076923076923077,0.007239819004524887,0.0018099547511312218,0.0,0.0,0.03076923076923077,0.007239819004524887,16,6,0.0292971134185791,0,0,25,0,0,0,0,0
0.0025289778714436247,0.0,0.0,0.03076923076923077,0.008209892399713764,0.0025289778714436247,0.0,0.0,0.03076923076923077,0.008209892399713764,22,6,0.042612314224243164,0,0,32,0,0,0,0,0
0.001876338420748496,0.0,0.0,0.03076923076923077,0.007157706000112609,0.001876338420748496,0.0,0.0,0.03076923076923077,0.007157706000112609,30,8,0.06297826766967773,0,0,36,0,0,0,0,0
0.0021467618856551244,0.0,0.0,0.03076923076923077,0.007650076414577599,0.0021467618856551244,0.0,0.0,0.03076923076923077,0.007650076414577599,40,10,0.08888649940490723,0,0,67,0,0,0,0,0
0.003953636338499596,0.0,0.0,0.03076923076923077,0.009923804178579255,0.003953636338499596,0.0,0.0,0.03076923076923077,0.009923804178579255,50,10,0.10640978813171387,0,0,33,0,0,0,0,0
0.004731623879917923,0.0,0.0,0.03076923076923077,0.01069533803011594,0.004731623879917923,0.0,0.0,0.03076923076923077,0.01069533803011594,60,10,0.12330746650695801,0,0,23,0,0,0,0,0
0.006826191527015046,0.0,0.0,0.03076923076923077,0.012182221750893604,0.006826191527015046,0.0,0.0,0.03076923076923077,0.012182221750893604,70,10,0.13688874244689941,0,0,14,0,0,0,0,0
0.009732814391438702,0.0,0.0,0.05555555555555555,0.014103960943407634,0.009732814391438702,0.0,0.0,0.05555555555555555,0.014103960943407634,80,10,0.15301847457885742,0,0,19,0,0,0,0,0
0.011082585493166411,0.0,0.0,0.05555555555555555,0.014324928339946271,0.011082585493166411,0.0,0.0,0.05555555555555555,0.014324928339946271,90,10,0.16754984855651855,0,0,15,0,0,0,0,0
0.012231199372305896,0.0,0.0,0.05555555555555555,0.014481371727520861,0.012231199372305896,0.0,0.0,0.05555555555555555,0.014481371727520861,100,10,0.18452858924865723,0,0,20,0,0,0,0,0
0.013562156084859386,0.0,0.0,0.05555555555555555,0.014876736137082775,0.013562156084859386,0.0,0.0,0.05555555555555555,0.014876736137082775,110,10,0.20408940315246582,0,0,29,0,0,0,0,0
0.01482931972176297,0.025974025974025976,0.0,0.05555555555555555,0.015267128763720047,0.01482931972176297,0.025974025974025976,0.0,0.05555555555555555,0.015267128763720047,120,10,0.22800731658935547,0,0,38,0,0,0,0,0
0.015163291558377041,0.025974025974025976,0.0,0.05555555555555555,0.015127347929126905,0.015163291558377041,0.025974025974025976,0.0,0.05555555555555555,0.015127347929126905,130,10,0.2609059810638428,0,0,70,0,0,0,0,0
0.015697650641941993,0.025974025974025976,0.0,0.05970149253731343,0.01582222682818002,0.015697650641941993,0.025974025974025976,0.0,0.05970149253731343,0.01582222682818002,140,10,0.28600168228149414,0,0,56,0,0,0,0,0
0.017264397485292363,0.02631578947368421,0.0,0.06172839506172839,0.017053493672158505,0.017264397485292363,0.02631578947368421,0.0,0.06172839506172839,0.017053493672158505,150,10,0.3031449317932129,0,0,14,0,0,0,0,0
0.018701645208564276,0.02666666666666667,0.0,0.06172839506172839,0.017974769783236214,0.018701645208564276,0.02666666666666667,0.0,0.06172839506172839,0.017974769783236214,160,10,0.3263130187988281,0,0,39,0,0,0,0,0
0.019970430240115775,0.02666666666666667,0.0,0.06172839506172839,0.018655590449875692,0.019970430240115775,0.02666666666666667,0.0,0.06172839506172839,0.018655590449875692,170,10,0.34189701080322266,0,0,13,0,0,0,0,0
0.021360751486150163,0.02666666666666667,0.0,0.06172839506172839,0.019387574043172217,0.021360751486150163,0.02666666666666667,0.0,0.06172839506172839,0.019387574043172217,180,10,0.3576059341430664,0,0,8,0,0,0,0,0
0.02245397970885231,0.02666666666666667,0.0,0.07792207792207792,0.020214249795273014,0.02245397970885231,0.02666666666666667,0.0,0.07792207792207792,0.020214249795273014,190,10,0.37244558334350586,0,0,8,0,0,0,0,0
0.023554303825891323,0.02702702702702703,0.0,0.07792207792207792,0.020433116807444186,0.023554303825891323,0.02702702702702703,0.0,0.07792207792207792,0.020433116807444186,200,10,0.38624095916748047,0,0,8,0,0,0,0,0
0.024610051496855176,0.02702702702702703,0.0,0.07792207792207792,0.02098035147102445,0.024610051496855176,0.02702702702702703,0.0,0.07792207792207792,0.02098035147102445,210,10,0.40699315071105957,0,0,18,0,0,0,0,0
0.025624250617372266,0.0273972602739726,0.0,0.07792207792207792,0.021125050115242232,0.025624250617372266,0.0273972602739726,0.0,0.07792207792207792,0.021125050115242232,220,10,0.42839837074279785,0,0,17,0,0,0,0,0
0.02670647849996314,0.0273972602739726,0.0,0.10126582278481013,0.02206631079923637,0.02670647849996314,0.0273972602739726,0.0,0.10126582278481013,0.02206631079923637,230,10,0.44505739212036133,0,0,10,0,0,0,0,0
0.028140678747015455,0.027777777777777776,0.0,0.10126582278481013,0.023025799089836776,0.028140678747015455,0.027777777777777776,0.0,0.10126582278481013,0.023025799089836776,240,10,0.4614710807800293,0,0,6,0,0,0,0,0
0.02932728788419509,0.027777777777777776,0.0,0.10126582278481013,0.02369673631778318,0.02932728788419509,0.027777777777777776,0.0,0.10126582278481013,0.02369673631778318,250,10,0.47657203674316406,0,0,2,0,0,0,0,0
0.03064359223274211,0.028169014084507043,0.0,0.10126582278481013,0.024267143711511258,0.03064359223274211,0.028169014084507043,0.0,0.10126582278481013,0.024267143711511258,260,10,0.4937114715576172,0,0,1,0,0,0,0,0
0.03221792363626777,0.02857142857142857,0.0,0.10126582278481013,0.025272917805882582,0.03221792363626777,0.02857142857142857,0.0,0.10126582278481013,0.025272917805882582,270,10,0.5115439891815186,0,0,2,0,0,0,0,0
0.03397231063105494,0.02857142857142857,0.0,0.10126582278481013,0.026500886223781786,0.03397231063105494,0.02857142857142857,0.0,0.10126582278481013,0.026500886223781786,280,10,0.5303118228912354,0,0,0,0,0,0,0,0
0.03552737533106053,0.028985507246376812,0.0,0.10126582278481013,0.02737324027701493,0.03552737533106053,0.028985507246376812,0.0,0.10126582278481013,0.02737324027701493,290,10,0.5444891452789307,0,0,0,0,0,0,0,0
0.03664032849691417,0.029850746268656716,0.0,0.10126582278481013,0.027881386849936664,0.03664032849691417,0.029850746268656716,0.0,0.10126582278481013,0.027881386849936664,300,10,0.5618579387664795,0,0,2,0,0,0,0,0
0.038284428143134444,0.029850746268656716,0.0,0.10126582278481013,0.02892562658671421,0.038284428143134444,0.029850746268656716,0.0,0.10126582278481013,0.02892562658671421,310,10,0.5777053833007812,0,0,0,0,0,0,0,0
0.03936730152848927,0.03076923076923077,0.0,0.10126582278481013,0.029243289641562094,0.03936730152848927,0.03076923076923077,0.0,0.10126582278481013,0.029243289641562094,320,10,0.5939462184906006,0,0,0,0,0,0,0,0
0.040408838406371175,0.036585365853658534,0.0,0.10126582278481013,0.029539167922098063,0.040408838406371175,0.036585365853658534,0.0,0.10126582278481013,0.029539167922098063,330,10,0.6111884117126465,0,0,2,0,0,0,0,0
0.04147761694605254,0.0410958904109589,0.0,0.10126582278481013,0.029965957356372853,0.04147761694605254,0.0410958904109589,0.0,0.10126582278481013,0.029965957356372853,340,10,0.630720853805542,0,0,1,0,0,0,0,0
0.042468899265660574,0.043478260869565216,0.0,0.10126582278481013,0.03035236025721642,0.042468899265660574,0.043478260869565216,0.0,0.10126582278481013,0.03035236025721642,350,10,0.6507999897003174,0,0,1,0,0,0,0,0
0.04305584813395671,0.047058823529411764,0.0,0.10126582278481013,0.030382507914925073,0.04305584813395671,0.047058823529411764,0.0,0.10126582278481013,0.030382507914925073,360,10,0.6694719791412354,0,0,1,0,0,0,0,0
0.04381963612576695,0.047619047619047616,0.0,0.12048192771084337,0.030660788239369414,0.04381963612576695,0.047619047619047616,0.0,0.12048192771084337,0.030660788239369414,370,10,0.6890974044799805,0,0,1,0,0,0,0,0
0.044853245187434436,0.04819277108433735,0.0,0.12048192771084337,0.030963375722342777,0.044853245187434436,0.04819277108433735,0.0,0.12048192771084337,0.030963375722342777,380,10,0.7067952156066895,0,0,1,0,0,0,0,0
0.045460986359304616,0.04878048780487805,0.0,0.12048192771084337,0.03122701774152391,0.045460986359304616,0.04878048780487805,0.0,0.12048192771084337,0.03122701774152391,390,10,0.721815824508667,0,0,2,0,0,0,0,0
0.046536733162502376,0.04938271604938271,0.0,0.12048192771084337,0.031669581448602636,0.046536733162502376,0.04938271604938271,0.0,0.12048192771084337,0.031669581448602636,400,10,0.7400455474853516,0,0,3,0,0,0,0,0
0.047475038336211015,0.05,0.0,0.12048192771084337,0.031922177710257335,0.047475038336211015,0.05,0.0,0.12048192771084337,0.031922177710257335,410,10,0.7584795951843262,0,0,4,0,0,0,0,0
0.04786939616951384,0.05,0.0,0.12048192771084337,0.031895085290020726,0.04786939616951384,0.05,0.0,0.12048192771084337,0.031895085290020726,420,10,0.7796015739440918,0,0,2,0,0,0,0,0
0.048549048636057815,0.05063291139240506,0.0,0.12048192771084337,0.031938522191070164,0.048549048636057815,0.05063291139240506,0.0,0.12048192771084337,0.031938522191070164,430,10,0.7961099147796631,0,0,1,0,0,0,0,0
0.04919371427795866,0.05063291139240506,0.0,0.12048192771084337,0.03210255928110256,0.04919371427795866,0.05063291139240506,0.0,0.12048192771084337,0.03210255928110256,440,10,0.8195405006408691,0,0,5,0,0,0,0,0
0.05004706771936559,0.05128205128205128,0.0,0.12048192771084337,0.032456159705855754,0.05004706771936559,0.05128205128205128,0.0,0.12048192771084337,0.032456159705855754,450,10,0.8372328281402588,0,0,2,0,0,0,0,0
0.051042533997799455,0.05194805194805195,0.0,0.12048192771084337,0.03284679330340343,0.051042533997799455,0.05194805194805195,0.0,0.12048192771084337,0.03284679330340343,460,10,0.8588662147521973,0,0,5,0,0,0,0,0
0.05176722081507183,0.05263157894736842,0.0,0.12048192771084337,0.033205583994837515,0.05176722081507183,0.05263157894736842,0.0,0.12048192771084337,0.033205583994837515,470,10,0.8770227432250977,0,0,0,0,0,0,0,0
0.05260838555809309,0.05263157894736842,0.0,0.12048192771084337,0.033449893378231274,0.05260838555809309,0.05263157894736842,0.0,0.12048192771084337,0.033449893378231274,480,10,0.8990495204925537,0,0,0,0,0,0,0,0
0.053434496941864286,0.05333333333333334,0.0,0.12048192771084337,0.033764027730217874,0.053434496941864286,0.05333333333333334,0.0,0.12048192771084337,0.033764027730217874,490,10,0.9180903434753418,0,0,1,0,0,0,0,0
0.05446845643101411,0.05405405405405406,0.0,0.14285714285714285,0.03428367977942471,0.05446845643101411,0.05405405405405406,0.0,0.14285714285714285,0.03428367977942471,500,10,0.9460241794586182,0,0,4,0,0,0,0,0
0.05523609876286374,0.0547945205479452,0.0,0.14285714285714285,0.034462786526504814,0.05523609876286374,0.0547945205479452,0.0,0.14285714285714285,0.034462786526504814,510,10,0.9677214622497559,0,0,1,0,0,0,0,0
0.0559897863920768,0.05555555555555555,0.0,0.14285714285714285,0.034597499068081565,0.0559897863920768,0.05555555555555555,0.0,0.14285714285714285,0.034597499068081565,520,10,0.9908308982849121,0,0,3,0,0,0,0,0
0.05706138338235384,0.05714285714285714,0.0,0.1625,0.03522977024270799,0.05706138338235384,0.05714285714285714,0.0,0.1625,0.03522977024270799,530,10,1.0148353576660156,0,0,2,0,0,0,0,0
0.05803908164324816,0.05952380952380952,0.0,0.18421052631578946,0.03582047641633818,0.05803908164324816,0.05952380952380952,0.0,0.18421052631578946,0.03582047641633818,540,10,1.0359711647033691,0,0,1,0,0,0,0,0
0.05911356731583716,0.06153846153846154,0.0,0.18421052631578946,0.036512079410819576,0.05911356731583716,0.06153846153846154,0.0,0.18421052631578946,0.036512079410819576,550,10,1.0661630630493164,0,0,2,0,0,0,0,0
0.05989139306365806,0.0625,0.0,0.18421052631578946,0.03677287147831193,0.05989139306365806,0.0625,0.0,0.18421052631578946,0.03677287147831193,560,10,1.0880296230316162,0,0,2,0,0,0,0,0
0.06062670513927865,0.06382978723404255,0.0,0.18421052631578946,0.03724583258297323,0.06062670513927865,0.06382978723404255,0.0,0.18421052631578946,0.03724583258297323,570,10,1.1096885204315186,0,0,2,0,0,0,0,0
0.06172397420138702,0.06756756756756757,0.0,0.18421052631578946,0.03807290381586245,0.06172397420138702,0.06756756756756757,0.0,0.18421052631578946,0.03807290381586245,580,10,1.1315250396728516,0,0,1,0,0,0,0,0
