rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54_mean,rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54_med,rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54_min,rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54_max,rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.000274658203125,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0005764961242675781,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00217437744140625,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.003934144973754883,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.006911516189575195,0,0,7,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0.010458707809448242,0,0,4,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,0.016383647918701172,0,0,16,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,0.025771617889404297,0,0,31,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,3,0.03612470626831055,0,0,37,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,3,0.04447221755981445,0,0,18,0,0,0,0,0
0.0011904761904761904,0.0,0.0,0.02857142857142857,0.005709323242038952,0.0011904761904761904,0.0,0.0,0.02857142857142857,0.005709323242038952,23,7,0.059784889221191406,0,0,32,0,0,0,0,0
0.0016461379072176814,0.0,0.0,0.02857142857142857,0.006586091005262431,0.0016461379072176814,0.0,0.0,0.02857142857142857,0.006586091005262431,33,10,0.07883262634277344,0,0,47,0,0,0,0,0
0.0031873573276149435,0.0,0.0,0.029850746268656716,0.008908712102200834,0.0031873573276149435,0.0,0.0,0.029850746268656716,0.008908712102200834,43,10,0.1000969409942627,0,0,38,0,0,0,0,0
0.004776828142515926,0.0,0.0,0.03076923076923077,0.010701311587559085,0.004776828142515926,0.0,0.0,0.03076923076923077,0.010701311587559085,53,10,0.1366565227508545,0,0,49,0,0,0,0,0
0.007046834803489808,0.0,0.0,0.03076923076923077,0.012232383277972488,0.007046834803489808,0.0,0.0,0.03076923076923077,0.012232383277972488,63,10,0.15286874771118164,0,0,11,0,0,0,0,0
0.009393955931436309,0.0,0.0,0.0547945205479452,0.013932023317048212,0.009393955931436309,0.0,0.0,0.0547945205479452,0.013932023317048212,73,10,0.17044305801391602,0,0,19,0,0,0,0,0
0.011217735882455854,0.0,0.0,0.0547945205479452,0.0148447919421069,0.011217735882455854,0.0,0.0,0.0547945205479452,0.0148447919421069,83,10,0.18352770805358887,0,0,12,0,0,0,0,0
0.012371855459137248,0.0,0.0,0.0547945205479452,0.015372078787844213,0.012371855459137248,0.0,0.0,0.0547945205479452,0.015372078787844213,93,10,0.2023618221282959,0,0,29,0,0,0,0,0
0.013620279562115784,0.0,0.0,0.05714285714285714,0.016311523869262098,0.013620279562115784,0.0,0.0,0.05714285714285714,0.016311523869262098,103,10,0.2194817066192627,0,0,21,0,0,0,0,0
0.01509651296090079,0.0,0.0,0.05714285714285714,0.01685409607785041,0.01509651296090079,0.0,0.0,0.05714285714285714,0.01685409607785041,113,10,0.24047613143920898,0,0,21,0,0,0,0,0
0.015863228968286205,0.024393871783430016,0.0,0.05714285714285714,0.01691979313033809,0.015863228968286205,0.024393871783430016,0.0,0.05714285714285714,0.01691979313033809,123,10,0.26826953887939453,0,0,49,0,0,0,0,0
0.01832982446808762,0.025807525807525808,0.0,0.1111111111111111,0.019931613537040857,0.01832982446808762,0.025807525807525808,0.0,0.1111111111111111,0.019931613537040857,133,10,0.2888345718383789,0,0,24,0,0,0,0,0
0.019374951171660812,0.026144907723855092,0.0,0.1111111111111111,0.020315038141224945,0.019374951171660812,0.026144907723855092,0.0,0.1111111111111111,0.020315038141224945,143,10,0.3024601936340332,0,0,5,0,0,0,0,0
0.021327223643681538,0.02631578947368421,0.0,0.1111111111111111,0.021232354350591776,0.021327223643681538,0.02631578947368421,0.0,0.1111111111111111,0.021232354350591776,153,10,0.3207588195800781,0,0,12,0,0,0,0,0
0.02301648057615329,0.02666666666666667,0.0,0.1111111111111111,0.02178146774900722,0.02301648057615329,0.02666666666666667,0.0,0.1111111111111111,0.02178146774900722,163,10,0.34135961532592773,0,0,18,0,0,0,0,0
0.023486980451951623,0.02666666666666667,0.0,0.1111111111111111,0.022133461427925185,0.023486980451951623,0.02666666666666667,0.0,0.1111111111111111,0.022133461427925185,173,10,0.3600497245788574,0,0,15,0,0,0,0,0
0.025584982249329886,0.02702702702702703,0.0,0.15942028985507245,0.02451152742762777,0.025584982249329886,0.02702702702702703,0.0,0.15942028985507245,0.02451152742762777,183,10,0.3816080093383789,0,0,23,0,0,0,0,0
0.02739328473894672,0.0273972602739726,0.0,0.15942028985507245,0.02605119837225277,0.02739328473894672,0.0273972602739726,0.0,0.15942028985507245,0.02605119837225277,193,10,0.4005551338195801,0,0,11,0,0,0,0,0
0.028710756061908437,0.0273972602739726,0.0,0.15942028985507245,0.02656917318409548,0.028710756061908437,0.0273972602739726,0.0,0.15942028985507245,0.02656917318409548,203,10,0.42516160011291504,0,0,28,0,0,0,0,0
0.028973995635177708,0.0273972602739726,0.0,0.15942028985507245,0.02645989369615075,0.028973995635177708,0.0273972602739726,0.0,0.15942028985507245,0.02645989369615075,213,10,0.45132017135620117,0,0,32,0,0,0,0,0
0.030089714992860006,0.027777777777777776,0.0,0.15942028985507245,0.026715723995464208,0.030089714992860006,0.027777777777777776,0.0,0.15942028985507245,0.026715723995464208,223,10,0.46995043754577637,0,0,14,0,0,0,0,0
