rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_mean,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_med,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_min,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_max,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0003135204315185547,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0006623268127441406,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.002411365509033203,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.004332065582275391,0,0,0,0,0,0,0,0
0.01092896174863388,0.0,0.0,0.03278688524590164,0.015455885927574811,0.01092896174863388,0.0,0.0,0.03278688524590164,0.015455885927574811,2,1,0.007561445236206055,0,0,7,0,0,0,0,0
0.006557377049180328,0.0,0.0,0.03278688524590164,0.013114754098360656,0.006557377049180328,0.0,0.0,0.03278688524590164,0.013114754098360656,4,2,0.011429548263549805,0,0,4,0,0,0,0,0
0.010050741608118658,0.0,0.0,0.047619047619047616,0.017798926531141235,0.010050741608118658,0.0,0.0,0.047619047619047616,0.017798926531141235,7,3,0.01964092254638672,0,0,22,0,0,0,0,0
0.010150539351359024,0.0,0.0,0.047619047619047616,0.01701803348300288,0.010150539351359024,0.0,0.0,0.047619047619047616,0.01701803348300288,10,3,0.026734352111816406,0,0,16,0,0,0,0,0
0.010997719093420672,0.0,0.0,0.047619047619047616,0.01752334873678324,0.010997719093420672,0.0,0.0,0.047619047619047616,0.01752334873678324,16,6,0.03522133827209473,0,0,17,0,0,0,0,0
0.011216842675208753,0.0,0.0,0.047619047619047616,0.017461414571301737,0.011216842675208753,0.0,0.0,0.047619047619047616,0.017461414571301737,22,6,0.04683279991149902,0,0,19,0,0,0,0,0
0.01210217369759024,0.0,0.0,0.047619047619047616,0.01807385525101724,0.01210217369759024,0.0,0.0,0.047619047619047616,0.01807385525101724,30,8,0.06823968887329102,0,0,53,0,0,0,0,0
0.014763697457573105,0.0,0.0,0.047619047619047616,0.01849381475147142,0.014763697457573105,0.0,0.0,0.047619047619047616,0.01849381475147142,40,10,0.08501720428466797,0,0,27,0,0,0,0,0
0.017110194155401427,0.0,0.0,0.047619047619047616,0.01909163231133142,0.017110194155401427,0.0,0.0,0.047619047619047616,0.01909163231133142,50,10,0.09939122200012207,0,0,6,0,0,0,0,0
0.01816789901841556,0.0,0.0,0.047619047619047616,0.019318801827042414,0.01816789901841556,0.0,0.0,0.047619047619047616,0.019318801827042414,60,10,0.1266477108001709,0,0,42,0,0,0,0,0
0.02016782795537889,0.02631578947368421,0.0,0.09523809523809523,0.020846609235573403,0.02016782795537889,0.02631578947368421,0.0,0.09523809523809523,0.020846609235573403,70,10,0.14569997787475586,0,0,27,0,0,0,0,0
0.02161839593815407,0.02702702702702703,0.0,0.09523809523809523,0.021892860815408186,0.02161839593815407,0.02702702702702703,0.0,0.09523809523809523,0.021892860815408186,80,10,0.16887235641479492,0,0,18,0,0,0,0,0
0.02229848030333177,0.02702702702702703,0.0,0.09523809523809523,0.022467827086539535,0.02229848030333177,0.02702702702702703,0.0,0.09523809523809523,0.022467827086539535,90,10,0.19084644317626953,0,0,22,0,0,0,0,0
0.022787118511656386,0.02702702702702703,0.0,0.09523809523809523,0.022048784426545235,0.022787118511656386,0.02702702702702703,0.0,0.09523809523809523,0.022048784426545235,100,10,0.21561050415039062,0,0,33,0,0,0,0,0
0.023152968663599637,0.02702702702702703,0.0,0.109375,0.02316368457730522,0.023152968663599637,0.02702702702702703,0.0,0.109375,0.02316368457730522,110,10,0.23819184303283691,0,0,21,0,0,0,0,0
0.023607632605068103,0.02702702702702703,0.0,0.109375,0.022824123432478572,0.023607632605068103,0.02702702702702703,0.0,0.109375,0.022824123432478572,120,10,0.26068949699401855,0,0,28,0,0,0,0,0
0.02445187195944141,0.02702702702702703,0.0,0.109375,0.02384821709477453,0.02445187195944141,0.02702702702702703,0.0,0.109375,0.02384821709477453,130,10,0.286466121673584,0,0,36,0,0,0,0,0
