rediscovery_c1ccc(-c2ccccc2)cc1_mean,rediscovery_c1ccc(-c2ccccc2)cc1_med,rediscovery_c1ccc(-c2ccccc2)cc1_min,rediscovery_c1ccc(-c2ccccc2)cc1_max,rediscovery_c1ccc(-c2ccccc2)cc1_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0002677440643310547,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0007493495941162109,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.003810882568359375,0,0,4,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.006009101867675781,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.031232118606567383,0,0,5,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0.034415483474731445,0,0,5,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,4,0.03856611251831055,0,0,4,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,6,0.04599714279174805,0,0,12,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,5,0.057739973068237305,0,0,47,0,0,0,0,0
0.005837504866144355,0.0,0.0,0.04878048780487805,0.014132815541831437,0.005837504866144355,0.0,0.0,0.04878048780487805,0.014132815541831437,30,10,0.07274246215820312,0,0,32,0,0,0,0,0
0.008604230285016003,0.0,0.0,0.06666666666666667,0.0176408282243379,0.008604230285016003,0.0,0.0,0.06666666666666667,0.0176408282243379,40,10,0.09376955032348633,0,0,39,0,0,0,0,0
0.008702154044146714,0.0,0.0,0.07142857142857142,0.018480992971676106,0.008702154044146714,0.0,0.0,0.07142857142857142,0.018480992971676106,50,10,0.12247228622436523,0,0,68,0,0,0,0,0
0.01131134557090181,0.0,0.0,0.07142857142857142,0.020131662736977984,0.01131134557090181,0.0,0.0,0.07142857142857142,0.020131662736977984,60,10,0.13580107688903809,0,0,17,0,0,0,0,0
0.014078654042386915,0.0,0.0,0.07142857142857142,0.020521132315095104,0.014078654042386915,0.0,0.0,0.07142857142857142,0.020521132315095104,70,10,0.1470651626586914,0,0,7,0,0,0,0,0
0.016000270063873792,0.0,0.0,0.07142857142857142,0.020712677397917406,0.016000270063873792,0.0,0.0,0.07142857142857142,0.020712677397917406,80,10,0.16274261474609375,0,0,9,0,0,0,0,0
0.018185329262572072,0.0,0.0,0.0975609756097561,0.022558081388264303,0.018185329262572072,0.0,0.0,0.0975609756097561,0.022558081388264303,90,10,0.1763005256652832,0,0,12,0,0,0,0,0
0.020290655485445293,0.0,0.0,0.0975609756097561,0.022811175915544886,0.020290655485445293,0.0,0.0,0.0975609756097561,0.022811175915544886,100,10,0.19295620918273926,0,0,17,0,0,0,0,0
0.021645975429851076,0.0196078431372549,0.0,0.0975609756097561,0.022889733768927965,0.021645975429851076,0.0196078431372549,0.0,0.0975609756097561,0.022889733768927965,110,10,0.21058130264282227,0,0,23,0,0,0,0,0
0.023015990347139276,0.022727272727272728,0.0,0.0975609756097561,0.022770363713065088,0.023015990347139276,0.022727272727272728,0.0,0.0975609756097561,0.022770363713065088,120,10,0.23499321937561035,0,0,34,0,0,0,0,0
0.023293850203580053,0.022727272727272728,0.0,0.0975609756097561,0.022754858409631328,0.023293850203580053,0.022727272727272728,0.0,0.0975609756097561,0.022754858409631328,130,10,0.2615163326263428,0,0,39,0,0,0,0,0
0.0241463517278729,0.03333333333333333,0.0,0.0975609756097561,0.022737878778449905,0.0241463517278729,0.03333333333333333,0.0,0.0975609756097561,0.022737878778449905,140,10,0.29333972930908203,0,0,57,0,0,0,0,0
0.025458934345453342,0.03571428571428571,0.0,0.0975609756097561,0.02347815236808462,0.025458934345453342,0.03571428571428571,0.0,0.0975609756097561,0.02347815236808462,150,10,0.3150453567504883,0,0,33,0,0,0,0,0
0.027121446311315703,0.037037037037037035,0.0,0.0975609756097561,0.024206891268002084,0.027121446311315703,0.037037037037037035,0.0,0.0975609756097561,0.024206891268002084,160,10,0.33229923248291016,0,0,14,0,0,0,0,0
0.028608908548149854,0.038461538461538464,0.0,0.0975609756097561,0.024617317429393108,0.028608908548149854,0.038461538461538464,0.0,0.0975609756097561,0.024617317429393108,170,10,0.3559126853942871,0,0,29,0,0,0,0,0
0.0293458863652579,0.0392156862745098,0.0,0.0975609756097561,0.024466916585327434,0.0293458863652579,0.0392156862745098,0.0,0.0975609756097561,0.024466916585327434,180,10,0.36927270889282227,0,0,4,0,0,0,0,0
0.03054625937169461,0.0392156862745098,0.0,0.0975609756097561,0.024493121377128734,0.03054625937169461,0.0392156862745098,0.0,0.0975609756097561,0.024493121377128734,190,10,0.3885629177093506,0,0,20,0,0,0,0,0
0.031656067252175686,0.0392156862745098,0.0,0.0975609756097561,0.024949272297527397,0.031656067252175686,0.0392156862745098,0.0,0.0975609756097561,0.024949272297527397,200,10,0.41701769828796387,0,0,31,0,0,0,0,0
