rediscovery_c1ccc(-c2ccccc2)cc1_mean,rediscovery_c1ccc(-c2ccccc2)cc1_med,rediscovery_c1ccc(-c2ccccc2)cc1_min,rediscovery_c1ccc(-c2ccccc2)cc1_max,rediscovery_c1ccc(-c2ccccc2)cc1_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0002338886260986328,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0008063316345214844,0,0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.00347900390625,0,0,2,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.008370399475097656,0,0,18,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,0.01346588134765625,0,0,8,0,0,0,0,0
0.00375234521575985,0.0,0.0,0.04878048780487805,0.012998505122468121,0.00375234521575985,0.0,0.0,0.04878048780487805,0.012998505122468121,12,5,0.020450592041015625,0,0,10,0,0,0,0,0
0.00648135439249843,0.0,0.0,0.04878048780487805,0.015926427546852737,0.00648135439249843,0.0,0.0,0.04878048780487805,0.015926427546852737,20,8,0.029065847396850586,0,0,7,0,0,0,0,0
0.007204853822867211,0.0,0.0,0.04878048780487805,0.016518277742497874,0.007204853822867211,0.0,0.0,0.04878048780487805,0.016518277742497874,30,10,0.04459047317504883,0,0,24,0,0,0,0,0
0.009721978738060542,0.0,0.0,0.04878048780487805,0.018404298359360853,0.009721978738060542,0.0,0.0,0.04878048780487805,0.018404298359360853,40,10,0.05498552322387695,0,0,6,0,0,0,0,0
0.01117815534384263,0.0,0.0,0.04878048780487805,0.01919767235509279,0.01117815534384263,0.0,0.0,0.04878048780487805,0.01919767235509279,50,10,0.07144546508789062,0,0,22,0,0,0,0,0
0.016242062731870503,0.0,0.0,0.08695652173913043,0.0236020865933375,0.016242062731870503,0.0,0.0,0.08695652173913043,0.0236020865933375,60,10,0.08900189399719238,0,0,21,0,0,0,0,0
0.019241401272133217,0.0,0.0,0.08695652173913043,0.024507369344655344,0.019241401272133217,0.0,0.0,0.08695652173913043,0.024507369344655344,70,10,0.10877251625061035,0,0,18,0,0,0,0,0
0.0232264864304221,0.0,0.0,0.0975609756097561,0.026926075393549406,0.0232264864304221,0.0,0.0,0.0975609756097561,0.026926075393549406,80,10,0.12056732177734375,0,0,10,0,0,0,0,0
0.024837395614018775,0.03333333333333333,0.0,0.0975609756097561,0.026908768498946162,0.024837395614018775,0.03333333333333333,0.0,0.0975609756097561,0.026908768498946162,90,10,0.14719438552856445,0,0,44,0,0,0,0,0
0.028226918820651856,0.03773584905660377,0.0,0.1276595744680851,0.02888428968300905,0.028226918820651856,0.03773584905660377,0.0,0.1276595744680851,0.02888428968300905,100,10,0.16089224815368652,0,0,9,0,0,0,0,0
0.029177459972387278,0.03773584905660377,0.0,0.1276595744680851,0.02912020309069928,0.029177459972387278,0.03773584905660377,0.0,0.1276595744680851,0.02912020309069928,110,10,0.17661213874816895,0,0,21,0,0,0,0,0
0.03191250859857912,0.0392156862745098,0.0,0.1276595744680851,0.02991585307888204,0.03191250859857912,0.0392156862745098,0.0,0.1276595744680851,0.02991585307888204,120,10,0.1872692108154297,0,0,1,0,0,0,0,0
0.03506675130060446,0.04,0.0,0.26666666666666666,0.03612688750861841,0.03506675130060446,0.04,0.0,0.26666666666666666,0.03612688750861841,130,10,0.20280742645263672,0,0,8,0,0,0,0,0
0.03554948761041659,0.04,0.0,0.26666666666666666,0.035560077863725885,0.03554948761041659,0.04,0.0,0.26666666666666666,0.035560077863725885,140,10,0.2189171314239502,0,0,11,0,0,0,0,0
0.036485372806062566,0.04,0.0,0.26666666666666666,0.03532415602692798,0.036485372806062566,0.04,0.0,0.26666666666666666,0.03532415602692798,150,10,0.2317800521850586,0,0,8,0,0,0,0,0
0.03859959875949279,0.04081632653061224,0.0,0.26666666666666666,0.03587135892269432,0.03859959875949279,0.04081632653061224,0.0,0.26666666666666666,0.03587135892269432,160,10,0.24592256546020508,0,0,7,0,0,0,0,0
0.03929524984573623,0.04081632653061224,0.0,0.26666666666666666,0.035475078939813706,0.03929524984573623,0.04081632653061224,0.0,0.26666666666666666,0.035475078939813706,170,10,0.2604224681854248,0,0,6,0,0,0,0,0
0.040354573253271894,0.04081632653061224,0.0,0.26666666666666666,0.035701447867563005,0.040354573253271894,0.04081632653061224,0.0,0.26666666666666666,0.035701447867563005,180,10,0.27995753288269043,0,0,18,0,0,0,0,0
0.04087111162467816,0.04081632653061224,0.0,0.26666666666666666,0.03524894340349124,0.04087111162467816,0.04081632653061224,0.0,0.26666666666666666,0.03524894340349124,190,10,0.2975320816040039,0,0,20,0,0,0,0,0
0.04231034643561835,0.041666666666666664,0.0,0.26666666666666666,0.0376044346435073,0.04231034643561835,0.041666666666666664,0.0,0.26666666666666666,0.0376044346435073,200,10,0.31394505500793457,0,0,15,0,0,0,0,0
0.043304598761250084,0.041666666666666664,0.0,0.26666666666666666,0.037687700450437824,0.043304598761250084,0.041666666666666664,0.0,0.26666666666666666,0.037687700450437824,210,10,0.33133745193481445,0,0,13,0,0,0,0,0
0.04323649689234543,0.04081632653061224,0.0,0.26666666666666666,0.03723379281554077,0.04323649689234543,0.04081632653061224,0.0,0.26666666666666666,0.03723379281554077,220,10,0.3527822494506836,0,0,16,0,0,0,0,0
0.04430824591995364,0.041666666666666664,0.0,0.26666666666666666,0.0372116447763968,0.04430824591995364,0.041666666666666664,0.0,0.26666666666666666,0.0372116447763968,230,10,0.3716449737548828,0,0,16,0,0,0,0,0
0.04448922696476803,0.041666666666666664,0.0,0.26666666666666666,0.03663901883526692,0.04448922696476803,0.041666666666666664,0.0,0.26666666666666666,0.03663901883526692,240,10,0.3863215446472168,0,0,4,0,0,0,0,0
0.045046265678231945,0.041666666666666664,0.0,0.26666666666666666,0.03637160088776498,0.045046265678231945,0.041666666666666664,0.0,0.26666666666666666,0.03637160088776498,250,10,0.4101417064666748,0,0,31,0,0,0,0,0
