rediscovery_C(=Cc1ccccc1)c1ccccc1_mean,rediscovery_C(=Cc1ccccc1)c1ccccc1_med,rediscovery_C(=Cc1ccccc1)c1ccccc1_min,rediscovery_C(=Cc1ccccc1)c1ccccc1_max,rediscovery_C(=Cc1ccccc1)c1ccccc1_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00023102760314941406,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0005116462707519531,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.002716541290283203,0,0,5,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.004979848861694336,0,0,6,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.006890058517456055,0,0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.009677410125732422,0,0,9,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.012021780014038086,0,0,4,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.01414179801940918,0,0,2,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.01650381088256836,0,0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.01900029182434082,0,0,3,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0.023981809616088867,0,0,12,0,0,0,0,0
0.004728132387706856,0.0,0.0,0.0425531914893617,0.01337317789478104,0.004728132387706856,0.0,0.0,0.0425531914893617,0.01337317789478104,8,2,0.03240799903869629,0,0,29,0,0,0,0,0
0.0035460992907801418,0.0,0.0,0.0425531914893617,0.01176108081686312,0.0035460992907801418,0.0,0.0,0.0425531914893617,0.01176108081686312,11,3,0.04060626029968262,0,0,26,0,0,0,0,0
