smiles,n_success_mut,n_failures_mut,rediscovery_c1ccc2cccc-2cc1,total,obj_computation_time,history_data
c1ccc2cccc3c4c(cc-2cc1)C4C3,0,50,0.56,0.56,0.0003285408020019531,C
C1=CC1c1cccc2cccccc-2ccc1,5,365,0.6,0.6,0.0003540515899658203,
CCC(C)c1cccccc2cccc-2ccc1,0,241,0.5769230769230769,0.5769230769230769,0.00032639503479003906,
CC1=C(c2ccccc2)c2cccc1c2,3,1410,0.6086956521739131,0.6086956521739131,0.0002899169921875,
C=C(C)c1ccc(-c2ccccc2)cc1,1,767,0.5531914893617021,0.5531914893617021,0.000270843505859375,
C=C=C1CCC(=C)c2cccccc1ccc2,0,1,0.5490196078431373,0.5490196078431373,0.0003058910369873047,
CC(C)CCc1cccc(-c2ccccc2)c1,0,1,0.5490196078431373,0.5490196078431373,0.0002868175506591797,
C1=Cc2ccc3cccc-3cccccc21,4,323,0.5918367346938775,0.5918367346938775,0.00033211708068847656,
C=C1CC(=C)c2cccccc(ccc2)C1=C,31,433,0.56,0.56,0.00034999847412109375,
Cc1c2cccc3cccccc-2cc1-3,0,262,0.574468085106383,0.574468085106383,0.0002987384796142578,
C=Cc1cccccc(-c2ccccc2)ccc1,7,673,0.5660377358490566,0.5660377358490566,0.0003657341003417969,
CC12c3cccccc4cccc-4cc1c32,1,315,0.5833333333333334,0.5833333333333334,0.0003390312194824219,
c1ccc2cccc3cc-2cc-3cc1,2,371,0.6744186046511628,0.6744186046511628,0.00029730796813964844,
Cc1c2cccccc3cccc-2cc1-3,0,272,0.574468085106383,0.574468085106383,0.0003077983856201172,
CC1(C)c2cccccc3cccc-3ccc21,7,269,0.58,0.58,0.00034427642822265625,
C=C1c2cccccc(ccc2)C(=C)C1(C)C,24,771,0.5714285714285714,0.5714285714285714,0.0003452301025390625,
CC(C)c1cccccc2cccc-2ccc1,17,314,0.6122448979591837,0.6122448979591837,0.00031280517578125,
C=C1CC(=C)c2cccccc1ccc2,3,1019,0.6222222222222222,0.6222222222222222,0.0003180503845214844,
C=C1C(C)C1c1cccccc2cccc-2ccc1,0,1,0.5555555555555556,0.5555555555555556,0.00037217140197753906,
C=C1CC1(C)c1cccccc2cccc-2ccc1,0,1,0.5555555555555556,0.5555555555555556,0.00035953521728515625,
CC12C3C1C32c1cccccc2cccc-2ccc1,0,1,0.5555555555555556,0.5555555555555556,0.0003898143768310547,
C#Cc1ccc(-c2ccccc2)cccc2cc1-2,4,690,0.5660377358490566,0.5660377358490566,0.0003960132598876953,
C=C1c2cccccc(ccc2)C(=C)C1C,10,1022,0.5957446808510638,0.5957446808510638,0.0003314018249511719,
C=C(C)c1cccc2ccccccc-2cc1,2,57,0.58,0.58,0.00031375885009765625,
CC1C=C1c1cccc2cccccc-2ccc1,3,276,0.5769230769230769,0.5769230769230769,0.00035643577575683594,
CC1CC1(C)c1cccc2cccccc-2ccc1,0,63,0.5555555555555556,0.5555555555555556,0.00036978721618652344,
c1ccc2cccc-2cccc(C23C4=C2C43)cc1,2,90,0.5769230769230769,0.5769230769230769,0.00039696693420410156,
C1=C=C(c2cccc3cccccc-3ccc2)C=1,0,3,0.5660377358490566,0.5660377358490566,0.0003490447998046875,
c1ccc2ccc-2cccc2c(cc1)C2,2,334,0.5957446808510638,0.5957446808510638,0.0003039836883544922,
Cc1ccc2ccccccc-2ccc1C,0,1,0.5510204081632653,0.5510204081632653,0.0002880096435546875,
CCCCc1cccc2cccccc-2ccc1,1,99,0.5660377358490566,0.5660377358490566,0.0003402233123779297,
C1=C(c2cccc3cccccc-3ccc2)C1,12,377,0.6,0.6,0.0003616809844970703,
CCCc1cccccc2cccc-2ccc1,11,326,0.6,0.6,0.00031185150146484375,
C1=C(c2ccccc3cccccc-3cc2)C1,4,121,0.5686274509803921,0.5686274509803921,0.00034236907958984375,
C=c1cccccc2cccc-2ccc1=C(C)C,3,68,0.5576923076923077,0.5576923076923077,0.0003390312194824219,
c1ccc2cccc-2cccc(C2C3=C2C3)cc1,1,9,0.5660377358490566,0.5660377358490566,0.0003714561462402344,
C=C(C)c1cccc2cccccc-2ccc1C,5,64,0.5576923076923077,0.5576923076923077,0.0003345012664794922,
C=CC1=C(c2ccccc2)c2cccc1c2,22,1102,0.5714285714285714,0.5714285714285714,0.0003190040588378906,
C=c1cccccc2cccc-2ccc1=CC,7,324,0.58,0.58,0.0003097057342529297,
C(=C1CC1)c1cccccc2cccc-2ccc1,0,3,0.5660377358490566,0.5660377358490566,0.0003619194030761719,
Cc1ccccccc2cccc-2cc1C,30,295,0.5833333333333334,0.5833333333333334,0.00029754638671875,
C1#CC1c1cccc2ccccccc-2cc1,0,9,0.5686274509803921,0.5686274509803921,0.0003342628479003906,
c1ccc2ccccccc-2ccc#1,0,166,0.6,0.6,0.00026607513427734375,
C=C1c2cccccc(ccc2)C2=CC1(C)C2,16,520,0.56,0.56,0.00038695335388183594,
c1ccc2cc3cc(cccc-3cc1)C2,0,96,0.5625,0.5625,0.0003209114074707031,
C=c1cc2cccccc-2cccc(C)c1=C,0,11,0.56,0.56,0.00031375885009765625,
CCc1cccc2cccc-2ccccc1C,8,274,0.58,0.58,0.0003135204315185547,
C1=CC1c1cccc(-c2ccccc2)c1,36,1601,0.6086956521739131,0.6086956521739131,0.00030112266540527344,
C=C=C=Cc1cccccc2cccc-2ccc1,0,4,0.5660377358490566,0.5660377358490566,0.00032973289489746094,
c1ccc2cccc(C3CCC3)cccc-2cc1,0,99,0.5660377358490566,0.5660377358490566,0.0003604888916015625,
C=CC(C)(C)c1cccc(-c2ccccc2)c1,22,936,0.56,0.56,0.00030303001403808594,
C1=C(c2cccc3ccccccc-3cc2)C1,0,7,0.6,0.6,0.00034046173095703125,
CC(C)c1ccc(-c2ccccc2)cc1,26,784,0.5531914893617021,0.5531914893617021,0.00027561187744140625,
Cc1c2cccc3cccccc-3cc1C2,7,183,0.5714285714285714,0.5714285714285714,0.0003330707550048828,
CC12C3=C1C32c1cccccc2cccc-2ccc1,0,1,0.5555555555555556,0.5555555555555556,0.00039196014404296875,
C=C(C)C(C)c1cccc(-c2ccccc2)c1,30,923,0.56,0.56,0.0003077983856201172,
CCc1cccccc2cccc-2ccc1,5,336,0.6382978723404256,0.6382978723404256,0.0002961158752441406,
C1#Cc2cc1cccc1cccccc-1c2,0,65,0.56,0.56,0.0003368854522705078,
c1cccc2cccccc-2ccc1,7,398,0.6744186046511628,0.6744186046511628,0.0002779960632324219,
CC=Cc1cccc(-c2ccccc2)c1,42,1619,0.6086956521739131,0.6086956521739131,0.0002734661102294922,
CC1(c2cccc(-c3ccccc3)c2)CCC1,0,1,0.5490196078431373,0.5490196078431373,0.0003094673156738281,
C1=CC(c2cccc(-c3ccccc3)c2)C1,54,1272,0.5714285714285714,0.5714285714285714,0.00032639503479003906,
C#CC(C)c1cccc2cccccc-2ccc1,4,250,0.5769230769230769,0.5769230769230769,0.0003407001495361328,
Cc1cccc2cccccc-2cc2c1C2,8,193,0.5714285714285714,0.5714285714285714,0.0003170967102050781,
Cc1cccc2cccccc-2ccc1C,2,405,0.6170212765957447,0.6170212765957447,0.00028967857360839844,
C1#CC1=Cc1cccc(-c2ccccc2)c1,64,1226,0.5714285714285714,0.5714285714285714,0.00031876564025878906,
CCc1cccc2cccccc-2ccc1C,15,326,0.58,0.58,0.0003135204315185547,
c1ccc2cccc-2cccc(C2C3CC32)cc1,0,15,0.5660377358490566,0.5660377358490566,0.00037741661071777344,
CC(C)=C(C)c1cccc2cccccc-2ccc1,0,42,0.5555555555555556,0.5555555555555556,0.0003535747528076172,
CC12CC1=C2c1cccc(-c2ccccc2)c1,30,1450,0.58,0.58,0.0003559589385986328,
C=CCCc1cccc(-c2ccccc2)c1,27,1300,0.5714285714285714,0.5714285714285714,0.00029087066650390625,
CC1=C(c2cccc(-c3ccccc3)c2)C1C,45,1578,0.5918367346938775,0.5918367346938775,0.00033354759216308594,
C1=c2cccccc3cccc-3ccc2=CC1,2,69,0.5576923076923077,0.5576923076923077,0.0003571510314941406,
C1=CC=1c1ccccc2cccc-2cccc1,0,25,0.5686274509803921,0.5686274509803921,0.0003275871276855469,
c1ccc(-c2ccccc3c(ccc2)C3)cc1,5,1047,0.5882352941176471,0.5882352941176471,0.0003783702850341797,
c1ccc2cccc-2cccc(C23C4C2C43)cc1,1,73,0.5769230769230769,0.5769230769230769,0.00040459632873535156,
C1=CC=1Cc1cccccc2cccc-2ccc1,0,14,0.5660377358490566,0.5660377358490566,0.00034117698669433594,
c1ccccc(-c2ccccc2)cccc#1,34,978,0.5918367346938775,0.5918367346938775,0.0003218650817871094,
C=C(c1cccc(-c2ccccc2)c1)C(C)C,21,935,0.56,0.56,0.00031447410583496094,
c1ccc2cccc-2ccc2c(cc1)C2,2,337,0.6304347826086957,0.6304347826086957,0.0002930164337158203,
Cc1cccc2cccccc-2cc(C)c1,26,387,0.5833333333333334,0.5833333333333334,0.0002834796905517578,
CC1=C=C(c2cccc(-c3ccccc3)c2)C1,24,1402,0.58,0.58,0.00032067298889160156,
C=C1C=C1c1cccc2cccccc-2ccc1,1,167,0.5769230769230769,0.5769230769230769,0.0003402233123779297,
C=C1C(C)=C1c1cccc(-c2ccccc2)c1,32,1502,0.5918367346938775,0.5918367346938775,0.0003349781036376953,
Cc1ccccc2cccc-2cccc1,3,337,0.6444444444444445,0.6444444444444445,0.00027561187744140625,
C1=CC=1c1cccccc2cccc-2ccc1,3,268,0.6,0.6,0.0003342628479003906,
CC=C1C=C1c1cccc(-c2ccccc2)c1,24,1164,0.5686274509803921,0.5686274509803921,0.0003368854522705078,
CC(C)c1cccc2cccccc-2ccc1,21,370,0.6122448979591837,0.6122448979591837,0.0003190040588378906,
CC1c2cccc(-c3ccccc3)cccc1c2,7,700,0.5660377358490566,0.5660377358490566,0.0004074573516845703,
C=C1CC=C1c1cccc(-c2ccccc2)c1,30,1163,0.5686274509803921,0.5686274509803921,0.00033855438232421875,
C=Cc1ccccc2cccccc-2cc1,3,164,0.5714285714285714,0.5714285714285714,0.0003025531768798828,
C1=C2C=1c1cc2cccccc2cccc-2c1,0,10,0.5576923076923077,0.5576923076923077,0.0003685951232910156,
c1ccc(-c2cccc3c4c-3cc=4c2)cc1,7,201,0.56,0.56,0.0003495216369628906,
