smiles,n_success_mut,n_failures_mut,rediscovery_c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51,total,obj_computation_time,history_data
c1cc2ccc3ccc4ccc(ccc5cc6c7c(cc15)c67)c1c2c3c41,0,434,0.7341772151898734,0.7341772151898734,0.001016855239868164,C
CC(C)c1c2c3ccc4ccc(cc5ccc6ccc(cc3)c3c6c53)c1c42,2,252,0.7160493827160493,0.7160493827160493,0.00077056884765625,
Cc1c2cc3ccc4ccc5ccc(ccc6ccc2c2c6c32)c2c1c4c52,0,219,0.7073170731707317,0.7073170731707317,0.0009186267852783203,
Cc1cc2ccc3ccc4ccc5ccc(ccc6ccc6c12)c1c3c4c51,5,801,0.7073170731707317,0.7073170731707317,0.0007169246673583984,
c1cc2cc3ccc4ccc5ccc(ccc6c1cc26)c1c5c4c31,4,933,0.7142857142857143,0.7142857142857143,0.0007760524749755859,
CCc1ccc2ccc3ccc4ccc(ccc5ccc5c1)c1c2c3c41,10,879,0.7125,0.7125,0.0007007122039794922,
Cc1ccc2ccc3ccc(ccc4ccc5cc4c15)c1c2c31,0,615,0.7297297297297297,0.7297297297297297,0.0006659030914306641,
C1=c2ccc3ccc4ccc(ccc5ccc6cc(c5c26)C1)c1c3c41,0,395,0.7088607594936709,0.7088607594936709,0.0007200241088867188,
c1cc2ccc3ccc4ccc5ccc(ccc(c6c1C6)c23)c1c4c51,2,133,0.7307692307692307,0.7307692307692307,0.0006721019744873047,
c1c2ccc3ccc4ccc5ccc(ccc6ccc(c#1)c6c23)c1c4c51,0,222,0.725,0.725,0.0007531642913818359,
CCc1c2ccc3ccc4ccc(ccc5ccc(c2)c15)c1c3c41,3,427,0.7466666666666667,0.7466666666666667,0.0007092952728271484,
Cc1c2ccc3ccc4ccc5ccc6ccc(cccc2c13)c1c4c5c61,3,537,0.7073170731707317,0.7073170731707317,0.0007367134094238281,
C#CCc1c2ccc3ccc4ccc5ccc(ccc(c2)c13)c1c4c51,1,98,0.717948717948718,0.717948717948718,0.0006456375122070312,
c1cc2ccc3ccc4ccc(ccc5cc1c1c(C6CC6)c5c21)c1c3c41,0,481,0.7073170731707317,0.7073170731707317,0.0008792877197265625,
Cc1cc2ccc3ccc4ccc5ccc6ccc1c1c6c1c1c3c4c5c21,2,170,0.7073170731707317,0.7073170731707317,0.0008931159973144531,
c1cc2ccc3ccc(ccc4ccc5c6cc1c(c6)c45)c1c2c31,0,252,0.7142857142857143,0.7142857142857143,0.0007886886596679688,
c1c2ccc3ccc(ccc4ccc5ccc6ccc(c#1)c1c6c5c41)c1c2c31,0,609,0.7142857142857143,0.7142857142857143,0.0009284019470214844,
CCC1c2ccc3ccc4ccc5ccc(ccc6ccc1c6c23)c1c4c51,2,261,0.7073170731707317,0.7073170731707317,0.0006754398345947266,
Cc1ccc2ccc3ccc4ccc(ccc5cc1-5)c1c2c3c41,4,803,0.7297297297297297,0.7297297297297297,0.0006592273712158203,
Cc1cc2ccc3ccc4ccc(ccc5ccc6ccc1c56)c1c4c3c21,2,384,0.7283950617283951,0.7283950617283951,0.0007600784301757812,
Cc1ccc2ccc3ccc4ccc(ccc5ccc6cc6c15)c1c2c3c41,1,237,0.7283950617283951,0.7283950617283951,0.0007708072662353516,
c1cc2ccc3ccc4ccc5ccc(ccc6c7c(c1CC6)c2c37)c1c4c51,5,616,0.7142857142857143,0.7142857142857143,0.0008761882781982422,
C=c1c2ccc3ccc4ccc5ccc(ccc6ccc2c2c1c3c62)c1c4c51,1,261,0.7228915662650602,0.7228915662650602,0.0009746551513671875,
Cc1cc2ccc3ccc4ccc(c5c6ccc(cc6)c15)c1c4c3c21,23,1126,0.717948717948718,0.717948717948718,0.0007996559143066406,
CC=c1ccc2ccc3ccc4ccc5ccc(ccc6c1c2-6)c1c3c4c51,1,376,0.7073170731707317,0.7073170731707317,0.000888824462890625,
Cc1cc2ccc3ccc4ccc(ccc5ccc6ccc1c5c62)c1c3c41,4,544,0.7073170731707317,0.7073170731707317,0.0007801055908203125,
C=c1ccc2ccc3ccc4ccc(ccc1=C)c1c2c3c41,1,828,0.7714285714285715,0.7714285714285715,0.0005195140838623047,
CC1c2c1c1ccc2ccc2ccc3ccc4ccc(cc1)c1c2c3c41,8,726,0.7125,0.7125,0.0007581710815429688,
c1cc2ccc1c1c3ccc4ccc5ccc(c21)c1c5c4c31,9,1131,0.726027397260274,0.726027397260274,0.0006506443023681641,
C=C=c1ccc2ccc3ccc4ccc(ccc5ccc6c1c5c26)c1c3c41,0,192,0.7283950617283951,0.7283950617283951,0.0008111000061035156,
C1=Cc2cc3ccc4ccc5ccc6ccc(ccc=1c3c24)c1c5c61,2,419,0.7088607594936709,0.7088607594936709,0.0007462501525878906,
CC=c1ccc2ccc3ccc(ccc4ccc5c1c45)c1c2c31,4,342,0.7297297297297297,0.7297297297297297,0.0005979537963867188,
CC=c1ccc2ccc3ccc4ccc(ccc5ccc6c1c5-6)c1c2c3c41,0,2,0.7073170731707317,0.7073170731707317,0.0008821487426757812,
Cc1ccc2ccc3ccc4ccc(ccc5ccc6c(C)c6c15)c1c2c3c41,0,217,0.7108433734939759,0.7108433734939759,0.0007932186126708984,
c1ccc2c3ccc(ccc4ccc5ccc6ccc(c1)c1c4c5c61)c23,1,143,0.725,0.725,0.0007340908050537109,
c1cc2ccc3ccc4c5c(ccc6ccc1c1c2c3c61)c1c4c51,0,795,0.7142857142857143,0.7142857142857143,0.0007297992706298828,
c1cc2ccc3ccc4c(ccc5ccc1c1c2c3c51)c1c2c4c12,1,832,0.7236842105263158,0.7236842105263158,0.0007016658782958984,
c1cc2ccc3ccc4ccc5ccc(ccc6c7c2c-7c1C6)c1c3c4c51,7,622,0.7195121951219512,0.7195121951219512,0.0009682178497314453,
C1=c2ccc3ccc4ccc5ccc(ccc6cc=1c6c2)c1c3c4c51,1,556,0.7088607594936709,0.7088607594936709,0.0007686614990234375,
Cc1c2ccc3ccc4ccc5ccc6ccc(cc2c1c43)c1c5c61,1,7,0.717948717948718,0.717948717948718,0.0006937980651855469,
c1cc2ccc3ccc(ccc4ccc5c6c(c1C6)c45)c1c2c31,5,501,0.72,0.72,0.0006945133209228516,
C=Cc1cccc2ccc3ccc4ccc(cc1)c1c2c3c41,12,1074,0.7123287671232876,0.7123287671232876,0.0005476474761962891,
Cc1ccc2ccc3ccc4ccc(ccc5cc6c5c1-6)c1c2c3c41,3,832,0.7402597402597403,0.7402597402597403,0.0007872581481933594,
c1cc2cc3c4c(cc5ccc6ccc7ccc(ccc12)c1c7c6c51)c34,0,460,0.7125,0.7125,0.0009675025939941406,
