rediscovery_c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51_mean,rediscovery_c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51_med,rediscovery_c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51_min,rediscovery_c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51_max,rediscovery_c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0002675056457519531,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.000568389892578125,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.002827167510986328,0,0,5,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.005171775817871094,0,0,6,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.007115840911865234,0,0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.009965896606445312,0,0,9,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.012351751327514648,0,0,4,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.014534473419189453,0,0,2,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.01696181297302246,0,0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.019524812698364258,0,0,3,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0.024599790573120117,0,0,12,0,0,0,0,0
0.003418803418803419,0.0,0.0,0.03076923076923077,0.0096698363239186,0.003418803418803419,0.0,0.0,0.03076923076923077,0.0096698363239186,8,2,0.033210039138793945,0,0,29,0,0,0,0,0
0.002564102564102564,0.0,0.0,0.03076923076923077,0.00850416612911641,0.002564102564102564,0.0,0.0,0.03076923076923077,0.00850416612911641,11,3,0.04158496856689453,0,0,26,0,0,0,0,0
0.0019230769230769232,0.0,0.0,0.03076923076923077,0.007448044896552725,0.0019230769230769232,0.0,0.0,0.03076923076923077,0.007448044896552725,15,4,0.049391746520996094,0,0,17,0,0,0,0,0
0.0060884540508161535,0.0,0.0,0.03076923076923077,0.011885719484022459,0.0060884540508161535,0.0,0.0,0.03076923076923077,0.011885719484022459,23,8,0.06345963478088379,0,0,29,0,0,0,0,0
0.009365428475041048,0.0,0.0,0.06153846153846154,0.016850838714661958,0.009365428475041048,0.0,0.0,0.06153846153846154,0.016850838714661958,33,10,0.08146142959594727,0,0,26,0,0,0,0,0
0.009830689727038834,0.0,0.0,0.06153846153846154,0.01747048065511135,0.009830689727038834,0.0,0.0,0.06153846153846154,0.01747048065511135,43,10,0.09772872924804688,0,0,26,0,0,0,0,0
0.014301939278619764,0.0,0.0,0.06153846153846154,0.019751469769128942,0.014301939278619764,0.0,0.0,0.06153846153846154,0.019751469769128942,53,10,0.1153254508972168,0,0,23,0,0,0,0,0
0.01693180921630945,0.0,0.0,0.06153846153846154,0.021266572444034047,0.01693180921630945,0.0,0.0,0.06153846153846154,0.021266572444034047,63,10,0.12932610511779785,0,0,13,0,0,0,0,0
0.020047170174827548,0.012658227848101266,0.0,0.06153846153846154,0.022296024094209946,0.020047170174827548,0.012658227848101266,0.0,0.06153846153846154,0.022296024094209946,73,10,0.1447765827178955,0,0,23,0,0,0,0,0
0.020755026819005176,0.025478740668614087,0.0,0.06153846153846154,0.02209175541859352,0.020755026819005176,0.025478740668614087,0.0,0.06153846153846154,0.02209175541859352,83,10,0.16636037826538086,0,0,31,0,0,0,0,0
0.022571925130978047,0.026144907723855092,0.0,0.06153846153846154,0.022394579737541588,0.022571925130978047,0.026144907723855092,0.0,0.06153846153846154,0.022394579737541588,93,10,0.18204641342163086,0,0,15,0,0,0,0,0
0.024285904396197103,0.02666666666666667,0.0,0.06153846153846154,0.022396481466528298,0.024285904396197103,0.02666666666666667,0.0,0.06153846153846154,0.022396481466528298,103,10,0.1967763900756836,0,0,8,0,0,0,0,0
0.025536454515768345,0.02684684684684685,0.0,0.06153846153846154,0.022420091377858338,0.025536454515768345,0.02684684684684685,0.0,0.06153846153846154,0.022420091377858338,113,10,0.2188272476196289,0,0,29,0,0,0,0,0
0.026395107672354597,0.02702702702702703,0.0,0.06153846153846154,0.022488934112601527,0.026395107672354597,0.02702702702702703,0.0,0.06153846153846154,0.022488934112601527,123,10,0.24047636985778809,0,0,19,0,0,0,0,0
0.027065896672538,0.02702702702702703,0.0,0.06153846153846154,0.022550044135124334,0.027065896672538,0.02702702702702703,0.0,0.06153846153846154,0.022550044135124334,133,10,0.2607109546661377,0,0,20,0,0,0,0,0
0.028463417289016874,0.0273972602739726,0.0,0.14925373134328357,0.02428710372180855,0.028463417289016874,0.0273972602739726,0.0,0.14925373134328357,0.02428710372180855,143,10,0.2802104949951172,0,0,18,0,0,0,0,0
0.030190298256556145,0.027777777777777776,0.0,0.14925373134328357,0.024408872203579533,0.030190298256556145,0.027777777777777776,0.0,0.14925373134328357,0.024408872203579533,153,10,0.30600929260253906,0,0,33,0,0,0,0,0
0.030949001847208925,0.02797339593114241,0.0,0.14925373134328357,0.024221745192920915,0.030949001847208925,0.02797339593114241,0.0,0.14925373134328357,0.024221745192920915,163,10,0.3499479293823242,0,0,75,0,0,0,0,0
0.03169905841743368,0.028370221327967807,0.0,0.14925373134328357,0.024872024976149792,0.03169905841743368,0.028370221327967807,0.0,0.14925373134328357,0.024872024976149792,173,10,0.38012123107910156,0,0,37,0,0,0,0,0
0.03240214322365608,0.02857142857142857,0.0,0.14925373134328357,0.02546485400113031,0.03240214322365608,0.02857142857142857,0.0,0.14925373134328357,0.02546485400113031,183,10,0.4083874225616455,0,0,43,0,0,0,0,0
0.034048573685277306,0.028985507246376812,0.0,0.14925373134328357,0.026641239169247904,0.034048573685277306,0.028985507246376812,0.0,0.14925373134328357,0.026641239169247904,193,10,0.42578721046447754,0,0,7,0,0,0,0,0
0.035430543813186596,0.028985507246376812,0.0,0.14925373134328357,0.02811157421552184,0.035430543813186596,0.028985507246376812,0.0,0.14925373134328357,0.02811157421552184,203,10,0.44444775581359863,0,0,10,0,0,0,0,0
0.03651296267900437,0.029850746268656716,0.0,0.14925373134328357,0.028792683707949976,0.03651296267900437,0.029850746268656716,0.0,0.14925373134328357,0.028792683707949976,213,10,0.47142791748046875,0,0,29,0,0,0,0,0
0.03787261715968875,0.029850746268656716,0.0,0.14925373134328357,0.029356315962696722,0.03787261715968875,0.029850746268656716,0.0,0.14925373134328357,0.029356315962696722,223,10,0.5055863857269287,0,0,28,0,0,0,0,0
0.039801146341940576,0.03461538461538462,0.0,0.14925373134328357,0.030980210881507608,0.039801146341940576,0.03461538461538462,0.0,0.14925373134328357,0.030980210881507608,233,10,0.5231053829193115,0,0,3,0,0,0,0,0
0.04056758755139964,0.0411036036036036,0.0,0.14925373134328357,0.031097284900779114,0.04056758755139964,0.0411036036036036,0.0,0.14925373134328357,0.031097284900779114,243,10,0.5396451950073242,0,0,1,0,0,0,0,0
0.042493849269858865,0.043478260869565216,0.0,0.1518987341772152,0.032757113446567766,0.042493849269858865,0.043478260869565216,0.0,0.1518987341772152,0.032757113446567766,253,10,0.5687589645385742,0,0,5,0,0,0,0,0
0.04389494593410859,0.047905909351692484,0.0,0.1518987341772152,0.03345159779117806,0.04389494593410859,0.047905909351692484,0.0,0.1518987341772152,0.03345159779117806,263,10,0.5896530151367188,0,0,4,0,0,0,0,0
0.04533071614723156,0.04908160192713038,0.0,0.15789473684210525,0.03434910317209039,0.04533071614723156,0.04908160192713038,0.0,0.15789473684210525,0.03434910317209039,273,10,0.620119571685791,0,0,11,0,0,0,0,0
0.04697206462082496,0.04969135802469136,0.0,0.15789473684210525,0.0355391602779607,0.04697206462082496,0.04969135802469136,0.0,0.15789473684210525,0.0355391602779607,283,10,0.6477110385894775,0,0,9,0,0,0,0,0
0.047726949570165704,0.04969135802469136,0.0,0.15789473684210525,0.03577072367584674,0.047726949570165704,0.04969135802469136,0.0,0.15789473684210525,0.03577072367584674,293,10,0.6734318733215332,0,0,7,0,0,0,0,0
0.05001295608284873,0.05,0.0,0.17567567567567569,0.038034994185848686,0.05001295608284873,0.05,0.0,0.17567567567567569,0.038034994185848686,303,10,0.7009272575378418,0,0,8,0,0,0,0,0
0.050906647662456186,0.050957481337228175,0.0,0.17567567567567569,0.03839105240594473,0.050906647662456186,0.050957481337228175,0.0,0.17567567567567569,0.03839105240594473,313,10,0.7219867706298828,0,0,4,0,0,0,0,0
0.05274654139152669,0.05194805194805195,0.0,0.17567567567567569,0.03970078898907263,0.05274654139152669,0.05194805194805195,0.0,0.17567567567567569,0.03970078898907263,323,10,0.749025821685791,0,0,5,0,0,0,0,0
0.0545125269180827,0.05194805194805195,0.0,0.17567567567567569,0.04106673880652251,0.0545125269180827,0.05194805194805195,0.0,0.17567567567567569,0.04106673880652251,333,10,0.7742459774017334,0,0,6,0,0,0,0,0
0.05676928612937525,0.05263157894736842,0.0,0.22077922077922077,0.043506327020961966,0.05676928612937525,0.05263157894736842,0.0,0.22077922077922077,0.043506327020961966,343,10,0.7972993850708008,0,0,2,0,0,0,0,0
0.057986131835617634,0.05263157894736842,0.0,0.22077922077922077,0.04395707589889267,0.057986131835617634,0.05263157894736842,0.0,0.22077922077922077,0.04395707589889267,353,10,0.8184125423431396,0,0,0,0,0,0,0,0
0.059925786289872475,0.05333333333333334,0.0,0.22077922077922077,0.045120550135926696,0.059925786289872475,0.05333333333333334,0.0,0.22077922077922077,0.045120550135926696,363,10,0.8431112766265869,0,0,6,0,0,0,0,0
0.06150015930642165,0.05333333333333334,0.0,0.22077922077922077,0.04601956488817733,0.06150015930642165,0.05333333333333334,0.0,0.22077922077922077,0.04601956488817733,373,10,0.8690242767333984,0,0,1,0,0,0,0,0
0.06320923249413316,0.05405405405405406,0.0,0.22077922077922077,0.04711774881883733,0.06320923249413316,0.05405405405405406,0.0,0.22077922077922077,0.04711774881883733,383,10,0.8940906524658203,0,0,1,0,0,0,0,0
0.06487839433293625,0.05405405405405406,0.0,0.22077922077922077,0.048093690753841886,0.06487839433293625,0.05405405405405406,0.0,0.22077922077922077,0.048093690753841886,393,10,0.9169902801513672,0,0,1,0,0,0,0,0
0.0664941596920213,0.05405405405405406,0.0,0.22077922077922077,0.04886101492738137,0.0664941596920213,0.05405405405405406,0.0,0.22077922077922077,0.04886101492738137,403,10,0.9435884952545166,0,0,5,0,0,0,0,0
0.06814648822528459,0.0547945205479452,0.0,0.22077922077922077,0.049833410849060476,0.06814648822528459,0.0547945205479452,0.0,0.22077922077922077,0.049833410849060476,413,10,0.968433141708374,0,0,2,0,0,0,0,0
0.0695910195473203,0.0547945205479452,0.0,0.22077922077922077,0.05046679435213897,0.0695910195473203,0.0547945205479452,0.0,0.22077922077922077,0.05046679435213897,423,10,0.9962887763977051,0,0,1,0,0,0,0,0
0.07160642874754623,0.0547945205479452,0.0,0.22077922077922077,0.05174981054750516,0.07160642874754623,0.0547945205479452,0.0,0.22077922077922077,0.05174981054750516,433,10,1.0237548351287842,0,0,2,0,0,0,0,0
0.07351251601870482,0.05555555555555555,0.0,0.22077922077922077,0.05299095514859917,0.07351251601870482,0.05555555555555555,0.0,0.22077922077922077,0.05299095514859917,443,10,1.053072452545166,0,0,3,0,0,0,0,0
0.07462604735273802,0.05555555555555555,0.0,0.22077922077922077,0.05328233119451039,0.07462604735273802,0.05555555555555555,0.0,0.22077922077922077,0.05328233119451039,453,10,1.0789592266082764,0,0,5,0,0,0,0,0
0.07548445453714496,0.056338028169014086,0.0,0.22077922077922077,0.053463491557474874,0.07548445453714496,0.056338028169014086,0.0,0.22077922077922077,0.053463491557474874,463,10,1.1120307445526123,0,0,9,0,0,0,0,0
0.07629482152550732,0.05674044265593561,0.0,0.22077922077922077,0.053704045184538717,0.07629482152550732,0.05674044265593561,0.0,0.22077922077922077,0.053704045184538717,473,10,1.1343481540679932,0,0,3,0,0,0,0,0
