rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_mean,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_med,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_min,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_max,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00032711029052734375,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.001077413558959961,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.002961397171020508,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.005502939224243164,0,0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0.008346319198608398,0,0,2,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0.012716293334960938,0,0,17,0,0,0,0,0
0.00468384074941452,0.0,0.0,0.03278688524590164,0.01147301987252074,0.00468384074941452,0.0,0.0,0.03278688524590164,0.01147301987252074,6,2,0.01816082000732422,0,0,15,0,0,0,0,0
0.0073096302604499334,0.0,0.0,0.047619047619047616,0.015825226984681792,0.0073096302604499334,0.0,0.0,0.047619047619047616,0.015825226984681792,10,4,0.025440692901611328,0,0,19,0,0,0,0,0
0.007875477080971856,0.0,0.0,0.047619047619047616,0.015504139178960263,0.007875477080971856,0.0,0.0,0.047619047619047616,0.015504139178960263,13,3,0.03399157524108887,0,0,18,0,0,0,0,0
0.008195327609902707,0.0,0.0,0.047619047619047616,0.016260432760326796,0.008195327609902707,0.0,0.0,0.047619047619047616,0.016260432760326796,18,5,0.051149606704711914,0,0,62,0,0,0,0,0
