step,error
0,C (Mutation error)
0,No more individual to be mutated
0,No replacement occured
1,C (Mutation error)
1,No more individual to be mutated
1,No replacement occured
2,No more individual to be mutated
3,C (Mutation error)
3,No more individual to be mutated
4,C=C (Mutation error)
4,No more individual to be mutated
5, (Mutation error)
5,C (Mutation error)
5,No more individual to be mutated
6, (Mutation error)
6,CCC (Mutation error)
6,CC (Mutation error)
6,C (Mutation error)
6,No more individual to be mutated
7,C=C (Mutation error)
7,C#C (Mutation error)
7, (Mutation error)
7,CCC (Mutation error)
7,CC (Mutation error)
7,C (Mutation error)
7,No more individual to be mutated
8,C#CC=C (Mutation error)
8,C=C (Mutation error)
8,CC(C)C (Mutation error)
8,CC (Mutation error)
8, (Mutation error)
8,C1=CC1 (Mutation error)
8,CC1=CC1 (Mutation error)
8,C#C (Mutation error)
8,C#CC (Mutation error)
8,C (Mutation error)
8,No more individual to be mutated
9,C=CC (Mutation error)
9,C=C (Mutation error)
9,CC=CC (Mutation error)
9,CC (Mutation error)
9, (Mutation error)
9,CC(C)C (Mutation error)
9,C#C (Mutation error)
9,CCCC (Mutation error)
9,C#CC (Mutation error)
10,C=CC (Mutation error)
10,C=CC(C)C (Mutation error)
10,C=C (Mutation error)
10,CC=CC (Mutation error)
10,C#CC (Mutation error)
10,C#C (Mutation error)
10,CC1C=C1 (Mutation error)
10,C1#CC1 (Mutation error)
10, (Mutation error)
10,CCC (Mutation error)
10,CC (Mutation error)
10,CC#CC (Mutation error)
10,CC1=CC1 (Mutation error)
11,C=CC (Mutation error)
11,C=C(C)C (Mutation error)
11,C=CCC (Mutation error)
11,C=CCCC (Mutation error)
11,C=C (Mutation error)
11,C=C=C=C (Mutation error)
11, (Mutation error)
11,C1#CC1 (Mutation error)
11,C#C (Mutation error)
11,CCC1C#C1 (Mutation error)
11,C#CC (Mutation error)
11,CCC (Mutation error)
11,CCCC (Mutation error)
11,CC (Mutation error)
11,CC1=CC1 (Mutation error)
11,C1=CC1 (Mutation error)
11,CC#CC(C)CC (Mutation error)
12,C#CC=C (Mutation error)
12,C=C (Mutation error)
12,CC=CC (Mutation error)
12,C=C=CCC (Mutation error)
12,CC=CCC (Mutation error)
13,C=CC (Mutation error)
13,C=C(C)C (Mutation error)
13,C#CC=C (Mutation error)
13,C=CCC (Mutation error)
13,C=CC(C)C (Mutation error)
13,C=C (Mutation error)
13,C=C=C (Mutation error)
13,C=C=CC (Mutation error)
13,C=C=C=C (Mutation error)
13,CC=CC (Mutation error)
14,C=CC=C (Mutation error)
14,C=CC (Mutation error)
14,C=C(C)C (Mutation error)
14,C#CC=C (Mutation error)
14,C=CCC (Mutation error)
14,C=CCCCC (Mutation error)
14,C=CC(CC)CC (Mutation error)
14,C=C (Mutation error)
14,C=C=C (Mutation error)
14,CC=CC (Mutation error)
15,C=CC=C (Mutation error)
15,C=CC (Mutation error)
15,C=C(C)C (Mutation error)
15,C=CCC (Mutation error)
15,C=C(C)CC (Mutation error)
15,C=CCCC (Mutation error)
15,C=CCCCC (Mutation error)
16,C=CC=C (Mutation error)
16,C=CC (Mutation error)
16,C#CC=C (Mutation error)
16,C=CCC (Mutation error)
16,C=CC(C)C (Mutation error)
16,C=C(C)CC (Mutation error)
16,C#CCC=C (Mutation error)
16,C=CC#CC (Mutation error)
17,C=CC=C (Mutation error)
17,C=CC (Mutation error)
17,C=C(C)C (Mutation error)
17,C#CC=C (Mutation error)
18,C=CC=C (Mutation error)
18,C=CCC=C (Mutation error)
18,C=CCC=CC (Mutation error)
18,C=CC (Mutation error)
18,C=C(C)C (Mutation error)
19,C=CC(=C)C (Mutation error)
19,C=CCC=C (Mutation error)
19,C=C=CC=C (Mutation error)
20,C=CC(=C)C (Mutation error)
20,C=CC=C (Mutation error)
20,C=CCC=C (Mutation error)
20,C=CC=C(C)C (Mutation error)
20,C=C(C)C=CC (Mutation error)
20,C=CC=CC (Mutation error)
21,C=CC(=C)C (Mutation error)
21,C=CC=C (Mutation error)
21,C=CC(C)=C(CC)CCC (Mutation error)
21,C=C=CC=C (Mutation error)
21,C=C(C)C=CC (Mutation error)
21,C=CC=C(C)CCC (Mutation error)
22,C=CC(=C)C (Mutation error)
22,C=CC=C (Mutation error)
22,C=CCC(=C)C (Mutation error)
22,C=CC(C)=C(C)C (Mutation error)
22,C=CC(=CC)CC (Mutation error)
