smiles,n_success_mut,n_failures_mut,rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,total,obj_computation_time,history_data
CC=c1cccc2cccc3c4cccc5cccc(c24)c5c13,3,236,0.7534246575342466,0.7534246575342466,0.0005905628204345703,C
c1cc2c3cccc4cccc5c(c1)c4c1cccc2c1c35,5,332,0.7746478873239436,0.7746478873239436,0.000667572021484375,
C=Cc1cccc2c3cccc4cccc5cccc(c(ccc1C)c43)c52,6,43,0.7375,0.7375,0.0007419586181640625,
Cc1c(C)c2c3cccc4cccc5c6cccc(cccc(c14)c52)c63,0,28,0.7215189873417721,0.7215189873417721,0.0008563995361328125,
c1cc2cccc3c4cccc5c(=C6C7C8=C7C86)c2c4cccc(c1)c53,0,14,0.7215189873417721,0.7215189873417721,0.0007610321044921875,
CC(C)=Cc1cccc2c3cccc4cccc5cccc(c(ccc1)c43)c52,0,2,0.7317073170731707,0.7317073170731707,0.000766754150390625,
c1cccc2c3cccc4cccc5cccc(c(c#1)c43)c52,0,44,0.726027397260274,0.726027397260274,0.0006449222564697266,
c1ccc2c3cccc4c(c1)cc1cccc5cccc(c52)c4c13,1,10,0.7142857142857143,0.7142857142857143,0.0007257461547851562,
CCc1cccc2c3cccc4cccc5cccc(c(c1)c43)c52,2,163,0.7945205479452054,0.7945205479452054,0.0006422996520996094,
Cc1cccc2cccc3c4cccc5cccc(c24)c5c3c1C,6,156,0.7333333333333333,0.7333333333333333,0.0006186962127685547,
C=CCc1c2cccc3cccc4c(ccc2)c3c2ccccc2c14,5,243,0.7402597402597403,0.7402597402597403,0.0006539821624755859,
CC(C)c1cccc2cccc3cccc4c5ccccc(c(cc1)c34)c25,0,8,0.7160493827160493,0.7160493827160493,0.0007147789001464844,
C=C(C)c1ccc2c3cccc4cccc5cccc(c(cccc1C)c43)c52,0,6,0.7195121951219512,0.7195121951219512,0.0007498264312744141,
Cc1cc2c3cccc4cccc5c6cccc(cccc(c14)c52)c63,3,52,0.7631578947368421,0.7631578947368421,0.0008151531219482422,
CC1C=C1c1c2cccc3cccc4c(ccc2)c3c2ccccc2c14,14,207,0.7215189873417721,0.7215189873417721,0.0007405281066894531,
CC(=C1C#C1)c1cccc2c3cccc4cccc5cccc(c(c1)c43)c52,0,1,0.7160493827160493,0.7160493827160493,0.0008122920989990234,
Cc1cc2c3cccc4c1c1c2cccc2cccc(c1ccc3)c24,2,49,0.7402597402597403,0.7402597402597403,0.0008151531219482422,
C=CC(=C)c1c2cccc3cccc4cccc1c3c1ccccc1c42,1,26,0.7215189873417721,0.7215189873417721,0.0006339550018310547,
c1cc2c3c(c4c(c1)cccc4cccc1c4cccc3c14)C2,2,212,0.72,0.72,0.0006110668182373047,
C1=C2CC1C2c1cccc2c3cccc4cccc5cccc(c(c1)c43)c52,0,19,0.7160493827160493,0.7160493827160493,0.0008146762847900391,
CC=Cc1c2cccc3cccc4cccc1c3c1ccccc1c42,5,93,0.7402597402597403,0.7402597402597403,0.0005898475646972656,
C=c1c2cccc3c4c5cccc6cccc(cccc5c6c23)c14,2,204,0.7466666666666667,0.7466666666666667,0.0007021427154541016,
c1cc2ccc3cc4c5cccc6c(cccc(c1)c4c36)c25,0,99,0.75,0.75,0.0006182193756103516,
C#CC(C)=Cc1cccc2c3cccc4cccc5cccc(c(c1)c43)c52,0,20,0.7160493827160493,0.7160493827160493,0.0007588863372802734,
CC(C1=C=C1)c1cccc2c3cccc4cccc5cccc(c(c1)c43)c52,2,34,0.7160493827160493,0.7160493827160493,0.0007565021514892578,
Cc1ccc2cccc3c4cccc1c3c1cccc1c24,1,8,0.7183098591549296,0.7183098591549296,0.0005309581756591797,
CC(C)c1cccc2cccc3c4cccc5cccc(c24)c5c3c1,1,73,0.7272727272727273,0.7272727272727273,0.0006349086761474609,
c1cc2cccc3c4ccc5c6cccc4cccc(c(c1)c26)c35,1,61,0.7837837837837838,0.7837837837837838,0.0008447170257568359,
Cc1c#ccccc2c3cccc4cccc5cccc(c(c1)c43)c52,0,26,0.717948717948718,0.717948717948718,0.0006864070892333984,
c1ccc2cccc3c4cccc5cccc(c5cc1)c2c43,8,161,0.7746478873239436,0.7746478873239436,0.0005214214324951172,
CC=c1c2cccc3c4c5cccc6cccc4c(ccc5)c(c16)c23,2,81,0.7402597402597403,0.7402597402597403,0.0006570816040039062,
C=Cc1cc(C)cccc2c3cccc4cccc5cccc(c(c1)c43)c52,0,1,0.7160493827160493,0.7160493827160493,0.0007171630859375,
CC=CCc1cccc2c(c1)c1c3cccc4cccc1c(ccc3)c42,0,6,0.7341772151898734,0.7341772151898734,0.0007214546203613281,
CC(C)=C(C)c1cccc2c3cccc4cccc5cccc(c(ccc1)c43)c52,0,1,0.7142857142857143,0.7142857142857143,0.0007679462432861328,
C=C(C)C=Cc1cccc2c3cccc4cccc5cccc(c(c1)c43)c52,0,27,0.7160493827160493,0.7160493827160493,0.0007574558258056641,
c1cc2cc3c4ccc5c6cccc(c1)c4c6cccc2c53,1,269,0.726027397260274,0.726027397260274,0.0006620883941650391,
C=CC#Cc1cccc2c3cccc4cccc5cccc(c(c1)c43)c52,4,82,0.7341772151898734,0.7341772151898734,0.0007097721099853516,
Cc1c2cccc1c1c(c2)c2c3cccc4cccc2c(ccc3)c41,2,99,0.717948717948718,0.717948717948718,0.0006513595581054688,
C#Cc1cc2c3c4cccc1c1cccc5cccc(c3ccc4)c2c51,0,35,0.7341772151898734,0.7341772151898734,0.0007441043853759766,
