rediscovery_c1ccc(-c2ccccc2)cc1_mean,rediscovery_c1ccc(-c2ccccc2)cc1_med,rediscovery_c1ccc(-c2ccccc2)cc1_min,rediscovery_c1ccc(-c2ccccc2)cc1_max,rediscovery_c1ccc(-c2ccccc2)cc1_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0002510547637939453,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0005421638488769531,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.002115964889526367,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.003848552703857422,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.006807088851928711,0,0,7,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0.01035618782043457,0,0,4,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,0.01630091667175293,0,0,16,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,0.025695085525512695,0,0,31,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,3,0.03603553771972656,0,0,37,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,3,0.04454231262207031,0,0,18,0,0,0,0,0
0.0018115942028985507,0.0,0.0,0.043478260869565216,0.008688100585711449,0.0018115942028985507,0.0,0.0,0.043478260869565216,0.008688100585711449,23,7,0.05983114242553711,0,0,32,0,0,0,0,0
0.0024792525705934544,0.0,0.0,0.043478260869565216,0.009922262709205293,0.0024792525705934544,0.0,0.0,0.043478260869565216,0.009922262709205293,33,10,0.07881426811218262,0,0,47,0,0,0,0,0
0.0048096032235856005,0.0,0.0,0.046511627906976744,0.013456846231818753,0.0048096032235856005,0.0,0.0,0.046511627906976744,0.013456846231818753,43,10,0.09990072250366211,0,0,38,0,0,0,0,0
0.0072991978484451435,0.0,0.0,0.04878048780487805,0.016392354561397652,0.0072991978484451435,0.0,0.0,0.04878048780487805,0.016392354561397652,53,10,0.12171578407287598,0,0,49,0,0,0,0,0
0.010676173639024853,0.0,0.0,0.04878048780487805,0.018585493767290597,0.010676173639024853,0.0,0.0,0.04878048780487805,0.018585493767290597,63,10,0.13799262046813965,0,0,11,0,0,0,0,0
0.014132940277693025,0.0,0.0,0.08163265306122448,0.02099786021477516,0.014132940277693025,0.0,0.0,0.08163265306122448,0.02099786021477516,73,10,0.1555006504058838,0,0,19,0,0,0,0,0
0.016604458187445426,0.0,0.0,0.08163265306122448,0.021747575274972744,0.016604458187445426,0.0,0.0,0.08163265306122448,0.021747575274972744,83,10,0.16870498657226562,0,0,12,0,0,0,0,0
0.018351348995239256,0.0,0.0,0.08163265306122448,0.022595542709907337,0.018351348995239256,0.0,0.0,0.08163265306122448,0.022595542709907337,93,10,0.18762588500976562,0,0,29,0,0,0,0,0
0.020048023347347906,0.0,0.0,0.0851063829787234,0.02363094867388209,0.020048023347347906,0.0,0.0,0.0851063829787234,0.02363094867388209,103,10,0.20472097396850586,0,0,21,0,0,0,0,0
0.022566629876673558,0.0,0.0,0.0851063829787234,0.024805226838349997,0.022566629876673558,0.0,0.0,0.0851063829787234,0.024805226838349997,113,10,0.22558283805847168,0,0,23,0,0,0,0,0
0.024435746555724336,0.036062378167641324,0.0,0.09090909090909091,0.025954636569111504,0.024435746555724336,0.036062378167641324,0.0,0.09090909090909091,0.025954636569111504,123,10,0.24841904640197754,0,0,38,0,0,0,0,0
0.027237719656013692,0.03774928774928775,0.0,0.09302325581395349,0.027873162344368235,0.027237719656013692,0.03774928774928775,0.0,0.09302325581395349,0.027873162344368235,133,10,0.26985692977905273,0,0,28,0,0,0,0,0
0.029790753418552036,0.0392156862745098,0.0,0.0975609756097561,0.02892288894310085,0.029790753418552036,0.0392156862745098,0.0,0.0975609756097561,0.02892288894310085,143,10,0.2838099002838135,0,0,6,0,0,0,0,0
0.030816996564218123,0.0392156862745098,0.0,0.0975609756097561,0.02909846866371086,0.030816996564218123,0.0392156862745098,0.0,0.0975609756097561,0.02909846866371086,153,10,0.30019068717956543,0,0,5,0,0,0,0,0
0.03211735716816068,0.0392156862745098,0.0,0.0975609756097561,0.02924759617303936,0.03211735716816068,0.0392156862745098,0.0,0.0975609756097561,0.02924759617303936,163,10,0.31593823432922363,0,0,7,0,0,0,0,0
0.03332095075465111,0.0392156862745098,0.0,0.0975609756097561,0.029652117684331694,0.03332095075465111,0.0392156862745098,0.0,0.0975609756097561,0.029652117684331694,173,10,0.33268141746520996,0,0,8,0,0,0,0,0
0.0347665825042158,0.04,0.0,0.0975609756097561,0.030069636672823002,0.0347665825042158,0.04,0.0,0.0975609756097561,0.030069636672823002,183,10,0.353334903717041,0,0,16,0,0,0,0,0
0.03614703371270172,0.04,0.0,0.0975609756097561,0.03074525210245599,0.03614703371270172,0.04,0.0,0.0975609756097561,0.03074525210245599,193,10,0.3689711093902588,0,0,5,0,0,0,0,0
0.0374901340462131,0.04081632653061224,0.0,0.0975609756097561,0.031049850233542852,0.0374901340462131,0.04081632653061224,0.0,0.0975609756097561,0.031049850233542852,203,10,0.39327239990234375,0,0,21,0,0,0,0,0
0.038005030343026616,0.04081632653061224,0.0,0.0975609756097561,0.031005999842068477,0.038005030343026616,0.04081632653061224,0.0,0.0975609756097561,0.031005999842068477,213,10,0.4125862121582031,0,0,7,0,0,0,0,0
0.039000846267454974,0.04081632653061224,0.0,0.0975609756097561,0.031086166253765826,0.039000846267454974,0.04081632653061224,0.0,0.0975609756097561,0.031086166253765826,223,10,0.43264317512512207,0,0,12,0,0,0,0,0
0.0400029782850852,0.04124149659863945,0.0,0.0975609756097561,0.03092642609651394,0.0400029782850852,0.04124149659863945,0.0,0.0975609756097561,0.03092642609651394,233,10,0.45729756355285645,0,0,27,0,0,0,0,0
0.04148421462184747,0.041666666666666664,0.0,0.3170731707317073,0.035402001821919805,0.04148421462184747,0.041666666666666664,0.0,0.3170731707317073,0.035402001821919805,243,10,0.4860517978668213,0,0,26,0,0,0,0,0
0.04232191596808202,0.041666666666666664,0.0,0.3170731707317073,0.03513580081226645,0.04232191596808202,0.041666666666666664,0.0,0.3170731707317073,0.03513580081226645,253,10,0.5080506801605225,0,0,16,0,0,0,0,0
0.042449004613541765,0.041666666666666664,0.0,0.3170731707317073,0.03507576698120412,0.042449004613541765,0.041666666666666664,0.0,0.3170731707317073,0.03507576698120412,263,10,0.5366630554199219,0,0,32,0,0,0,0,0
0.043239320955138,0.0425531914893617,0.0,0.3170731707317073,0.03478806371076336,0.043239320955138,0.0425531914893617,0.0,0.3170731707317073,0.03478806371076336,273,10,0.5660440921783447,0,0,29,0,0,0,0,0
0.0437981259212025,0.0425531914893617,0.0,0.3170731707317073,0.035311004985919416,0.0437981259212025,0.0425531914893617,0.0,0.3170731707317073,0.035311004985919416,283,10,0.588447093963623,0,0,21,0,0,0,0,0
0.04416110424670786,0.043478260869565216,0.0,0.3170731707317073,0.035012126110110856,0.04416110424670786,0.043478260869565216,0.0,0.3170731707317073,0.035012126110110856,293,10,0.6113021373748779,0,0,17,0,0,0,0,0
0.044750332693756,0.043478260869565216,0.0,0.3170731707317073,0.034754026499263256,0.044750332693756,0.043478260869565216,0.0,0.3170731707317073,0.034754026499263256,303,10,0.6342864036560059,0,0,21,0,0,0,0,0
0.04506974585986644,0.043478260869565216,0.0,0.3170731707317073,0.03470612094629443,0.04506974585986644,0.043478260869565216,0.0,0.3170731707317073,0.03470612094629443,313,10,0.6547853946685791,0,0,12,0,0,0,0,0
0.045243525424499956,0.043478260869565216,0.0,0.3170731707317073,0.03465225541232346,0.045243525424499956,0.043478260869565216,0.0,0.3170731707317073,0.03465225541232346,323,10,0.6819093227386475,0,0,28,0,0,0,0,0
0.04647039826815096,0.044444444444444446,0.0,0.3170731707317073,0.03598585994395295,0.04647039826815096,0.044444444444444446,0.0,0.3170731707317073,0.03598585994395295,333,10,0.7090451717376709,0,0,23,0,0,0,0,0
0.04749721042213076,0.046511627906976744,0.0,0.3170731707317073,0.03622019807884791,0.04749721042213076,0.046511627906976744,0.0,0.3170731707317073,0.03622019807884791,343,10,0.7281935214996338,0,0,9,0,0,0,0,0
0.048055376241704445,0.046511627906976744,0.0,0.3170731707317073,0.03672326157936477,0.048055376241704445,0.046511627906976744,0.0,0.3170731707317073,0.03672326157936477,353,10,0.7564995288848877,0,0,36,0,0,0,0,0
0.04897333294133592,0.046511627906976744,0.0,0.3170731707317073,0.037037100884564654,0.04897333294133592,0.046511627906976744,0.0,0.3170731707317073,0.037037100884564654,363,10,0.7755091190338135,0,0,13,0,0,0,0,0
0.04933608906773639,0.046511627906976744,0.0,0.3170731707317073,0.0370788151141009,0.04933608906773639,0.046511627906976744,0.0,0.3170731707317073,0.0370788151141009,373,10,0.7933487892150879,0,0,7,0,0,0,0,0
0.049655470123337264,0.046511627906976744,0.0,0.3170731707317073,0.037112295200262976,0.049655470123337264,0.046511627906976744,0.0,0.3170731707317073,0.037112295200262976,383,10,0.8152871131896973,0,0,14,0,0,0,0,0
0.04984954756396137,0.046511627906976744,0.0,0.3170731707317073,0.03699300245057311,0.04984954756396137,0.046511627906976744,0.0,0.3170731707317073,0.03699300245057311,393,10,0.8420934677124023,0,0,22,0,0,0,0,0
0.050475490534778726,0.04878048780487805,0.0,0.3170731707317073,0.03695416606760947,0.050475490534778726,0.04878048780487805,0.0,0.3170731707317073,0.03695416606760947,403,10,0.8595404624938965,0,0,6,0,0,0,0,0
0.051085004619883315,0.05128579777907656,0.0,0.3170731707317073,0.03704816431322833,0.051085004619883315,0.05128579777907656,0.0,0.3170731707317073,0.03704816431322833,413,10,0.8807628154754639,0,0,8,0,0,0,0,0
0.051503828502784704,0.05357142857142857,0.0,0.3170731707317073,0.03697595282480268,0.051503828502784704,0.05357142857142857,0.0,0.3170731707317073,0.03697595282480268,423,10,0.8979904651641846,0,0,9,0,0,0,0,0
0.05187054399855534,0.05357142857142857,0.0,0.3170731707317073,0.03687814229354285,0.05187054399855534,0.05357142857142857,0.0,0.3170731707317073,0.03687814229354285,433,10,0.9179844856262207,0,0,7,0,0,0,0,0
0.05245091272648705,0.05357142857142857,0.0,0.3170731707317073,0.03699651272539279,0.05245091272648705,0.05357142857142857,0.0,0.3170731707317073,0.03699651272539279,443,10,0.9349706172943115,0,0,3,0,0,0,0,0
0.05269758147984315,0.05357142857142857,0.0,0.3170731707317073,0.036894983543410385,0.05269758147984315,0.05357142857142857,0.0,0.3170731707317073,0.036894983543410385,453,10,0.9542689323425293,0,0,5,0,0,0,0,0
0.05278361436160651,0.05454545454545454,0.0,0.3170731707317073,0.03684855703145225,0.05278361436160651,0.05454545454545454,0.0,0.3170731707317073,0.03684855703145225,463,10,0.9774913787841797,0,0,13,0,0,0,0,0
0.053535457697503216,0.05555555555555555,0.0,0.3170731707317073,0.03721187262948221,0.053535457697503216,0.05555555555555555,0.0,0.3170731707317073,0.03721187262948221,473,10,0.9963231086730957,0,0,2,0,0,0,0,0
0.05405119859572319,0.05555555555555555,0.0,0.3170731707317073,0.03724759670016162,0.05405119859572319,0.05555555555555555,0.0,0.3170731707317073,0.03724759670016162,483,10,1.016366958618164,0,0,8,0,0,0,0,0
0.054677694216206926,0.05660377358490566,0.0,0.3170731707317073,0.03807118867485131,0.054677694216206926,0.05660377358490566,0.0,0.3170731707317073,0.03807118867485131,493,10,1.03556227684021,0,0,8,0,0,0,0,0
0.055492495225600444,0.05660377358490566,0.0,0.3170731707317073,0.03989430708085731,0.055492495225600444,0.05660377358490566,0.0,0.3170731707317073,0.03989430708085731,503,10,1.0566682815551758,0,0,7,0,0,0,0,0
0.05591090498896437,0.05660377358490566,0.0,0.3170731707317073,0.03991895195458861,0.05591090498896437,0.05660377358490566,0.0,0.3170731707317073,0.03991895195458861,513,10,1.0784270763397217,0,0,12,0,0,0,0,0
0.05679811158809389,0.05660377358490566,0.0,0.3170731707317073,0.04195914613666437,0.05679811158809389,0.05660377358490566,0.0,0.3170731707317073,0.04195914613666437,523,10,1.1005680561065674,0,0,7,0,0,0,0,0
0.05736647704526318,0.057692307692307696,0.0,0.3170731707317073,0.04227023042057723,0.05736647704526318,0.057692307692307696,0.0,0.3170731707317073,0.04227023042057723,533,10,1.1263177394866943,0,0,12,0,0,0,0,0
0.058065711039882,0.057692307692307696,0.0,0.3170731707317073,0.042859728494758755,0.058065711039882,0.057692307692307696,0.0,0.3170731707317073,0.042859728494758755,543,10,1.1477017402648926,0,0,10,0,0,0,0,0
0.0599605462972354,0.057692307692307696,0.0,0.3333333333333333,0.04700428811814937,0.0599605462972354,0.057692307692307696,0.0,0.3333333333333333,0.04700428811814937,553,10,1.17018723487854,0,0,10,0,0,0,0,0
0.06055946098793237,0.058823529411764705,0.0,0.3333333333333333,0.047349122713551565,0.06055946098793237,0.058823529411764705,0.0,0.3333333333333333,0.047349122713551565,563,10,1.1924562454223633,0,0,12,0,0,0,0,0
0.06117892389030213,0.058823529411764705,0.0,0.3333333333333333,0.04747998814252977,0.06117892389030213,0.058823529411764705,0.0,0.3333333333333333,0.04747998814252977,573,10,1.2135412693023682,0,0,10,0,0,0,0,0
0.061549069650342014,0.05941176470588235,0.0,0.3333333333333333,0.04760894316416887,0.061549069650342014,0.05941176470588235,0.0,0.3333333333333333,0.04760894316416887,583,10,1.2319960594177246,0,0,4,0,0,0,0,0
0.06288878478994409,0.0603030303030303,0.0,0.3333333333333333,0.049619710435892875,0.06288878478994409,0.0603030303030303,0.0,0.3333333333333333,0.049619710435892875,593,10,1.2506098747253418,0,0,4,0,0,0,0,0
0.06307439455782299,0.061224489795918366,0.0,0.3333333333333333,0.04955485525901471,0.06307439455782299,0.061224489795918366,0.0,0.3333333333333333,0.04955485525901471,603,10,1.2757329940795898,0,0,13,0,0,0,0,0
0.06357529548624945,0.06201923076923077,0.0,0.3333333333333333,0.0499224054303039,0.06357529548624945,0.06201923076923077,0.0,0.3333333333333333,0.0499224054303039,613,10,1.2976231575012207,0,0,9,0,0,0,0,0
0.0642433718048672,0.0625,0.0,0.3333333333333333,0.05085183408682886,0.0642433718048672,0.0625,0.0,0.3333333333333333,0.05085183408682886,623,10,1.3175733089447021,0,0,11,0,0,0,0,0
0.06523340146730854,0.0625,0.0,0.3333333333333333,0.051532113727368656,0.06523340146730854,0.0625,0.0,0.3333333333333333,0.051532113727368656,633,10,1.3380157947540283,0,0,5,0,0,0,0,0
0.06546007758634352,0.06299603174603174,0.0,0.3333333333333333,0.05158662643202996,0.06546007758634352,0.06299603174603174,0.0,0.3333333333333333,0.05158662643202996,643,10,1.361609697341919,0,0,20,0,0,0,0,0
0.06663026404244986,0.0641729581331503,0.0,0.3333333333333333,0.05316014181772263,0.06663026404244986,0.0641729581331503,0.0,0.3333333333333333,0.05316014181772263,653,10,1.3833544254302979,0,0,6,0,0,0,0,0
0.06728692602118792,0.06486676016830295,0.0,0.3333333333333333,0.054138126935580407,0.06728692602118792,0.06486676016830295,0.0,0.3333333333333333,0.054138126935580407,663,10,1.408599615097046,0,0,7,0,0,0,0,0
0.06735643624526479,0.06539558089807555,0.0,0.3333333333333333,0.054257193875600636,0.06735643624526479,0.06539558089807555,0.0,0.3333333333333333,0.054257193875600636,673,10,1.4288465976715088,0,0,6,0,0,0,0,0
0.06797502111362042,0.06557377049180328,0.0,0.35,0.05520064752923143,0.06797502111362042,0.06557377049180328,0.0,0.35,0.05520064752923143,683,10,1.4474797248840332,0,0,6,0,0,0,0,0
0.06800482222618336,0.06557377049180328,0.0,0.35,0.05531083875058076,0.06800482222618336,0.06557377049180328,0.0,0.35,0.05531083875058076,693,10,1.474311113357544,0,0,9,0,0,0,0,0
0.0690816063140113,0.06557377049180328,0.0,0.35,0.05715442315351214,0.0690816063140113,0.06557377049180328,0.0,0.35,0.05715442315351214,703,10,1.5018999576568604,0,0,19,0,0,0,0,0
0.0697801902084225,0.06666666666666667,0.0,0.35,0.05795312861704819,0.0697801902084225,0.06666666666666667,0.0,0.35,0.05795312861704819,713,10,1.5328686237335205,0,0,25,0,0,0,0,0
0.07040326680827158,0.06666666666666667,0.0,0.35,0.05915944258634261,0.07040326680827158,0.06666666666666667,0.0,0.35,0.05915944258634261,723,10,1.5666425228118896,0,0,36,0,0,0,0,0
0.07094864763828769,0.06666666666666667,0.0,0.4222222222222222,0.0609105954901906,0.07094864763828769,0.06666666666666667,0.0,0.4222222222222222,0.0609105954901906,733,10,1.597449541091919,0,0,26,0,0,0,0,0
0.07116739791342813,0.06666666666666667,0.0,0.4222222222222222,0.06122394868402231,0.07116739791342813,0.06666666666666667,0.0,0.4222222222222222,0.06122394868402231,743,10,1.6263256072998047,0,0,21,0,0,0,0,0
0.07186864294832912,0.06666666666666667,0.0,0.4222222222222222,0.062300359353457145,0.07186864294832912,0.06666666666666667,0.0,0.4222222222222222,0.062300359353457145,753,10,1.65183687210083,0,0,14,0,0,0,0,0
