smiles,n_success_mut,n_failures_mut,rediscovery_c1ccccc1,total,obj_computation_time,history_data
C,2,8,0.0,0.0,4.887580871582031e-05,C
CC,3,9,0.0,0.0,4.649162292480469e-05,
CCC,2,7,0.0,0.0,5.7220458984375e-05,
C#C,1,8,0.0,0.0,4.482269287109375e-05,
,0,9,0.0,0.0,1.4543533325195312e-05,
C=C,1,5,0.0,0.0,4.6253204345703125e-05,
CC(C)C,3,3,0.0,0.0,6.508827209472656e-05,
CCC(C)C,4,1,0.0,0.0,8.153915405273438e-05,
C=CCC,2,3,0.0,0.0,6.031990051269531e-05,
C#CC,2,4,0.0,0.0,5.459785461425781e-05,
CCCC,1,5,0.0,0.0,6.175041198730469e-05,
CCCCC,2,3,0.0,0.0,7.748603820800781e-05,
CCCC(C)C,3,2,0.0,0.0,8.749961853027344e-05,
CCC1=CC1,3,3,0.03333333333333333,0.03333333333333333,9.775161743164062e-05,
CCCCCC,2,2,0.0,0.0,8.511543273925781e-05,
C1#CCC1,2,1,0.0,0.0,8.0108642578125e-05,
C=CCCC,1,2,0.0,0.0,7.390975952148438e-05,
CC1=CC1C,6,1,0.03571428571428571,0.03571428571428571,9.369850158691406e-05,
CCC1=CC1C,4,0,0.03125,0.03125,0.00010347366333007812,
CCC(C)CC,1,1,0.0,0.0,8.535385131835938e-05,
C=CC,1,0,0.0,0.0,5.4836273193359375e-05,
C1=CC1,3,19,0.08695652173913043,0.08695652173913043,6.532669067382812e-05,
CCC=C(C)C,1,0,0.0,0.0,8.869171142578125e-05,
CC1C#CC1,1,0,0.0,0.0,8.58306884765625e-05,
C1=CC=1,2,19,0.08695652173913043,0.08695652173913043,6.985664367675781e-05,
CC1=CC(C)C1,3,0,0.03125,0.03125,0.00010085105895996094,
CCC1=CC1(C)C,1,1,0.029411764705882353,0.029411764705882353,0.00011205673217773438,
CCC1C#CC1,0,0,0.0,0.0,9.846687316894531e-05,
C=C(C)C,0,0,0.0,0.0,6.556510925292969e-05,
CC1C=C1,7,10,0.08,0.08,7.772445678710938e-05,
CC=C(C)CCC,0,0,0.0,0.0,9.989738464355469e-05,
CCCC(C)CC,0,0,0.0,0.0,9.393692016601562e-05,
C1=CCC1,5,12,0.08,0.08,8.106231689453125e-05,
CC=CC,0,1,0.0,0.0,6.365776062011719e-05,
CC1=CC1,3,2,0.038461538461538464,0.038461538461538464,7.677078247070312e-05,
C1=CCCC=1,5,7,0.06451612903225806,0.06451612903225806,8.869171142578125e-05,
CC=CCC,0,0,0.0,0.0,7.605552673339844e-05,
C1CC2=C1C2,0,0,0.0,0.0,0.0001277923583984375,
CC1C=CC1C,9,2,0.06451612903225806,0.06451612903225806,0.0001068115234375,
CCC1=CC1CC,0,1,0.027777777777777776,0.027777777777777776,0.00010776519775390625,
C=C(C)C(C)C,0,0,0.0,0.0,9.083747863769531e-05,
CCC=CCC,0,0,0.0,0.0,8.749961853027344e-05,
CCCCC(C)C,0,0,0.0,0.0,9.369850158691406e-05,
CCC(CC)CC,0,0,0.0,0.0,9.584426879882812e-05,
CC1=CCC1,2,0,0.034482758620689655,0.034482758620689655,8.96453857421875e-05,
C1CC1,0,0,0.0,0.0,6.175041198730469e-05,
