rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_mean,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_med,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_min,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_max,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00030922889709472656,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0006651878356933594,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0029523372650146484,0,0,5,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.005122661590576172,0,0,6,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.006947755813598633,0,0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.009581565856933594,0,0,9,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.011789798736572266,0,0,4,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.013813972473144531,0,0,2,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.016077756881713867,0,0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.01846933364868164,0,0,3,0,0,0,0,0
0.00468384074941452,0.0,0.0,0.03278688524590164,0.011473019872520742,0.00468384074941452,0.0,0.0,0.03278688524590164,0.011473019872520742,6,2,0.023247718811035156,0,0,12,0,0,0,0,0
0.0036429872495446266,0.0,0.0,0.03278688524590164,0.01030392395171654,0.0036429872495446266,0.0,0.0,0.03278688524590164,0.01030392395171654,8,2,0.03120565414428711,0,0,29,0,0,0,0,0
0.0065201192250372575,0.0,0.0,0.045454545454545456,0.014806958077490844,0.0065201192250372575,0.0,0.0,0.045454545454545456,0.014806958077490844,11,3,0.0387270450592041,0,0,26,0,0,0,0,0
0.004890089418777943,0.0,0.0,0.045454545454545456,0.013130327381269282,0.004890089418777943,0.0,0.0,0.045454545454545456,0.013130327381269282,15,4,0.04839015007019043,0,0,22,0,0,0,0,0
0.007387360309250377,0.0,0.0,0.047619047619047616,0.01575686731818309,0.007387360309250377,0.0,0.0,0.047619047619047616,0.01575686731818309,24,9,0.06169843673706055,0,0,48,0,0,0,0,0
0.009024366825716874,0.0,0.0,0.047619047619047616,0.017287908416490593,0.009024366825716874,0.0,0.0,0.047619047619047616,0.017287908416490593,34,10,0.08119535446166992,0,0,36,0,0,0,0,0
0.009812602769208362,0.0,0.0,0.047619047619047616,0.017796023706151014,0.009812602769208362,0.0,0.0,0.047619047619047616,0.017796023706151014,44,10,0.09990501403808594,0,0,44,0,0,0,0,0
0.011660360575769938,0.0,0.0,0.047619047619047616,0.01869673998069509,0.011660360575769938,0.0,0.0,0.047619047619047616,0.01869673998069509,54,10,0.11919879913330078,0,0,35,0,0,0,0,0
0.014389838356893949,0.0,0.0,0.08955223880597014,0.02080042980037442,0.014389838356893949,0.0,0.0,0.08955223880597014,0.02080042980037442,64,10,0.13332176208496094,0,0,14,0,0,0,0,0
0.016214851800500252,0.0,0.0,0.08955223880597014,0.020829569951197037,0.016214851800500252,0.0,0.0,0.08955223880597014,0.020829569951197037,74,10,0.14730596542358398,0,0,18,0,0,0,0,0
