smiles,n_success_mut,n_failures_mut,rediscovery_c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51,total,obj_computation_time,history_data
C=C=C=c1c2ccc3ccc(cc2)c2c3c3c4ccc(cc4)c4c1c3c42,2,524,0.7341772151898734,0.7341772151898734,0.0010411739349365234,C
C(=C1CC1)=c1c2c3ccc4ccc(cc3)c3c2c2ccc(cc2)c1c43,1,262,0.7631578947368421,0.7631578947368421,0.0009570121765136719,
CC(C)=CC=c1c2c3ccc4ccc(cc3)c3c1c1ccc(cc1)c3c42,3,260,0.7435897435897436,0.7435897435897436,0.0008423328399658203,
C#CC=c1c2c3ccc4ccc(cc3)c3c4c4c5ccc(cc5)c1c3c24,2,392,0.7341772151898734,0.7341772151898734,0.0007874965667724609,
CC1=C(C=c2c3c4c5ccc6ccc(cc5)c5c3c3ccc(cc3)c4c2c65)C1,4,433,0.7317073170731707,0.7317073170731707,0.0008628368377685547,
C(=C=c1c2c3ccc4ccc(cc3)c3c2c2ccc(cc2)c1c43)=C1C#C1,2,220,0.7341772151898734,0.7341772151898734,0.0010116100311279297,
CC=C=c1c2c3ccc4ccc(cc3)c3c1c1ccc(cc1)c3c42,0,262,0.7945205479452054,0.7945205479452054,0.0007977485656738281,
c1cc2c1ccc1c3c4ccc5ccc6ccc(cc4)c(c52)c1c63,9,718,0.7368421052631579,0.7368421052631579,0.0006740093231201172,
CC1(C)CC1=c1c2c3ccc4ccc(cc3)c3c2c2ccc(cc2)c1c43,9,290,0.7532467532467533,0.7532467532467533,0.001049041748046875,
CC=C=C=c1c2c3ccc4ccc(cc3)c3c1c1ccc(cc1)c3c42,1,235,0.7631578947368421,0.7631578947368421,0.0008032321929931641,
c1cc2ccc3c(c1C3)c1c3ccc(cc3)c3c4c5ccc(cc5)c1c3c24,5,666,0.7407407407407407,0.7407407407407407,0.0009891986846923828,
c1cc2ccc3ccc1c1c4c(=C5C6CC5C6)c5c1c1ccc(cc1)c4c3c25,3,455,0.7317073170731707,0.7317073170731707,0.0008997917175292969,
C=C1C(=c2c3c4ccc5ccc(cc4)c4c3c3ccc(cc3)c2c54)C1(C)C,0,255,0.7341772151898734,0.7341772151898734,0.0010409355163574219,
CC1(C=c2c3c4ccc5ccc(cc4)c4c2c2ccc(cc2)c4c53)C#C1,5,326,0.7435897435897436,0.7435897435897436,0.0008764266967773438,
CC1=CC(=c2c3c4ccc5ccc(cc4)c4c2c2ccc(cc2)c4c53)C1,0,264,0.7435897435897436,0.7435897435897436,0.0008831024169921875,
C=c1c2c3c4ccc5ccc(cc4)c3c3c4ccc(cc4)c4c1c3c4c52,1,423,0.7792207792207793,0.7792207792207793,0.0008885860443115234,
CC#Cc1c(C)c2c3c4ccc5ccc(cc4)c4c2c2ccc(cc2)c3c1c54,3,437,0.7317073170731707,0.7317073170731707,0.0007960796356201172,
CCc1c(CC)c2c3c4ccc(cc4)c4c1c3c1ccc3ccc(cc1)c4c32,2,458,0.7317073170731707,0.7317073170731707,0.0007944107055664062,
C1=CC2C(=c3c4c5ccc6ccc(cc5)c5c3c3ccc(cc3)c5c64)C12,0,255,0.7341772151898734,0.7341772151898734,0.0008971691131591797,
C(=c1c2c3ccc4ccc(cc3)c3c1c1ccc(cc1)c3c42)C12C3C1C32,1,200,0.7435897435897436,0.7435897435897436,0.0008752346038818359,
C1=CC1=c1c2c3ccc4ccc(cc3)c3c4c4c5ccc(cc5)c1c3c24,2,483,0.7341772151898734,0.7341772151898734,0.0008633136749267578,
CC1=C(C)C1=c1c2c3ccc4ccc(cc3)c3c2c2ccc(cc2)c1c43,1,260,0.7532467532467533,0.7532467532467533,0.0010344982147216797,
CC1CCC1=c1c2c3ccc4ccc(cc3)c3c2c2ccc(cc2)c1c43,2,272,0.7341772151898734,0.7341772151898734,0.0010213851928710938,
C=C(C)C(C)=c1c2c3ccc4ccc(cc3)c3c1c1ccc(cc1)c3c42,4,265,0.7532467532467533,0.7532467532467533,0.0007803440093994141,
CC(C1=C=C1)=c1c2c3ccc4ccc(cc3)c3c2c2ccc(cc2)c1c43,0,243,0.7435897435897436,0.7435897435897436,0.0010230541229248047,
C=C1C=C1C=c1c2c3ccc4ccc(cc3)c3c1c1ccc(cc1)c3c42,1,201,0.7435897435897436,0.7435897435897436,0.0008652210235595703,
c1cc2ccc3ccc1c1c(=C4C5CCC45)c4c5ccc(cc5)c(c21)c34,2,252,0.7341772151898734,0.7341772151898734,0.0008547306060791016,
CC1=C2C(=c3c4c5c6ccc7ccc(cc6)c6c4c4ccc(cc4)c5c3c76)C12,4,434,0.7317073170731707,0.7317073170731707,0.0008716583251953125,
C(=C=c1c2c3ccc4ccc(cc3)c3c2c2ccc(cc2)c1c43)=C1CC1,1,215,0.7341772151898734,0.7341772151898734,0.0010013580322265625,
C=C=CC=c1c2c3ccc4ccc(cc3)c3c2c2ccc(cc2)c1c43,2,266,0.7631578947368421,0.7631578947368421,0.0009682178497314453,
C#CCC=c1c2c3c4ccc5ccc(cc4)c4c2c2ccc(cc2)c3c1c54,2,488,0.75,0.75,0.0008199214935302734,
c1cc2ccc3ccc1c1c4ccc4c4c5c6ccc(cc6)c(c21)c4c35,4,734,0.7468354430379747,0.7468354430379747,0.0011463165283203125,
CC1=C(C=c2c3c4ccc5ccc(cc4)c4c2c2ccc(cc2)c4c53)C1,1,298,0.7435897435897436,0.7435897435897436,0.0008838176727294922,
CC1=C=C1C=c1c2c3ccc4ccc(cc3)c3c2c2ccc(cc2)c1c43,1,250,0.7435897435897436,0.7435897435897436,0.001008749008178711,
c1cc2ccc3ccc1c1c4c(=C5C6CC56)c5c1c1ccc(cc1)c4c3c25,6,505,0.75,0.75,0.0008664131164550781,
c1cc2ccc3ccc1c(=C1CC1)c2c1c2ccc(cc2)c2c3c12,1,643,0.7702702702702703,0.7702702702702703,0.0007650852203369141,
C(=CC1CC1)=c1c2c3ccc4ccc(cc3)c3c1c1ccc(cc1)c3c42,2,245,0.7341772151898734,0.7341772151898734,0.0008900165557861328,
C1=C(C=c2c3c4c5ccc6ccc(cc5)c5c3c3ccc(cc3)c4c2c65)C1,2,491,0.75,0.75,0.0008513927459716797,
Cc1c2c(C)c3c4c5ccc(cc5)c5c6c7ccc(ccc(cc7)c4c35)c6c12,6,738,0.7317073170731707,0.7317073170731707,0.0011281967163085938,
CC1(C=c2c3c4c5ccc6ccc(cc5)c5c3c3ccc(cc3)c4c2c65)C#C1,0,400,0.7317073170731707,0.7317073170731707,0.000759124755859375,
c1cc2ccc3ccc1c1c4c5c(c6c1c1ccc(cc1)c4c3c26)C5,2,526,0.8,0.8,0.0008404254913330078,
C=C=c1c(=C=C)c2c3c4ccc(cc4)c4c1c3c1ccc3ccc(cc1)c4c32,2,270,0.7317073170731707,0.7317073170731707,0.0008175373077392578,
CC(=c1c2c3ccc4ccc(cc3)c3c2c2ccc(cc2)c1c43)C1C=C1,2,268,0.7435897435897436,0.7435897435897436,0.0010085105895996094,
CC1C(=c2c3c4c5ccc6ccc(cc5)c5c3c3ccc(cc3)c4c2c65)C1C,5,508,0.7407407407407407,0.7407407407407407,0.0008511543273925781,
CC(C)=C=c1c2c3ccc4ccc(cc3)c3c1c1ccc(cc1)c3c42,2,266,0.7733333333333333,0.7733333333333333,0.0008058547973632812,
c1cc2ccc3ccc1c1c4c5c(c6c7c8ccc(cc8)c(c31)c6c7c24)C5,2,680,0.7407407407407407,0.7407407407407407,0.0010292530059814453,
CC=CC(C)=c1c2c3ccc4ccc(cc3)c3c1c1ccc(cc1)c3c42,1,268,0.7435897435897436,0.7435897435897436,0.0007801055908203125,
C=C=c1c2c1c1c3ccc(cc3)c3c4c5ccc6ccc(cc5)c4c1c3c62,3,317,0.75,0.75,0.0008664131164550781,
C=Cc1cc2c3c4ccc5ccc(cc4)c4c2c2ccc(cc2)c3c1c54,3,463,0.7341772151898734,0.7341772151898734,0.0007579326629638672,
C=C(C)C=c1c2c3ccc(cc3)c3c1c2c1ccc2ccc(cc1)c23,2,299,0.75,0.75,0.0007669925689697266,
C=C1CC1=c1c2c3ccc4ccc(cc3)c3c2c2ccc(cc2)c1c43,1,273,0.7733333333333333,0.7733333333333333,0.0009946823120117188,
C1=CC(C=c2c3c4ccc5ccc(cc4)c4c2c2ccc(cc2)c4c53)C=1,0,232,0.7341772151898734,0.7341772151898734,0.0009021759033203125,
