rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54_mean,rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54_med,rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54_min,rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54_max,rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00025653839111328125,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.000675201416015625,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.002450704574584961,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.004580497741699219,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0.009449005126953125,0,0,35,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0.013849496841430664,0,0,15,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,0.020795106887817383,0,0,12,0,0,0,0,0
0.006603888956830133,0.0,0.0,0.058823529411764705,0.01669573934772337,0.006603888956830133,0.0,0.0,0.058823529411764705,0.01669573934772337,12,4,0.029294967651367188,0,0,16,0,0,0,0,0
0.010648895555598071,0.0,0.0,0.058823529411764705,0.01635510073372539,0.010648895555598071,0.0,0.0,0.058823529411764705,0.01635510073372539,20,8,0.040582895278930664,0,0,12,0,0,0,0,0
0.011873231752367956,0.0,0.0,0.058823529411764705,0.017043600384452774,0.011873231752367956,0.0,0.0,0.058823529411764705,0.017043600384452774,29,9,0.05726504325866699,0,0,44,0,0,0,0,0
0.013552319981318405,0.0,0.0,0.058823529411764705,0.016241725055179488,0.013552319981318405,0.0,0.0,0.058823529411764705,0.016241725055179488,39,10,0.07306480407714844,0,0,24,0,0,0,0,0
0.01620211644382272,0.024691358024691357,0.0,0.058823529411764705,0.017277419512720472,0.01620211644382272,0.024691358024691357,0.0,0.058823529411764705,0.017277419512720472,49,10,0.08708453178405762,0,0,7,0,0,0,0,0
0.018455977516021557,0.025478740668614087,0.0,0.058823529411764705,0.01759578735729991,0.018455977516021557,0.025478740668614087,0.0,0.058823529411764705,0.01759578735729991,59,10,0.10042214393615723,0,0,7,0,0,0,0,0
0.02004563078978252,0.02564102564102564,0.0,0.058823529411764705,0.01876929973363632,0.02004563078978252,0.02564102564102564,0.0,0.058823529411764705,0.01876929973363632,69,10,0.11414813995361328,0,0,7,0,0,0,0,0
0.02251963089278331,0.025974025974025976,0.0,0.06153846153846154,0.019821990528009505,0.02251963089278331,0.025974025974025976,0.0,0.06153846153846154,0.019821990528009505,79,10,0.12625837326049805,0,0,2,0,0,0,0,0
0.023222654648498507,0.025974025974025976,0.0,0.06153846153846154,0.019714736182622747,0.023222654648498507,0.025974025974025976,0.0,0.06153846153846154,0.019714736182622747,89,10,0.13829922676086426,0,0,4,0,0,0,0,0
0.024821131026464344,0.02631578947368421,0.0,0.06153846153846154,0.019671964265151987,0.024821131026464344,0.02631578947368421,0.0,0.06153846153846154,0.019671964265151987,99,10,0.15209746360778809,0,0,8,0,0,0,0,0
0.026884100084421342,0.02666666666666667,0.0,0.07894736842105263,0.020441504521786762,0.026884100084421342,0.02666666666666667,0.0,0.07894736842105263,0.020441504521786762,109,10,0.16695928573608398,0,0,6,0,0,0,0,0
0.027692211698837024,0.02666666666666667,0.0,0.07894736842105263,0.020666788652138467,0.027692211698837024,0.02666666666666667,0.0,0.07894736842105263,0.020666788652138467,119,10,0.1791393756866455,0,0,5,0,0,0,0,0
0.029105917794065957,0.02702702702702703,0.0,0.07894736842105263,0.020764196969010346,0.029105917794065957,0.02702702702702703,0.0,0.07894736842105263,0.020764196969010346,129,10,0.19208765029907227,0,0,4,0,0,0,0,0
0.029959263200997656,0.0273972602739726,0.0,0.07894736842105263,0.021095840607517857,0.029959263200997656,0.0273972602739726,0.0,0.07894736842105263,0.021095840607517857,139,10,0.20700860023498535,0,0,9,0,0,0,0,0
0.029840746417881623,0.0273972602739726,0.0,0.07894736842105263,0.02146455005373394,0.029840746417881623,0.0273972602739726,0.0,0.07894736842105263,0.02146455005373394,149,10,0.22324156761169434,0,0,7,0,0,0,0,0
0.03081349386807517,0.0273972602739726,0.0,0.07894736842105263,0.021551351008668566,0.03081349386807517,0.0273972602739726,0.0,0.07894736842105263,0.021551351008668566,159,10,0.23853826522827148,0,0,6,0,0,0,0,0
0.031247050537498117,0.0273972602739726,0.0,0.08536585365853659,0.0216820992741422,0.031247050537498117,0.0273972602739726,0.0,0.08536585365853659,0.0216820992741422,169,10,0.2536606788635254,0,0,7,0,0,0,0,0
0.03182997696836024,0.0273972602739726,0.0,0.08536585365853659,0.021674623347147697,0.03182997696836024,0.0273972602739726,0.0,0.08536585365853659,0.021674623347147697,179,10,0.2689533233642578,0,0,4,0,0,0,0,0
