smiles,n_success_mut,n_failures_mut,rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,total,obj_computation_time,history_data
c1ccc2c3ccccc4c5cccc(c1)c2c4c3ccc5,3,141,0.726027397260274,0.726027397260274,0.0005805492401123047,C
c1ccc2cccc3c4cc5cccc4c2c3cccc5c1,7,255,0.726027397260274,0.726027397260274,0.0005910396575927734,
Cc1cc2c3cccc4c5cccc6cccc(cccc1c5c63)c24,10,371,0.7631578947368421,0.7631578947368421,0.0006768703460693359,
CC(C)=c1c2c3cccc4cccc5c2cccc2c(ccc3)c4c5c12,2,262,0.7435897435897436,0.7435897435897436,0.0007305145263671875,
C#CC=c1c2cccc3cccc4c5cccc(c(ccc2)c35)c14,1,66,0.7945205479452054,0.7945205479452054,0.0007219314575195312,
c1cc2cccc3c4cc5c6cccc(c7cccc(c1)c6c(c4)c37)c25,2,210,0.7468354430379747,0.7468354430379747,0.0008749961853027344,
c1cc2cccc3c4c(cccc5c(c1)c2c53)ccc1cc14,0,316,0.726027397260274,0.726027397260274,0.0005748271942138672,
C(=CC1CC1)=c1c2cccc3cccc4c5cccc(c(ccc2)c35)c14,0,24,0.7341772151898734,0.7341772151898734,0.0007569789886474609,
CC1C=CC1=c1c2cccc3cccc4c5cccc(c(ccc2)c35)c14,0,57,0.7341772151898734,0.7341772151898734,0.0007481575012207031,
c1cc2ccc2c2c(c1)cccc1c3cccc4cccc2c1c43,2,326,0.7368421052631579,0.7368421052631579,0.0006456375122070312,
C=c1c2c3c4cccc5cccc6c7cccc(c(ccc4)c57)c(c1C2)c63,5,134,0.7283950617283951,0.7283950617283951,0.000789642333984375,
Cc1c2cccc3c1c2cccc1c2ccccc(ccc2)c13,1,157,0.7297297297297297,0.7297297297297297,0.0005896091461181641,
C1=C2CC(=c3c4cccc5cccc6c7cccc(c(ccc4)c57)c36)C=12,2,58,0.725,0.725,0.0007870197296142578,
C#Cc1cccc2cccc3cc4c5cccc(c(ccc1)c35)c24,1,199,0.7466666666666667,0.7466666666666667,0.0006880760192871094,
CCc1c2cccc3c(C)c4cccc5cccc(cccc3c52)c14,1,51,0.7272727272727273,0.7272727272727273,0.0006697177886962891,
C=C(C)C=c1c2cccc3cccc4c5cccc(c(ccc2)c45)c13,8,191,0.75,0.75,0.0006468296051025391,
