smiles,n_success_mut,n_failures_mut,rediscovery_c1ccccc1,total,obj_computation_time,history_data
C,2,7,0.0,0.0,5.245208740234375e-05,C
CC,2,8,0.0,0.0,4.267692565917969e-05,
C#C,4,5,0.0,0.0,4.76837158203125e-05,
CCC,3,4,0.0,0.0,5.650520324707031e-05,
,0,7,0.0,0.0,1.4066696166992188e-05,
CCCCC,4,2,0.0,0.0,8.630752563476562e-05,
CCCC,4,2,0.0,0.0,6.175041198730469e-05,
C=C,1,5,0.0,0.0,4.1961669921875e-05,
CCCC(C)C,3,2,0.0,0.0,9.226799011230469e-05,
CCCCCC,4,2,0.0,0.0,8.368492126464844e-05,
CC(C)C,3,3,0.0,0.0,6.151199340820312e-05,
CC1CC1,2,3,0.0,0.0,7.915496826171875e-05,
CC=CC,1,4,0.0,0.0,6.389617919921875e-05,
C=CCC,1,4,0.0,0.0,6.246566772460938e-05,
CC#CCC,4,2,0.0,0.0,7.224082946777344e-05,
C1=CC1,2,16,0.08695652173913043,0.08695652173913043,6.461143493652344e-05,
C#CC,2,4,0.0,0.0,4.9114227294921875e-05,
C1CC1,2,4,0.0,0.0,6.556510925292969e-05,
C1=CCCC1,5,6,0.06451612903225806,0.06451612903225806,9.107589721679688e-05,
CCC(C)C,1,4,0.0,0.0,7.343292236328125e-05,
CCC(C)CC,3,2,0.0,0.0,8.177757263183594e-05,
CCC(C)(C)C,4,1,0.0,0.0,8.535385131835938e-05,
CC1CC1C,4,0,0.0,0.0,8.630752563476562e-05,
C=CC,1,2,0.0,0.0,5.53131103515625e-05,
CCC1CC1,2,0,0.0,0.0,8.630752563476562e-05,
CCCCCCCC,0,0,0.0,0.0,0.00011372566223144531,
C1#CCCC1,0,0,0.0,0.0,9.5367431640625e-05,
CC1CCC1,0,0,0.0,0.0,8.606910705566406e-05,
C=CCCC,0,0,0.0,0.0,7.43865966796875e-05,
CC#CC,0,1,0.0,0.0,6.580352783203125e-05,
C1#CC1,0,1,0.0,0.0,6.461143493652344e-05,
C1CCCCC1,0,0,0.0,0.0,0.00010085105895996094,
CCC#CCC,0,0,0.0,0.0,8.440017700195312e-05,
CCC(C)C(C)C,0,0,0.0,0.0,0.00010371208190917969,
CCCCCCC,1,0,0.0,0.0,9.417533874511719e-05,
CCC1C#C1,0,1,0.0,0.0,9.107589721679688e-05,
CC=C(C)C,0,1,0.0,0.0,7.414817810058594e-05,
CCC(C)CC(C)C,0,1,0.0,0.0,0.00011086463928222656,
CCCC(C)CC,1,0,0.0,0.0,9.942054748535156e-05,
CC1CC(C)C1,1,0,0.0,0.0,9.72747802734375e-05,
CC1=CC1,4,1,0.038461538461538464,0.038461538461538464,7.486343383789062e-05,
CC1C=C1,3,7,0.08,0.08,7.62939453125e-05,
CC1C(C)C1C,0,0,0.0,0.0,0.00010323524475097656,
C1CCC1,0,0,0.0,0.0,7.081031799316406e-05,
CC#CC(C)C,0,0,0.0,0.0,0.00010347366333007812,
CCC1=C(C)C1,0,0,0.0,0.0,0.000102996826171875,
CCCCC(C)CC,0,0,0.0,0.0,0.000110626220703125,
CC1CCC1C,0,0,0.0,0.0,9.632110595703125e-05,
CCCC(C)(C)C,0,0,0.0,0.0,9.393692016601562e-05,
CCCC(C)C(C)C,0,0,0.0,0.0,0.00010561943054199219,
CCCC1=CCC1,2,1,0.027777777777777776,0.027777777777777776,0.00011038780212402344,
C1=CCC1,4,6,0.08,0.08,7.510185241699219e-05,
CC1=CC1(C)C,1,1,0.03333333333333333,0.03333333333333333,9.775161743164062e-05,
CCC1=CC(C)C1,1,1,0.02857142857142857,0.02857142857142857,0.00010728836059570312,
CCC(C)(C)CC,0,0,0.0,0.0,9.822845458984375e-05,
CC(C)C(C)C,0,0,0.0,0.0,8.559226989746094e-05,
C1C2CC12,0,0,0.0,0.0,8.296966552734375e-05,
C#CCC,0,0,0.0,0.0,5.888938903808594e-05,
C=C(C)CC,0,0,0.0,0.0,6.866455078125e-05,
C=C(C)C,0,0,0.0,0.0,6.175041198730469e-05,
CCC=CCCC,0,0,0.0,0.0,9.822845458984375e-05,
CC1C=CC1,6,2,0.07142857142857142,0.07142857142857142,8.630752563476562e-05,
CC1(C)C=C1,5,3,0.07407407407407407,0.07407407407407407,8.320808410644531e-05,
C1=CCCCC1,6,0,0.058823529411764705,0.058823529411764705,9.72747802734375e-05,
CC1=C=C1,1,1,0.038461538461538464,0.038461538461538464,7.390975952148438e-05,
CCCC1=CC(C)C1,1,0,0.02631578947368421,0.02631578947368421,0.00012373924255371094,
CC1(C)CCC1,0,0,0.0,0.0,0.00010371208190917969,
CC1=CCC1C,1,0,0.03125,0.03125,9.584426879882812e-05,
C1=C2CC12,0,1,0.038461538461538464,0.038461538461538464,8.606910705566406e-05,
CCC1CC1C,0,0,0.0,0.0,9.584426879882812e-05,
C#CC(C)C,1,0,0.0,0.0,7.343292236328125e-05,
C1=CC12CC2,5,1,0.06896551724137931,0.06896551724137931,9.822845458984375e-05,
C1=CCC=C1,12,21,0.13793103448275862,0.13793103448275862,8.988380432128906e-05,
CC1C=CC#CC1,3,0,0.05555555555555555,0.05555555555555555,0.00012135505676269531,
C=C1C#C1,0,0,0.0,0.0,7.82012939453125e-05,
CC1CCC1(C)C,0,0,0.0,0.0,0.00011038780212402344,
CC1=C=CCC1C,0,0,0.027777777777777776,0.027777777777777776,0.00011086463928222656,
CCCCC1=CC(C)C1,0,0,0.024390243902439025,0.024390243902439025,0.00013399124145507812,
CC12C=C3CC1C=C32,3,0,0.05128205128205128,0.05128205128205128,0.00015735626220703125,
CCC#CC(C)C,0,0,0.0,0.0,0.00010251998901367188,
CC1=C2CC12,0,0,0.0,0.0,9.679794311523438e-05,
CC=CCC,0,0,0.0,0.0,7.772445678710938e-05,
C1=CC=C1,7,25,0.17391304347826086,0.17391304347826086,7.843971252441406e-05,
CCC1C=C1,3,2,0.06896551724137931,0.06896551724137931,8.726119995117188e-05,
CC1=CC(C)C1,0,0,0.03125,0.03125,9.775161743164062e-05,
CC1(C)CC1,0,0,0.0,0.0,8.702278137207031e-05,
CC1=CCCC1,0,0,0.029411764705882353,0.029411764705882353,9.441375732421875e-05,
C1=C2CCC2C1,0,0,0.029411764705882353,0.029411764705882353,0.00010800361633300781,
C=C1C#CC=CC1,2,1,0.05555555555555555,0.05555555555555555,0.00011086463928222656,
CC12C=C3CCC1C=C32,1,0,0.047619047619047616,0.047619047619047616,0.0001647472381591797,
CC1=C(C)C1,0,0,0.0,0.0,8.606910705566406e-05,
CC1=CCC=C1,4,5,0.09375,0.09375,0.00010061264038085938,
CC1=CC1C,0,0,0.03571428571428571,0.03571428571428571,8.749961853027344e-05,
CC1C=CCC1C,1,1,0.05714285714285714,0.05714285714285714,0.00011610984802246094,
CCC1C=C1C,0,0,0.03125,0.03125,9.560585021972656e-05,
C1=CC2(C1)CC2,2,1,0.0625,0.0625,0.00010919570922851562,
CC1CCCC1,0,0,0.0,0.0,9.775161743164062e-05,
C#CC=CC,0,0,0.0,0.0,7.343292236328125e-05,
CC1C=CCCC1C,0,1,0.05263157894736842,0.05263157894736842,0.00013113021850585938,
CCC12C=C3CCC1C=C32,0,0,0.044444444444444446,0.044444444444444446,0.00019478797912597656,
CCC1C=CC1,1,2,0.0625,0.0625,9.584426879882812e-05,
CC1=CC=CC1,5,4,0.09375,0.09375,9.942054748535156e-05,
CCC1(C)C=C1,1,1,0.06451612903225806,0.06451612903225806,9.989738464355469e-05,
CC1(C)C=CC1,1,2,0.06666666666666667,0.06666666666666667,9.274482727050781e-05,
C1=CC2(C1)CCC2,2,0,0.05714285714285714,0.05714285714285714,0.0001227855682373047,
CC1=CC(C)CC1,0,0,0.027777777777777776,0.027777777777777776,0.00010776519775390625,
C1#CCCC=C1,1,1,0.058823529411764705,0.058823529411764705,0.000102996826171875,
CCC1C=CCC1C,0,0,0.05263157894736842,0.05263157894736842,0.00012254714965820312,
C=C1CC=CC1,1,1,0.06060606060606061,0.06060606060606061,9.751319885253906e-05,
CC#CC(C)=CCC,0,0,0.0,0.0,0.0001125335693359375,
CC1C2=CCC1CC2,0,0,0.025,0.025,0.00014543533325195312,
C1=CCC=CC1,12,17,0.125,0.125,0.00010228157043457031,
CC1=C(C)CC=C1,0,0,0.05714285714285714,0.05714285714285714,0.0001087188720703125,
CC1C#CC1,0,0,0.0,0.0,8.7738037109375e-05,
CCC1C=CC1C,0,0,0.05714285714285714,0.05714285714285714,0.00011491775512695312,
C1CC2(C1)CC2,0,0,0.0,0.0,0.00010776519775390625,
C=C1C=CC1,2,1,0.07142857142857142,0.07142857142857142,8.463859558105469e-05,
C1=CCCCCC1,0,0,0.05405405405405406,0.05405405405405406,0.00011301040649414062,
C=C(C)C#CC,0,0,0.0,0.0,8.511543273925781e-05,
C1#CC2(C1)CCC2,0,0,0.0,0.0,0.00012493133544921875,
C=C1C#CC=C(C)C1,0,0,0.02564102564102564,0.02564102564102564,0.00012135505676269531,
CC1=CC=C1,9,13,0.1111111111111111,0.1111111111111111,9.226799011230469e-05,
C1=CCCC=CC1,18,7,0.11428571428571428,0.11428571428571428,0.00011467933654785156,
C=CC(C)C,0,0,0.0,0.0,7.82012939453125e-05,
CC1C=CCC1,0,0,0.06060606060606061,0.06060606060606061,9.846687316894531e-05,
CC(C)C1C=C1,0,0,0.06451612903225806,0.06451612903225806,9.512901306152344e-05,
CC1=CC12CC2,0,0,0.03125,0.03125,0.00010013580322265625,
CCCC1(C)C=C1,0,0,0.058823529411764705,0.058823529411764705,0.00011014938354492188,
C1=CC2(CC1)CC2,0,0,0.05555555555555555,0.05555555555555555,0.00012254714965820312,
C1=CCCCCCC1,0,0,0.05,0.05,0.000125885009765625,
CCC1(C)CCC1,0,0,0.0,0.0,0.00010609626770019531,
CC1C=CCC=C1,17,10,0.11764705882352941,0.11764705882352941,0.00011444091796875,
C1=CCCCC=CC1,10,5,0.10526315789473684,0.10526315789473684,0.00012493133544921875,
CC1=CCC1,0,0,0.034482758620689655,0.034482758620689655,8.726119995117188e-05,
CC1=CCC=CC1,1,2,0.08571428571428572,0.08571428571428572,0.00011038780212402344,
C1#CC=C1,1,0,0.08,0.08,7.843971252441406e-05,
C=CC=C,0,0,0.0,0.0,6.29425048828125e-05,
CC1C#C1,0,0,0.0,0.0,7.462501525878906e-05,
CCCC1C=C1,0,0,0.0625,0.0625,9.560585021972656e-05,
C1=C2C3CC123,0,0,0.03333333333333333,0.03333333333333333,0.00010228157043457031,
CC12C=CC1=C2,7,1,0.0967741935483871,0.0967741935483871,0.0001068115234375,
C1=CC=1,0,4,0.08695652173913043,0.08695652173913043,6.699562072753906e-05,
C1=CC=CC=1,8,18,0.13793103448275862,0.13793103448275862,8.96453857421875e-05,
C=CC1=C=C1,0,0,0.03333333333333333,0.03333333333333333,8.749961853027344e-05,
C=CC(C)C=C,0,0,0.0,0.0,8.368492126464844e-05,
C1=C2CC2=C1,0,0,0.06666666666666667,0.06666666666666667,9.918212890625e-05,
CCC12C=CC1=C2,2,0,0.08571428571428572,0.08571428571428572,0.00011992454528808594,
CC1=CC=CC1C,3,1,0.08823529411764706,0.08823529411764706,0.00010776519775390625,
C1#CCC1,0,0,0.0,0.0,7.462501525878906e-05,
CC1C2=CC21,0,0,0.034482758620689655,0.034482758620689655,9.679794311523438e-05,
C=C=CC=C,0,0,0.0,0.0,7.724761962890625e-05,
CCC1=CC=C1,4,0,0.0967741935483871,0.0967741935483871,0.00010561943054199219,
CC1=C=C2C=C12,0,0,0.029411764705882353,0.029411764705882353,0.00011563301086425781,
CCC=CCC,0,0,0.0,0.0,8.845329284667969e-05,
