smiles,n_success_mut,n_failures_mut,rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,total,obj_computation_time,history_data
C=Cc1cccc2cccc3c4cccc5cccc(c53)c2c4c1,3,585,0.7466666666666667,0.7466666666666667,0.0006322860717773438,C
Cc1c2cccc3c4cccc5cccc(c6cccc(cc1C2)c36)c54,1,139,0.7341772151898734,0.7341772151898734,0.0006597042083740234,
c1cc2cccc3c2c2cccc4c3c3cccc(c1)c4c23,0,712,0.7746478873239436,0.7746478873239436,0.0005369186401367188,
c1cc2cccc3c4cccc5cccc(c6cc-2cc(c1)c36)c54,1,187,0.7368421052631579,0.7368421052631579,0.0006906986236572266,
C#Cc1cccc2cccc3c4cccc5cccc(c(ccc1)c23)c54,7,184,0.7792207792207793,0.7792207792207793,0.0006041526794433594,
Cc1cccc2cccc3c2c2cccc4cccc2c(c1)c43,1,169,0.7777777777777778,0.7777777777777778,0.0005841255187988281,
c1cc2cccc3c4cccc5c6c(cccc(c1)c53)c2c4C6,3,130,0.7671232876712328,0.7671232876712328,0.0007064342498779297,
C=Cc1cccc2c3cccc4cccc5c4c3cccc(c1)c25,3,579,0.7466666666666667,0.7466666666666667,0.0005960464477539062,
c1ccc2c3c(c1)cccc3c1ccc3c4cccc3c4c12,0,136,0.726027397260274,0.726027397260274,0.0005781650543212891,
Cc1c2cccc3cccc4cccc5c6cccc(c(ccc2)c6c13)c45,3,176,0.7283950617283951,0.7283950617283951,0.0008461475372314453,
c1cc2cccc3c(c1)c3c1c3cccc4c2cccc3c41,0,268,0.726027397260274,0.726027397260274,0.0007998943328857422,
c1cc2cc3c4c5cccc2c3c2c(cccc2c4c1)cc5,0,401,0.726027397260274,0.726027397260274,0.0006814002990722656,
c1cc2cc3cccc4c5ccc2c2cccc(c(c1)c34)c25,0,152,0.726027397260274,0.726027397260274,0.000701904296875,
C#Cc1ccc2cccc3c4cccc5cccc(c(cccc1C)c23)c54,0,169,0.7375,0.7375,0.0006453990936279297,
C1=C(Cc2cccc3cccc4c5cccc6cccc(c(c2)c34)c65)C1,1,141,0.7341772151898734,0.7341772151898734,0.0006842613220214844,
C=c1c2cccc3c4cccc5cccc6cccc3c(c16)c2c54,2,672,0.7466666666666667,0.7466666666666667,0.0006785392761230469,
CC1C=C1c1cccc2cccc3c4cccc5cccc(c(ccc1)c23)c54,0,113,0.7317073170731707,0.7317073170731707,0.0006852149963378906,
c1cc2cccc3c4cccc5cccc(c(ccc6c7c(c6c1)C7)c23)c54,0,74,0.7407407407407407,0.7407407407407407,0.0008776187896728516,
C=c1c2cccc1c1c(=C)c3cccc4cccc(c1ccc2)c43,3,140,0.7567567567567568,0.7567567567567568,0.0005815029144287109,
c1cc2cc3c(c1)c1c4cccc2c2c(ccc4)c2ccc31,2,611,0.75,0.75,0.0007593631744384766,
c1cc2cccc3c4cccc5c3c3ccc(c1)c5c(c3)c24,0,142,0.75,0.75,0.0006158351898193359,
CCC(C)c1cccc2cccc3c4cccc5cccc(c(ccc1)c23)c54,2,180,0.7317073170731707,0.7317073170731707,0.0006527900695800781,
C=CCCc1cccc2cccc3c4cccc5cccc(c(c1)c23)c54,0,144,0.7341772151898734,0.7341772151898734,0.0006132125854492188,
Cc1cc2c3cccc2c2c(ccc3)c3cccc4cccc(c12)c43,0,131,0.7402597402597403,0.7402597402597403,0.0006890296936035156,
