step,error
0,C (Mutation error)
0,No more individual to be mutated
0,No replacement occured
1,No more individual to be mutated
2,No more individual to be mutated
3, (Mutation error)
3,CC (Mutation error)
3,No more individual to be mutated
4,CCC (Mutation error)
4, (Mutation error)
4,CCCC (Mutation error)
4,CC (Mutation error)
4,C (Mutation error)
4,No more individual to be mutated
5,CCC (Mutation error)
5,CCCCC (Mutation error)
5, (Mutation error)
5,CCCC (Mutation error)
5,C (Mutation error)
5,No more individual to be mutated
6,C=CC (Mutation error)
6,CCC (Mutation error)
6, (Mutation error)
6,CCCC (Mutation error)
6,C (Mutation error)
6,No more individual to be mutated
7,C=CC (Mutation error)
7,C=C (Mutation error)
7, (Mutation error)
7,CC (Mutation error)
7,C (Mutation error)
7,No more individual to be mutated
8,C=C (Mutation error)
8,CC1CC1 (Mutation error)
8,CC(C)C (Mutation error)
8,CC (Mutation error)
8, (Mutation error)
8,CCCCC (Mutation error)
8,CCC (Mutation error)
8,CC1C2=CC21 (Mutation error)
8,CCC1CC1 (Mutation error)
9,C=C(C)CC (Mutation error)
9,CCCC (Mutation error)
9, (Mutation error)
9,CCCCC (Mutation error)
9,CCC (Mutation error)
9,CCC(C)C (Mutation error)
10,C=CC (Mutation error)
10,C=CCC (Mutation error)
10,C=C (Mutation error)
10,CC=CC (Mutation error)
10,CC=C=CC (Mutation error)
10,CC(C)C (Mutation error)
10,CC(C)(C)C (Mutation error)
10,CC1C2=CC21 (Mutation error)
10,CC1=CC=C1 (Mutation error)
10,CCC (Mutation error)
10,CCCCC (Mutation error)
10, (Mutation error)
10,CCCC (Mutation error)
10,CC (Mutation error)
11,C=CC (Mutation error)
11,C=CC(C)CC (Mutation error)
11,C=C (Mutation error)
11,CC=C=CC (Mutation error)
11,C=C(C)C (Mutation error)
11,CC(C)(C)C (Mutation error)
12,C=CC (Mutation error)
12,C=CC(C)CC (Mutation error)
12,C=C (Mutation error)
12,CC=CC (Mutation error)
12,CC=CCC (Mutation error)
12,CC1C2=CC21 (Mutation error)
12,CC1CC1 (Mutation error)
12,C#CC(C)C (Mutation error)
13,C=CC=C (Mutation error)
13,C=CC(C)CC (Mutation error)
13,C=C (Mutation error)
13,CC=CC (Mutation error)
14,C=CC=CC (Mutation error)
14,C=CC (Mutation error)
14,C=CCC (Mutation error)
14,C=CC(C)C (Mutation error)
14,C=CCCCC (Mutation error)
14,C=C (Mutation error)
14,C=C=C (Mutation error)
14,CC=CCC (Mutation error)
14,CC=C=CC (Mutation error)
14,CCC=CCC (Mutation error)
14,C=C=CCCC (Mutation error)
15,C=CCC=C (Mutation error)
15,C=CC (Mutation error)
15,C=CCC (Mutation error)
15,C=CC(C)(C)C (Mutation error)
15,C=C (Mutation error)
15,C=C=C (Mutation error)
15,C=C=CC (Mutation error)
15,CC=CC (Mutation error)
15,CC=CCC (Mutation error)
16,C=CC=C (Mutation error)
16,C=CCC=C (Mutation error)
16,C=CCC(=C)C (Mutation error)
16,C=CC (Mutation error)
16,C=CCC (Mutation error)
16,C=CCCC (Mutation error)
16,C=CCCCC (Mutation error)
16,C=CCCCCC (Mutation error)
16,C=C (Mutation error)
16,C=C=C (Mutation error)
16,C=C=CC (Mutation error)
16,C=C=C=C (Mutation error)
16,CC=CC (Mutation error)
16,C=C=C=CC (Mutation error)
16,CC=CCC (Mutation error)
17,C=CC=C (Mutation error)
17,C=CC=CCC (Mutation error)
17,C=CC (Mutation error)
17,C=CCC (Mutation error)
17,C=CC(C)C (Mutation error)
17,C=CCCC (Mutation error)
17,C=CC(C)CC (Mutation error)
18,C=CC=C (Mutation error)
18,C=CC(=C)C (Mutation error)
18,C=CCC(=C)C (Mutation error)
18,C=CC(=C)CC (Mutation error)
18,C=CCC (Mutation error)
18,C=CC(C)C (Mutation error)
18,C=CC(C)(C)C (Mutation error)
19,C=CC=C (Mutation error)
19,C=C=CC=C (Mutation error)
19,C=CC=C(C)C (Mutation error)
19,C=CC(=C)C (Mutation error)
19,C=CC (Mutation error)
19,C=CCC (Mutation error)
19,C=CC(C)C (Mutation error)
19,C=CCCC (Mutation error)
20,C=CC=C (Mutation error)
20,C=CCC=C (Mutation error)
20,C=CC(C)C=C (Mutation error)
20,C=CC=C(C)CC (Mutation error)
20,C=CC=C(C)CCC (Mutation error)
20,C=CC(=C)C (Mutation error)
21,C=CC=C (Mutation error)
