rediscovery_C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C_mean,rediscovery_C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C_med,rediscovery_C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C_min,rediscovery_C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C_max,rediscovery_C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0002582073211669922,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0006794929504394531,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.002563953399658203,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.004822969436645508,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0.010027408599853516,0,0,35,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0.01473689079284668,0,0,15,0,0,0,0,0
0.0045662100456621,0.0,0.0,0.0410958904109589,0.012915192350439223,0.0045662100456621,0.0,0.0,0.0410958904109589,0.012915192350439223,8,2,0.022139310836791992,0,0,12,0,0,0,0,0
0.0053280695765743034,0.0,0.0,0.0410958904109589,0.012750014578562051,0.0053280695765743034,0.0,0.0,0.0410958904109589,0.012750014578562051,12,4,0.031293392181396484,0,0,16,0,0,0,0,0
0.0032983287854983787,0.0,0.0,0.0410958904109589,0.01035996675587723,0.0032983287854983787,0.0,0.0,0.0410958904109589,0.01035996675587723,20,8,0.043550729751586914,0,0,20,0,0,0,0,0
0.0034754493699836104,0.0,0.0,0.0410958904109589,0.009736569559570784,0.0034754493699836104,0.0,0.0,0.0410958904109589,0.009736569559570784,30,10,0.06036782264709473,0,0,28,0,0,0,0,0
0.004192779822066088,0.0,0.0,0.0410958904109589,0.010775248270161795,0.004192779822066088,0.0,0.0,0.0410958904109589,0.010775248270161795,40,10,0.08276557922363281,0,0,56,0,0,0,0,0
0.0043426735597133555,0.0,0.0,0.0410958904109589,0.010870406399433336,0.0043426735597133555,0.0,0.0,0.0410958904109589,0.010870406399433336,50,10,0.10696673393249512,0,0,35,0,0,0,0,0
0.006174490164692835,0.0,0.0,0.10666666666666667,0.016800176766331543,0.006174490164692835,0.0,0.0,0.10666666666666667,0.016800176766331543,60,10,0.12514543533325195,0,0,23,0,0,0,0,0
0.008590955199870826,0.0,0.0,0.11267605633802817,0.020843075926260793,0.008590955199870826,0.0,0.0,0.11267605633802817,0.020843075926260793,70,10,0.14920258522033691,0,0,44,0,0,0,0,0
0.010623641607554623,0.0,0.0,0.11267605633802817,0.02171768952694402,0.010623641607554623,0.0,0.0,0.11267605633802817,0.02171768952694402,80,10,0.16611361503601074,0,0,24,0,0,0,0,0
0.0111853580154861,0.0,0.0,0.11267605633802817,0.02126651350826464,0.0111853580154861,0.0,0.0,0.11267605633802817,0.02126651350826464,90,10,0.18784546852111816,0,0,22,0,0,0,0,0
0.013095489346361452,0.0,0.0,0.11267605633802817,0.022600626069884194,0.013095489346361452,0.0,0.0,0.11267605633802817,0.022600626069884194,100,10,0.2095654010772705,0,0,36,0,0,0,0,0
0.014924110565425005,0.0,0.0,0.11267605633802817,0.023320328966425784,0.014924110565425005,0.0,0.0,0.11267605633802817,0.023320328966425784,110,10,0.23246550559997559,0,0,32,0,0,0,0,0
0.0156921359469529,0.0,0.0,0.11267605633802817,0.023407253258535175,0.0156921359469529,0.0,0.0,0.11267605633802817,0.023407253258535175,120,10,0.25189685821533203,0,0,21,0,0,0,0,0
0.016814239440778613,0.0,0.0,0.11267605633802817,0.024258371245830655,0.016814239440778613,0.0,0.0,0.11267605633802817,0.024258371245830655,130,10,0.28029894828796387,0,0,10,0,0,0,0,0
0.018524999710703906,0.0,0.0,0.11267605633802817,0.024992465933607638,0.018524999710703906,0.0,0.0,0.11267605633802817,0.024992465933607638,140,10,0.29531002044677734,0,0,8,0,0,0,0,0
0.019898843910072333,0.011904761904761904,0.0,0.11267605633802817,0.02503690287040037,0.019898843910072333,0.011904761904761904,0.0,0.11267605633802817,0.02503690287040037,150,10,0.3096425533294678,0,0,4,0,0,0,0,0
0.022501340371851686,0.012195121951219513,0.0,0.22857142857142856,0.030274850048102857,0.022501340371851686,0.012195121951219513,0.0,0.22857142857142856,0.030274850048102857,160,10,0.32451701164245605,0,0,17,0,0,0,0,0
0.023605477004758537,0.0125,0.0,0.22857142857142856,0.030067400869174497,0.023605477004758537,0.0125,0.0,0.22857142857142856,0.030067400869174497,170,10,0.34358668327331543,0,0,10,0,0,0,0,0
0.023813908612088507,0.012987012987012988,0.0,0.22857142857142856,0.029652285555464262,0.023813908612088507,0.012987012987012988,0.0,0.22857142857142856,0.029652285555464262,180,10,0.36745667457580566,0,0,19,0,0,0,0,0
0.025057312297985645,0.022222222222222223,0.0,0.22857142857142856,0.030331988335783367,0.025057312297985645,0.022222222222222223,0.0,0.22857142857142856,0.030331988335783367,190,10,0.3892097473144531,0,0,17,0,0,0,0,0
0.02542492072954846,0.02247191011235955,0.0,0.22857142857142856,0.03002338972652709,0.02542492072954846,0.02247191011235955,0.0,0.22857142857142856,0.03002338972652709,200,10,0.40959930419921875,0,0,15,0,0,0,0,0
0.02678446389160065,0.022988505747126436,0.0,0.22857142857142856,0.030886746670207306,0.02678446389160065,0.022988505747126436,0.0,0.22857142857142856,0.030886746670207306,210,10,0.4284086227416992,0,0,14,0,0,0,0,0
0.02738030088172807,0.023255813953488372,0.0,0.22857142857142856,0.030756664286053864,0.02738030088172807,0.023255813953488372,0.0,0.22857142857142856,0.030756664286053864,220,10,0.4464108943939209,0,0,9,0,0,0,0,0
0.028204933432019703,0.023255813953488372,0.0,0.22857142857142856,0.03119200225645002,0.028204933432019703,0.023255813953488372,0.0,0.22857142857142856,0.03119200225645002,230,10,0.4676551818847656,0,0,18,0,0,0,0,0
0.029689138056165264,0.023809523809523808,0.0,0.22857142857142856,0.03226094740396,0.029689138056165264,0.023809523809523808,0.0,0.22857142857142856,0.03226094740396,240,10,0.4853649139404297,0,0,14,0,0,0,0,0
0.03058677775250971,0.024096385542168676,0.0,0.22857142857142856,0.03235376898113577,0.03058677775250971,0.024096385542168676,0.0,0.22857142857142856,0.03235376898113577,250,10,0.5010490417480469,0,0,7,0,0,0,0,0
0.03207175415462917,0.024691358024691357,0.0,0.22857142857142856,0.034017349787039665,0.03207175415462917,0.024691358024691357,0.0,0.22857142857142856,0.034017349787039665,260,10,0.5194487571716309,0,0,10,0,0,0,0,0
0.032913466681147356,0.024691358024691357,0.0,0.22857142857142856,0.03397533248287215,0.032913466681147356,0.024691358024691357,0.0,0.22857142857142856,0.03397533248287215,270,10,0.5407428741455078,0,0,24,0,0,0,0,0
0.03368476246116327,0.025974025974025976,0.0,0.22857142857142856,0.03389429590709989,0.03368476246116327,0.025974025974025976,0.0,0.22857142857142856,0.03389429590709989,280,10,0.5654926300048828,0,0,27,0,0,0,0,0
0.034746354040123745,0.031914893617021274,0.0,0.22857142857142856,0.034179475403968027,0.034746354040123745,0.031914893617021274,0.0,0.22857142857142856,0.034179475403968027,290,10,0.5869672298431396,0,0,15,0,0,0,0,0
0.03615727176659705,0.033707865168539325,0.0,0.22857142857142856,0.03490755202763381,0.03615727176659705,0.033707865168539325,0.0,0.22857142857142856,0.03490755202763381,300,10,0.6206529140472412,0,0,35,0,0,0,0,0
0.036752944655820526,0.03409090909090909,0.0,0.22857142857142856,0.03492952556140277,0.036752944655820526,0.03409090909090909,0.0,0.22857142857142856,0.03492952556140277,310,10,0.6497647762298584,0,0,20,0,0,0,0,0
0.0373299252767659,0.03409090909090909,0.0,0.22857142857142856,0.034924594299257455,0.0373299252767659,0.03409090909090909,0.0,0.22857142857142856,0.034924594299257455,320,10,0.670020580291748,0,0,9,0,0,0,0,0
0.03843219500090488,0.03488372093023256,0.0,0.22857142857142856,0.035405328423383065,0.03843219500090488,0.03488372093023256,0.0,0.22857142857142856,0.035405328423383065,330,10,0.6939914226531982,0,0,24,0,0,0,0,0
0.03908449729829522,0.03488372093023256,0.0,0.22857142857142856,0.03557067250965057,0.03908449729829522,0.03488372093023256,0.0,0.22857142857142856,0.03557067250965057,340,10,0.7132015228271484,0,0,10,0,0,0,0,0
0.0394524495454047,0.03488372093023256,0.0,0.22857142857142856,0.03579460951504187,0.0394524495454047,0.03488372093023256,0.0,0.22857142857142856,0.03579460951504187,350,10,0.7367658615112305,0,0,12,0,0,0,0,0
0.04024130418815574,0.03488372093023256,0.0,0.3142857142857143,0.038410580330240515,0.04024130418815574,0.03488372093023256,0.0,0.3142857142857143,0.038410580330240515,360,10,0.7566335201263428,0,0,9,0,0,0,0,0
0.041551622686730204,0.03529411764705882,0.0,0.3142857142857143,0.03991153349204957,0.041551622686730204,0.03529411764705882,0.0,0.3142857142857143,0.03991153349204957,370,10,0.7816677093505859,0,0,18,0,0,0,0,0
0.04182801649110423,0.03529411764705882,0.0,0.3142857142857143,0.039829249125633424,0.04182801649110423,0.03529411764705882,0.0,0.3142857142857143,0.039829249125633424,380,10,0.8064770698547363,0,0,17,0,0,0,0,0
0.042674003801090245,0.03529411764705882,0.0,0.3142857142857143,0.04021145326198412,0.042674003801090245,0.03529411764705882,0.0,0.3142857142857143,0.04021145326198412,390,10,0.8281164169311523,0,0,8,0,0,0,0,0
0.043872521439443146,0.03614457831325301,0.0,0.3142857142857143,0.04091449453641198,0.043872521439443146,0.03614457831325301,0.0,0.3142857142857143,0.04091449453641198,400,10,0.8469879627227783,0,0,10,0,0,0,0,0
0.044184061665712156,0.03614457831325301,0.0,0.3142857142857143,0.04075383212650115,0.044184061665712156,0.03614457831325301,0.0,0.3142857142857143,0.04075383212650115,410,10,0.8662397861480713,0,0,7,0,0,0,0,0
0.04503365242316297,0.03614457831325301,0.0,0.3142857142857143,0.04147293590677342,0.04503365242316297,0.03614457831325301,0.0,0.3142857142857143,0.04147293590677342,420,10,0.8888208866119385,0,0,17,0,0,0,0,0
0.04500930446974366,0.03614457831325301,0.0,0.3142857142857143,0.041387486590678514,0.04500930446974366,0.03614457831325301,0.0,0.3142857142857143,0.041387486590678514,430,10,0.9072306156158447,0,0,4,0,0,0,0,0
0.045878683391330846,0.036585365853658534,0.0,0.3142857142857143,0.042008303291318556,0.045878683391330846,0.036585365853658534,0.0,0.3142857142857143,0.042008303291318556,440,10,0.9264109134674072,0,0,7,0,0,0,0,0
0.047009869682141284,0.0375,0.0,0.3142857142857143,0.042612514357244814,0.047009869682141284,0.0375,0.0,0.3142857142857143,0.042612514357244814,450,10,0.9486956596374512,0,0,10,0,0,0,0,0
0.04812966476629103,0.0375,0.0,0.3142857142857143,0.043197467301261706,0.04812966476629103,0.0375,0.0,0.3142857142857143,0.043197467301261706,460,10,0.9720914363861084,0,0,9,0,0,0,0,0
0.048970023792044806,0.0375,0.0,0.3142857142857143,0.043919893376424206,0.048970023792044806,0.0375,0.0,0.3142857142857143,0.043919893376424206,470,10,0.9971303939819336,0,0,21,0,0,0,0,0
