smiles,n_success_mut,n_failures_mut,rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,total,obj_computation_time,history_data
C#CC(C=C)=c1c2cccc3cccc4cccc1c3c1cccc1c42,2,126,0.7435897435897436,0.7435897435897436,0.0006401538848876953,C
c1cc2cccc3c4cccc5cccc6c(ccc(c1)c5c36)c24,4,463,0.7837837837837838,0.7837837837837838,0.0006318092346191406,
C=CCC=C=c1c2cccc3cccc4cccc1c3c1cccc1c42,1,128,0.7341772151898734,0.7341772151898734,0.0006241798400878906,
C=C1CC1=c1c2cccc3c4cccc5cccc(cccc4c52)c13,3,254,0.75,0.75,0.0006487369537353516,
CC#Cc1cccc2cccc3cccc4c5cccc(c(ccc1)c25)c34,2,132,0.75,0.75,0.0006768703460693359,
CC=Cc1cccc2cccc3cccc4c5cccc(c(ccc1)c25)c34,0,108,0.75,0.75,0.0007183551788330078,
C1#CC1c1cccc2c3cccc4c5cccc(cccc(c1)c24)c35,1,106,0.7631578947368421,0.7631578947368421,0.0007581710815429688,
C=Cc1ccc2cccc3cccc4c5cccc(c(cccc1C)c25)c34,0,96,0.7375,0.7375,0.0007579326629638672,
C=Cc1cccc2cccc3c4cccc(c5cccc6cc(c25)c64)c13,0,410,0.7341772151898734,0.7341772151898734,0.0008490085601806641,
C1#CC1=CC=c1c2cccc3cccc4cccc1c3c1cccc1c42,0,130,0.7341772151898734,0.7341772151898734,0.0006759166717529297,
c1cc2cccc3c4ccc5c6cccc4c(cccc(c1)c35)c26,3,517,0.8333333333333334,0.8333333333333334,0.0006799697875976562,
c1cc2cccc3c4cccc4c4c5cccc(c(c1)c25)c34,0,111,0.7746478873239436,0.7746478873239436,0.0007715225219726562,
c1cc2cccc3c4cccc5c(=C6CCC6)c2c4cccc(c1)c53,9,776,0.7402597402597403,0.7402597402597403,0.0006210803985595703,
CC1=C=c2cccc3c4cccc5c6cccc(cccc(cc21)c35)c46,1,59,0.7341772151898734,0.7341772151898734,0.0007841587066650391,
C=Cc1cc2c1c1cccc3c4cccc5cccc(cccc3c52)c41,11,808,0.7341772151898734,0.7341772151898734,0.0009036064147949219,
C=CCC=c1c2cccc3c4cccc5cccc(cccc4c52)c13,3,230,0.7402597402597403,0.7402597402597403,0.0006420612335205078,
CCCC(C)=c1c2cccc3cccc4cccc1c3c1cccc1c42,2,179,0.7435897435897436,0.7435897435897436,0.0006134510040283203,
C#CC#Cc1cccc2c3cccc4c5cccc(cccc(c1)c24)c35,1,64,0.7341772151898734,0.7341772151898734,0.0007922649383544922,
C=c1c2c3cccc4cccc2c2c(ccc3)c4c3cccc3c12,1,255,0.7702702702702703,0.7702702702702703,0.0006961822509765625,
C#Cc1ccc2c3cccc4c5cccc(cccc(cccc1C)c42)c53,1,129,0.7375,0.7375,0.0007245540618896484,
C=C=c1cccc2cccc3cccc4c5cccc(c(cc1)c25)c34,3,51,0.7866666666666666,0.7866666666666666,0.0006959438323974609,
CC#Cc1cccc2cccc3cccc4c5cccc(c(c1)c25)c34,2,138,0.7631578947368421,0.7631578947368421,0.0006341934204101562,
CC1(c2cccc3c4cccc5c6cccc(cccc(c2)c35)c46)CC1,2,109,0.7435897435897436,0.7435897435897436,0.0007882118225097656,
C1=CC1=c1c2cccc3c4cccc5cccc(cccc3c52)c14,1,802,0.7702702702702703,0.7702702702702703,0.0006315708160400391,
C#CC=c1c2cccc3c4cccc5cccc(cccc4c52)c13,2,270,0.7702702702702703,0.7702702702702703,0.0006496906280517578,
c1cc(C2CCC2)cc2c3cccc4c5cccc(cccc(c1)c42)c53,1,123,0.7341772151898734,0.7341772151898734,0.0007398128509521484,
Cc1c2cccc3cccc4cccc1c3c1ccccc1c42,1,534,0.8028169014084507,0.8028169014084507,0.0005595684051513672,
C=C=C=Cc1cccc2cccc3cccc4c5cccc(c(c1)c25)c34,0,82,0.7341772151898734,0.7341772151898734,0.0007390975952148438,
C1=C=C(c2cccc3c4cccc5c6cccc(cccc(c2)c35)c46)C=1,1,65,0.7341772151898734,0.7341772151898734,0.0007939338684082031,
CC=c1cccc2c3cccc4c5cccc(cccc1c24)c35,2,141,0.7534246575342466,0.7534246575342466,0.0005822181701660156,
C=CC(=C)c1cccc2c3cccc4c5cccc(cccc(c1)c24)c35,2,45,0.7435897435897436,0.7435897435897436,0.0007131099700927734,
C=C(C)C=c1c2cccc3c4cccc5cccc(cccc4c52)c13,5,277,0.75,0.75,0.0006396770477294922,
C=CC(C)c1cccc2cccc3cccc4c5cccc(c(c1)c25)c34,1,87,0.7435897435897436,0.7435897435897436,0.0007388591766357422,
c1cc2cccc3c4cccc5c6cc2c4c6ccc(c1)c53,0,719,0.75,0.75,0.0007276535034179688,
CC#CC=C=c1c2cccc3cccc4cccc1c3c1cccc1c42,0,114,0.7341772151898734,0.7341772151898734,0.0006420612335205078,
C#Cc1cc2c3cccc4c5cccc6cccc(cccc4c6c12)c53,8,841,0.7341772151898734,0.7341772151898734,0.0007562637329101562,
CCc1cc2c3cccc1c1c4cccc5cccc(cccc4c52)c31,0,128,0.7341772151898734,0.7341772151898734,0.0006875991821289062,
CC(C)=Cc1cccc2c3cccc4c5cccc(cccc(c1)c24)c35,1,121,0.7435897435897436,0.7435897435897436,0.0006878376007080078,
c1ccc2cc3cccc4c5cccc(c(cc1)c25)c34,0,144,0.7647058823529411,0.7647058823529411,0.0006055831909179688,
C=C=c1c2c3cccc4cccc5cccc2c4c1c1cccc1c53,1,258,0.7402597402597403,0.7402597402597403,0.0007395744323730469,
C1#CC(c2cccc3c4cccc5c6cccc(cccc(c2)c35)c46)=C1,0,45,0.7341772151898734,0.7341772151898734,0.0007538795471191406,
C=Cc1cc2c3cccc4cccc5c6cccc(cccc1c4c63)c52,1,175,0.7341772151898734,0.7341772151898734,0.0006787776947021484,
c1cc2cc3c4ccccc5c6cccc4c(cccc(c1)c35)c26,0,488,0.7368421052631579,0.7368421052631579,0.0006816387176513672,
CCCc1cccc2cccc3cccc4c5cccc(c(ccc1)c25)c34,3,200,0.75,0.75,0.0006706714630126953,
Cc1c2cccc3c(C)c4c5cccc(cccc14)c3c2ccc5,0,567,0.7567567567567568,0.7567567567567568,0.0006511211395263672,
C#Cc1c2ccccc3c4cccc5cccc(cccc4c15)c23,0,116,0.7466666666666667,0.7466666666666667,0.0006361007690429688,
C1=C=c2c=1c1cccc3c4c1c1cccc(c2c3ccc1)C=CC=4,0,540,0.76,0.76,0.0007176399230957031,
c1cc(C2CC2)cccc2c3cccc4c5cccc(cccc(c1)c24)c53,0,69,0.75,0.75,0.0008153915405273438,
Cc1c2cccc3cccc4cccc5c6cccc(c(cc12)c36)c45,2,106,0.7866666666666666,0.7866666666666666,0.0007007122039794922,
CC=c1cccc2c3cccc4c5cccc(cccc(cc1)c24)c35,2,96,0.7866666666666666,0.7866666666666666,0.0006856918334960938,
C=Cc1cc2c3cccc4c5cccc6cccc(cccc(c14)c62)c53,10,455,0.7564102564102564,0.7564102564102564,0.0007534027099609375,
CC(C)c1cc2c3cccc4cccc5cccc2c4c2cccc2c5c13,1,98,0.7375,0.7375,0.0007655620574951172,
CC1=CC1=c1c2cccc3cccc4cccc1c3c1cccc1c42,3,183,0.7733333333333333,0.7733333333333333,0.0006403923034667969,
c1cc2cccc3c4cccc5c6ccc3c6c(c1)cccc4c25,4,536,0.8333333333333334,0.8333333333333334,0.0007061958312988281,
C#CCCc1cccc2c3cccc4c5cccc(cccc(c1)c24)c35,1,111,0.7341772151898734,0.7341772151898734,0.0006594657897949219,
c1cc2cccc3c4cccc5c6c4c(cccc(c1)c53)c2C6,2,494,0.7671232876712328,0.7671232876712328,0.0006968975067138672,
c1cc2ccc3cccc4c5cccc6c(cccc(c1)c3c46)c25,1,49,0.8082191780821918,0.8082191780821918,0.0008192062377929688,
C(=C1C2CC12)=c1c2cccc3cccc4cccc1c3c1cccc1c42,1,127,0.7341772151898734,0.7341772151898734,0.0006620883941650391,
C=C=CC=C=c1c2cccc3cccc4cccc1c3c1cccc1c42,4,68,0.7341772151898734,0.7341772151898734,0.0006866455078125,
CC=Cc1c2cccc3cccc4cccc1c3c1ccccc1c42,9,453,0.7402597402597403,0.7402597402597403,0.0005867481231689453,
C1=C2CC12C=c1c2cccc3cccc4cccc1c3c1cccc1c42,1,146,0.7435897435897436,0.7435897435897436,0.0006744861602783203,
C#CC(C)c1cccc2cccc3cccc4c5cccc(c(c1)c25)c34,0,104,0.7435897435897436,0.7435897435897436,0.0007193088531494141,
Cc1cc2c3cccc1c1c4cccc5cccc(cccc1c52)c34,9,702,0.7402597402597403,0.7402597402597403,0.0007243156433105469,
CC=C=C=c1c2cccc3c4cccc5cccc(cccc4c52)c13,2,195,0.7402597402597403,0.7402597402597403,0.0006504058837890625,
C=CC1c2c1c1c3cccc4c5c(ccc3)cccc1c-4cccc25,9,794,0.7402597402597403,0.7402597402597403,0.0007994174957275391,
C=c1ccc2cccc3cccc4c5cccc(c(c1)c25)c34,0,107,0.7857142857142857,0.7857142857142857,0.0005776882171630859,
C#CC=Cc1cccc2c3cccc4c5cccc(cccc(c1)c24)c35,1,89,0.7341772151898734,0.7341772151898734,0.0007145404815673828,
CCc1ccccc2c3cccc4c5cccc(cccc(cc1)c24)c35,1,179,0.7341772151898734,0.7341772151898734,0.000705718994140625,
CCCC=c1c2cccc3c4cccc5cccc(cccc4c52)c13,5,267,0.7402597402597403,0.7402597402597403,0.0006401538848876953,
C(=CC1=CC1)=c1c2cccc3cccc4cccc1c3c1cccc1c42,0,117,0.7341772151898734,0.7341772151898734,0.0006668567657470703,
c1cc2cccc3c4cccc(c5ccc6c7c(c6cccc(c1)c45)C7)c23,0,143,0.7407407407407407,0.7407407407407407,0.0008785724639892578,
C=C=Cc1cccc2c3cccc4c5cccc(cccc(c1)c24)c35,1,76,0.7631578947368421,0.7631578947368421,0.0007233619689941406,
CC(C)C=c1cccc2cccc3cccc4c5cccc(c(cc1)c25)c34,0,48,0.7375,0.7375,0.0007352828979492188,
