rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54_mean,rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54_med,rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54_min,rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54_max,rediscovery_c1cc2cccc3c4cccc5cccc(c(c1)c23)c54_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0002732276916503906,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0008895397186279297,0,0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.0036568641662597656,0,0,2,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.008700370788574219,0,0,18,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,0.013869524002075195,0,0,8,0,0,0,0,0
0.002366863905325444,0.0,0.0,0.03076923076923077,0.008199057077249123,0.002366863905325444,0.0,0.0,0.03076923076923077,0.008199057077249123,12,5,0.02094125747680664,0,0,10,0,0,0,0,0
0.00419129701485048,0.0,0.0,0.03076923076923077,0.010280624636954592,0.00419129701485048,0.0,0.0,0.03076923076923077,0.010280624636954592,20,8,0.029657602310180664,0,0,7,0,0,0,0,0
0.0046807179856379055,0.0,0.0,0.03076923076923077,0.010698969013498517,0.0046807179856379055,0.0,0.0,0.03076923076923077,0.010698969013498517,30,10,0.04538273811340332,0,0,24,0,0,0,0,0
0.006339199997931946,0.0,0.0,0.03076923076923077,0.0119738008578197,0.006339199997931946,0.0,0.0,0.03076923076923077,0.0119738008578197,40,10,0.05588960647583008,0,0,6,0,0,0,0,0
0.007312774685357539,0.0,0.0,0.03076923076923077,0.012527347828988749,0.007312774685357539,0.0,0.0,0.03076923076923077,0.012527347828988749,50,10,0.07265353202819824,0,0,22,0,0,0,0,0
0.01069137901052136,0.0,0.0,0.05714285714285714,0.015527476765621677,0.01069137901052136,0.0,0.0,0.05714285714285714,0.015527476765621677,60,10,0.09048652648925781,0,0,21,0,0,0,0,0
0.013149084702655186,0.0,0.0,0.06153846153846154,0.017064831619883567,0.013149084702655186,0.0,0.0,0.06153846153846154,0.017064831619883567,70,10,0.11049199104309082,0,0,18,0,0,0,0,0
0.015168090186214222,0.0,0.0,0.06153846153846154,0.018328712218758494,0.015168090186214222,0.0,0.0,0.06153846153846154,0.018328712218758494,80,10,0.12656593322753906,0,0,12,0,0,0,0,0
0.018031646193324802,0.024691358024691357,0.0,0.06153846153846154,0.01966772439214601,0.018031646193324802,0.024691358024691357,0.0,0.06153846153846154,0.01966772439214601,90,10,0.14607620239257812,0,0,26,0,0,0,0,0
0.01987332383339963,0.02564102564102564,0.0,0.06153846153846154,0.02073624337975869,0.01987332383339963,0.02564102564102564,0.0,0.06153846153846154,0.02073624337975869,100,10,0.16391587257385254,0,0,19,0,0,0,0,0
0.021466485498053616,0.025974025974025976,0.0,0.06153846153846154,0.021111598182237862,0.021466485498053616,0.025974025974025976,0.0,0.06153846153846154,0.021111598182237862,110,10,0.17976808547973633,0,0,9,0,0,0,0,0
0.02309697224312865,0.02666666666666667,0.0,0.06153846153846154,0.02124270472255743,0.02309697224312865,0.02666666666666667,0.0,0.06153846153846154,0.02124270472255743,120,10,0.19617486000061035,0,0,10,0,0,0,0,0
0.02423557442198266,0.02702702702702703,0.0,0.06153846153846154,0.02131266209705955,0.02423557442198266,0.02702702702702703,0.0,0.06153846153846154,0.02131266209705955,130,10,0.21794867515563965,0,0,21,0,0,0,0,0
0.02566726867613821,0.0273972602739726,0.0,0.06153846153846154,0.02177386156903802,0.02566726867613821,0.0273972602739726,0.0,0.06153846153846154,0.02177386156903802,140,10,0.2335503101348877,0,0,10,0,0,0,0,0
0.02662206430353966,0.027777777777777776,0.0,0.06153846153846154,0.021814457316660055,0.02662206430353966,0.027777777777777776,0.0,0.06153846153846154,0.021814457316660055,150,10,0.24874639511108398,0,0,12,0,0,0,0,0
0.027862928421330774,0.027777777777777776,0.0,0.1111111111111111,0.022969540127929677,0.027862928421330774,0.027777777777777776,0.0,0.1111111111111111,0.022969540127929677,160,10,0.27444028854370117,0,0,39,0,0,0,0,0
0.02854918114284632,0.028169014084507043,0.0,0.1111111111111111,0.02287524677197478,0.02854918114284632,0.028169014084507043,0.0,0.1111111111111111,0.02287524677197478,170,10,0.29419660568237305,0,0,26,0,0,0,0,0
0.029813041907245822,0.02857142857142857,0.0,0.1111111111111111,0.02306782722799592,0.029813041907245822,0.02857142857142857,0.0,0.1111111111111111,0.02306782722799592,180,10,0.31472301483154297,0,0,23,0,0,0,0,0
0.03106933385795675,0.02857142857142857,0.0,0.1111111111111111,0.023234307146586232,0.03106933385795675,0.02857142857142857,0.0,0.1111111111111111,0.023234307146586232,190,10,0.3311178684234619,0,0,11,0,0,0,0,0
0.03170541251688495,0.02857142857142857,0.0,0.1111111111111111,0.023382311791678836,0.03170541251688495,0.02857142857142857,0.0,0.1111111111111111,0.023382311791678836,200,10,0.35146188735961914,0,0,18,0,0,0,0,0
0.03194719829126516,0.02857142857142857,0.0,0.1111111111111111,0.02353074615925661,0.03194719829126516,0.02857142857142857,0.0,0.1111111111111111,0.02353074615925661,210,10,0.3711998462677002,0,0,15,0,0,0,0,0
0.03245094910881921,0.028985507246376812,0.0,0.1111111111111111,0.02365253504895668,0.03245094910881921,0.028985507246376812,0.0,0.1111111111111111,0.02365253504895668,220,10,0.39504480361938477,0,0,31,0,0,0,0,0
0.03362394833603599,0.028985507246376812,0.0,0.1111111111111111,0.024243702503302468,0.03362394833603599,0.028985507246376812,0.0,0.1111111111111111,0.024243702503302468,230,10,0.4170525074005127,0,0,15,0,0,0,0,0
0.03456793531194906,0.029850746268656716,0.0,0.1111111111111111,0.024562085190631005,0.03456793531194906,0.029850746268656716,0.0,0.1111111111111111,0.024562085190631005,240,10,0.4415099620819092,0,0,20,0,0,0,0,0
0.03584065912718952,0.029850746268656716,0.0,0.11428571428571428,0.025567842420329303,0.03584065912718952,0.029850746268656716,0.0,0.11428571428571428,0.025567842420329303,250,10,0.455963134765625,0,0,0,0,0,0,0,0
0.03669606426343116,0.029850746268656716,0.0,0.11428571428571428,0.025878453303022384,0.03669606426343116,0.029850746268656716,0.0,0.11428571428571428,0.025878453303022384,260,10,0.4689064025878906,0,0,1,0,0,0,0,0
0.037710216255653184,0.04,0.0,0.11428571428571428,0.026472221633218947,0.037710216255653184,0.04,0.0,0.11428571428571428,0.026472221633218947,270,10,0.4831523895263672,0,0,0,0,0,0,0,0
0.03872217788294962,0.04054054054054054,0.0,0.11428571428571428,0.026821990197903746,0.03872217788294962,0.04054054054054054,0.0,0.11428571428571428,0.026821990197903746,280,10,0.497464656829834,0,0,2,0,0,0,0,0
0.04002907448693881,0.045454545454545456,0.0,0.11428571428571428,0.02738258471032408,0.04002907448693881,0.045454545454545456,0.0,0.11428571428571428,0.02738258471032408,290,10,0.5154986381530762,0,0,2,0,0,0,0,0
0.04102687815432903,0.04938271604938271,0.0,0.11428571428571428,0.027760092341853948,0.04102687815432903,0.04938271604938271,0.0,0.11428571428571428,0.027760092341853948,300,10,0.5334107875823975,0,0,3,0,0,0,0,0
0.042758903185910094,0.05063291139240506,0.0,0.21621621621621623,0.029911737554663427,0.042758903185910094,0.05063291139240506,0.0,0.21621621621621623,0.029911737554663427,310,10,0.5543372631072998,0,0,7,0,0,0,0,0
0.04419245477884436,0.05128205128205128,0.0,0.21621621621621623,0.03128014388519014,0.04419245477884436,0.05128205128205128,0.0,0.21621621621621623,0.03128014388519014,320,10,0.5749268531799316,0,0,1,0,0,0,0,0
0.045293185269752075,0.05128205128205128,0.0,0.21621621621621623,0.031757047855935444,0.045293185269752075,0.05128205128205128,0.0,0.21621621621621623,0.031757047855935444,330,10,0.596733570098877,0,0,5,0,0,0,0,0
0.04656718214542702,0.05194805194805195,0.0,0.21621621621621623,0.032813367131905934,0.04656718214542702,0.05194805194805195,0.0,0.21621621621621623,0.032813367131905934,340,10,0.6210174560546875,0,0,6,0,0,0,0,0
0.048068661773596644,0.05263157894736842,0.0,0.21621621621621623,0.03417336774243051,0.048068661773596644,0.05263157894736842,0.0,0.21621621621621623,0.03417336774243051,350,10,0.6417326927185059,0,0,3,0,0,0,0,0
0.04883050179227622,0.05263157894736842,0.0,0.21621621621621623,0.03438372729418473,0.04883050179227622,0.05263157894736842,0.0,0.21621621621621623,0.03438372729418473,360,10,0.661339521408081,0,0,3,0,0,0,0,0
0.05070860456850625,0.05263157894736842,0.0,0.2597402597402597,0.036963668759355514,0.05070860456850625,0.05263157894736842,0.0,0.2597402597402597,0.036963668759355514,370,10,0.6826169490814209,0,0,1,0,0,0,0,0
0.0524873445894573,0.05263157894736842,0.0,0.28,0.03915355768512835,0.0524873445894573,0.05263157894736842,0.0,0.28,0.03915355768512835,380,10,0.7037632465362549,0,0,0,0,0,0,0,0
0.053262740200134086,0.05333333333333334,0.0,0.28,0.03923286188386959,0.053262740200134086,0.05333333333333334,0.0,0.28,0.03923286188386959,390,10,0.7269461154937744,0,0,0,0,0,0,0,0
0.05460512732784021,0.05333333333333334,0.0,0.28,0.04023098206931604,0.05460512732784021,0.05333333333333334,0.0,0.28,0.04023098206931604,400,10,0.7503015995025635,0,0,3,0,0,0,0,0
0.056644101307803583,0.05405405405405406,0.0,0.28,0.042730610167208104,0.056644101307803583,0.05405405405405406,0.0,0.28,0.042730610167208104,410,10,0.778555154800415,0,0,1,0,0,0,0,0
0.058247927128324904,0.05405405405405406,0.0,0.28,0.04455310647977126,0.058247927128324904,0.05405405405405406,0.0,0.28,0.04455310647977126,420,10,0.7987849712371826,0,0,0,0,0,0,0,0
0.05911323786541805,0.05405405405405406,0.0,0.28,0.04444291648669646,0.05911323786541805,0.05405405405405406,0.0,0.28,0.04444291648669646,430,10,0.8233797550201416,0,0,2,0,0,0,0,0
0.060581060915857264,0.0547945205479452,0.0,0.28,0.04556212441832868,0.060581060915857264,0.0547945205479452,0.0,0.28,0.04556212441832868,440,10,0.84804368019104,0,0,1,0,0,0,0,0
0.061724822596088344,0.0547945205479452,0.0,0.28,0.04667315714072124,0.061724822596088344,0.0547945205479452,0.0,0.28,0.04667315714072124,450,10,0.874260425567627,0,0,2,0,0,0,0,0
