smiles,n_success_mut,n_failures_mut,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,total,obj_computation_time,history_data
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C1CC=C1C,0,0,0.6753246753246753,0.6753246753246753,0.0005240440368652344,C
C=CC(=C)C(=C)C=C(C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C)C(C)C,0,0,0.618421052631579,0.618421052631579,0.00044655799865722656,
C=CC=C(C(=C)C(=C)C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,0,0,0.6164383561643836,0.6164383561643836,0.0004038810729980469,
C=CC=CCC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,0,0,0.6081081081081081,0.6081081081081081,0.0004069805145263672,
C=CCC(=CC)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,1,0,0.6575342465753424,0.6575342465753424,0.0004267692565917969,
C=CCCC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C,0,0,0.618421052631579,0.618421052631579,0.0004475116729736328,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C1CC1C(=C)C=C,0,0,0.6533333333333333,0.6533333333333333,0.0004775524139404297,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C1(C)C=C1,0,0,0.6438356164383562,0.6438356164383562,0.0004475116729736328,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=CCC)C(=C)C(=C)C=C,0,0,0.6805555555555556,0.6805555555555556,0.00042319297790527344,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(C)C,39,109,0.7428571428571429,0.7428571428571429,0.0004584789276123047,
C=CCC=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,2,16,0.7222222222222222,0.7222222222222222,0.0004525184631347656,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)CCCCC,0,0,0.6103896103896104,0.6103896103896104,0.00044727325439453125,
C=CC(=CC)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(C)C,0,0,0.6025641025641025,0.6025641025641025,0.000476837158203125,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=CC(C)C,1,2,0.6164383561643836,0.6164383561643836,0.0004050731658935547,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)CC(=C)C=C(C)C,0,0,0.618421052631579,0.618421052631579,0.0004534721374511719,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)CCC(=C)CC,0,0,0.6578947368421053,0.6578947368421053,0.00047850608825683594,
C=CC(=C)C(=C)CC(C)=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,0,0,0.6133333333333333,0.6133333333333333,0.00043392181396484375,
C=CCC(C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,1,1,0.684931506849315,0.684931506849315,0.0004470348358154297,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,44,342,0.75,0.75,0.000293731689453125,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(C=CC)C(=C)C(=C)C(=C)C(=C)C=C,0,0,0.6363636363636364,0.6363636363636364,0.00047206878662109375,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(C)=C(C)C(=C)C(=C)C=C,12,39,0.7142857142857143,0.7142857142857143,0.0004210472106933594,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=CC)C(=C)C,3,9,0.6901408450704225,0.6901408450704225,0.0004177093505859375,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=CC)C(C)C,3,7,0.6891891891891891,0.6891891891891891,0.0004715919494628906,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(C)=CC(C)(C)C,0,0,0.6052631578947368,0.6052631578947368,0.00044798851013183594,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(C(=C)C(=C)C(=C)C(=C)C=C)=C1CCCC1,0,0,0.6835443037974683,0.6835443037974683,0.0005671977996826172,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=CC)C(=C)CCC,0,0,0.6363636363636364,0.6363636363636364,0.00046443939208984375,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)CC,3,10,0.6176470588235294,0.6176470588235294,0.0003380775451660156,
C=CC(=C)C(=C)C(=C)C=C=C(C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,0,0,0.6351351351351351,0.6351351351351351,0.0004279613494873047,
C=CC=C(C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,21,7,0.6142857142857143,0.6142857142857143,0.00036454200744628906,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(C)(C)C(=C)C=C,4,4,0.7397260273972602,0.7397260273972602,0.0005016326904296875,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(C(=C)C(=C)C(=C)C(=C)C=C)=C1CC1C,0,4,0.7297297297297297,0.7297297297297297,0.0005331039428710938,
C=CCCC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,9,40,0.704225352112676,0.704225352112676,0.00042247772216796875,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)CC(C)(C)C=C,0,0,0.6666666666666666,0.6666666666666666,0.0004680156707763672,
C=CC(=C)C(=C)C(=C)CCCC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,0,0,0.6533333333333333,0.6533333333333333,0.0004508495330810547,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=CC(=C)C,3,7,0.7571428571428571,0.7571428571428571,0.00045180320739746094,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C1=CC#C1,0,0,0.6351351351351351,0.6351351351351351,0.00046133995056152344,
C=CC(=C)C(=C)C(=C)C(=C)CC(C)=C(C)C(=C)C(=C)C(=C)C(=C)C=C,0,0,0.64,0.64,0.0004515647888183594,
C=CCC(CC)=C(C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,0,0,0.6363636363636364,0.6363636363636364,0.00046706199645996094,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=CC,5,6,0.8088235294117647,0.8088235294117647,0.0004487037658691406,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)CC=C(CC)C(=C)C=C,0,0,0.6103896103896104,0.6103896103896104,0.0004508495330810547,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C1(C(=C)C(=C)C(=C)C=C)CCC1,0,0,0.6363636363636364,0.6363636363636364,0.0005087852478027344,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)CC(=C)C(=C)C(=C)C(=C)C=C(C)C=C,0,0,0.6153846153846154,0.6153846153846154,0.0004794597625732422,
C=CC=C(CC)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,0,0,0.6575342465753424,0.6575342465753424,0.0004305839538574219,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=CC)C(=C)C(C)C,0,0,0.6447368421052632,0.6447368421052632,0.0004646778106689453,
C=CC(=C)CC=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,0,0,0.6301369863013698,0.6301369863013698,0.0004069805145263672,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(C)CC,11,7,0.6438356164383562,0.6438356164383562,0.0004215240478515625,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C(C)C(C)C,0,0,0.6891891891891891,0.6891891891891891,0.00048351287841796875,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=CC)C(C)CC,0,0,0.6623376623376623,0.6623376623376623,0.0004932880401611328,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C,47,146,0.8,0.8,0.0004088878631591797,
C=CC(=C)C(=C)C(=C)C(=C)CC(=C)C(=C)C(=C)C(=C)C(=C)C=C(C)C=C,0,0,0.6153846153846154,0.6153846153846154,0.0004658699035644531,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C=C(C=C)C(=C)C(=C)C=C,0,0,0.6111111111111112,0.6111111111111112,0.0003952980041503906,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(C)C(=C)C,21,17,0.625,0.625,0.000400543212890625,
C=CC(=C)C(=C)C(=C)C(C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C)=C(C)C,0,0,0.6052631578947368,0.6052631578947368,0.0004477500915527344,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)CC(C)(C)C,0,0,0.6266666666666667,0.6266666666666667,0.0004482269287109375,
C=CC=C(C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=CC,0,0,0.6153846153846154,0.6153846153846154,0.00047087669372558594,
C=C=C(C(=C)C(=C)C(=C)C=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,9,23,0.7352941176470589,0.7352941176470589,0.00040721893310546875,
C=CC(=C)C(=C)C(=C)C(=C)C(C)=C(CC)C(=C)C(=C)C(=C)C(=C)C=C,1,1,0.684931506849315,0.684931506849315,0.00045609474182128906,
C=CCC(C)=C(C(=C)C=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,0,0,0.6133333333333333,0.6133333333333333,0.00041985511779785156,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C(C)C(=C)C=C,2,2,0.6142857142857143,0.6142857142857143,0.0003628730773925781,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,78,316,0.8333333333333334,0.8333333333333334,0.0003483295440673828,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)CCCC,0,0,0.6351351351351351,0.6351351351351351,0.0004208087921142578,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(C)(CC)C(=C)C(=C)C(=C)C=C,0,0,0.6447368421052632,0.6447368421052632,0.00047707557678222656,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C12CC1C2C,0,0,0.6842105263157895,0.6842105263157895,0.0005242824554443359,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)CC(=C)CC1(C)CC1,0,0,0.6172839506172839,0.6172839506172839,0.0005412101745605469,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(C)C1CC1,0,0,0.6842105263157895,0.6842105263157895,0.0005290508270263672,
C=CCC(C)C(=CC)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,0,0,0.6153846153846154,0.6153846153846154,0.00047087669372558594,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(C=C)CCC,0,0,0.6578947368421053,0.6578947368421053,0.0004665851593017578,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(CC)=C(C)C(=C)C,0,0,0.6233766233766234,0.6233766233766234,0.0004649162292480469,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(CC)=C(C)C(=C)C=CC,0,0,0.6172839506172839,0.6172839506172839,0.0005133152008056641,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(C)(C)C(=C)C(=C)C=C,0,0,0.6712328767123288,0.6712328767123288,0.0004482269287109375,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C1C(C(=C)C=C)C1(C)C,0,0,0.620253164556962,0.620253164556962,0.0005273818969726562,
C=C(C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C(C)C,0,0,0.6266666666666667,0.6266666666666667,0.00045371055603027344,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)CCC(C=C)C(C)C,0,0,0.6172839506172839,0.6172839506172839,0.0005197525024414062,
C=C=C(C(=C)C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,0,0,0.6901408450704225,0.6901408450704225,0.0004279613494873047,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C1CC1=C,0,0,0.6388888888888888,0.6388888888888888,0.00043582916259765625,
C=CC(=C)C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,0,0,0.6571428571428571,0.6571428571428571,0.00038933753967285156,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)CC1=CC1,0,0,0.6351351351351351,0.6351351351351351,0.0004513263702392578,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C(CCC)C(=C)C(=C)C=C,0,0,0.631578947368421,0.631578947368421,0.00044465065002441406,
C=CC(=C)C(=C)C(=C)CC(=CC)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,0,0,0.6351351351351351,0.6351351351351351,0.00043201446533203125,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(C)=C(C)CC,0,0,0.6666666666666666,0.6666666666666666,0.0004723072052001953,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(C=C)=C1C=C1,0,0,0.6111111111111112,0.6111111111111112,0.0004105567932128906,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C,102,289,0.7230769230769231,0.7230769230769231,0.0003662109375,
C=C=CC(=C)C(=C)CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,0,0,0.6133333333333333,0.6133333333333333,0.0004241466522216797,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)CCC(C)C(=C)C,0,0,0.6410256410256411,0.6410256410256411,0.0004935264587402344,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(C(=C)C(=C)C)=C(C)C(=C)C=C,1,0,0.6891891891891891,0.6891891891891891,0.00046944618225097656,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)CCC(C)C,0,0,0.618421052631579,0.618421052631579,0.00044417381286621094,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(C)=C(C)C(=C)C(=C)C(=C)C,0,0,0.6052631578947368,0.6052631578947368,0.0004496574401855469,
C=C(C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=CCCC,0,0,0.6153846153846154,0.6153846153846154,0.00048279762268066406,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(C)=C=CC,19,18,0.6388888888888888,0.6388888888888888,0.0003955364227294922,
C=CC(=C)CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,23,92,0.7101449275362319,0.7101449275362319,0.0004010200500488281,
C=C=C(C(=C)C(=C)C(=C)C=C)C(=CC)C(=C)C(=C)C(=C)C(=C)C=C,0,0,0.6133333333333333,0.6133333333333333,0.0004189014434814453,
C=CC(=C)CC(=CC)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C,0,0,0.6351351351351351,0.6351351351351351,0.00042057037353515625,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C(CC)C(=C)C(=C)C,0,0,0.64,0.64,0.00044155120849609375,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C(C=C)CCC,3,6,0.72,0.72,0.0005106925964355469,
C=CCC(=C)C(=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C)CC,0,0,0.6538461538461539,0.6538461538461539,0.0004980564117431641,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C1C=C1C,0,0,0.6438356164383562,0.6438356164383562,0.0004439353942871094,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(C)=C(C=C)C(C)(C)C,0,0,0.6923076923076923,0.6923076923076923,0.0005514621734619141,
C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)CC(=C)CC=C(CC)C(=C)C=C,0,0,0.6097560975609756,0.6097560975609756,0.0005168914794921875,
C=CC(=C)C(=C)C(=C)C(=C)C(=CC)C(=C)C(=C)C(=C)C(=C)C(=C)C=CC,0,0,0.6363636363636364,0.6363636363636364,0.00046896934509277344,
