rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_mean,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_med,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_min,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_max,rediscovery_C=CC(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C(=C)C=C_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0002608299255371094,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0006847381591796875,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0025637149810791016,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.004809141159057617,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0.0099639892578125,0,0,35,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0.014656305313110352,0,0,15,0,0,0,0,0
0.005291005291005291,0.0,0.0,0.047619047619047616,0.014965222882254974,0.005291005291005291,0.0,0.0,0.047619047619047616,0.014965222882254974,8,2,0.02196526527404785,0,0,12,0,0,0,0,0
0.0061850717588422515,0.0,0.0,0.047619047619047616,0.014794066054871415,0.0061850717588422515,0.0,0.0,0.047619047619047616,0.014794066054871415,12,4,0.031020402908325195,0,0,16,0,0,0,0,0
0.003828853945949965,0.0,0.0,0.047619047619047616,0.01202119352078078,0.003828853945949965,0.0,0.0,0.047619047619047616,0.01202119352078078,20,8,0.043178558349609375,0,0,20,0,0,0,0,0
0.004979816973949339,0.0,0.0,0.047619047619047616,0.013211958763181963,0.004979816973949339,0.0,0.0,0.047619047619047616,0.013211958763181963,30,10,0.05994677543640137,0,0,28,0,0,0,0,0
0.008322458854607716,0.0,0.0,0.09523809523809523,0.02012568992913811,0.008322458854607716,0.0,0.0,0.09523809523809523,0.02012568992913811,40,10,0.08246111869812012,0,0,39,0,0,0,0,0
0.00899740925220482,0.0,0.0,0.09523809523809523,0.021083817099416632,0.00899740925220482,0.0,0.0,0.09523809523809523,0.021083817099416632,50,10,0.09369063377380371,0,0,5,0,0,0,0,0
0.008466080279877537,0.0,0.0,0.09523809523809523,0.020032910950188818,0.008466080279877537,0.0,0.0,0.09523809523809523,0.020032910950188818,60,10,0.1121525764465332,0,0,16,0,0,0,0,0
0.00963616937978044,0.0,0.0,0.09523809523809523,0.020026299988798766,0.00963616937978044,0.0,0.0,0.09523809523809523,0.020026299988798766,70,10,0.13021421432495117,0,0,29,0,0,0,0,0
0.012846227191539626,0.0,0.0,0.09523809523809523,0.02329707454581711,0.012846227191539626,0.0,0.0,0.09523809523809523,0.02329707454581711,80,10,0.14551305770874023,0,0,15,0,0,0,0,0
0.015065114311130931,0.0,0.0,0.109375,0.025123339409443387,0.015065114311130931,0.0,0.0,0.109375,0.025123339409443387,90,10,0.16471600532531738,0,0,31,0,0,0,0,0
0.01682656554787355,0.0,0.0,0.109375,0.02488960586713572,0.01682656554787355,0.0,0.0,0.109375,0.02488960586713572,100,10,0.1818222999572754,0,0,21,0,0,0,0,0
