step,error
0,No more individual to be mutated
1, (Mutation error)
1,No more individual to be mutated
2, (Mutation error)
2,C (Mutation error)
2,No more individual to be mutated
3, (Mutation error)
3,C (Mutation error)
3,No more individual to be mutated
4,CCCC (Mutation error)
4,CCC (Mutation error)
4, (Mutation error)
4,No more individual to be mutated
5,C#CCC (Mutation error)
5,CCC (Mutation error)
5, (Mutation error)
5,C (Mutation error)
5,No more individual to be mutated
6,CCC1=CC#C1 (Mutation error)
6,CC1CC1C (Mutation error)
6,C#C (Mutation error)
6,CC (Mutation error)
6,CCC1CC1C (Mutation error)
6,CCC (Mutation error)
6, (Mutation error)
6,C (Mutation error)
6,No more individual to be mutated
7, (Mutation error)
7,CCC (Mutation error)
7,CCCC (Mutation error)
7,CCCCC (Mutation error)
7,C#C (Mutation error)
7,CCC#CCC (Mutation error)
8,C1#CC=C1 (Mutation error)
8, (Mutation error)
9,C1#CC=C1 (Mutation error)
9,CC1=CC1C1=CC#C1 (Mutation error)
9,CCC1=CC#C1 (Mutation error)
9,C#C (Mutation error)
9,C1CC1 (Mutation error)
9,CC (Mutation error)
9,C#CC (Mutation error)
9,CCCCC (Mutation error)
9,CC#CCC (Mutation error)
10,C1=CCC1 (Mutation error)
10,C1#CC=C1 (Mutation error)
11,C1#CC(C2C=C2)=C1 (Mutation error)
11,C1=CCC1 (Mutation error)
11,C1=CC2CC12 (Mutation error)
11,CC1C2C=CC12 (Mutation error)
12,C1=CCC1 (Mutation error)
12,C1=CC2CC12 (Mutation error)
12,C1=CCCC1 (Mutation error)
12,CC1=CC1 (Mutation error)
12,C=C(C)CC1=CC1 (Mutation error)
13,C1=CC1C1=CC1 (Mutation error)
13,C1#CC=C1 (Mutation error)
13,C1=CC2CC12 (Mutation error)
14,C1#CC(C2C=C2)=C1 (Mutation error)
14,C1#CC=C1 (Mutation error)
14,C1=CCC=1 (Mutation error)
14,C1=CCCC1 (Mutation error)
15,C1=CCC1 (Mutation error)
15,C1#CC=C1 (Mutation error)
15,C1=CC2CC12 (Mutation error)
15,C1#CCC=C1 (Mutation error)
16,CC1(C2C=C2)C=C1 (Mutation error)
16,C1=CC1C1=CC1 (Mutation error)
16,C1=CCC1 (Mutation error)
16,C1#CC=C1 (Mutation error)
16,CC1=CC1C1(C)C=CC1 (Mutation error)
16,CC1C=CC1 (Mutation error)
16,C1#CCC=C1 (Mutation error)
16,C1=CCCC=1 (Mutation error)
17,CC1(C2C=C2)C=C1 (Mutation error)
17,CC1C=C1 (Mutation error)
17,C1#CC=C1 (Mutation error)
17,CC1C=CC1 (Mutation error)
18,C1=CC1C1C=C1 (Mutation error)
18,C1=CC(C2C=C2)C1 (Mutation error)
18,C1=CC1C1=CC1 (Mutation error)
18,C1=CC1 (Mutation error)
18,C1=CC=1 (Mutation error)
18,C1=CCC1 (Mutation error)
18,CC1C=C1 (Mutation error)
18,C1=C=CC=1 (Mutation error)
19,C1=CC1C1C=C1 (Mutation error)
19,C1=CC1 (Mutation error)
19,CC1C=C1 (Mutation error)
19,C1=CCC1 (Mutation error)
19,C1=CCC=1 (Mutation error)
19,C1=C=CC=1 (Mutation error)
20,CC1(C2C=C2)C=C1 (Mutation error)
20,CC1=CC1C1C=C1 (Mutation error)
20,C1=CC1C12C=C1C2 (Mutation error)
20,C1#CC(C2C=C2)=C1 (Mutation error)
20,C1=CC=1 (Mutation error)
20,C1=CC1 (Mutation error)
20,CC1C=C(C2C=C2)C1 (Mutation error)
20,C1#CC(C2C=CC2)=C1 (Mutation error)
20,C1#CC(CC2C=C2)=C1 (Mutation error)
20,C1=C=CC=1 (Mutation error)
20,C1=CCC1 (Mutation error)
21,CC1(C2C=C2)C=C1 (Mutation error)
21,CC1=CC1C1C=C1 (Mutation error)
21,C1=CC1 (Mutation error)
21,C1=CC=1 (Mutation error)
21,CC1C=C(C2C=C2)C1 (Mutation error)
22,C1#CC(C2=CC=C2)=C1 (Mutation error)
23,C1=CC1C1=CC1 (Mutation error)
23,C1=CC=1C1C=C1 (Mutation error)
23,C1=CC1C12C=C1C2 (Mutation error)
23,C1#CC(C2C=C2)=C1 (Mutation error)
24,C1=CC1C1C=C1 (Mutation error)
24,C1=CC12C1=CC12 (Mutation error)
24,CC1CCC=C1C1=CC=C1 (Mutation error)
25,C1=CC1C1C=C1 (Mutation error)
25,C1=CC(C2C=C2)C1 (Mutation error)
25,C1#CC(C2=CC=C2)=C1 (Mutation error)
25,C1=CC12C1=CC12 (Mutation error)
25,C1=CC1C12C=C1C2 (Mutation error)
26,C1=CC1C1C=C1 (Mutation error)
26,CC1(C2C=CC2)C=C1 (Mutation error)
26,C1#CC(C2=CC=C2)=C1 (Mutation error)
27,C1=CC1C1C=C1 (Mutation error)
27,CC1(C2C=C2)C=C1 (Mutation error)
27,C1=CC1C1=CC1 (Mutation error)
28,CC(CC1C=C1)C1C=C1 (Mutation error)
28,CCC1(CC2C=CC2)C=C1 (Mutation error)
29,C1=CC1C1C=C1 (Mutation error)
29,CC1C=CC1C1C=C1 (Mutation error)
29,CC(CC1C=C1)C1C=C1 (Mutation error)
30,C1=CC1C1C=C1 (Mutation error)
30,CC1(C2C=C2)C=C1 (Mutation error)
30,C1#CC(C2=CC=C2)=C1 (Mutation error)
30,C1=CC2C=C12 (Mutation error)
30,CCC1(CC2C=CC2)C=C1 (Mutation error)
31,C1=CC1C1C=C1 (Mutation error)
31,CC1(C2C=C2)C=C1 (Mutation error)
31,CC1C=CC1C1C=C1 (Mutation error)
31,C1=CC2C=C12 (Mutation error)
32,C1=CC1C1C=C1 (Mutation error)
32,C1=CC1CC1C=C1 (Mutation error)
32,CC1(C2C=CC2)C=C1 (Mutation error)
32,CC(C1C=C1)C1C=C1 (Mutation error)
32,C1=CC2CC3(C=C3)CCC=C12 (Mutation error)
32,C1=CC2C=C12 (Mutation error)
33,C1=CC1C1C=C1 (Mutation error)
33,CC1(C2C=C2)C=C1 (Mutation error)
33,C1=CC(C2C=C2)C1 (Mutation error)
33,CC1(C2C=CC2)C=C1 (Mutation error)
33,CC1C=CC1C1C=C1 (Mutation error)
33,CC(CC1C=C1)C1C=C1 (Mutation error)
34,C1#CC(C2=CC=C2)=C1 (Mutation error)
34,C1=CC1CCC1C=C1 (Mutation error)
35,C1=CC1CC1C=C1 (Mutation error)
35,CC1(C2C=C2)C=CC1 (Mutation error)
36,C1=CC1C1C=C1 (Mutation error)
36,C1=CC(C2C=C2)C1 (Mutation error)
36,C1=CC1CC1C=C1 (Mutation error)
36,CC1(C2(C)C=C2)C=C1 (Mutation error)
37,C1=CC1=C1C=C1 (Mutation error)
38,C1=CC1C1C=C1 (Mutation error)
38,C1=CC(C2C=C2)C1 (Mutation error)
39,CC1(C2C=C2)C=C1 (Mutation error)
39,C1=CC(=C2C=C2)C1 (Mutation error)
39,CC1(C2C=C2)C=CC1 (Mutation error)
39,CC1(C2C=CC2)C=C1 (Mutation error)
39,CC1C2(C=C2)C12C=C2 (Mutation error)
39,C1=CC(CC2C=C2)C1 (Mutation error)
40,C1=CC1=C1C=C1 (Mutation error)
40,CC1(C2C=C2)C=C1 (Mutation error)
40,C1=CC(C2C=C2)C1 (Mutation error)
41,C1=CC1C1C=C1 (Mutation error)
41,CC1(C2C=C2)C=C1 (Mutation error)
41,C1=CC(C2C=C2)C1 (Mutation error)
41,C1=CC(=C2C=C2)C1 (Mutation error)
41,C1=CC1CC1C=C1 (Mutation error)
41,CCC1(C2C=C2)C=C1 (Mutation error)
41,CC1(C2C=C2)C=CC1 (Mutation error)
41,CC1C=CC1C1C=C1 (Mutation error)
42,C1=CC1C1C=C1 (Mutation error)
42,C1=CC(C2C=C2)C1 (Mutation error)
42,CC1(C2(C)C=C2)C=C1 (Mutation error)
42,CC(C1C=C1)C1C=C1 (Mutation error)
42,CC1(C2C=C2)C=CC1 (Mutation error)
42,CC1(C2C=CC2)C=C1 (Mutation error)
43,CC1(C2C=C2)C=C1 (Mutation error)
43,C1=CC(C2C=C2)C1 (Mutation error)
43,CC1(CC2C=C2)C=C1 (Mutation error)
44,C1=CC1C1C=C1 (Mutation error)
44,C1=CC1=C1C=C1 (Mutation error)
44,CC1(C2C=C2)C=C1 (Mutation error)
44,C1=CC(C2C=C2)C1 (Mutation error)
44,C1=CC1CC1C=C1 (Mutation error)
44,C1=CC(=C2C=C2)C1 (Mutation error)
44,CC1(C2(C)C=C2)C=C1 (Mutation error)
44,CC1(C2C=C2)C=CC1 (Mutation error)
44,CC1C2(C=C2)C12C=C2 (Mutation error)
44,CC(C1C=C1)C1C=C1 (Mutation error)
44,C1=CC(CC2C=C2)C1 (Mutation error)
45,C1=CC1C1C=C1 (Mutation error)
45,CC1(C2C=C2)C=C1 (Mutation error)
45,C1=CC1CC1C=C1 (Mutation error)
45,CC1C2(C=C2)C12C=C2 (Mutation error)
45,CCC1(C2C=C2)C=C1 (Mutation error)
45,CC1(CC2C=C2)C=C1 (Mutation error)
46,C1=CC1C1C=C1 (Mutation error)
46,CC1(C2C=C2)C=C1 (Mutation error)
46,C1=CC(C2C=C2)C1 (Mutation error)
46,C1=CC1CC1C=C1 (Mutation error)
46,CC1(C2(C)C=C2)C=C1 (Mutation error)
46,CC1(C2C=CC2)C=C1 (Mutation error)
46,CC(C1C=C1)C1C=C1 (Mutation error)
47,C1=CC1C1C=C1 (Mutation error)
47,CC1(C2C=C2)C=C1 (Mutation error)
47,C1=CC(C2C=C2)C1 (Mutation error)
47,C1=CC1CC1C=C1 (Mutation error)
47,CC(C1C=C1)C1C=C1 (Mutation error)
47,CC1(CC2C=C2)C=C1 (Mutation error)
47,CC1C2(C=C2)C12C=C2 (Mutation error)
47,CC1(C2C=C2)C=CC1 (Mutation error)
47,C1=CC(CC2C=C2)C1 (Mutation error)
48,C1=CC1=C1C=C1 (Mutation error)
48,C1=CC1C1C=C1 (Mutation error)
48,CC1(C2C=C2)C=C1 (Mutation error)
48,CC1(C2(C)C=C2)C=C1 (Mutation error)
48,CC1(CC2C=C2)C=C1 (Mutation error)
48,CC(C1C=C1)C1C=C1 (Mutation error)
48,CC1(C2C=CC2)C=C1 (Mutation error)
48,CC1C2(C=C2)C12C=C2 (Mutation error)
48,C1=CC(CC2C=C2)C1 (Mutation error)
49,C1=CC1=C1C=C1 (Mutation error)
49,CC1(C2C=C2)C=C1 (Mutation error)
49,C1=CC(C2C=C2)C1 (Mutation error)
49,C1=CC1CC1C=C1 (Mutation error)
49,CC1(C2C=C2)C=CC1 (Mutation error)
49,CCC1(C2C=C2)C=C1 (Mutation error)
49,CC(C1C=C1)C1C=C1 (Mutation error)
49,CC1C2(C=C2)C12C=C2 (Mutation error)
50,C1=CC1C1C=C1 (Mutation error)
50,C1=CC1=C1C=C1 (Mutation error)
50,CC1(C2C=C2)C=C1 (Mutation error)
50,C1=CC(=C2C=C2)C1 (Mutation error)
50,C1=CC1CC1C=C1 (Mutation error)
50,CC(C1C=C1)C1C=C1 (Mutation error)
50,CC1(C2C=C2)C=CC1 (Mutation error)
50,C1=CC(CC2C=C2)C1 (Mutation error)
50,CC1C=CC1C1C=C1 (Mutation error)
51,C1=CC1C1C=C1 (Mutation error)
51,C1=CC1=C1C=C1 (Mutation error)
51,CC1(C2C=C2)C=C1 (Mutation error)
51,C1=CC(=C2C=C2)C1 (Mutation error)
51,CCC1(C2C=C2)C=C1 (Mutation error)
51,CC1(C2C=C2)C=CC1 (Mutation error)
51,CC1(C2C=CC2)C=C1 (Mutation error)
51,C=C1C2(C=C2)C12C=C2 (Mutation error)
51,C1=CC2CC3(C=C3)CCC=C12 (Mutation error)
51,C1=CC1CCC1C=C1 (Mutation error)
52,C1=CC1C1C=C1 (Mutation error)
52,CC1(C2C=C2)C=C1 (Mutation error)
52,C1=CC(C2C=C2)C=1 (Mutation error)
52,C1=CC1CC1C=C1 (Mutation error)
52,C1=CC(C2C=C2)C1 (Mutation error)
52,CC1(C2(C)C=C2)C=C1 (Mutation error)
52,CCC1(C2C=C2)C=C1 (Mutation error)
52,C=C1C2(C=C2)C12C=C2 (Mutation error)
52,CC1(C2C=CC2)C=C1 (Mutation error)
52,CC1C=CC1=C1C=C1 (Mutation error)
52,C1=CC1CCC1C=C1 (Mutation error)
53,C1=CC1=C1C=C1 (Mutation error)
53,CC1(C2C=C2)C=C1 (Mutation error)
53,C1=CC(=C2C=C2)C1 (Mutation error)
53,C1=CC(C2C=C2)C1 (Mutation error)
53,C1=CC1CC1C=C1 (Mutation error)
53,CC1(C2(C)C=C2)C=C1 (Mutation error)
53,CC(C1C=C1)C1C=C1 (Mutation error)
53,CC1(CC2C=C2)C=C1 (Mutation error)
54,CC1=CC12C=CC21C=C1 (Mutation error)
54,C1=CC1C1C=C1 (Mutation error)
54,C1=CC1CC1C=C1 (Mutation error)
54,C1=CC(C2C=C2)C1 (Mutation error)
54,C1=CC(C2C=C2)C=1 (Mutation error)
