rediscovery_c1ccccc1_mean,rediscovery_c1ccccc1_med,rediscovery_c1ccccc1_min,rediscovery_c1ccccc1_max,rediscovery_c1ccccc1_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0005888938903808594,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.001016855239868164,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0027093887329101562,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.004489421844482422,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.008265972137451172,0,0,7,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0.011806011199951172,0,0,4,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,0.01794290542602539,0,0,16,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,0.027493000030517578,0,0,31,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,3,0.038564443588256836,0,0,37,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,3,0.04693341255187988,0,0,18,0,0,0,0,0
0.0014367816091954023,0.0,0.0,0.034482758620689655,0.006890562533495286,0.0014367816091954023,0.0,0.0,0.034482758620689655,0.006890562533495286,23,7,0.062149763107299805,0,0,32,0,0,0,0,0
0.00291173198979258,0.0,0.0,0.06451612903225806,0.012203101485310475,0.00291173198979258,0.0,0.0,0.06451612903225806,0.012203101485310475,33,10,0.08091092109680176,0,0,47,0,0,0,0,0
0.005520304794989084,0.0,0.0,0.08,0.016831152415107284,0.005520304794989084,0.0,0.0,0.08,0.016831152415107284,43,10,0.3169734477996826,0,0,38,0,0,0,0,0
0.010081380604335445,0.0,0.0,0.08695652173913043,0.023292782204787723,0.010081380604335445,0.0,0.0,0.08695652173913043,0.023292782204787723,53,10,0.33750152587890625,0,0,47,0,0,0,0,0
0.01040311189585232,0.0,0.0,0.08695652173913043,0.022849521829565803,0.01040311189585232,0.0,0.0,0.08695652173913043,0.022849521829565803,63,10,0.35466456413269043,0,0,22,0,0,0,0,0
0.011223389292002513,0.0,0.0,0.08695652173913043,0.023513822857642995,0.011223389292002513,0.0,0.0,0.08695652173913043,0.023513822857642995,73,10,0.37685179710388184,0,0,24,0,0,0,0,0
0.014001164112300332,0.0,0.0,0.1111111111111111,0.026466223227330193,0.014001164112300332,0.0,0.0,0.1111111111111111,0.026466223227330193,83,10,0.389606237411499,0,0,9,0,0,0,0,0
0.016701737051794736,0.0,0.0,0.1111111111111111,0.027997667434916093,0.016701737051794736,0.0,0.0,0.1111111111111111,0.027997667434916093,93,10,0.40331506729125977,0,0,12,0,0,0,0,0
0.017362830342938847,0.0,0.0,0.1111111111111111,0.028381230488432573,0.017362830342938847,0.0,0.0,0.1111111111111111,0.028381230488432573,103,10,0.42144012451171875,0,0,17,0,0,0,0,0
