rediscovery_C(=Cc1ccccc1)c1ccccc1_mean,rediscovery_C(=Cc1ccccc1)c1ccccc1_med,rediscovery_C(=Cc1ccccc1)c1ccccc1_min,rediscovery_C(=Cc1ccccc1)c1ccccc1_max,rediscovery_C(=Cc1ccccc1)c1ccccc1_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00034928321838378906,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.000946044921875,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0045206546783447266,0,0,4,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.007027387619018555,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.04344654083251953,0,0,5,0,0,0,0,0
0.0035460992907801418,0.0,0.0,0.02127659574468085,0.00792931906914819,0.0035460992907801418,0.0,0.0,0.02127659574468085,0.00792931906914819,5,2,0.04689645767211914,0,0,5,0,0,0,0,0
0.002127659574468085,0.0,0.0,0.02127659574468085,0.006382978723404255,0.002127659574468085,0.0,0.0,0.02127659574468085,0.006382978723404255,9,4,0.051172733306884766,0,0,5,0,0,0,0,0
0.0017730496453900709,0.0,0.0,0.02127659574468085,0.00588054040843156,0.0017730496453900709,0.0,0.0,0.02127659574468085,0.00588054040843156,11,2,0.058309316635131836,0,0,16,0,0,0,0,0
0.001182033096926714,0.0,0.0,0.02127659574468085,0.0048736473116048,0.001182033096926714,0.0,0.0,0.02127659574468085,0.0048736473116048,17,6,0.07009100914001465,0,0,20,0,0,0,0,0
0.004231901512110264,0.0,0.0,0.0425531914893617,0.011650547495430586,0.004231901512110264,0.0,0.0,0.0425531914893617,0.011650547495430586,23,6,0.08606457710266113,0,0,46,0,0,0,0,0
0.0073964273651196105,0.0,0.0,0.0425531914893617,0.013995977666194197,0.0073964273651196105,0.0,0.0,0.0425531914893617,0.013995977666194197,33,10,0.10286736488342285,0,0,17,0,0,0,0,0
0.007517190804686761,0.0,0.0,0.0425531914893617,0.014443555885007162,0.007517190804686761,0.0,0.0,0.0425531914893617,0.014443555885007162,43,10,0.11880087852478027,0,0,20,0,0,0,0,0
0.00948072931857272,0.0,0.0,0.0425531914893617,0.015312689874136516,0.00948072931857272,0.0,0.0,0.0425531914893617,0.015312689874136516,53,10,0.13491320610046387,0,0,13,0,0,0,0,0
0.012352878798571483,0.0,0.0,0.0425531914893617,0.01669503064501312,0.012352878798571483,0.0,0.0,0.0425531914893617,0.01669503064501312,63,10,0.15561628341674805,0,0,32,0,0,0,0,0
0.014285838194819673,0.0,0.0,0.0425531914893617,0.017114702817579108,0.014285838194819673,0.0,0.0,0.0425531914893617,0.017114702817579108,73,10,0.17740154266357422,0,0,25,0,0,0,0,0
0.015904212211725683,0.0,0.0,0.0425531914893617,0.017462727422978358,0.015904212211725683,0.0,0.0,0.0425531914893617,0.017462727422978358,83,10,0.19075322151184082,0,0,7,0,0,0,0,0
