step,error
0,No more individual to be mutated
1,CC (Mutation error)
1,C (Mutation error)
1,No more individual to be mutated
1,No replacement occured
2,CC (Mutation error)
2,No more individual to be mutated
3, (Mutation error)
3,C (Mutation error)
3,No more individual to be mutated
4, (Mutation error)
4,CC (Mutation error)
4,C (Mutation error)
4,No more individual to be mutated
5,CCCC (Mutation error)
5, (Mutation error)
5,CC (Mutation error)
5,C (Mutation error)
5,No more individual to be mutated
6,CCC (Mutation error)
6, (Mutation error)
6,CC (Mutation error)
6,C (Mutation error)
6,No more individual to be mutated
7,CCCCCC (Mutation error)
7,CCCC (Mutation error)
7, (Mutation error)
7,C (Mutation error)
7,No more individual to be mutated
8,C#C (Mutation error)
8,C=C (Mutation error)
8,CCCCCC (Mutation error)
8,C1CCC1 (Mutation error)
8, (Mutation error)
8,CC (Mutation error)
8,C (Mutation error)
8,No more individual to be mutated
9,CC (Mutation error)
9, (Mutation error)
9,CCCC (Mutation error)
9,CCC (Mutation error)
9,C=C (Mutation error)
10,C1CC1 (Mutation error)
10,CC (Mutation error)
10, (Mutation error)
10,CCCC (Mutation error)
10,CCC (Mutation error)
10,CCCCCC (Mutation error)
10,C=C (Mutation error)
10,C1CCCC1 (Mutation error)
10,C#C (Mutation error)
10,CC1CCCC1 (Mutation error)
10,CC(C)C (Mutation error)
10,CCCCC (Mutation error)
11,C1=C2C=C12 (Mutation error)
11,C1=CC1 (Mutation error)
11,C1=C2CC12 (Mutation error)
11,C1=CCC=1 (Mutation error)
11,CC1=CC1 (Mutation error)
11,C1=CCCC1 (Mutation error)
11, (Mutation error)
11,CCC (Mutation error)
11,CC (Mutation error)
11,C1CCC1 (Mutation error)
11,C=C (Mutation error)
12,C1=C2C=C12 (Mutation error)
12,C1=CC1 (Mutation error)
12,CC1C=C1 (Mutation error)
12,C1=CCC=1 (Mutation error)
12,CC1C=CC1 (Mutation error)
12,CCC1=CC1 (Mutation error)
13,C1=CC1 (Mutation error)
13,C1=CCC=1 (Mutation error)
13,CC1=C=C1 (Mutation error)
13,CC1C=C1 (Mutation error)
13,CC1=CC1 (Mutation error)
13,C1=CCC1 (Mutation error)
13,C1=C2CC12 (Mutation error)
13,CC1=C2CC12 (Mutation error)
14,CC1=C2C=C12 (Mutation error)
14,C1=CC=1 (Mutation error)
14,C1=CC1 (Mutation error)
14,C1=C2CC12 (Mutation error)
14,CC12C=C1C2 (Mutation error)
14,CC1=CC1C (Mutation error)
14,CC1(C)C=C1 (Mutation error)
15,C1=CC1 (Mutation error)
15,C1=CC=1 (Mutation error)
15,CC1=CC1 (Mutation error)
15,C1=C2CC12 (Mutation error)
15,CC1C=C1 (Mutation error)
15,C1=CCC1 (Mutation error)
15,CC1(C)C=C1 (Mutation error)
15,C1=C2CC1C2 (Mutation error)
15,CC1=CCC1 (Mutation error)
16,CC1=C2C=C12 (Mutation error)
16,CC1=C2C=C1C2 (Mutation error)
16,CCC1=C2C=C21 (Mutation error)
16,CC1=C(C2=C=C2)C1 (Mutation error)
16,C1=CC1 (Mutation error)
16,C1=CC=1 (Mutation error)
16,C1=CCC=1 (Mutation error)
16,CC1C=C1 (Mutation error)
16,C1=CCC1 (Mutation error)
16,CC1=CC1C (Mutation error)
17,C1=C2C=C12 (Mutation error)
17,C1=C2C=C2C1 (Mutation error)
17,CC1=C2C=C12 (Mutation error)
17,C1=CC2=C1C2 (Mutation error)
17,C1=CC=1 (Mutation error)
17,C1=CC1 (Mutation error)
17,CC1=CC1 (Mutation error)
17,C1=CCC1 (Mutation error)
17,CC1=C=C1 (Mutation error)
17,CC1C=C1 (Mutation error)
17,CC12C=C1C2 (Mutation error)
17,CC1(C)C=C1 (Mutation error)
17,CC1=CC1C (Mutation error)
18,C1=C2C=C12 (Mutation error)
18,C1=C2C3=C1C23 (Mutation error)
18,CCC1=C2C=C21 (Mutation error)
18,CC1=CC=C1 (Mutation error)
18,CC1=C(C2=C=C2)C1 (Mutation error)
18,CC1=C2CC=C1C2 (Mutation error)
18,C1=CC=1 (Mutation error)
18,C1=CC1 (Mutation error)
18,C1=C2CC12 (Mutation error)
19,C1=C2C=C12 (Mutation error)
20,C1=C2C3=C1C23 (Mutation error)
20,CC1=C2C=C12 (Mutation error)
20,CC1=C2C(C)=C12 (Mutation error)
20,CCC1=C2C=C21 (Mutation error)
20,C1=C2C=C(C1)C2 (Mutation error)
20,CCC1=C2C(C)=C12 (Mutation error)
21,C1=C2C=C1C2 (Mutation error)
21,CC1C2=CC1=C2 (Mutation error)
21,CC1=C2C=C12 (Mutation error)
21,CC1=C2C(C)=C12 (Mutation error)
22,C1=C2C=C1C2 (Mutation error)
22,C1=C2C=C2C1 (Mutation error)
22,CCC1C2=CC1=C2 (Mutation error)
22,CC1C2=CC(=C2)C1C (Mutation error)
22,CCC1=C2C=C21 (Mutation error)
22,CC1=C2C=C2C1 (Mutation error)
23,C1=C2C=C12 (Mutation error)
23,C1=C2C=C1C2 (Mutation error)
23,C1=C2C=C2C1 (Mutation error)
23,CC1=C2C=C12 (Mutation error)
23,C1=C2C3=C1C23 (Mutation error)
23,CC1=C2C(C)=C12 (Mutation error)
23,CCC1=C2C=C21 (Mutation error)
23,CC1=CC2=C1C2 (Mutation error)
24,C1=C2C=C12 (Mutation error)
24,C1=C2C=C2C1 (Mutation error)
24,CC1C2=CC1=C2 (Mutation error)
24,CC1C=C2C=C21 (Mutation error)
24,C12=C3C1=C23 (Mutation error)
24,CC1=C2C=C12 (Mutation error)
24,C1=C2C3=C1C23 (Mutation error)
24,CC1=C2C=C1C2 (Mutation error)
25,C1=C2C=C12 (Mutation error)
25,C1=C2C=C1C2 (Mutation error)
25,CC1C2=CC1=C2 (Mutation error)
25,CC1C=C2C=C21 (Mutation error)
25,CCC1C2=CC1=C2 (Mutation error)
25,C1=C2C=C1CCC2 (Mutation error)
25,C12=C3C1=C23 (Mutation error)
25,C1=C2C3=C1C23 (Mutation error)
25,CC1=C2C=C12 (Mutation error)
25,CC1=C2C=C1C2 (Mutation error)
25,CC1=C2C(C)=C12 (Mutation error)
25,CC1C2=C3C2=C31 (Mutation error)
25,CCC1=C2C=C21 (Mutation error)
25,C1=C2C=C(C1)C2 (Mutation error)
26,C1=C2C=C12 (Mutation error)
26,C1=C2C=C1C2 (Mutation error)
26,CC1C2=CC1=C2 (Mutation error)
26,C1=C2C=C2C1 (Mutation error)
26,CC1C=C2C=C21 (Mutation error)
26,C1=C2C=C1CC2 (Mutation error)
26,CC1C=C2C=C2C1 (Mutation error)
26,C12=C3C1=C23 (Mutation error)
26,CC1=C2C=C12 (Mutation error)
26,C1C2=C3C1=C23 (Mutation error)
27,C1=C2C=C12 (Mutation error)
27,C1=C2C=C1C2 (Mutation error)
27,C1=C2C=C2C1 (Mutation error)
27,CC1C=C2C=C21 (Mutation error)
27,CC1CC2=CC1=C2 (Mutation error)
27,CC1C=C2C=C2C1 (Mutation error)
27,C12=C3C1=C23 (Mutation error)
27,CC1(C)CC2=CC1=C2 (Mutation error)
27,CC1C2=CC(=C2)C1C (Mutation error)
27,CC1=C2C=C1C2 (Mutation error)
27,CC1C2=C3C2=C31 (Mutation error)
28,C1=C2C=C12 (Mutation error)
28,C1=C2C=C1C2 (Mutation error)
28,CC1C2=CC1=C2 (Mutation error)
28,CC1C=C2C=C21 (Mutation error)
28,C12=C3C1=C23 (Mutation error)
28,CC1C2=CC(=C2)C1C (Mutation error)
28,CC1=C2C=C12 (Mutation error)
29,C1=C2C=C1C2 (Mutation error)
29,CC1C2=CC1=C2 (Mutation error)
29,C1=C2C=C2C1 (Mutation error)
29,C1=C2C=C1CC2 (Mutation error)
29,C1=C2C=C2CC1 (Mutation error)
29,C12=C3C1=C23 (Mutation error)
29,CC1C2=CC(=C2)C1C (Mutation error)
30,C1=C2C=C12 (Mutation error)
30,C1=C2C=C2C1 (Mutation error)
30,CC1=CC(C)=C1 (Mutation error)
30,C1=C2C=C2CC1 (Mutation error)
30,CC1CC2=CC1=C2 (Mutation error)
30,CC1(C)C=C2C=C21 (Mutation error)
30,C1=C2C=C1CCC2 (Mutation error)
30,C12=C3C1=C23 (Mutation error)
31,C1=C2C=C12 (Mutation error)
31,C1=C2C=C1C2 (Mutation error)
31,CC1C2=CC1=C2 (Mutation error)
31,CC1=CC(C)=C1 (Mutation error)
31,CC1(C)C2=CC1=C2 (Mutation error)
31,C1#CC2=CC1=C2 (Mutation error)
31,C1=C2C=C1CC2 (Mutation error)
31,C1=C2C=C2CC1 (Mutation error)
31,CC1(C)C=C2C=C21 (Mutation error)
31,CC1CC2=CC1=C2 (Mutation error)
32,CC1=CC2=CCC2=C1 (Mutation error)
32,C1=C2C=C3C1=CC3C2 (Mutation error)
32,C1=C2C=C12 (Mutation error)
32,C1=C2C=C1C2 (Mutation error)
32,CC1C2=CC1=C2 (Mutation error)
32,CC1C=C2C=C21 (Mutation error)
32,C1=C2C=C1CC2 (Mutation error)
32,C#CC1C2=CC1=C2 (Mutation error)
32,C1=C2C=C2CC1 (Mutation error)
33,C1=C2C=C12 (Mutation error)
33,C1=C2C=C1C2 (Mutation error)
33,CC1C2=CC1=C2 (Mutation error)
33,CC1=CC(C)=C1 (Mutation error)
33,CC1(C)C2=CC1=C2 (Mutation error)
33,C1=C2C=C1CC2 (Mutation error)
33,CC1C=C2C=C21 (Mutation error)
33,CCC1C2=CC1=C2 (Mutation error)
33,C1#CC12C1=CC2=C1 (Mutation error)
34,C1=C2C=C12 (Mutation error)
34,C1=C2C=C1C2 (Mutation error)
34,C1=C2C=C2C1 (Mutation error)
34,CC1C2=CC1=C2 (Mutation error)
34,CC1=CC(C)=C1 (Mutation error)
34,C1=C2C=C1CC2 (Mutation error)
34,CC1C=C2C=C21 (Mutation error)
34,C#CC1C2=CC1=C2 (Mutation error)
34,CCC1C2=CC1=C2 (Mutation error)
35,C1=C2C=C3C1=CC3C2 (Mutation error)
35,C1=C2C=C12 (Mutation error)
35,C1=C2C=C1C2 (Mutation error)
35,CC1C2=CC1=C2 (Mutation error)
35,CC1(C)C2=CC1=C2 (Mutation error)
35,CC1=C(C)C2=CCCC2=C1 (Mutation error)
36,C1=C2C=C12 (Mutation error)
36,C1=C2C=C1C2 (Mutation error)
36,CC1C2=CC1=C2 (Mutation error)
36,CC1=CC(C)=C1 (Mutation error)
36,CC1C=C2C=C21 (Mutation error)
36,C1=C2C=C1CC2 (Mutation error)
37,C1=C2C=C12 (Mutation error)
37,C1=C2C=C1C2 (Mutation error)
37,Cc1cc(C)c2cc1-2 (Mutation error)
37,C1=C2C=C2C1 (Mutation error)
38,C1=C2C=C3C1=CC3C2 (Mutation error)
38,C1=C2C=C12 (Mutation error)
38,CCCc1ccc2cc1-2 (Mutation error)
38,CC1=C2C=C3CC(=C31)C2 (Mutation error)
38,C1=C2CC(=C3CC=C13)C2 (Mutation error)
38,C1=C2C=C1C2 (Mutation error)
38,CC1=C2CC=C2C=C1 (Mutation error)
38,C1=C2C=C2C1 (Mutation error)
38,CC1C2=CC1=C2 (Mutation error)
39,C1=C2C=C12 (Mutation error)
39,C1=C2CC(=C3CC=C13)C2 (Mutation error)
39,C1=C2C=C1C2 (Mutation error)
40,C1=C2C=C12 (Mutation error)
40,CCCc1ccc2cc1-2 (Mutation error)
40,CCC(C)c1ccc2cc1-2 (Mutation error)
40,C1=C2C=C1C2 (Mutation error)
40,Cc1cc(C)c2cc1-2 (Mutation error)
40,Cc1cc2cc-2c1C (Mutation error)
40,C1=CC2=CC(=CC1)C2 (Mutation error)
41,CC1=CC2=CCC2=C1 (Mutation error)
41,C1=C2C=C12 (Mutation error)
41,C1=C2C=C3CC3=C2C1 (Mutation error)
41,CC1=CC2=CCC2=C1C (Mutation error)
41,C1=C2CC(=C3CC=C13)C2 (Mutation error)
41,C1=C2C=C1C2 (Mutation error)
42,CC1=CC2=CCC2=C1 (Mutation error)
42,C1=C2C=C12 (Mutation error)
42,CCCc1ccc2cc1-2 (Mutation error)
42,CC1=CC2=CCC2=C1C (Mutation error)
43,c1cc2c3c1c1c-3c21 (Mutation error)
43,C1=C2C=C12 (Mutation error)
43,CCC1=CC2=CCC2=C1 (Mutation error)
44,CCc1ccc2cc1-2 (Mutation error)
44,C1=C2C=C3C1=CC3C2 (Mutation error)
44,C1=C2C=C12 (Mutation error)
44,C1=C2CC3C4=C1C3=C24 (Mutation error)
45,Cc1ccccc1 (Mutation error)
45,Cc1c2cccc1-2 (Mutation error)
45,CC1=CC=C2C3=CC3=C12 (Mutation error)
45,CC1=CC2=CCC2=C1 (Mutation error)
45,C1=C2C=C12 (Mutation error)
45,CCC1=CC2=CCC2=C1 (Mutation error)
45,CCC(C)c1ccc2cc1-2 (Mutation error)
45,C1=C2CC3C4=C1C3=C24 (Mutation error)
45,C1=C2C=C3CC3=C2C1 (Mutation error)
45,C1=C2CC(=C3CC=C13)C2 (Mutation error)
46,Cc1ccccc1 (Mutation error)
46,C1=C2C=C3C1=CC3C2 (Mutation error)
46,C1=C2C=C12 (Mutation error)
48,CCCCc1ccccc1 (Mutation error)
48,CCc1ccc2cc1-2 (Mutation error)
48,C1=C2C=C3C1=CC3C2 (Mutation error)
50,Cc1c2cccc1-2 (Mutation error)
51,CCc1ccccc1 (Mutation error)
51,CCCCCc1ccccc1 (Mutation error)
51,c1cc2c3c1c1c-3c21 (Mutation error)
52,Cc1ccccc1 (Mutation error)
52,Cc1c2cccc1-2 (Mutation error)
53,CC1=CC2=CC3=CC2=C13 (Mutation error)
53,CCC#CCc1ccccc1 (Mutation error)
53,Cc1c2cccc1-2 (Mutation error)
53,CC1=c2c(C)ccc3c2=C13 (Mutation error)
54,Cc1cccc2c1=CC=2 (Mutation error)
54,c1ccc(CC2CC2)cc1 (Mutation error)
54,c1ccc2c(c1)CC2 (Mutation error)
54,CCC#CCc1ccccc1 (Mutation error)
54,Cc1c2cccc1-2 (Mutation error)
55,CCC1=c2cccc3c2=C13 (Mutation error)
55,CCc1ccccc1 (Mutation error)
55,CC1=CC2=CC3=CC2=C13 (Mutation error)
55,CC1c2ccccc21 (Mutation error)
55,c1ccc2c(c1)CC2 (Mutation error)
56,CC1=CC2=CC3=CC2=C13 (Mutation error)
56,Cc1ccccc1C (Mutation error)
56,CCCCc1ccccc1 (Mutation error)
56,c1ccc(CC2CC2)cc1 (Mutation error)
58,CC1=c2cccc3c2=C13 (Mutation error)
58,CC(C)Cc1ccccc1 (Mutation error)
58,CCCCc1ccccc1 (Mutation error)
60,CC1=c2cccc3c2=C13 (Mutation error)
60,CCC1=c2cccc3c2=C13 (Mutation error)
60,CC1=CC2=CC3=C(C)C2=C13 (Mutation error)
60,CCCCc1ccccc1 (Mutation error)
61,CCC1=c2cccc3c2=C13 (Mutation error)
61,Cc1ccccc1 (Mutation error)
61,Cc1cccc2c1=CC=2 (Mutation error)
61,CC(C)Cc1ccccc1 (Mutation error)
62,CC1=c2cccc3c2=C13 (Mutation error)
62,CCc1ccccc1 (Mutation error)
63,CCc1ccccc1 (Mutation error)
63,CCc1cccc2c1=C(C)C=2 (Mutation error)
64,C1=c2cccc3c2=C13 (Mutation error)
64,CC1=c2c(C)cccc2=C1 (Mutation error)
64,CCc1cccc2c1=C(C)C=2 (Mutation error)
65,CC1=c2c(C)cccc2=C1 (Mutation error)
66,CCC1=c2cccc3c2=C13 (Mutation error)
66,Cc1ccccc1 (Mutation error)
66,Cc1ccccc1C (Mutation error)
67,C1=c2cccc3c2=C13 (Mutation error)
67,CCc1cccc2c1=C(C)C=2 (Mutation error)
68,Cc1ccccc1 (Mutation error)
69,CCC1=c2cccc3c2=C13 (Mutation error)
69,CC1=c2c(C)cccc2=C1 (Mutation error)
69,CC1=CC2=CC3=CC2=C13 (Mutation error)
69,CC1=CC2=CC3=C(C)C2=C13 (Mutation error)
69,CC(C)Cc1ccccc1 (Mutation error)
70,C1=c2cccc3c2=C13 (Mutation error)
70,Cc1ccccc1 (Mutation error)
70,CC(C)c1ccccc1 (Mutation error)
70,Cc1cccc2c1=CC=2 (Mutation error)
71,C1=c2cccc3c2=C13 (Mutation error)
71,CC1=c2cccc3c2=C13 (Mutation error)
71,CCC1=c2cccc3c2=C13 (Mutation error)
71,Cc1ccccc1C (Mutation error)
71,CC(C)Cc1ccccc1 (Mutation error)
72,Cc1ccccc1 (Mutation error)
72,CC(C)c1ccccc1 (Mutation error)
73,C1=c2cccc3c2=C13 (Mutation error)
73,CC1=c2cccc3c2=C13 (Mutation error)
73,CCC1=c2cccc3c2=C13 (Mutation error)
73,CCCC1=c2cccc3c2=C13 (Mutation error)
73,Cc1ccccc1 (Mutation error)
73,CCc1ccccc1 (Mutation error)
73,Cc1ccccc1C (Mutation error)
73,CC1c2ccccc21 (Mutation error)
74,CC1=c2c(C)cccc2=C1 (Mutation error)
75,CC1=c2cccc3c2=C13 (Mutation error)
75,Cc1ccccc1 (Mutation error)
76,C1=c2cccc3c2=C13 (Mutation error)
76,CC(C)C1=c2cccc3c2=C13 (Mutation error)
76,Cc1ccccc1 (Mutation error)
76,CC1=c2c(C)cccc2=C1 (Mutation error)
76,Cc1ccccc1C (Mutation error)
77,CC1=c2ccccc2=C1 (Mutation error)
77,CCC1=c2cccc3c2=C13 (Mutation error)
77,CC(C)c1ccccc1 (Mutation error)
78,CC1=c2ccccc2=C1 (Mutation error)
78,CC1=c2cccc3c2=C13 (Mutation error)
78,CCCC1=c2cccc3c2=C13 (Mutation error)
78,CCC(C)C1=c2cccc3c2=C13 (Mutation error)
78,Cc1ccccc1 (Mutation error)
78,CC1=c2c(C)cccc2=C1 (Mutation error)
78,CC(C)c1ccccc1 (Mutation error)
79,CCC1=c2cccc3c2=C13 (Mutation error)
79,C1=c2cccc3c2=C3C1 (Mutation error)
79,CCc1ccccc1 (Mutation error)
80,C1=c2cccc3c2=C13 (Mutation error)
80,CC(C)C1=c2cccc3c2=C13 (Mutation error)
80,CC(C)CCC1=c2cccc3c2=C13 (Mutation error)
80,CCc1ccccc1 (Mutation error)
81,Cc1ccccc1 (Mutation error)
82,CCC1=c2cccc3c2=C13 (Mutation error)
82,CC(C)C1=c2cccc3c2=C13 (Mutation error)
82,CCCC1=c2cccc3c2=C13 (Mutation error)
82,Cc1ccccc1 (Mutation error)
82,CC1=c2c(C)cccc2=C1 (Mutation error)
82,CCCC1=c2cccc3c2=C3C1 (Mutation error)
82,CC(C)c1ccccc1 (Mutation error)
83,CC1=c2cccc3c2=C13 (Mutation error)
83,CC(C)C1=c2cccc3c2=C13 (Mutation error)
83,CCC(C)C1=c2cccc3c2=C13 (Mutation error)
83,CCc1ccccc1 (Mutation error)
85,CC1=c2ccccc2=C1 (Mutation error)
85,C1=c2ccccc2=CC1 (Mutation error)
85,CC(C)C1=c2cccc3c2=C13 (Mutation error)
86,C1=c2ccccc2=C1 (Mutation error)
86,CC1=c2cccc3c2=C13 (Mutation error)
86,CC(C)CC1=c2cccc3c2=C13 (Mutation error)
87,C1=c2cccc3c2=C13 (Mutation error)
87,CC1=c2cccc3c2=C13 (Mutation error)
87,CCC1=c2cccc3c2=C13 (Mutation error)
87,CCCC1=c2cccc3c2=C13 (Mutation error)
87,C1=c2cccc3c2=C3C1 (Mutation error)
87,CCCCC1=c2cccc3c2=C13 (Mutation error)
87,Cc1ccccc1 (Mutation error)
88,CCC1=c2cccc3c2=C13 (Mutation error)
88,CC(C)C1=c2cccc3c2=C13 (Mutation error)
89,CC1=c2ccccc2=C1 (Mutation error)
90,C1=c2ccccc2=CC1 (Mutation error)
90,C1=c2ccccc2=CCC1 (Mutation error)
90,CCC(C)C1=c2cccc3c2=C13 (Mutation error)
91,CC1=c2ccccc2=C1 (Mutation error)
91,C1=c2ccccc2=C1 (Mutation error)
91,CC1=c2cccc3c2=C13 (Mutation error)
91,C1=c2ccccc2=CC1 (Mutation error)
91,C1=c2cccc3c2=C3C1 (Mutation error)
91,CCCC1=c2cccc3c2=C13 (Mutation error)
91,Cc1ccccc1 (Mutation error)
92,C1=c2cccc3c2=C13 (Mutation error)
92,C1=c2ccccc2=C1 (Mutation error)
92,C1=c2cccc3c2=C3C1 (Mutation error)
92,CCC(C)C1=c2cccc3c2=C13 (Mutation error)
93,CCC1=c2cccc3c2=C13 (Mutation error)
93,CC(C)(C)C1=c2cccc3c2=C13 (Mutation error)
93,CCC(C)C1=c2cccc3c2=C13 (Mutation error)
95,CCC1=c2ccccc2=C1 (Mutation error)
95,C1=c2c3cccc2c1cc3 (Mutation error)
95,CC1=c2cccc3c2=C13 (Mutation error)
95,C1=c2ccccc2=CC1 (Mutation error)
95,C1=c2ccccc2=CCC1 (Mutation error)
95,C1=c2cccc3c2=C3C1 (Mutation error)
95,CCC(C)C1=c2cccc3c2=C13 (Mutation error)
95,Cc1ccccc1 (Mutation error)
96,CC1=c2ccccc2=C1 (Mutation error)
96,C1=c2ccccc2=C1 (Mutation error)
96,CC1=c2cccc3c2=C13 (Mutation error)
96,C1=c2ccccc2=CC1 (Mutation error)
96,C1=c2ccccc2=CCC1 (Mutation error)
96,C1=c2cccc3c2=C3C1 (Mutation error)
96,CC(C)(C)C1=c2cccc3c2=C13 (Mutation error)
96,Cc1ccccc1 (Mutation error)
97,CC1=c2ccccc2=C1 (Mutation error)
97,C1=c2cccc3c2=C13 (Mutation error)
97,C1=c2ccccc2=CC1 (Mutation error)
97,C1=c2cccc3c2=C3C1 (Mutation error)
97,CC(C)(C)C1=c2cccc3c2=C13 (Mutation error)
98,CCC1=c2cccc3c2=C13 (Mutation error)
98,C1=c2ccccc2=CCC1 (Mutation error)
98,CC(C)C1=c2cccc3c2=C13 (Mutation error)
99,C1=c2c3cccc2c1cc3 (Mutation error)
99,CCC1=c2cccc3c2=C13 (Mutation error)
99,CC(C)C1=c2cccc3c2=C13 (Mutation error)
99,C=C(C)C1=c2cccc3c2=C13 (Mutation error)
100,C1=c2ccccc2=C1 (Mutation error)
100,CC1=C(C2=c3cccc4c3=C24)C1 (Mutation error)
100,C=C(C)C1=c2cccc3c2=C13 (Mutation error)
100,CC(C)C1=c2cccc3c2=C13 (Mutation error)
100,C1=c2cccc3c2=C3C1 (Mutation error)
101,C1=c2ccccc2=CC1 (Mutation error)
101,CC(C)C1=c2cccc3c2=C13 (Mutation error)
102,CC1=c2ccccc2=C1 (Mutation error)
102,C1=c2cccc3c2=C13 (Mutation error)
102,C1=c2ccccc2=CC1 (Mutation error)
102,C1=c2ccccc2=CCC1 (Mutation error)
