[5.340576171875e-05]Start running EvoMol from [H][H]...
[0.0004792213439941406] Updated in round 1! max:(0.04, 'C=C'), min:(-99999, '')
[0.0011134147644042969] Updated in round 2! max:(0.08, 'C=CC=C'), min:(-99999, '')
[0.002726316452026367] Updated in round 3! max:(0.12, 'C=CC=CC=C'), min:(-99999, '')
[0.004985809326171875] Updated in round 4! max:(0.16, 'C=CC=CC=CC=C'), min:(-99999, '')
[0.008212089538574219] Updated in round 5! max:(0.2, 'C=CC=CC=CC=CC=C'), min:(-99999, '')
[0.012425422668457031] Updated in round 6! max:(0.24, 'C=CC=CC=CC=CC=CC=C'), min:(-99999, '')
[0.0188751220703125] Updated in round 7! max:(0.28, 'C=CC=CC=CC=CC=CC=CC=C'), min:(-99999, '')
[0.026830196380615234] Updated in round 8! max:(0.28, 'C=CC=CC=CC=CC=CC=CC=C'), min:(-99999, '')
[0.029801607131958008] Updated in round 9! max:(0.32, 'C=CC=CC=CC=CC=CC(C=C)=CC=C'), min:(-99999, '')
[0.04015707969665527] Updated in round 10! max:(0.36, 'C=CC=CC=CC=c1ccc(=CC=C)cc1'), min:(-99999, '')
[0.050874948501586914] Updated in round 11! max:(0.36, 'C=CC=CC=CC=c1ccc(=CC=C)cc1'), min:(-99999, '')
[0.052857398986816406] Updated in round 12! max:(0.4, 'C=CC=c1ccc(=CC=CC=C(C=C)C=C)cc1'), min:(-99999, '')
[0.06596517562866211] Updated in round 13! max:(0.4, 'C=CC=c1ccc(=CC=CC=C(C=C)C=C)cc1'), min:(-99999, '')
[0.06754517555236816] Updated in round 14! max:(0.4, 'C=CC=c1ccc(=CC=CC=C(C=C)C=C)cc1'), min:(-99999, '')
[0.06953001022338867] Updated in round 15! max:(0.44, 'C=CC=c1ccc(=CC=CC(C=C)=C(C=C)C=C)cc1'), min:(-99999, '')
[0.08580636978149414] Updated in round 16! max:(0.48, 'C=CC=CC=c1ccc(=CC=CC(C=C)=C(C=C)C=C)cc1'), min:(-99999, '')
[0.10720467567443848] Updated in round 17! max:(0.52, 'C=CC=CC=c1ccc(=c2ccc(=C(C=C)C=C)cc2)cc1'), min:(-99999, '')
[0.1290593147277832] Updated in round 18! max:(0.56, 'C=CC=CC=c1ccc(=c2ccc(=C(C=C)C=CC=C)cc2)cc1'), min:(-99999, '')
[0.15632367134094238] Updated in round 19! max:(0.56, 'C=CC=CC=c1ccc(=c2ccc(=C(C=C)C=CC=C)cc2)cc1'), min:(-99999, '')
[0.1589524745941162] Updated in round 20! max:(0.6, 'C=CC=CC=CC=c1ccc(=c2ccc(=C(C=C)C=CC=C)cc2)cc1'), min:(-99999, '')
[0.19322538375854492] Updated in round 21! max:(0.6, 'C=CC=CC=CC=c1ccc(=c2ccc(=C(C=C)C=CC=C)cc2)cc1'), min:(-99999, '')
[0.19524812698364258] Updated in round 22! max:(0.6, 'C=CC=CC=CC=c1ccc(=c2ccc(=C(C=C)C=CC=C)cc2)cc1'), min:(-99999, '')
[0.19744348526000977] Updated in round 23! max:(0.6, 'C=CC=CC=CC=c1ccc(=c2ccc(=C(C=C)C=CC=C)cc2)cc1'), min:(-99999, '')
[0.19977879524230957] Updated in round 24! max:(0.6, 'C=CC=CC=CC=c1ccc(=c2ccc(=C(C=C)C=CC=C)cc2)cc1'), min:(-99999, '')
[0.202406644821167] Updated in round 25! max:(0.64, 'C=CC=CC=CC=c1ccc(=c2ccc(=c3ccc(=C)cc3)cc2)cc1'), min:(-99999, '')
[0.23683810234069824] Updated in round 26! max:(0.64, 'C=CC=CC=CC=c1ccc(=c2ccc(=c3ccc(=C)cc3)cc2)cc1'), min:(-99999, '')
[0.24066543579101562] Updated in round 27! max:(0.68, 'C=CC=CC=CC=CC=c1ccc(=c2ccc(=c3ccc(=C)cc3)cc2)cc1'), min:(-99999, '')
[0.28342509269714355] Updated in round 28! max:(0.68, 'C=CC=CC=CC=CC=c1ccc(=c2ccc(=c3ccc(=C)cc3)cc2)cc1'), min:(-99999, '')
[0.2893483638763428] Updated in round 29! max:(0.72, 'C=CC=CC=C(C=C)C=CC=c1ccc(=c2ccc(=c3ccc(=C)cc3)cc2)cc1'), min:(-99999, '')
