[4.6253204345703125e-05]Start running EvoMol from [H][H]...
[0.0006771087646484375] Updated in round 1! max:(0.3333333333333333, 'c1ccccc1'), min:(-99999, '')
[0.004504680633544922] Updated in round 2! max:(0.4166666666666667, 'C=Cc1ccccc1'), min:(-99999, '')
[0.008892536163330078] Updated in round 3! max:(0.5, 'C=Cc1ccccc1C=C'), min:(-99999, '')
[0.014432191848754883] Updated in round 4! max:(0.5833333333333334, 'C=CC=Cc1ccccc1C=C'), min:(-99999, '')
[0.022202491760253906] Updated in round 5! max:(0.6666666666666666, 'C=CC=C1C=Cc2ccccc21'), min:(-99999, '')
[0.029451370239257812] Updated in round 6! max:(0.6666666666666666, 'C=CC=C1C=Cc2ccccc21'), min:(-99999, '')
[0.03089284896850586] Updated in round 7! max:(0.75, 'C=CC(C=C)=C1C=Cc2ccccc21'), min:(-99999, '')
[0.03963351249694824] Updated in round 8! max:(0.75, 'C=CC(C=C)=C1C=Cc2ccccc21'), min:(-99999, '')
[0.04083538055419922] Updated in round 9! max:(0.75, 'C=CC(C=C)=C1C=Cc2ccccc21'), min:(-99999, '')
[0.04202079772949219] Updated in round 10! max:(0.75, 'C=CC(C=C)=C1C=Cc2ccccc21'), min:(-99999, '')
[0.04330801963806152] Updated in round 11! max:(0.8333333333333334, 'C=CC(=C)C(C=C)=C1C=Cc2ccccc21'), min:(-99999, '')
[0.054033517837524414] Updated in round 12! max:(0.8333333333333334, 'C=CC(=C)C(C=C)=C1C=Cc2ccccc21'), min:(-99999, '')
[0.055353403091430664] Updated in round 13! max:(0.8333333333333334, 'C=CC(=C)C(C=C)=C1C=Cc2ccccc21'), min:(-99999, '')
[0.05663299560546875] Updated in round 14! max:(0.8333333333333334, 'C=CC(=C)C(C=C)=C1C=Cc2ccccc21'), min:(-99999, '')
[0.057891130447387695] Updated in round 15! max:(0.8333333333333334, 'C=CC(=C)C(C=C)=C1C=Cc2ccccc21'), min:(-99999, '')
[0.05912661552429199] Updated in round 16! max:(0.8333333333333334, 'C=CC(=C)C(C=C)=C1C=Cc2ccccc21'), min:(-99999, '')
[0.06079745292663574] Updated in round 17! max:(0.8333333333333334, 'C=CC(=C)C(C=C)=C1C=Cc2ccccc21'), min:(-99999, '')
[0.06224560737609863] Updated in round 18! max:(0.8333333333333334, 'C=CC(=C)C(C=C)=C1C=Cc2ccccc21'), min:(-99999, '')
[0.06367754936218262] Updated in round 19! max:(0.9166666666666666, 'C=c1ccccc1=C1C=Cc2ccccc21'), min:(-99999, '')
[0.07623624801635742] Updated in round 20! max:(0.9166666666666666, 'C=c1ccccc1=C1C=Cc2ccccc21'), min:(-99999, '')
[0.07769203186035156] Updated in round 21! max:(0.9166666666666666, 'C=c1ccccc1=C1C=Cc2ccccc21'), min:(-99999, '')
[0.0790872573852539] Updated in round 22! max:(0.9166666666666666, 'C=c1ccccc1=C1C=Cc2ccccc21'), min:(-99999, '')
[0.08040952682495117] Updated in round 23! max:(0.9166666666666666, 'C=c1ccccc1=C1C=Cc2ccccc21'), min:(-99999, '')
[0.08165597915649414] Updated in round 24! max:(0.9166666666666666, 'C=c1ccccc1=C1C=Cc2ccccc21'), min:(-99999, '')
[0.0830085277557373] Updated in round 25! max:(0.9166666666666666, 'C=c1ccccc1=C1C=Cc2ccccc21'), min:(-99999, '')
[0.08433961868286133] Updated in round 26! max:(0.9166666666666666, 'C=c1ccccc1=C1C=Cc2ccccc21'), min:(-99999, '')
[0.08512735366821289] Reproduced in round 27!!
