[0.055826425552368164]Start running EvoMol from [H][H]...
[0.05767083168029785] Updated in round 1! max:(0.02702702702702703, 'C=C'), min:(-99999, '')
[0.05840730667114258] Updated in round 2! max:(0.05405405405405406, 'C=CC=C'), min:(-99999, '')
[0.060555458068847656] Updated in round 3! max:(0.08108108108108109, 'C=CC=CC=C'), min:(-99999, '')
[0.06338095664978027] Updated in round 4! max:(0.10810810810810811, 'c1ccccc1'), min:(-99999, '')
[0.0688619613647461] Updated in round 5! max:(0.13513513513513514, 'C=c1ccccc1=C'), min:(-99999, '')
[0.0724632740020752] Updated in round 6! max:(0.16216216216216217, 'C=Cc1cccc(=C)c1=C'), min:(-99999, '')
[0.07714629173278809] Updated in round 7! max:(0.1891891891891892, 'C=Cc1ccc(=C)c(=C)c1C=C'), min:(-99999, '')
[0.08203244209289551] Updated in round 8! max:(0.21621621621621623, 'C=CC=Cc1c(C=C)ccc(=C)c1=C'), min:(-99999, '')
[0.08942484855651855] Updated in round 9! max:(0.24324324324324326, 'C=CC=Cc1c(C=C)ccc(=C)c1=CC=C'), min:(-99999, '')
[0.09891963005065918] Updated in round 10! max:(0.24324324324324326, 'C=CC=Cc1c(C=C)ccc(=C)c1=CC=C'), min:(-99999, '')
[0.10057759284973145] Updated in round 11! max:(0.24324324324324326, 'C=CC=Cc1c(C=C)ccc(=C)c1=CC=C'), min:(-99999, '')
[0.10300254821777344] Updated in round 12! max:(0.2702702702702703, 'C=CC=CC=c1c(C=CC=C)c(C=C)ccc1=C'), min:(-99999, '')
[0.11623716354370117] Updated in round 13! max:(0.2702702702702703, 'C=CC=CC=c1c(C=CC=C)c(C=C)ccc1=C'), min:(-99999, '')
[0.11826610565185547] Updated in round 14! max:(0.2702702702702703, 'C=CC=CC=c1c(C=CC=C)c(C=C)ccc1=C'), min:(-99999, '')
[0.12137627601623535] Updated in round 15! max:(0.2972972972972973, 'C=CC=CC=Cc1c(C=C)ccc(=C)c1=CC=CC=C'), min:(-99999, '')
[0.13912582397460938] Updated in round 16! max:(0.2972972972972973, 'C=CC=CC=Cc1c(C=C)ccc(=C)c1=CC=CC=C'), min:(-99999, '')
[0.14273953437805176] Updated in round 17! max:(0.32432432432432434, 'C=CC=CC=CC=c1c(C=CC=CC=C)c(C=C)ccc1=C'), min:(-99999, '')
[0.16664338111877441] Updated in round 18! max:(0.35135135135135137, 'C=CC=CC=Cc1c(C=C)ccc(=C)c1=CC(C=C)=CC=CC=C'), min:(-99999, '')
[0.19502711296081543] Updated in round 19! max:(0.3783783783783784, 'C=CC=CC=C(C=C)C=c1c(=C)ccc2ccccccccc12'), min:(-99999, '')
[0.22981929779052734] Updated in round 20! max:(0.40540540540540543, 'C=CC=CC=CC=C(C=C)C=c1c(=C)ccc2ccccccccc12'), min:(-99999, '')
[0.2742643356323242] Updated in round 21! max:(0.43243243243243246, 'C=CC=C(C=C)C=CC=C(C=C)C=c1c(=C)ccc2ccccccccc12'), min:(-99999, '')
[0.3207066059112549] Updated in round 22! max:(0.4594594594594595, 'C=CC=C(C=CC=C(C=C)C=c1c(=C)ccc2ccccccccc12)C(=C)C=C'), min:(-99999, '')
[0.3702969551086426] Updated in round 23! max:(0.4594594594594595, 'C=CC=C(C=CC=C(C=C)C=c1c(=C)ccc2ccccccccc12)C(=C)C=C'), min:(-99999, '')
[0.37652134895324707] Updated in round 24! max:(0.4594594594594595, 'C=CC=C(C=CC=C(C=C)C=c1c(=C)ccc2ccccccccc12)C(=C)C=C'), min:(-99999, '')
[0.3827197551727295] Updated in round 25! max:(0.4594594594594595, 'C=CC=C(C=CC=C(C=C)C=c1c(=C)ccc2ccccccccc12)C(=C)C=C'), min:(-99999, '')
[0.39105749130249023] Updated in round 26! max:(0.4594594594594595, 'C=CC=C(C=CC=C(C=C)C=c1c(=C)ccc2ccccccccc12)C(=C)C=C'), min:(-99999, '')
[0.397066593170166] Updated in round 27! max:(0.4594594594594595, 'C=CC=C(C=CC=C(C=C)C=c1c(=C)ccc2ccccccccc12)C(=C)C=C'), min:(-99999, '')
[0.4042630195617676] Updated in round 28! max:(0.4594594594594595, 'C=CC=C(C=CC=C(C=C)C=c1c(=C)ccc2ccccccccc12)C(=C)C=C'), min:(-99999, '')
[0.4133303165435791] Updated in round 29! max:(0.4594594594594595, 'C=CC=C(C=CC=C(C=C)C=c1c(=C)ccc2ccccccccc12)C(=C)C=C'), min:(-99999, '')
[0.4219076633453369] Updated in round 30! max:(0.4864864864864865, 'C=CC(=CC=Cc1ccccc1C=C)C=c1c(=C)ccc2ccccccccc12'), min:(-99999, '')
[0.4733431339263916] Updated in round 31! max:(0.4864864864864865, 'C=CC(=CC=Cc1ccccc1C=C)C=c1c(=C)ccc2ccccccccc12'), min:(-99999, '')
[0.47700953483581543] Updated in round 32! max:(0.4864864864864865, 'C=CC(=CC=Cc1ccccc1C=C)C=c1c(=C)ccc2ccccccccc12'), min:(-99999, '')
[0.4810473918914795] Updated in round 33! max:(0.4864864864864865, 'C=CC(=CC=Cc1ccccc1C=C)C=c1c(=C)ccc2ccccccccc12'), min:(-99999, '')
[0.484821081161499] Updated in round 34! max:(0.4864864864864865, 'C=CC(=CC=Cc1ccccc1C=C)C=c1c(=C)ccc2ccccccccc12'), min:(-99999, '')
[0.488997220993042] Updated in round 35! max:(0.4864864864864865, 'C=CC(=CC=Cc1ccccc1C=C)C=c1c(=C)ccc2ccccccccc12'), min:(-99999, '')
[0.49346351623535156] Updated in round 36! max:(0.5135135135135135, 'C=Cc1ccccc1C=Cc1cc2ccc3ccccccccc3c2cc1C=C'), min:(-99999, '')
[0.5469610691070557] Updated in round 37! max:(0.5135135135135135, 'C=Cc1ccccc1C=Cc1cc2ccc3ccccccccc3c2cc1C=C'), min:(-99999, '')
[0.5510811805725098] Updated in round 38! max:(0.5135135135135135, 'C=Cc1ccccc1C=Cc1cc2ccc3ccccccccc3c2cc1C=C'), min:(-99999, '')
[0.5569465160369873] Updated in round 39! max:(0.5135135135135135, 'C=Cc1ccccc1C=Cc1cc2ccc3ccccccccc3c2cc1C=C'), min:(-99999, '')
[0.5616734027862549] Updated in round 40! max:(0.5135135135135135, 'C=Cc1ccccc1C=Cc1cc2ccc3ccccccccc3c2cc1C=C'), min:(-99999, '')
[0.5666320323944092] Updated in round 41! max:(0.5405405405405406, 'C=Cc1cc2c(ccc3ccccccccc32)cc1-c1ccc2ccccc2c1'), min:(-99999, '')
[0.6187353134155273] Updated in round 42! max:(0.5405405405405406, 'C=Cc1cc2c(ccc3ccccccccc32)cc1-c1ccc2ccccc2c1'), min:(-99999, '')
[0.6225435733795166] Updated in round 43! max:(0.5405405405405406, 'C=Cc1cc2c(ccc3ccccccccc32)cc1-c1ccc2ccccc2c1'), min:(-99999, '')
[0.6273643970489502] Updated in round 44! max:(0.5405405405405406, 'C=Cc1cc2c(ccc3ccccccccc32)cc1-c1ccc2ccccc2c1'), min:(-99999, '')
[0.6331751346588135] Updated in round 45! max:(0.5405405405405406, 'C=Cc1cc2c(ccc3ccccccccc32)cc1-c1ccc2ccccc2c1'), min:(-99999, '')
[0.6380565166473389] Updated in round 46! max:(0.5675675675675675, 'C=Cc1cc2c(ccc3ccccccccc32)cc1-c1ccc2c(C=C)cccc2c1'), min:(-99999, '')
[0.6987614631652832] Updated in round 47! max:(0.5675675675675675, 'C=Cc1cc2c(ccc3ccccccccc32)cc1-c1ccc2c(C=C)cccc2c1'), min:(-99999, '')
[0.7057955265045166] Updated in round 48! max:(0.5675675675675675, 'C=Cc1cc2c(ccc3ccccccccc32)cc1-c1ccc2c(C=C)cccc2c1'), min:(-99999, '')
