[5.793571472167969e-05]Start running EvoMol from [H][H]...
[0.0013537406921386719] Updated in round 1! max:(0.1, 'c1ccccc1'), min:(-99999, '')
[0.0060536861419677734] Updated in round 2! max:(0.125, 'C#Cc1ccccc1'), min:(-99999, '')
[0.010311603546142578] Updated in round 3! max:(0.15, 'C#Cc1ccccc1C#C'), min:(-99999, '')
[0.014896869659423828] Updated in round 4! max:(0.25, 'C#Cc1ccccc1C#Cc1ccccc1'), min:(-99999, '')
[0.024664640426635742] Updated in round 5! max:(0.25, 'C#Cc1ccccc1C#Cc1ccccc1'), min:(-99999, '')
[0.02628922462463379] Updated in round 6! max:(0.275, 'C#Cc1cccc(C#Cc2ccccc2C#C)c1'), min:(-99999, '')
[0.03670907020568848] Updated in round 7! max:(0.3, 'C#Cc1ccccc1C#Cc1ccc(C#C)c(C#C)c1'), min:(-99999, '')
[0.04783153533935547] Updated in round 8! max:(0.4, 'C#Cc1ccccc1C#Cc1ccc(C#C)c(C#Cc2ccccc2)c1'), min:(-99999, '')
[0.0702674388885498] Updated in round 9! max:(0.4, 'C#Cc1ccccc1C#Cc1ccc(C#C)c(C#Cc2ccccc2)c1'), min:(-99999, '')
[0.07237958908081055] Updated in round 10! max:(0.425, 'C#Cc1ccccc1C#Cc1cc(C#Cc2ccccc2)c(C#C)cc1C#C'), min:(-99999, '')
[0.09662055969238281] Updated in round 11! max:(0.45, 'C#Cc1cc(C#C)c(C#Cc2ccccc2C#CC=C)cc1C#Cc1ccccc1'), min:(-99999, '')
[0.127899169921875] Updated in round 12! max:(0.45, 'C#Cc1cc(C#C)c(C#Cc2ccccc2C#CC=C)cc1C#Cc1ccccc1'), min:(-99999, '')
[0.13007354736328125] Updated in round 13! max:(0.45, 'C#Cc1cc(C#C)c(C#Cc2ccccc2C#CC=C)cc1C#Cc1ccccc1'), min:(-99999, '')
[0.13341379165649414] Updated in round 14! max:(0.525, 'C#Cc1cc(C#C)c(C#Cc2ccccc2C#Cc2ccccc2)cc1C#Cc1ccccc1'), min:(-99999, '')
[0.17606687545776367] Updated in round 15! max:(0.525, 'C#Cc1cc(C#C)c(C#Cc2ccccc2C#Cc2ccccc2)cc1C#Cc1ccccc1'), min:(-99999, '')
[0.17878437042236328] Updated in round 16! max:(0.55, 'C#Cc1cc(C#CC=C)c(C#Cc2ccccc2C#Cc2ccccc2)cc1C#Cc1ccccc1'), min:(-99999, '')
[0.23460936546325684] Updated in round 17! max:(0.575, 'C#Cc1cc(C#CC=CC=C)c(C#Cc2ccccc2C#Cc2ccccc2)cc1C#Cc1ccccc1'), min:(-99999, '')
[0.3019242286682129] Updated in round 18! max:(0.575, 'C#Cc1cc(C#CC=CC=C)c(C#Cc2ccccc2C#Cc2ccccc2)cc1C#Cc1ccccc1'), min:(-99999, '')
[0.3047349452972412] Updated in round 19! max:(0.575, 'C#Cc1cc(C#CC=CC=C)c(C#Cc2ccccc2C#Cc2ccccc2)cc1C#Cc1ccccc1'), min:(-99999, '')
[0.3073692321777344] Updated in round 20! max:(0.575, 'C#Cc1cc(C#CC=CC=C)c(C#Cc2ccccc2C#Cc2ccccc2)cc1C#Cc1ccccc1'), min:(-99999, '')
[0.3100128173828125] Updated in round 21! max:(0.575, 'C#Cc1cc(C#CC=CC=C)c(C#Cc2ccccc2C#Cc2ccccc2)cc1C#Cc1ccccc1'), min:(-99999, '')
[0.31319212913513184] Updated in round 22! max:(0.6, 'C#CC(C=C)=CC#Cc1cc(C#C)c(C#Cc2ccccc2)cc1C#Cc1ccccc1C#Cc1ccccc1'), min:(-99999, '')
[0.38285350799560547] Updated in round 23! max:(0.6, 'C#CC(C=C)=CC#Cc1cc(C#C)c(C#Cc2ccccc2)cc1C#Cc1ccccc1C#Cc1ccccc1'), min:(-99999, '')
