[6.508827209472656e-05]Start running EvoMol from [H][H]...
[0.00154876708984375] Updated in round 1! max:(0.08163265306122448, 'c1ccccc1'), min:(-99999, '')
[0.009558916091918945] Updated in round 2! max:(0.16326530612244897, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.029021024703979492] Updated in round 3! max:(0.22448979591836735, 'c1ccc(-c2cccc3ccccc23)cc1'), min:(-99999, '')
[0.05748295783996582] Updated in round 4! max:(0.24489795918367346, 'C=Cc1ccccc1-c1cccc2ccccc12'), min:(-99999, '')
[0.08969283103942871] Updated in round 5! max:(0.2653061224489796, 'C=CC=Cc1ccccc1-c1cccc2ccccc12'), min:(-99999, '')
[0.12816214561462402] Updated in round 6! max:(0.2653061224489796, 'C=CC=Cc1ccccc1-c1cccc2ccccc12'), min:(-99999, '')
[0.1308739185333252] Updated in round 7! max:(0.2653061224489796, 'C=CC=Cc1ccccc1-c1cccc2ccccc12'), min:(-99999, '')
[0.1333026885986328] Updated in round 8! max:(0.2653061224489796, 'C=CC=Cc1ccccc1-c1cccc2ccccc12'), min:(-99999, '')
[0.13541626930236816] Updated in round 9! max:(0.2653061224489796, 'C=CC=Cc1ccccc1-c1cccc2ccccc12'), min:(-99999, '')
[0.13797926902770996] Updated in round 10! max:(0.2653061224489796, 'C=CC=Cc1ccccc1-c1cccc2ccccc12'), min:(-99999, '')
[0.14067792892456055] Updated in round 11! max:(0.2653061224489796, 'C=CC=Cc1ccccc1-c1cccc2ccccc12'), min:(-99999, '')
[0.1427900791168213] Updated in round 12! max:(0.2653061224489796, 'C=CC=Cc1ccccc1-c1cccc2ccccc12'), min:(-99999, '')
[0.14564800262451172] Updated in round 13! max:(0.2653061224489796, 'C=CC=Cc1ccccc1-c1cccc2ccccc12'), min:(-99999, '')
[0.1480557918548584] Updated in round 14! max:(0.2653061224489796, 'C=CC=Cc1ccccc1-c1cccc2ccccc12'), min:(-99999, '')
[0.15175914764404297] Updated in round 15! max:(0.2857142857142857, 'C#Cc1cccc(C=CC=C)c1-c1cccc2ccccc12'), min:(-99999, '')
[0.1912522315979004] Updated in round 16! max:(0.2857142857142857, 'C#Cc1cccc(C=CC=C)c1-c1cccc2ccccc12'), min:(-99999, '')
[0.19455790519714355] Updated in round 17! max:(0.30612244897959184, 'C#Cc1ccc2ccccc2c1-c1cccc2ccccc12'), min:(-99999, '')
[0.23584556579589844] Updated in round 18! max:(0.30612244897959184, 'C#Cc1ccc2ccccc2c1-c1cccc2ccccc12'), min:(-99999, '')
[0.23829364776611328] Updated in round 19! max:(0.30612244897959184, 'C#Cc1ccc2ccccc2c1-c1cccc2ccccc12'), min:(-99999, '')
[0.24070239067077637] Updated in round 20! max:(0.30612244897959184, 'C#Cc1ccc2ccccc2c1-c1cccc2ccccc12'), min:(-99999, '')
[0.24346709251403809] Updated in round 21! max:(0.30612244897959184, 'C#Cc1ccc2ccccc2c1-c1cccc2ccccc12'), min:(-99999, '')
[0.24554133415222168] Updated in round 22! max:(0.30612244897959184, 'C#Cc1ccc2ccccc2c1-c1cccc2ccccc12'), min:(-99999, '')
[0.2482445240020752] Updated in round 23! max:(0.30612244897959184, 'C#Cc1ccc2ccccc2c1-c1cccc2ccccc12'), min:(-99999, '')
[0.25071120262145996] Updated in round 24! max:(0.30612244897959184, 'C#Cc1ccc2ccccc2c1-c1cccc2ccccc12'), min:(-99999, '')
[0.2537996768951416] Updated in round 25! max:(0.32653061224489793, 'C#CC#Cc1ccc2ccccc2c1-c1cccc2ccccc12'), min:(-99999, '')
[0.2973313331604004] Updated in round 26! max:(0.32653061224489793, 'C#CC#Cc1ccc2ccccc2c1-c1cccc2ccccc12'), min:(-99999, '')
[0.3011171817779541] Updated in round 27! max:(0.40816326530612246, 'C(C#Cc1ccc2ccccc2c1-c1cccc2ccccc12)#Cc1ccccc1'), min:(-99999, '')
[0.37888002395629883] Updated in round 28! max:(0.40816326530612246, 'C(C#Cc1ccc2ccccc2c1-c1cccc2ccccc12)#Cc1ccccc1'), min:(-99999, '')
[0.38181495666503906] Updated in round 29! max:(0.40816326530612246, 'C(C#Cc1ccc2ccccc2c1-c1cccc2ccccc12)#Cc1ccccc1'), min:(-99999, '')
[0.3858926296234131] Updated in round 30! max:(0.4897959183673469, 'C(C#Cc1ccc2ccccc2c1-c1cccc2ccccc12)#Cc1ccccc1-c1ccccc1'), min:(-99999, '')
[0.5052919387817383] Updated in round 31! max:(0.4897959183673469, 'C(C#Cc1ccc2ccccc2c1-c1cccc2ccccc12)#Cc1ccccc1-c1ccccc1'), min:(-99999, '')
[0.5088896751403809] Updated in round 32! max:(0.4897959183673469, 'C(C#Cc1ccc2ccccc2c1-c1cccc2ccccc12)#Cc1ccccc1-c1ccccc1'), min:(-99999, '')
[0.5121378898620605] Updated in round 33! max:(0.5102040816326531, 'C=Cc1ccc(C#CC#Cc2ccc3ccccc3c2-c2cccc3ccccc23)c(-c2ccccc2)c1'), min:(-99999, '')
[0.6525001525878906] Updated in round 34! max:(0.5102040816326531, 'C=Cc1ccc(C#CC#Cc2ccc3ccccc3c2-c2cccc3ccccc23)c(-c2ccccc2)c1'), min:(-99999, '')
[0.6567709445953369] Updated in round 35! max:(0.5102040816326531, 'C=Cc1ccc(C#CC#Cc2ccc3ccccc3c2-c2cccc3ccccc23)c(-c2ccccc2)c1'), min:(-99999, '')
[0.6609337329864502] Updated in round 36! max:(0.5102040816326531, 'C=Cc1ccc(C#CC#Cc2ccc3ccccc3c2-c2cccc3ccccc23)c(-c2ccccc2)c1'), min:(-99999, '')
[0.6649467945098877] Updated in round 37! max:(0.5102040816326531, 'C=Cc1ccc(C#CC#Cc2ccc3ccccc3c2-c2cccc3ccccc23)c(-c2ccccc2)c1'), min:(-99999, '')
[0.6691756248474121] Updated in round 38! max:(0.5102040816326531, 'C=Cc1ccc(C#CC#Cc2ccc3ccccc3c2-c2cccc3ccccc23)c(-c2ccccc2)c1'), min:(-99999, '')
[0.6753487586975098] Updated in round 39! max:(0.5306122448979592, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#Cc2ccc(C=C)cc2-c2ccccc2)ccc2ccccc12'), min:(-99999, '')
[0.8215847015380859] Updated in round 40! max:(0.5918367346938775, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#Cc2ccc(C=C)cc2-c2cccc3ccccc23)ccc2ccccc12'), min:(-99999, '')
[1.0032873153686523] Updated in round 41! max:(0.5918367346938775, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#Cc2ccc(C=C)cc2-c2cccc3ccccc23)ccc2ccccc12'), min:(-99999, '')
[1.0076074600219727] Updated in round 42! max:(0.6122448979591837, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#Cc2ccc(C=CC=C)cc2-c2cccc3ccccc23)ccc2ccccc12'), min:(-99999, '')
[1.2119762897491455] Updated in round 43! max:(0.6122448979591837, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#Cc2ccc(C=CC=C)cc2-c2cccc3ccccc23)ccc2ccccc12'), min:(-99999, '')
[1.216909408569336] Updated in round 44! max:(0.6122448979591837, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#Cc2ccc(C=CC=C)cc2-c2cccc3ccccc23)ccc2ccccc12'), min:(-99999, '')
[1.2209439277648926] Updated in round 45! max:(0.6122448979591837, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#Cc2ccc(C=CC=C)cc2-c2cccc3ccccc23)ccc2ccccc12'), min:(-99999, '')
[1.2248945236206055] Updated in round 46! max:(0.6122448979591837, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#Cc2ccc(C=CC=C)cc2-c2cccc3ccccc23)ccc2ccccc12'), min:(-99999, '')
[1.2291967868804932] Updated in round 47! max:(0.6326530612244898, 'C#Cc1ccc2ccccc2c1-c1cc(C=CC=C)ccc1C#CC#Cc1ccc2ccccc2c1-c1c(C#C)ccc2ccccc12'), min:(-99999, '')
[1.4411685466766357] Updated in round 48! max:(0.6326530612244898, 'C#Cc1ccc2ccccc2c1-c1cc(C=CC=C)ccc1C#CC#Cc1ccc2ccccc2c1-c1c(C#C)ccc2ccccc12'), min:(-99999, '')
[1.4455769062042236] Updated in round 49! max:(0.6530612244897959, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#Cc2ccc3ccccc3c2-c2c(C#C)ccc3ccccc23)ccc2ccccc12'), min:(-99999, '')
[1.6477925777435303] Updated in round 50! max:(0.6530612244897959, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#Cc2ccc3ccccc3c2-c2c(C#C)ccc3ccccc23)ccc2ccccc12'), min:(-99999, '')
[1.6514368057250977] Updated in round 51! max:(0.6530612244897959, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#Cc2ccc3ccccc3c2-c2c(C#C)ccc3ccccc23)ccc2ccccc12'), min:(-99999, '')
[1.6557848453521729] Updated in round 52! max:(0.6530612244897959, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#Cc2ccc3ccccc3c2-c2c(C#C)ccc3ccccc23)ccc2ccccc12'), min:(-99999, '')
[1.659989595413208] Updated in round 53! max:(0.6530612244897959, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#Cc2ccc3ccccc3c2-c2c(C#C)ccc3ccccc23)ccc2ccccc12'), min:(-99999, '')
[1.6650540828704834] Updated in round 54! max:(0.6530612244897959, 'C#Cc1ccc2ccccc2c1-c1c(C#CC#Cc2ccc3ccccc3c2-c2c(C#C)ccc3ccccc23)ccc2ccccc12'), min:(-99999, '')
