[9.489059448242188e-05]Start running EvoMol from [H][H]...
[0.0019431114196777344] Updated in round 1! max:(0.0547945205479452, 'c1ccccc1'), min:(-99999, '')
[0.010840415954589844] Updated in round 2! max:(0.1095890410958904, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.03261399269104004] Updated in round 3! max:(0.1643835616438356, 'c1ccc(-c2cccc(-c3ccccc3)c2)cc1'), min:(-99999, '')
[0.07299494743347168] Updated in round 4! max:(0.1780821917808219, 'C=Cc1cccc(-c2cccc(-c3ccccc3)c2)c1'), min:(-99999, '')
[0.11660599708557129] Updated in round 5! max:(0.1780821917808219, 'C=Cc1cccc(-c2cccc(-c3ccccc3)c2)c1'), min:(-99999, '')
[0.12089872360229492] Updated in round 6! max:(0.1780821917808219, 'C=Cc1cccc(-c2cccc(-c3ccccc3)c2)c1'), min:(-99999, '')
[0.12881898880004883] Updated in round 7! max:(0.2054794520547945, 'C=Cc1cccc(-c2ccc3ccc4ccccc4c3c2)c1'), min:(-99999, '')
[0.1830000877380371] Updated in round 8! max:(0.2054794520547945, 'C=Cc1cccc(-c2ccc3ccc4ccccc4c3c2)c1'), min:(-99999, '')
[0.19063186645507812] Updated in round 9! max:(0.2054794520547945, 'C=Cc1cccc(-c2ccc3ccc4ccccc4c3c2)c1'), min:(-99999, '')
[0.19801878929138184] Updated in round 10! max:(0.2054794520547945, 'C=Cc1cccc(-c2ccc3ccc4ccccc4c3c2)c1'), min:(-99999, '')
[0.2031867504119873] Updated in round 11! max:(0.2054794520547945, 'C=Cc1cccc(-c2ccc3ccc4ccccc4c3c2)c1'), min:(-99999, '')
[0.21355772018432617] Updated in round 12! max:(0.2191780821917808, 'C=Cc1cccc(-c2ccc3ccc4ccc(C=C)cc4c3c2)c1'), min:(-99999, '')
[0.2760000228881836] Updated in round 13! max:(0.2191780821917808, 'C=Cc1cccc(-c2ccc3ccc4ccc(C=C)cc4c3c2)c1'), min:(-99999, '')
[0.2852783203125] Updated in round 14! max:(0.273972602739726, 'C=Cc1cccc(-c2ccc3ccc4cc(-c5ccccc5)c(C=C)cc4c3c2)c1'), min:(-99999, '')
[0.38848114013671875] Updated in round 15! max:(0.3013698630136986, 'C=Cc1ccc2ccc3cc4ccc5cc(-c6ccccc6)c(C=C)cc5c4cc3c2c1'), min:(-99999, '')
[0.515002965927124] Updated in round 16! max:(0.3150684931506849, 'C=CC(=C)c1ccc2ccc3cc4ccc5cc(-c6ccccc6)c(C=C)cc5c4cc3c2c1'), min:(-99999, '')
[0.6467161178588867] Updated in round 17! max:(0.3150684931506849, 'C=CC(=C)c1ccc2ccc3cc4ccc5cc(-c6ccccc6)c(C=C)cc5c4cc3c2c1'), min:(-99999, '')
[0.6549873352050781] Updated in round 18! max:(0.3150684931506849, 'C=CC(=C)c1ccc2ccc3cc4ccc5cc(-c6ccccc6)c(C=C)cc5c4cc3c2c1'), min:(-99999, '')
[0.6638972759246826] Updated in round 19! max:(0.3150684931506849, 'C=CC(=C)c1ccc2ccc3cc4ccc5cc(-c6ccccc6)c(C=C)cc5c4cc3c2c1'), min:(-99999, '')
[0.6712276935577393] Updated in round 20! max:(0.3150684931506849, 'C=CC(=C)c1ccc2ccc3cc4ccc5cc(-c6ccccc6)c(C=C)cc5c4cc3c2c1'), min:(-99999, '')
[0.6805570125579834] Updated in round 21! max:(0.3150684931506849, 'C=CC(=C)c1ccc2ccc3cc4ccc5cc(-c6ccccc6)c(C=C)cc5c4cc3c2c1'), min:(-99999, '')
[0.6882603168487549] Updated in round 22! max:(0.3150684931506849, 'C=CC(=C)c1ccc2ccc3cc4ccc5cc(-c6ccccc6)c(C=C)cc5c4cc3c2c1'), min:(-99999, '')
[0.6981239318847656] Updated in round 23! max:(0.3150684931506849, 'C=CC(=C)c1ccc2ccc3cc4ccc5cc(-c6ccccc6)c(C=C)cc5c4cc3c2c1'), min:(-99999, '')
[0.7074007987976074] Updated in round 24! max:(0.3150684931506849, 'C=CC(=C)c1ccc2ccc3cc4ccc5cc(-c6ccccc6)c(C=C)cc5c4cc3c2c1'), min:(-99999, '')
[0.7156460285186768] Updated in round 25! max:(0.3150684931506849, 'C=CC(=C)c1ccc2ccc3cc4ccc5cc(-c6ccccc6)c(C=C)cc5c4cc3c2c1'), min:(-99999, '')
[0.7254562377929688] Updated in round 26! max:(0.3287671232876712, 'C=CC=C(C=C)c1ccc2ccc3cc4ccc5cc(-c6ccccc6)c(C=C)cc5c4cc3c2c1'), min:(-99999, '')
[0.8760554790496826] Updated in round 27! max:(0.3424657534246575, 'C=CC=C(C=C)c1ccc2ccc3cc4ccc5cc6c(ccc7ccccc76)cc5c4cc3c2c1'), min:(-99999, '')
[1.0349218845367432] Updated in round 28! max:(0.3424657534246575, 'C=CC=C(C=C)c1ccc2ccc3cc4ccc5cc6c(ccc7ccccc76)cc5c4cc3c2c1'), min:(-99999, '')
[1.0493924617767334] Updated in round 29! max:(0.3424657534246575, 'C=CC=C(C=C)c1ccc2ccc3cc4ccc5cc6c(ccc7ccccc76)cc5c4cc3c2c1'), min:(-99999, '')
[1.0633957386016846] Updated in round 30! max:(0.3424657534246575, 'C=CC=C(C=C)c1ccc2ccc3cc4ccc5cc6c(ccc7ccccc76)cc5c4cc3c2c1'), min:(-99999, '')
[1.0752849578857422] Updated in round 31! max:(0.3561643835616438, 'C=CC=C(C(=C)C=C)c1ccc2ccc3cc4ccc5cc6c(ccc7ccccc76)cc5c4cc3c2c1'), min:(-99999, '')
[1.2435264587402344] Updated in round 32! max:(0.3561643835616438, 'C=CC=C(C(=C)C=C)c1ccc2ccc3cc4ccc5cc6c(ccc7ccccc76)cc5c4cc3c2c1'), min:(-99999, '')
[1.2518768310546875] Updated in round 33! max:(0.3698630136986301, 'C=Cc1ccccc1-c1ccc2ccc3cc4ccc5cc6c(ccc7ccccc76)cc5c4cc3c2c1'), min:(-99999, '')
[1.4352805614471436] Updated in round 34! max:(0.3698630136986301, 'C=Cc1ccccc1-c1ccc2ccc3cc4ccc5cc6c(ccc7ccccc76)cc5c4cc3c2c1'), min:(-99999, '')
[1.4447729587554932] Updated in round 35! max:(0.3835616438356164, 'C=Cc1ccc2ccc3cc4c(ccc5cc6ccc7ccc(-c8ccccc8C=C)cc7c6cc54)cc3c2c1'), min:(-99999, '')
[1.6487009525299072] Updated in round 36! max:(0.4246575342465753, 'C=Cc1ccccc1-c1ccc2ccc3cc4ccc5cc6c(ccc7ccc(-c8ccccc8)cc76)cc5c4cc3c2c1'), min:(-99999, '')
[1.9407978057861328] Updated in round 37! max:(0.4383561643835616, 'C=Cc1cccc(-c2ccc3ccc4cc5c(ccc6cc7ccc8ccc(-c9ccccc9C=C)cc8c7cc65)cc4c3c2)c1'), min:(-99999, '')
[2.2343780994415283] Updated in round 38! max:(0.4931506849315068, 'C=Cc1ccccc1-c1ccc2ccc3cc4ccc5cc6c(ccc7ccc(-c8cccc(C=Cc9ccccc9)c8)cc76)cc5c4cc3c2c1'), min:(-99999, '')
[2.658475637435913] Updated in round 39! max:(0.5205479452054794, 'C=Cc1ccccc1-c1ccc2ccc3cc4ccc5cc6c(ccc7cc8ccc9ccc(C=Cc%10ccccc%10)cc9c8cc76)cc5c4cc3c2c1'), min:(-99999, '')
[3.1483120918273926] Updated in round 40! max:(0.5205479452054794, 'C=Cc1ccccc1-c1ccc2ccc3cc4ccc5cc6c(ccc7cc8ccc9ccc(C=Cc%10ccccc%10)cc9c8cc76)cc5c4cc3c2c1'), min:(-99999, '')
[3.163670301437378] Updated in round 41! max:(0.5205479452054794, 'C=Cc1ccccc1-c1ccc2ccc3cc4ccc5cc6c(ccc7cc8ccc9ccc(C=Cc%10ccccc%10)cc9c8cc76)cc5c4cc3c2c1'), min:(-99999, '')
[3.192352056503296] Updated in round 42! max:(0.5205479452054794, 'C=Cc1ccccc1-c1ccc2ccc3cc4ccc5cc6c(ccc7cc8ccc9ccc(C=Cc%10ccccc%10)cc9c8cc76)cc5c4cc3c2c1'), min:(-99999, '')
[3.205540895462036] Updated in round 43! max:(0.5205479452054794, 'C=Cc1ccccc1-c1ccc2ccc3cc4ccc5cc6c(ccc7cc8ccc9ccc(C=Cc%10ccccc%10)cc9c8cc76)cc5c4cc3c2c1'), min:(-99999, '')
[3.2209012508392334] Updated in round 44! max:(0.5205479452054794, 'C=Cc1ccccc1-c1ccc2ccc3cc4ccc5cc6c(ccc7cc8ccc9ccc(C=Cc%10ccccc%10)cc9c8cc76)cc5c4cc3c2c1'), min:(-99999, '')
