[6.771087646484375e-05]Start running EvoMol from [H][H]...
[0.00035309791564941406] Updated in round 1! max:(0.30434782608695654, 'c1ccccc1'), min:(-99999, '')
[0.0057828426361083984] Updated in round 2! max:(0.56, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.022431135177612305] Updated in round 3! max:(0.56, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.023116588592529297] Updated in round 4! max:(0.56, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.04237794876098633] Updated in round 5! max:(0.56, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.043303728103637695] Updated in round 6! max:(0.5692307692307692, 'C(=Cc1ccccc1-c1ccccc1)c1ccccc1'), min:(-99999, '')
[0.08709836006164551] Updated in round 7! max:(0.5692307692307692, 'C(=Cc1ccccc1-c1ccccc1)c1ccccc1'), min:(-99999, '')
[0.0881338119506836] Updated in round 8! max:(0.6451612903225806, 'C(C=CC=Cc1ccccc1)=CC=Cc1ccccc1'), min:(-99999, '')
[0.12883424758911133] Updated in round 9! max:(0.6451612903225806, 'C(C=CC=Cc1ccccc1)=CC=Cc1ccccc1'), min:(-99999, '')
[0.12984585762023926] Updated in round 10! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.169769287109375] Updated in round 11! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.17088079452514648] Updated in round 12! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.17186474800109863] Updated in round 13! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.1729273796081543] Updated in round 14! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.1739041805267334] Updated in round 15! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.1748950481414795] Updated in round 16! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.21139311790466309] Updated in round 17! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.21245193481445312] Updated in round 18! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.21346664428710938] Updated in round 19! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.21442174911499023] Updated in round 20! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.21538782119750977] Updated in round 21! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.21634888648986816] Updated in round 22! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.21729350090026855] Updated in round 23! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.2566967010498047] Updated in round 24! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.25791406631469727] Updated in round 25! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.2591273784637451] Updated in round 26! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.26038098335266113] Updated in round 27! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.26163196563720703] Updated in round 28! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.26287412643432617] Updated in round 29! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.2640244960784912] Updated in round 30! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.26514482498168945] Updated in round 31! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.3046116828918457] Updated in round 32! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.3056619167327881] Updated in round 33! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.30669403076171875] Updated in round 34! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.3076763153076172] Updated in round 35! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.30872535705566406] Updated in round 36! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.30970096588134766] Updated in round 37! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.3108067512512207] Updated in round 38! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.31206703186035156] Updated in round 39! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.3132457733154297] Updated in round 40! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.35198402404785156] Updated in round 41! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.3531162738800049] Updated in round 42! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.3541841506958008] Updated in round 43! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.3552522659301758] Updated in round 44! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.35634398460388184] Updated in round 45! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.3573601245880127] Updated in round 46! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.35848498344421387] Updated in round 47! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.3595573902130127] Updated in round 48! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.36060023307800293] Updated in round 49! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.36162734031677246] Updated in round 50! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.3627653121948242] Updated in round 51! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.4012868404388428] Updated in round 52! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.40233635902404785] Updated in round 53! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.40334105491638184] Updated in round 54! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.4043443202972412] Updated in round 55! max:(0.7, 'C(=Cc1ccccc1)C1=CC=C1C=Cc1ccccc1'), min:(-99999, '')
[0.4053502082824707] Updated in round 56! max:(0.7142857142857143, 'C(=CC=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.43860960006713867] Updated in round 57! max:(0.7142857142857143, 'C(=CC=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.4395582675933838] Updated in round 58! max:(0.7142857142857143, 'C(=CC=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.4404716491699219] Updated in round 59! max:(0.7142857142857143, 'C(=CC=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.4413590431213379] Updated in round 60! max:(0.7142857142857143, 'C(=CC=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.4422123432159424] Updated in round 61! max:(0.7142857142857143, 'C(=CC=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.44313669204711914] Updated in round 62! max:(0.7142857142857143, 'C(=CC=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.47534632682800293] Updated in round 63! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5067131519317627] Updated in round 64! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5076491832733154] Updated in round 65! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5085701942443848] Updated in round 66! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5094864368438721] Updated in round 67! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5103569030761719] Updated in round 68! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5112957954406738] Updated in round 69! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5123169422149658] Updated in round 70! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5132753849029541] Updated in round 71! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5142135620117188] Updated in round 72! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.515272855758667] Updated in round 73! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5163192749023438] Updated in round 74! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5172805786132812] Updated in round 75! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5181474685668945] Updated in round 76! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5190575122833252] Updated in round 77! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.519977331161499] Updated in round 78! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5209412574768066] Updated in round 79! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5580706596374512] Updated in round 80! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5591702461242676] Updated in round 81! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5602068901062012] Updated in round 82! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5612733364105225] Updated in round 83! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5623164176940918] Updated in round 84! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5634140968322754] Updated in round 85! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5644345283508301] Updated in round 86! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.56540846824646] Updated in round 87! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5663516521453857] Updated in round 88! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5673785209655762] Updated in round 89! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5683548450469971] Updated in round 90! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5692827701568604] Updated in round 91! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.5702705383300781] Updated in round 92! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.606086015701294] Updated in round 93! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.6070444583892822] Updated in round 94! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.6420211791992188] Updated in round 95! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.6430742740631104] Updated in round 96! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.6441419124603271] Updated in round 97! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.6452004909515381] Updated in round 98! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.646237850189209] Updated in round 99! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.6472377777099609] Updated in round 100! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(-99999, '')
[0.6482677459716797] Updated in round 101! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(0.03571428571428571, 'C=CC=CC=C')
[0.6492772102355957] Updated in round 102! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(0.2, 'c1cc2ccc(cc2)c2ccc(cc2)cc2cc1-2')
[0.6503164768218994] Updated in round 103! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(0.20253164556962025, 'C=C1C=Cc2ccc(cc2)-c2ccc(cc2)C=C1')
[0.651263952255249] Updated in round 104! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(0.21686746987951808, 'C=C1C2=C1C=Cc1cccc(c1)-c1cccc(c1)C=C2')
[0.652252197265625] Updated in round 105! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(0.22950819672131148, 'C=CC(=C)c1ccccc1C=C')
[0.6533112525939941] Updated in round 106! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(0.24615384615384617, 'C=CC=C(C=C)C(=C)c1ccccc1')
[0.6543316841125488] Updated in round 107! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(0.25806451612903225, 'c1cc2cc(c1)c1cccc2c1')
[0.6553258895874023] Updated in round 108! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(0.2625, 'C=c1c2cc1=Cc1cccc(c1)-c1ccccc1C=C2')
[0.6563284397125244] Updated in round 109! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(0.26582278481012656, 'C=C1C=Cc2cccc(c2)-c2ccccc2C=CC1=C')
[0.6574008464813232] Updated in round 110! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(0.2692307692307692, 'C=CC=CC(=C)C=CC(C=C)=CC=Cc1ccccc1')
[0.696141242980957] Updated in round 111! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(0.275, 'c1cc2ccc3ccccc3c3cccc(c3)c(c1)c2')
[0.6972439289093018] Updated in round 112! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(0.28, 'C1=c2ccc3ccccc3c3cccc(cc21)c3')
[0.6983587741851807] Updated in round 113! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(0.2857142857142857, 'C=CC=C(C=C)C=CC1=C2C=C1C2=Cc1ccccc1')
[0.6994414329528809] Updated in round 114! max:(0.7272727272727273, 'C=C(C=Cc1ccccc1)C=Cc1ccccc1'), min:(0.2876712328767123, 'C=CC(=C)C=CC=CC=CC=Cc1ccccc1')
