[7.62939453125e-05]Start running EvoMol from [H][H]...
[0.017227649688720703] Updated in round 1! max:(0.018867924528301886, 'C=C'), min:(-99999, '')
[0.018041133880615234] Updated in round 2! max:(0.03773584905660377, 'C=CC=C'), min:(-99999, '')
[0.02017688751220703] Updated in round 3! max:(0.05660377358490566, 'C=CC=CC=C'), min:(-99999, '')
[0.02359771728515625] Updated in round 4! max:(0.07547169811320754, 'c1ccccc1'), min:(-99999, '')
[0.028482437133789062] Updated in round 5! max:(0.09433962264150944, 'C=Cc1ccccc1'), min:(-99999, '')
[0.03225111961364746] Updated in round 6! max:(0.11320754716981132, 'C=Cc1ccccc1C=C'), min:(-99999, '')
[0.037132978439331055] Updated in round 7! max:(0.1320754716981132, 'C=Cc1ccc(C=C)c(C=C)c1'), min:(-99999, '')
[0.04301619529724121] Updated in round 8! max:(0.1509433962264151, 'C=Cc1ccc2ccccc2c1'), min:(-99999, '')
[0.04901909828186035] Updated in round 9! max:(0.16981132075471697, 'C=Cc1ccc2cc(C=C)ccc2c1'), min:(-99999, '')
[0.0564117431640625] Updated in round 10! max:(0.16981132075471697, 'C=Cc1ccc2cc(C=C)ccc2c1'), min:(-99999, '')
[0.0592656135559082] Updated in round 11! max:(0.18867924528301888, 'C=CC=Cc1ccc2cc(C=C)ccc2c1'), min:(-99999, '')
[0.06932950019836426] Updated in round 12! max:(0.18867924528301888, 'C=CC=Cc1ccc2cc(C=C)ccc2c1'), min:(-99999, '')
[0.07279300689697266] Updated in round 13! max:(0.20754716981132076, 'C=CC=Cc1ccc2cc(C(=C)C=C)ccc2c1'), min:(-99999, '')
[0.08551383018493652] Updated in round 14! max:(0.20754716981132076, 'C=CC=Cc1ccc2cc(C(=C)C=C)ccc2c1'), min:(-99999, '')
[0.08784890174865723] Updated in round 15! max:(0.20754716981132076, 'C=CC=Cc1ccc2cc(C(=C)C=C)ccc2c1'), min:(-99999, '')
[0.09094929695129395] Updated in round 16! max:(0.22641509433962265, 'C=CC=C(C=C)c1ccc2cc(C(=C)C=C)ccc2c1'), min:(-99999, '')
[0.1065835952758789] Updated in round 17! max:(0.24528301886792453, 'C=CC(=C)c1ccc2cc(-c3ccccc3)ccc2c1'), min:(-99999, '')
[0.12259483337402344] Updated in round 18! max:(0.24528301886792453, 'C=CC(=C)c1ccc2cc(-c3ccccc3)ccc2c1'), min:(-99999, '')
[0.12480926513671875] Updated in round 19! max:(0.24528301886792453, 'C=CC(=C)c1ccc2cc(-c3ccccc3)ccc2c1'), min:(-99999, '')
[0.12745094299316406] Updated in round 20! max:(0.2641509433962264, 'C=CC=C(C=C)c1ccc2cc(-c3ccccc3)ccc2c1'), min:(-99999, '')
[0.14937400817871094] Updated in round 21! max:(0.2830188679245283, 'C=CC=CC(=CC=C)c1ccc2cc(-c3ccccc3)ccc2c1'), min:(-99999, '')
[0.17764568328857422] Updated in round 22! max:(0.3018867924528302, 'C=CC=CC=C(C=CC=C)c1ccc2cc(-c3ccccc3)ccc2c1'), min:(-99999, '')
[0.21357178688049316] Updated in round 23! max:(0.3018867924528302, 'C=CC=CC=C(C=CC=C)c1ccc2cc(-c3ccccc3)ccc2c1'), min:(-99999, '')
[0.21763348579406738] Updated in round 24! max:(0.32075471698113206, 'C=Cc1ccc(-c2ccc3cc(-c4ccccc4)ccc3c2)cc1C=C'), min:(-99999, '')
[0.24985456466674805] Updated in round 25! max:(0.32075471698113206, 'C=Cc1ccc(-c2ccc3cc(-c4ccccc4)ccc3c2)cc1C=C'), min:(-99999, '')
[0.2524986267089844] Updated in round 26! max:(0.32075471698113206, 'C=Cc1ccc(-c2ccc3cc(-c4ccccc4)ccc3c2)cc1C=C'), min:(-99999, '')
[0.25568199157714844] Updated in round 27! max:(0.32075471698113206, 'C=Cc1ccc(-c2ccc3cc(-c4ccccc4)ccc3c2)cc1C=C'), min:(-99999, '')
[0.25855445861816406] Updated in round 28! max:(0.32075471698113206, 'C=Cc1ccc(-c2ccc3cc(-c4ccccc4)ccc3c2)cc1C=C'), min:(-99999, '')
[0.26129937171936035] Updated in round 29! max:(0.32075471698113206, 'C=Cc1ccc(-c2ccc3cc(-c4ccccc4)ccc3c2)cc1C=C'), min:(-99999, '')
[0.2643749713897705] Updated in round 30! max:(0.32075471698113206, 'C=Cc1ccc(-c2ccc3cc(-c4ccccc4)ccc3c2)cc1C=C'), min:(-99999, '')
[0.2678194046020508] Updated in round 31! max:(0.33962264150943394, 'C=CC(=C)c1ccc(-c2ccc3cc(-c4ccccc4)ccc3c2)cc1C=C'), min:(-99999, '')
[0.3064439296722412] Updated in round 32! max:(0.3584905660377358, 'C=CC=C(C=C)c1ccc(-c2ccc3cc(-c4ccccc4)ccc3c2)cc1C=C'), min:(-99999, '')
[0.3542139530181885] Updated in round 33! max:(0.37735849056603776, 'C=CC=c1c(=C)ccc2cc(-c3ccc4cc(-c5ccccc5)ccc4c3)ccc12'), min:(-99999, '')
[0.4019341468811035] Updated in round 34! max:(0.39622641509433965, 'C=CC=c1ccc2cc(-c3ccc4cc(-c5ccccc5)ccc4c3)ccc2c1=CC=C'), min:(-99999, '')
[0.46059417724609375] Updated in round 35! max:(0.41509433962264153, 'C=CC=c1ccc2cc(-c3ccc4c(C=C)c(-c5ccccc5)ccc4c3)ccc2c1=CC=C'), min:(-99999, '')
[0.5270922183990479] Updated in round 36! max:(0.4339622641509434, 'C=CC=CC=c1c(=CC=C)ccc2cc(-c3ccc4c(C=C)c(-c5ccccc5)ccc4c3)ccc12'), min:(-99999, '')
[0.6064906120300293] Updated in round 37! max:(0.4339622641509434, 'C=CC=CC=c1c(=CC=C)ccc2cc(-c3ccc4c(C=C)c(-c5ccccc5)ccc4c3)ccc12'), min:(-99999, '')
[0.6108009815216064] Updated in round 38! max:(0.4339622641509434, 'C=CC=CC=c1c(=CC=C)ccc2cc(-c3ccc4c(C=C)c(-c5ccccc5)ccc4c3)ccc12'), min:(-99999, '')
[0.615227222442627] Updated in round 39! max:(0.4339622641509434, 'C=CC=CC=c1c(=CC=C)ccc2cc(-c3ccc4c(C=C)c(-c5ccccc5)ccc4c3)ccc12'), min:(-99999, '')
[0.6204307079315186] Updated in round 40! max:(0.4339622641509434, 'C=CC=CC=c1c(=CC=C)ccc2cc(-c3ccc4c(C=C)c(-c5ccccc5)ccc4c3)ccc12'), min:(-99999, '')
[0.6257140636444092] Updated in round 41! max:(0.4339622641509434, 'C=CC=CC=c1c(=CC=C)ccc2cc(-c3ccc4c(C=C)c(-c5ccccc5)ccc4c3)ccc12'), min:(-99999, '')
[0.6309919357299805] Updated in round 42! max:(0.4528301886792453, 'C=CC=CC=CC=c1c(=CC=C)ccc2cc(-c3ccc4c(C=C)c(-c5ccccc5)ccc4c3)ccc12'), min:(-99999, '')
[0.7278532981872559] Updated in round 43! max:(0.4716981132075472, 'C=CC=c1ccc2cc(-c3ccc4c(C=C)c(-c5ccccc5)ccc4c3)ccc2c1=CC=CC=CC(=C)C=C'), min:(-99999, '')
[0.8324642181396484] Updated in round 44! max:(0.4716981132075472, 'C=CC=c1ccc2cc(-c3ccc4c(C=C)c(-c5ccccc5)ccc4c3)ccc2c1=CC=CC=CC(=C)C=C'), min:(-99999, '')
[0.8370494842529297] Updated in round 45! max:(0.4716981132075472, 'C=CC=c1ccc2cc(-c3ccc4c(C=C)c(-c5ccccc5)ccc4c3)ccc2c1=CC=CC=CC(=C)C=C'), min:(-99999, '')
[0.8419954776763916] Updated in round 46! max:(0.4716981132075472, 'C=CC=c1ccc2cc(-c3ccc4c(C=C)c(-c5ccccc5)ccc4c3)ccc2c1=CC=CC=CC(=C)C=C'), min:(-99999, '')
[0.8463351726531982] Updated in round 47! max:(0.4716981132075472, 'C=CC=c1ccc2cc(-c3ccc4c(C=C)c(-c5ccccc5)ccc4c3)ccc2c1=CC=CC=CC(=C)C=C'), min:(-99999, '')
[0.850372314453125] Updated in round 48! max:(0.4716981132075472, 'C=CC=c1ccc2cc(-c3ccc4c(C=C)c(-c5ccccc5)ccc4c3)ccc2c1=CC=CC=CC(=C)C=C'), min:(-99999, '')
[0.8549044132232666] Updated in round 49! max:(0.4716981132075472, 'C=CC=c1ccc2cc(-c3ccc4c(C=C)c(-c5ccccc5)ccc4c3)ccc2c1=CC=CC=CC(=C)C=C'), min:(-99999, '')
[0.8590817451477051] Updated in round 50! max:(0.4716981132075472, 'C=CC=c1ccc2cc(-c3ccc4c(C=C)c(-c5ccccc5)ccc4c3)ccc2c1=CC=CC=CC(=C)C=C'), min:(-99999, '')
[0.8636093139648438] Updated in round 51! max:(0.4716981132075472, 'C=CC=c1ccc2cc(-c3ccc4c(C=C)c(-c5ccccc5)ccc4c3)ccc2c1=CC=CC=CC(=C)C=C'), min:(-99999, '')
[0.8686513900756836] Updated in round 52! max:(0.4716981132075472, 'C=CC=c1ccc2cc(-c3ccc4c(C=C)c(-c5ccccc5)ccc4c3)ccc2c1=CC=CC=CC(=C)C=C'), min:(-99999, '')
[0.872795820236206] Updated in round 53! max:(0.4716981132075472, 'C=CC=c1ccc2cc(-c3ccc4c(C=C)c(-c5ccccc5)ccc4c3)ccc2c1=CC=CC=CC(=C)C=C'), min:(-99999, '')
[0.8781251907348633] Updated in round 54! max:(0.4716981132075472, 'C=CC=c1ccc2cc(-c3ccc4c(C=C)c(-c5ccccc5)ccc4c3)ccc2c1=CC=CC=CC(=C)C=C'), min:(-99999, '')
