[4.9591064453125e-05]Start running EvoMol from [H][H]...
[0.0006129741668701172] Updated in round 1! max:(0.26666666666666666, 'c1ccccc1'), min:(-99999, '')
[0.004891395568847656] Updated in round 2! max:(0.5333333333333333, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.014298200607299805] Updated in round 3! max:(0.6, 'C=Cc1ccccc1-c1ccccc1'), min:(-99999, '')
[0.025481462478637695] Updated in round 4! max:(0.6, 'C=Cc1ccccc1-c1ccccc1'), min:(-99999, '')
[0.02705550193786621] Updated in round 5! max:(0.6666666666666666, 'C=Cc1cccc(-c2ccccc2C=C)c1'), min:(-99999, '')
[0.041098833084106445] Updated in round 6! max:(0.8, 'C=Cc1cccc(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.05907893180847168] Updated in round 7! max:(0.8666666666666667, 'C=Cc1cccc(-c2cccc3ccccc23)c1C=C'), min:(-99999, '')
[0.07943367958068848] Updated in round 8! max:(0.8666666666666667, 'C=Cc1cccc(-c2cccc3ccccc23)c1C=C'), min:(-99999, '')
[0.08114147186279297] Updated in round 9! max:(0.8666666666666667, 'C=Cc1cccc(-c2cccc3ccccc23)c1C=C'), min:(-99999, '')
[0.08301639556884766] Updated in round 10! max:(0.9333333333333333, 'c1ccc2c(-c3cccc4ccccc34)cccc2c1'), min:(-99999, '')
[0.10358715057373047] Updated in round 11! max:(0.9333333333333333, 'c1ccc2c(-c3cccc4ccccc34)cccc2c1'), min:(-99999, '')
[0.10512328147888184] Updated in round 12! max:(0.9333333333333333, 'c1ccc2c(-c3cccc4ccccc34)cccc2c1'), min:(-99999, '')
[0.1066896915435791] Updated in round 13! max:(0.9333333333333333, 'c1ccc2c(-c3cccc4ccccc34)cccc2c1'), min:(-99999, '')
[0.10817360877990723] Updated in round 14! max:(0.9333333333333333, 'c1ccc2c(-c3cccc4ccccc34)cccc2c1'), min:(-99999, '')
[0.10872292518615723] Reproduced in round 15!!
