[5.7697296142578125e-05]Start running EvoMol from [H][H]...
[0.0005092620849609375] Updated in round 1! max:(0.04, 'C=C'), min:(-99999, '')
[0.0011489391326904297] Updated in round 2! max:(0.08, 'C=CC=C'), min:(-99999, '')
[0.002881765365600586] Updated in round 3! max:(0.12, 'C=CC=CC=C'), min:(-99999, '')
[0.005534648895263672] Updated in round 4! max:(0.16, 'c1ccccc1'), min:(-99999, '')
[0.010536909103393555] Updated in round 5! max:(0.2, 'C=Cc1ccccc1'), min:(-99999, '')
[0.014894723892211914] Updated in round 6! max:(0.24, 'C=Cc1ccc(C=C)cc1'), min:(-99999, '')
[0.021068811416625977] Updated in round 7! max:(0.28, 'C=CC=Cc1ccc(C=C)cc1'), min:(-99999, '')
[0.029995441436767578] Updated in round 8! max:(0.32, 'C=CC=Cc1ccc(C=CC=C)cc1'), min:(-99999, '')
[0.041333675384521484] Updated in round 9! max:(0.36, 'C=CC=Cc1ccc(C(C=C)=CC=C)cc1'), min:(-99999, '')
[0.05401015281677246] Updated in round 10! max:(0.4, 'C=CC=CC=C(C=C)c1ccc(C=CC=C)cc1'), min:(-99999, '')
[0.07028031349182129] Updated in round 11! max:(0.4, 'C=CC=CC=C(C=C)c1ccc(C=CC=C)cc1'), min:(-99999, '')
[0.07169961929321289] Updated in round 12! max:(0.4, 'C=CC=CC=C(C=C)c1ccc(C=CC=C)cc1'), min:(-99999, '')
[0.0739288330078125] Updated in round 13! max:(0.44, 'C=CC=CC=CC=C(C=C)c1ccc(C=CC=C)cc1'), min:(-99999, '')
[0.09473800659179688] Updated in round 14! max:(0.44, 'C=CC=CC=CC=C(C=C)c1ccc(C=CC=C)cc1'), min:(-99999, '')
[0.09700250625610352] Updated in round 15! max:(0.48, 'C=CC=CC=CC=CC=C(C=C)c1ccc(C=CC=C)cc1'), min:(-99999, '')
[0.12348198890686035] Updated in round 16! max:(0.48, 'C=CC=CC=CC=CC=C(C=C)c1ccc(C=CC=C)cc1'), min:(-99999, '')
[0.1259596347808838] Updated in round 17! max:(0.52, 'C=CC=CC=CC=CC=CC=C(C=C)c1ccc(C=CC=C)cc1'), min:(-99999, '')
[0.16015124320983887] Updated in round 18! max:(0.56, 'C=CC=Cc1ccc(C(C=C)=CC=CC=CC=CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.19919061660766602] Updated in round 19! max:(0.56, 'C=CC=Cc1ccc(C(C=C)=CC=CC=CC=CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.20119023323059082] Updated in round 20! max:(0.56, 'C=CC=Cc1ccc(C(C=C)=CC=CC=CC=CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.2032477855682373] Updated in round 21! max:(0.56, 'C=CC=Cc1ccc(C(C=C)=CC=CC=CC=CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.20551347732543945] Updated in round 22! max:(0.56, 'C=CC=Cc1ccc(C(C=C)=CC=CC=CC=CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.20750761032104492] Updated in round 23! max:(0.56, 'C=CC=Cc1ccc(C(C=C)=CC=CC=CC=CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.20940160751342773] Updated in round 24! max:(0.56, 'C=CC=Cc1ccc(C(C=C)=CC=CC=CC=CC(C=C)=CC=C)cc1'), min:(-99999, '')
[0.2125852108001709] Updated in round 25! max:(0.6, 'C=CC=CC=C(C=C)C=CC=CC=CC=C(C=C)c1ccc(C=CC=C)cc1'), min:(-99999, '')
[0.2604055404663086] Updated in round 26! max:(0.64, 'C=CC=CC=CC=C(C=C)C=CC=CC=CC=C(C=C)c1ccc(C=CC=C)cc1'), min:(-99999, '')
[0.31705307960510254] Updated in round 27! max:(0.64, 'C=CC=CC=CC=C(C=C)C=CC=CC=CC=C(C=C)c1ccc(C=CC=C)cc1'), min:(-99999, '')
[0.32147812843322754] Updated in round 28! max:(0.68, 'C=CC=CC=CC=C(C=C)C=CC=Cc1ccc(-c2ccc(C=CC=C)cc2)cc1'), min:(-99999, '')
[0.38381433486938477] Updated in round 29! max:(0.68, 'C=CC=CC=CC=C(C=C)C=CC=Cc1ccc(-c2ccc(C=CC=C)cc2)cc1'), min:(-99999, '')
[0.3865041732788086] Updated in round 30! max:(0.68, 'C=CC=CC=CC=C(C=C)C=CC=Cc1ccc(-c2ccc(C=CC=C)cc2)cc1'), min:(-99999, '')
[0.3907506465911865] Updated in round 31! max:(0.72, 'C=CC=CC=CC=CC=C(C=C)C=CC=Cc1ccc(-c2ccc(C=CC=C)cc2)cc1'), min:(-99999, '')
[0.46578502655029297] Updated in round 32! max:(0.72, 'C=CC=CC=CC=CC=C(C=C)C=CC=Cc1ccc(-c2ccc(C=CC=C)cc2)cc1'), min:(-99999, '')
[0.471041202545166] Updated in round 33! max:(0.76, 'C=CC=CC=CC=CC=C(C=C)C=CC=C(C=C)c1ccc(-c2ccc(C=CC=C)cc2)cc1'), min:(-99999, '')
