[4.792213439941406e-05]Start running EvoMol from [H][H]...
[0.0004222393035888672] Updated in round 1! max:(0.045454545454545456, 'C=C'), min:(-99999, '')
[0.0009937286376953125] Updated in round 2! max:(0.09090909090909091, 'C=CC=C'), min:(-99999, '')
[0.0026597976684570312] Updated in round 3! max:(0.13636363636363635, 'C=CC=CC=C'), min:(-99999, '')
[0.004815101623535156] Updated in round 4! max:(0.18181818181818182, 'c1ccccc1'), min:(-99999, '')
[0.008516788482666016] Updated in round 5! max:(0.22727272727272727, 'C=Cc1ccccc1'), min:(-99999, '')
[0.011698484420776367] Updated in round 6! max:(0.2727272727272727, 'C=Cc1ccccc1C=C'), min:(-99999, '')
[0.01600050926208496] Updated in round 7! max:(0.3181818181818182, 'c1ccc2ccccc2c1'), min:(-99999, '')
[0.02027153968811035] Updated in round 8! max:(0.36363636363636365, 'C=Cc1cccc2ccccc12'), min:(-99999, '')
[0.025723934173583984] Updated in round 9! max:(0.36363636363636365, 'C=Cc1cccc2ccccc12'), min:(-99999, '')
[0.027643203735351562] Updated in round 10! max:(0.4090909090909091, 'C=Cc1cccc2cccc(C=C)c12'), min:(-99999, '')
[0.03458547592163086] Updated in round 11! max:(0.4090909090909091, 'C=Cc1cccc2cccc(C=C)c12'), min:(-99999, '')
[0.037198781967163086] Updated in round 12! max:(0.45454545454545453, 'C=Cc1ccc2cccc(C=C)c2c1C=C'), min:(-99999, '')
[0.04640531539916992] Updated in round 13! max:(0.5, 'C=CC=Cc1ccc2cccc(C=C)c2c1C=C'), min:(-99999, '')
[0.058634042739868164] Updated in round 14! max:(0.5454545454545454, 'C=Cc1cccc2ccc3ccc(=C)c(=C)c3c12'), min:(-99999, '')
[0.06889820098876953] Updated in round 15! max:(0.5454545454545454, 'C=Cc1cccc2ccc3ccc(=C)c(=C)c3c12'), min:(-99999, '')
[0.07223153114318848] Updated in round 16! max:(0.5909090909090909, 'C=c1ccc2ccc3cccc4c3c2c1=CC=C4'), min:(-99999, '')
[0.08379769325256348] Updated in round 17! max:(0.5909090909090909, 'C=c1ccc2ccc3cccc4c3c2c1=CC=C4'), min:(-99999, '')
[0.08643078804016113] Updated in round 18! max:(0.6363636363636364, 'C=CC=c1ccc2ccc3cccc4c3c2c1=CC=C4'), min:(-99999, '')
[0.1027991771697998] Updated in round 19! max:(0.6818181818181818, 'C=CC=c1ccc2ccc3cccc4c3c2c1=CC=C4C=C'), min:(-99999, '')
[0.12257146835327148] Updated in round 20! max:(0.7272727272727273, 'C=CC=c1ccc2ccc3cccc4c3c2c1=CC=C4C(=C)C=C'), min:(-99999, '')
[0.14414024353027344] Updated in round 21! max:(0.7272727272727273, 'C=CC=c1ccc2ccc3cccc4c3c2c1=CC=C4C(=C)C=C'), min:(-99999, '')
[0.14803433418273926] Updated in round 22! max:(0.7727272727272727, 'C=CC=c1ccc2ccc3ccc4ccc(=C)c5c4c3c2c1=CC=5'), min:(-99999, '')
[0.17061448097229004] Updated in round 23! max:(0.8181818181818182, 'C=c1ccc2ccc3ccc4ccc5cccc6c5c4c3c2c1=C6'), min:(-99999, '')
[0.19229388236999512] Updated in round 24! max:(0.8181818181818182, 'C=c1ccc2ccc3ccc4ccc5cccc6c5c4c3c2c1=C6'), min:(-99999, '')
[0.19540786743164062] Updated in round 25! max:(0.8181818181818182, 'C=c1ccc2ccc3ccc4ccc5cccc6c5c4c3c2c1=C6'), min:(-99999, '')
[0.1982414722442627] Updated in round 26! max:(0.8181818181818182, 'C=c1ccc2ccc3ccc4ccc5cccc6c5c4c3c2c1=C6'), min:(-99999, '')
[0.20157766342163086] Updated in round 27! max:(0.8181818181818182, 'C=c1ccc2ccc3ccc4ccc5cccc6c5c4c3c2c1=C6'), min:(-99999, '')
[0.20476365089416504] Updated in round 28! max:(0.8181818181818182, 'C=c1ccc2ccc3ccc4ccc5cccc6c5c4c3c2c1=C6'), min:(-99999, '')
[0.20896124839782715] Updated in round 29! max:(0.8636363636363636, 'C=Cc1ccc2ccc3ccc4ccc5ccc(=C)c6c5c4c3c2c1C=6'), min:(-99999, '')
[0.23485374450683594] Updated in round 30! max:(0.8636363636363636, 'C=Cc1ccc2ccc3ccc4ccc5ccc(=C)c6c5c4c3c2c1C=6'), min:(-99999, '')
[0.23835515975952148] Updated in round 31! max:(0.8636363636363636, 'C=Cc1ccc2ccc3ccc4ccc5ccc(=C)c6c5c4c3c2c1C=6'), min:(-99999, '')
[0.2426455020904541] Updated in round 32! max:(0.8636363636363636, 'C=Cc1ccc2ccc3ccc4ccc5ccc(=C)c6c5c4c3c2c1C=6'), min:(-99999, '')
[0.24640893936157227] Updated in round 33! max:(0.9090909090909091, 'C=CC1=c2c(=C)ccc3ccc4ccc5ccc6ccc(C=C)c1c6c5c4c23'), min:(-99999, '')
