[5.8650970458984375e-05]Start running EvoMol from [H][H]...
[0.0008614063262939453] Updated in round 1! max:(0.16, 'c1ccccc1'), min:(-99999, '')
[0.007230997085571289] Updated in round 2! max:(0.32, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.02503037452697754] Updated in round 3! max:(0.48, 'c1ccc(-c2ccc(-c3ccccc3)cc2)cc1'), min:(-99999, '')
[0.061742305755615234] Updated in round 4! max:(0.52, 'C=Cc1ccc(-c2ccc(-c3ccccc3)cc2)cc1'), min:(-99999, '')
[0.10474872589111328] Updated in round 5! max:(0.52, 'C=Cc1ccc(-c2ccc(-c3ccccc3)cc2)cc1'), min:(-99999, '')
[0.10764145851135254] Updated in round 6! max:(0.64, 'c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.17275261878967285] Updated in round 7! max:(0.64, 'c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.17542266845703125] Updated in round 8! max:(0.68, 'C=Cc1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.25189828872680664] Updated in round 9! max:(0.68, 'C=Cc1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.2556419372558594] Updated in round 10! max:(0.68, 'C=Cc1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.2592759132385254] Updated in round 11! max:(0.68, 'C=Cc1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.2630598545074463] Updated in round 12! max:(0.72, 'C=CC(=C)c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.34737682342529297] Updated in round 13! max:(0.72, 'C=CC(=C)c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.3511185646057129] Updated in round 14! max:(0.72, 'C=CC(=C)c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.35475802421569824] Updated in round 15! max:(0.72, 'C=CC(=C)c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1'), min:(-99999, '')
[0.3585851192474365] Updated in round 16! max:(0.8, 'c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.4642527103424072] Updated in round 17! max:(0.8, 'c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.46782827377319336] Updated in round 18! max:(0.8, 'c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.47126007080078125] Updated in round 19! max:(0.84, 'C=Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.5954115390777588] Updated in round 20! max:(0.84, 'C=Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.6020052433013916] Updated in round 21! max:(0.84, 'C=Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.607407808303833] Updated in round 22! max:(0.96, 'c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccccc6)cc5)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.773810625076294] Updated in round 23! max:(0.96, 'c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccccc6)cc5)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.7795252799987793] Updated in round 24! max:(0.96, 'c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccccc6)cc5)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.7828798294067383] Updated in round 25! max:(0.96, 'c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccccc6)cc5)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.7883782386779785] Updated in round 26! max:(0.96, 'c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccccc6)cc5)cc4)cc3)cc2)cc1'), min:(-99999, '')
[0.7903051376342773] Reproduced in round 27!!
