[0.00011277198791503906]Start running EvoMol from [H][H]...
[0.002319812774658203] Updated in round 1! max:(0.026490066225165563, 'c1ccccc1'), min:(-99999, '')
[0.012743711471557617] Updated in round 2! max:(0.052980132450331126, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.035439491271972656] Updated in round 3! max:(0.07947019867549669, 'c1ccc(-c2ccc(-c3ccccc3)cc2)cc1'), min:(-99999, '')
[0.07546734809875488] Updated in round 4! max:(0.07947019867549669, 'c1ccc(-c2ccc(-c3ccccc3)cc2)cc1'), min:(-99999, '')
[0.0855417251586914] Updated in round 5! max:(0.09271523178807947, 'c1ccc(-c2ccc3c(ccc4ccccc43)c2)cc1'), min:(-99999, '')
[0.133988618850708] Updated in round 6! max:(0.09933774834437085, 'C=Cc1cccc(-c2ccc3c(ccc4ccccc43)c2)c1'), min:(-99999, '')
[0.19151568412780762] Updated in round 7! max:(0.10596026490066225, 'C=Cc1cccc(-c2cc3ccc4ccccc4c3cc2C=C)c1'), min:(-99999, '')
[0.24747467041015625] Updated in round 8! max:(0.10596026490066225, 'C=Cc1cccc(-c2cc3ccc4ccccc4c3cc2C=C)c1'), min:(-99999, '')
[0.25991368293762207] Updated in round 9! max:(0.11258278145695365, 'C=Cc1ccc2ccc3cc4c(ccc5ccccc54)cc3c2c1'), min:(-99999, '')
[0.3236556053161621] Updated in round 10! max:(0.11920529801324503, 'C=Cc1ccc2c(ccc3cc4c(ccc5ccc(C=C)cc54)cc32)c1'), min:(-99999, '')
[0.39224720001220703] Updated in round 11! max:(0.11920529801324503, 'C=Cc1ccc2c(ccc3cc4c(ccc5ccc(C=C)cc54)cc32)c1'), min:(-99999, '')
[0.40200114250183105] Updated in round 12! max:(0.13245033112582782, 'C=Cc1ccc2ccc3cc4c(ccc5cc6ccccc6cc54)cc3c2c1'), min:(-99999, '')
[0.49094724655151367] Updated in round 13! max:(0.13245033112582782, 'C=Cc1ccc2ccc3cc4c(ccc5cc6ccccc6cc54)cc3c2c1'), min:(-99999, '')
[0.5057923793792725] Updated in round 14! max:(0.13245033112582782, 'C=Cc1ccc2ccc3cc4c(ccc5cc6ccccc6cc54)cc3c2c1'), min:(-99999, '')
[0.524425745010376] Updated in round 15! max:(0.1390728476821192, 'C=Cc1ccc2ccc3cc4c(ccc5cc6c(C=C)cccc6cc54)cc3c2c1'), min:(-99999, '')
[0.6280837059020996] Updated in round 16! max:(0.16556291390728478, 'C=Cc1cccc2cc3c(ccc4cc5c(ccc6ccc(C=Cc7ccccc7)cc65)cc43)cc12'), min:(-99999, '')
[0.8032116889953613] Updated in round 17! max:(0.16556291390728478, 'C=Cc1cccc2cc3c(ccc4cc5c(ccc6ccc(C=Cc7ccccc7)cc65)cc43)cc12'), min:(-99999, '')
[0.8195695877075195] Updated in round 18! max:(0.16556291390728478, 'C=Cc1cccc2cc3c(ccc4cc5c(ccc6ccc(C=Cc7ccccc7)cc65)cc43)cc12'), min:(-99999, '')
[0.842261552810669] Updated in round 19! max:(0.16556291390728478, 'C=Cc1cccc2cc3c(ccc4cc5c(ccc6ccc(C=Cc7ccccc7)cc65)cc43)cc12'), min:(-99999, '')
[0.8582181930541992] Updated in round 20! max:(0.16556291390728478, 'C=Cc1cccc2cc3c(ccc4cc5c(ccc6ccc(C=Cc7ccccc7)cc65)cc43)cc12'), min:(-99999, '')
[0.883946418762207] Updated in round 21! max:(0.16556291390728478, 'C=Cc1cccc2cc3c(ccc4cc5c(ccc6ccc(C=Cc7ccccc7)cc65)cc43)cc12'), min:(-99999, '')
[0.8961269855499268] Updated in round 22! max:(0.16556291390728478, 'C=Cc1cccc2cc3c(ccc4cc5c(ccc6ccc(C=Cc7ccccc7)cc65)cc43)cc12'), min:(-99999, '')
[0.9211347103118896] Updated in round 23! max:(0.16556291390728478, 'C=Cc1cccc2cc3c(ccc4cc5c(ccc6ccc(C=Cc7ccccc7)cc65)cc43)cc12'), min:(-99999, '')
[0.9415452480316162] Updated in round 24! max:(0.16556291390728478, 'C=Cc1cccc2cc3c(ccc4cc5c(ccc6ccc(C=Cc7ccccc7)cc65)cc43)cc12'), min:(-99999, '')
[0.965235710144043] Updated in round 25! max:(0.16556291390728478, 'C=Cc1cccc2cc3c(ccc4cc5c(ccc6ccc(C=Cc7ccccc7)cc65)cc43)cc12'), min:(-99999, '')
[0.9839789867401123] Updated in round 26! max:(0.17218543046357615, 'C=Cc1cccc(C=Cc2ccc3ccc4cc5c(ccc6cc7c(C=C)cccc7cc65)cc4c3c2)c1'), min:(-99999, '')
