[7.486343383789062e-05]Start running EvoMol from [H][H]...
[0.06108450889587402] Updated in round 1! max:(0.08163265306122448, 'c1ccccc1'), min:(-99999, '')
[0.06736063957214355] Updated in round 2! max:(0.16326530612244897, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.07780098915100098] Updated in round 3! max:(0.22448979591836735, 'c1ccc(-c2cccc3ccccc23)cc1'), min:(-99999, '')
[0.09258174896240234] Updated in round 4! max:(0.22448979591836735, 'c1ccc(-c2cccc3ccccc23)cc1'), min:(-99999, '')
[0.09432768821716309] Updated in round 5! max:(0.22448979591836735, 'c1ccc(-c2cccc3ccccc23)cc1'), min:(-99999, '')
[0.09600114822387695] Updated in round 6! max:(0.22448979591836735, 'c1ccc(-c2cccc3ccccc23)cc1'), min:(-99999, '')
[0.09832382202148438] Updated in round 7! max:(0.24489795918367346, 'C#Cc1ccccc1-c1cccc2ccccc12'), min:(-99999, '')
[0.11268329620361328] Updated in round 8! max:(0.24489795918367346, 'C#Cc1ccccc1-c1cccc2ccccc12'), min:(-99999, '')
[0.11444687843322754] Updated in round 9! max:(0.2653061224489796, 'C#CC#Cc1ccccc1-c1cccc2ccccc12'), min:(-99999, '')
[0.12965893745422363] Updated in round 10! max:(0.2653061224489796, 'C#CC#Cc1ccccc1-c1cccc2ccccc12'), min:(-99999, '')
[0.13114595413208008] Updated in round 11! max:(0.2653061224489796, 'C#CC#Cc1ccccc1-c1cccc2ccccc12'), min:(-99999, '')
[0.13306617736816406] Updated in round 12! max:(0.2857142857142857, 'C#CC#Cc1ccc(C=C)cc1-c1cccc2ccccc12'), min:(-99999, '')
[0.1537771224975586] Updated in round 13! max:(0.2857142857142857, 'C#CC#Cc1ccc(C=C)cc1-c1cccc2ccccc12'), min:(-99999, '')
[0.15552639961242676] Updated in round 14! max:(0.2857142857142857, 'C#CC#Cc1ccc(C=C)cc1-c1cccc2ccccc12'), min:(-99999, '')
[0.15776562690734863] Updated in round 15! max:(0.3673469387755102, 'C=Cc1ccc(C#CC#Cc2ccccc2)c(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.19637298583984375] Updated in round 16! max:(0.3673469387755102, 'C=Cc1ccc(C#CC#Cc2ccccc2)c(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.1988513469696045] Updated in round 17! max:(0.3673469387755102, 'C=Cc1ccc(C#CC#Cc2ccccc2)c(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.20142841339111328] Updated in round 18! max:(0.3673469387755102, 'C=Cc1ccc(C#CC#Cc2ccccc2)c(-c2cccc3ccccc23)c1'), min:(-99999, '')
[0.2044544219970703] Updated in round 19! max:(0.3877551020408163, 'C=Cc1ccc(C#CC#Cc2ccc(C=C)cc2-c2cccc3ccccc23)cc1'), min:(-99999, '')
[0.2505302429199219] Updated in round 20! max:(0.40816326530612246, 'C#Cc1ccc2ccccc2c1-c1cc(C=C)ccc1C#CC#Cc1ccc(C=C)cc1'), min:(-99999, '')
[0.2973134517669678] Updated in round 21! max:(0.40816326530612246, 'C#Cc1ccc2ccccc2c1-c1cc(C=C)ccc1C#CC#Cc1ccc(C=C)cc1'), min:(-99999, '')
[0.3001139163970947] Updated in round 22! max:(0.42857142857142855, 'C#Cc1ccc2ccccc2c1-c1cc(C=CC=C)ccc1C#CC#Cc1ccc(C=C)cc1'), min:(-99999, '')
[0.35816144943237305] Updated in round 23! max:(0.42857142857142855, 'C#Cc1ccc2ccccc2c1-c1cc(C=CC=C)ccc1C#CC#Cc1ccc(C=C)cc1'), min:(-99999, '')
[0.3605973720550537] Updated in round 24! max:(0.42857142857142855, 'C#Cc1ccc2ccccc2c1-c1cc(C=CC=C)ccc1C#CC#Cc1ccc(C=C)cc1'), min:(-99999, '')
