[6.628036499023438e-05]Start running EvoMol from [H][H]...
[0.0011622905731201172] Updated in round 1! max:(0.10810810810810811, 'c1ccccc1'), min:(-99999, '')
[0.008203744888305664] Updated in round 2! max:(0.21621621621621623, 'c1ccc(-c2ccccc2)cc1'), min:(-99999, '')
[0.027776002883911133] Updated in round 3! max:(0.32432432432432434, 'c1ccc(-c2ccc(-c3ccccc3)cc2)cc1'), min:(-99999, '')
[0.06378650665283203] Updated in round 4! max:(0.35135135135135137, 'C=Cc1cccc(-c2ccc(-c3ccccc3)cc2)c1'), min:(-99999, '')
[0.10698437690734863] Updated in round 5! max:(0.3783783783783784, 'C=Cc1cccc(-c2ccc(-c3cccc(C=C)c3)cc2)c1'), min:(-99999, '')
[0.15343880653381348] Updated in round 6! max:(0.40540540540540543, 'C=Cc1cccc(-c2ccc(-c3ccc(C=C)c(C=C)c3)cc2)c1'), min:(-99999, '')
[0.20668411254882812] Updated in round 7! max:(0.4594594594594595, 'C=Cc1ccc(-c2ccc(-c3ccc4ccccc4c3)cc2)cc1C=C'), min:(-99999, '')
[0.2774314880371094] Updated in round 8! max:(0.5405405405405406, 'C=Cc1ccc(-c2ccc(-c3ccc4c(ccc5ccccc54)c3)cc2)cc1C=C'), min:(-99999, '')
[0.37310028076171875] Updated in round 9! max:(0.5405405405405406, 'C=Cc1ccc(-c2ccc(-c3ccc4c(ccc5ccccc54)c3)cc2)cc1C=C'), min:(-99999, '')
[0.37801289558410645] Updated in round 10! max:(0.5405405405405406, 'C=Cc1ccc(-c2ccc(-c3ccc4c(ccc5ccccc54)c3)cc2)cc1C=C'), min:(-99999, '')
[0.38703370094299316] Updated in round 11! max:(0.5675675675675675, 'C=Cc1ccc(-c2ccc(-c3cc4ccc5ccccc5c4cc3C=C)cc2)cc1C=C'), min:(-99999, '')
[0.48981618881225586] Updated in round 12! max:(0.5675675675675675, 'C=Cc1ccc(-c2ccc(-c3cc4ccc5ccccc5c4cc3C=C)cc2)cc1C=C'), min:(-99999, '')
[0.4956998825073242] Updated in round 13! max:(0.6216216216216216, 'C=Cc1cc2ccc3cc(-c4cc5ccc6ccccc6c5cc4C=C)ccc3c2cc1C=C'), min:(-99999, '')
[0.6155269145965576] Updated in round 14! max:(0.6216216216216216, 'C=Cc1cc2ccc3cc(-c4cc5ccc6ccccc6c5cc4C=C)ccc3c2cc1C=C'), min:(-99999, '')
[0.6209847927093506] Updated in round 15! max:(0.7297297297297297, 'C=Cc1cc2c(ccc3cc(-c4cc5ccc6ccccc6c5cc4C=C)ccc32)cc1C=Cc1ccccc1'), min:(-99999, '')
[0.8462612628936768] Updated in round 16! max:(0.8108108108108109, 'C=Cc1cc2c(ccc3cc(-c4cc5ccc6ccccc6c5cc4C=C)ccc32)cc1C=Cc1ccc2ccccc2c1'), min:(-99999, '')
[1.147209644317627] Updated in round 17! max:(0.8108108108108109, 'C=Cc1cc2c(ccc3cc(-c4cc5ccc6ccccc6c5cc4C=C)ccc32)cc1C=Cc1ccc2ccccc2c1'), min:(-99999, '')
[1.1531386375427246] Updated in round 18! max:(0.8108108108108109, 'C=Cc1cc2c(ccc3cc(-c4cc5ccc6ccccc6c5cc4C=C)ccc32)cc1C=Cc1ccc2ccccc2c1'), min:(-99999, '')
[1.1631100177764893] Updated in round 19! max:(0.8108108108108109, 'C=Cc1cc2c(ccc3cc(-c4cc5ccc6ccccc6c5cc4C=C)ccc32)cc1C=Cc1ccc2ccccc2c1'), min:(-99999, '')
[1.1747467517852783] Updated in round 20! max:(0.8648648648648649, 'C=Cc1cc2c(ccc3ccccc32)cc1-c1ccc2c(ccc3cc(-c4ccc5c(ccc6ccccc65)c4)c(C=C)cc32)c1'), min:(-99999, '')
[1.5851762294769287] Updated in round 21! max:(0.8648648648648649, 'C=Cc1cc2c(ccc3ccccc32)cc1-c1ccc2c(ccc3cc(-c4ccc5c(ccc6ccccc65)c4)c(C=C)cc32)c1'), min:(-99999, '')
[1.5914533138275146] Updated in round 22! max:(0.8648648648648649, 'C=Cc1cc2c(ccc3ccccc32)cc1-c1ccc2c(ccc3cc(-c4ccc5c(ccc6ccccc65)c4)c(C=C)cc32)c1'), min:(-99999, '')
[1.597792387008667] Updated in round 23! max:(0.8648648648648649, 'C=Cc1cc2c(ccc3ccccc32)cc1-c1ccc2c(ccc3cc(-c4ccc5c(ccc6ccccc65)c4)c(C=C)cc32)c1'), min:(-99999, '')
[1.6047382354736328] Updated in round 24! max:(0.8648648648648649, 'C=Cc1cc2c(ccc3ccccc32)cc1-c1ccc2c(ccc3cc(-c4ccc5c(ccc6ccccc65)c4)c(C=C)cc32)c1'), min:(-99999, '')
[1.6113231182098389] Updated in round 25! max:(0.8648648648648649, 'C=Cc1cc2c(ccc3ccccc32)cc1-c1ccc2c(ccc3cc(-c4ccc5c(ccc6ccccc65)c4)c(C=C)cc32)c1'), min:(-99999, '')
[1.6177570819854736] Updated in round 26! max:(0.8648648648648649, 'C=Cc1cc2c(ccc3ccccc32)cc1-c1ccc2c(ccc3cc(-c4ccc5c(ccc6ccccc65)c4)c(C=C)cc32)c1'), min:(-99999, '')
[1.6229650974273682] Updated in round 27! max:(0.8648648648648649, 'C=Cc1cc2c(ccc3ccccc32)cc1-c1ccc2c(ccc3cc(-c4ccc5c(ccc6ccccc65)c4)c(C=C)cc32)c1'), min:(-99999, '')
[1.6290175914764404] Updated in round 28! max:(0.8648648648648649, 'C=Cc1cc2c(ccc3ccccc32)cc1-c1ccc2c(ccc3cc(-c4ccc5c(ccc6ccccc65)c4)c(C=C)cc32)c1'), min:(-99999, '')
[1.649984359741211] Updated in round 29! max:(0.8648648648648649, 'C=Cc1cc2c(ccc3ccccc32)cc1-c1ccc2c(ccc3cc(-c4ccc5c(ccc6ccccc65)c4)c(C=C)cc32)c1'), min:(-99999, '')
